match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_totalClearance,stat_aerialLost,stat_challengeLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_expectedGoalsOnTarget,stat_wonContest,stat_unsuccessfulTouch,stat_goals,stat_dispossessed,stat_outfielderBlock,stat_bigChanceMissed,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_errorLeadToAGoal
12530661,home,Galatasaray,Fernando Muslera,fernando-muslera,F. Muslera,G,16,190,9264,M,Muslera,28381,EUR,519264000,G,1,1,False,True,28.0,25.0,5.0,3.0,0.0,25.0,26.0,2.0,8.0,90.0,32.0,6.4,3.0,0.00025276,0,-0.8248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530661,home,Galatasaray,Roland Sallai,roland-sallai,R. Sallai,F,7,182,8501,M,rolandsallai,355088,EUR,864259200,D,7,7,False,,52.0,48.0,4.0,4.0,1.0,19.0,20.0,43.0,5.0,90.0,82.0,7.8,13.0,0.259319,0,,,,33.0,11.0,4.0,1.0,2.0,5.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,
12530661,home,Galatasaray,Davinson Sánchez,davinson-sanchez,D. Sánchez,D,6,187,12299,M,DAVINSON,566102,EUR,834537600,D,6,6,False,,72.0,71.0,5.0,4.0,0.0,46.0,46.0,26.0,2.0,70.0,78.0,7.2,1.0,0.00990113,0,,,,25.0,,,1.0,,3.0,,,1.0,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,
12530661,home,Galatasaray,Abdülkerim Bardakcı,abdulkerim-bardakci,A. Bardakcı,D,42,185,6104,M,abdulkerimbard1,178963,EUR,778896000,D,42,42,False,,98.0,89.0,10.0,6.0,0.0,48.0,49.0,50.0,5.0,90.0,110.0,7.1,9.0,0.0506097,2,,,,42.0,1.0,1.0,2.0,3.0,4.0,,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.1583,,,,,,,,,,,,,,
12530661,home,Galatasaray,Eren Elmalı,eren-elmali,E. Elmalı,D,17,180,4102,M,,981483,EUR,962928000,D,17,17,False,,7.0,7.0,,,0.0,1.0,1.0,7.0,,25.0,14.0,7.3,2.0,0.385462,1,,,,6.0,1.0,,1.0,1.0,2.0,,1.0,,,,1.0,,1.0,2.0,1.0,,,,0.1646,1.0,1.0,0.5862,,,,,,,,,,,
12530661,home,Galatasaray,Yunus Akgün,yunus-akgun,Y. Akgün,M,11,173,9047,M,yunusakgun17,857738,EUR,962928000,M,11,11,False,,59.0,52.0,4.0,3.0,0.0,12.0,12.0,50.0,6.0,90.0,80.0,8.0,11.0,0.252771,6,,,,40.0,3.0,,,2.0,2.0,1.0,1.0,3.0,1.0,1.0,,,2.0,,1.0,1.0,2.0,3.0,0.2029,1.0,,0.2383,1.0,,,,,,,,,,
12530661,home,Galatasaray,Mario Lemina,mario-lemina,M. Lemina,M,99,184,8827,M,,307284,EUR,746841600,M,99,99,False,,72.0,66.0,3.0,1.0,0.0,36.0,39.0,33.0,4.0,70.0,81.0,6.7,10.0,0.0194509,0,,,,30.0,,,3.0,4.0,5.0,1.0,,2.0,2.0,1.0,,1.0,,,1.0,1.0,,,,,,,,3.0,,,,,,,,,
12530661,home,Galatasaray,Lucas Torreira,lucas-torreira,L. Torreira,M,34,168,8760,M,ltorreira34,754794,EUR,823996800,M,34,34,False,,74.0,71.0,6.0,6.0,0.0,27.0,28.0,46.0,6.0,86.0,83.0,8.0,3.0,0.0507651,2,,,,44.0,,,1.0,,4.0,,,,2.0,,1.0,,2.0,,,,1.0,,0.2498,1.0,,0.2349,,,1.0,,,,,,,,
12530661,home,Galatasaray,Barış Alper Yılmaz,baris-alper-yilmaz,B. A. Yılmaz,M,53,186,13210,M,barisalperyilmaz,904096,EUR,959040000,M,53,53,False,,29.0,20.0,1.0,1.0,0.0,1.0,1.0,30.0,2.0,90.0,51.0,7.9,20.0,0.212707,5,,,,19.0,2.0,,6.0,9.0,8.0,2.0,,1.0,2.0,1.0,,2.0,4.0,,,1.0,2.0,1.0,0.4424,2.0,,0.866,,3.0,1.0,4.0,,,,,,,
12530661,home,Galatasaray,Álvaro Morata,alvaro-morata,Á. Morata,F,7,189,27997,M,ÁMorata,125407,EUR,719798400,F,77,77,False,,21.0,18.0,1.0,,0.0,4.0,4.0,22.0,6.0,90.0,47.0,7.5,15.0,0.0936316,3,,,,14.0,5.0,,,6.0,6.0,1.0,,,5.0,2.0,1.0,,3.0,,2.0,,1.0,1.0,0.2204,1.0,,0.0183,,2.0,,3.0,1.0,,,,,,
