match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_fouls,player_lastName,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,player_sofascoreId
13472751,home,Red Bull Bragantino,Cleiton,cleiton,Cleiton,G,1,190,551,M,844576,EUR,871948800,G,300,300,False,True,15.0,11.0,8.0,5.0,0.0,7.0,9.0,4.0,6.0,1.0,1.0,2.0,13.0,1.0,3.0,5.0,1.0,1.0,1.0,90.0,32.0,8.1,4.0,0.00177307,0,-0.3717,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472751,home,Red Bull Bragantino,Nathan Mendes,nathan-mendes,N. Mendes,D,45,182,358,M,1116955,EUR,1029715200,D,45,45,False,,39.0,23.0,3.0,,0.0,12.0,20.0,11.0,19.0,,4.0,2.0,3.0,,,,,,,90.0,65.0,6.7,21.0,0.0118467,0,,Nathan,1.0,3.0,6.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,
13472751,home,Red Bull Bragantino,Pedro Henrique,pedro-henrique,P. Henrique,D,14,188,417,M,551774,EUR,812592000,D,14,14,False,,42.0,32.0,13.0,4.0,0.0,22.0,24.0,10.0,18.0,4.0,5.0,12.0,2.0,,,,,,,90.0,62.0,7.7,10.0,0.00307204,3,,,,1.0,2.0,1.0,,,,1.0,1.0,1.0,,,,,,1.0,2.0,1.0,1.0,0.1986,0.3734,,,,,,
13472751,home,Red Bull Bragantino,Guzmán Rodríguez,guzman-rodriguez,G. Rodríguez,D,2,185,481,M,997239,EUR,949968000,D,2,2,False,,51.0,49.0,8.0,6.0,0.0,34.0,34.0,15.0,17.0,2.0,3.0,7.0,1.0,,,,,,,90.0,60.0,6.8,2.0,0.00359954,0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,
13472751,home,Red Bull Bragantino,Vanderlan,vanderlan,Vanderlan,D,6,183,1727,M,1067640,EUR,1031356800,D,12,12,False,,37.0,31.0,9.0,3.0,0.0,17.0,17.0,14.0,20.0,,4.0,2.0,6.0,,,,,,,90.0,65.0,6.9,8.0,0.156951,0,,Vanderlan,3.0,1.0,3.0,,,2.0,1.0,,1.0,2.0,1.0,,1.0,,1.0,,,,,,,1.0,,3.0,1.0,,
13472751,home,Red Bull Bragantino,Eric Ramires,eric-ramires,E. Ramires,M,7,172,386,M,950545,EUR,965865600,M,7,7,False,,17.0,16.0,,,0.0,8.0,8.0,8.0,9.0,,1.0,,6.0,,,,,,,57.0,24.0,6.4,2.0,0.00480653,2,,,,1.0,6.0,3.0,1.0,,,1.0,,1.0,,,,,,,1.0,,,0.0388,,1.0,,,,1.0,
13472751,home,Red Bull Bragantino,Gabriel Girotto,gabriel-girotto,Gabriel,M,6,171,540,M,242052,EUR,710726400,M,6,6,False,,26.0,21.0,2.0,2.0,0.0,12.0,13.0,9.0,13.0,,1.0,1.0,2.0,,,,,,,57.0,30.0,6.7,6.0,0.00410224,0,,,,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,
13472751,home,Red Bull Bragantino,Ignacio Laquintana,ignacio-laquintana,I. Laquintana,M,19,177,612,M,948004,EUR,917827200,M,33,33,False,,15.0,10.0,1.0,,0.0,3.0,4.0,7.0,11.0,,,1.0,2.0,,,,,,,68.0,27.0,6.3,11.0,0.00719664,2,,,1.0,1.0,3.0,1.0,,1.0,,,,,,4.0,,,1.0,,,,,0.0489,,,,,,2.0,
13472751,home,Red Bull Bragantino,Jhon Jhon,jhon-jhon,Jhon Jhon,M,10,178,2841,M,1167069,EUR,1031529600,M,10,10,False,,31.0,24.0,5.0,4.0,1.0,8.0,9.0,16.0,22.0,,5.0,,1.0,,,,,,,90.0,52.0,7.0,16.0,0.0866095,0,,Jhon Jhon,7.0,2.0,8.0,,1.0,3.0,1.0,,,3.0,3.0,1.0,1.0,,3.0,,,,,,,3.0,,2.0,,,
13472751,home,Red Bull Bragantino,Lucas Barbosa,lucas-barbosa,L. Barbosa,M,21,193,762,M,1067641,EUR,982800000,M,21,21,False,,16.0,10.0,,,0.0,8.0,11.0,2.0,5.0,1.0,3.0,,2.0,,,,,,,68.0,28.0,7.0,10.0,0.0264548,1,,Lucas Barbosa,1.0,,3.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,0.446,0.4161,1.0,,,,,
