match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_wasFouled,stat_challengeLost,stat_shotOffTarget,stat_expectedGoals,stat_bigChanceCreated,stat_bigChanceMissed,stat_fouls,stat_keyPass,player_sofascoreId,stat_accurateCross,stat_dispossessed,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,captain,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_savedShotsFromInsideTheBox
12501567,home,Napoli,Alex Meret,alex-meret,A. Meret,G,1,190,4366,M,592794,EUR,858988800,G,1,1,False,53.0,47.0,20.0,14.0,0.0,42.0,45.0,5.0,8.0,1.0,1.0,2.0,9.0,1.0,1.0,2.0,90.0,61.0,7.6,6.0,0.00101746,0,0.0348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501567,home,Napoli,Pasquale Mazzocchi,pasquale-mazzocchi,P. Mazzocchi,M,30,183,1368,M,377512,EUR,806803200,D,30,30,False,41.0,34.0,2.0,,0.0,26.0,26.0,8.0,16.0,1.0,5.0,6.0,4.0,,,,75.0,60.0,7.4,8.0,0.105186,0,,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12501567,home,Napoli,Amir Rrahmani,amir-rrahmani,A. Rrahmani,D,13,190,3520,M,332155,EUR,762048000,D,13,13,False,85.0,76.0,14.0,7.0,0.0,58.0,64.0,18.0,21.0,3.0,4.0,6.0,2.0,,,,90.0,98.0,7.1,9.0,0.00373735,0,,,1.0,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12501567,home,Napoli,Juan Jesus,juan-jesus,Juan Jesus,D,5,185,2485,M,108484,EUR,676512000,D,5,5,False,46.0,39.0,4.0,4.0,0.0,28.0,34.0,11.0,12.0,1.0,3.0,3.0,2.0,,,,72.0,59.0,7.3,7.0,0.00282628,1,,,1.0,2.0,,,2.0,,1.0,1.0,,1.0,1.0,1.0,0.1738,,,,,,,,,,,,,,,,,,
12501567,home,Napoli,Mathías Olivera,mathias-olivera,M. Olivera,D,17,184,3517,M,805078,EUR,878256000,D,17,17,False,50.0,43.0,5.0,2.0,1.0,18.0,22.0,25.0,28.0,2.0,4.0,3.0,4.0,,,,90.0,75.0,7.5,9.0,0.1486,2,,,5.0,9.0,2.0,,,2.0,1.0,,,1.0,1.0,2.0,0.3326,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,
12501567,home,Napoli,Billy Gilmour,gilmour-billy,B. Gilmour,M,6,169,4342,M,907668,EUR,992217600,M,6,6,False,63.0,59.0,6.0,5.0,0.0,40.0,42.0,21.0,24.0,,5.0,1.0,1.0,,,,82.0,74.0,7.5,6.0,0.449816,1,,3.0,,2.0,1.0,,,,1.0,,,4.0,,1.0,0.0955,,,1.0,4.0,billygilmour,2.0,,,,,,,,,,,,
12501567,home,Napoli,Stanislav Lobotka,stanislav-lobotka,S. Lobotka,M,68,170,4661,M,150383,EUR,785721600,M,68,68,False,57.0,54.0,6.0,5.0,0.0,43.0,44.0,11.0,13.0,,3.0,2.0,3.0,,,,90.0,68.0,7.0,7.0,0.0157735,0,,,,1.0,,,,,3.0,2.0,,,,,,,,,1.0,StanLobotka,,1.0,2.0,,,,,,,,,,
12501567,home,Napoli,Scott McTominay,scott-mctominay,S. McTominay,M,8,193,25748,M,879346,EUR,850003200,M,8,8,False,38.0,34.0,2.0,2.0,0.0,26.0,26.0,8.0,12.0,3.0,10.0,1.0,8.0,,,,90.0,61.0,9.5,9.0,0.0711282,5,,,4.0,5.0,3.0,2.0,,1.0,2.0,2.0,,3.0,,2.0,0.2884,,,,1.0,ScottMcTominay,,,4.0,3.0,1.0,2.0,1.0,0.3898,,,,,
12501567,home,Napoli,Matteo Politano,matteo-politano,M. Politano,F,21,171,4493,M,235672,EUR,744336000,F,21,21,False,29.0,24.0,2.0,1.0,0.0,11.0,11.0,15.0,26.0,,2.0,1.0,2.0,,,,82.0,44.0,7.4,12.0,0.139,1,,8.0,2.0,4.0,,,,,,,,2.0,,,0.0197,1.0,,1.0,3.0,,2.0,1.0,,1.0,,,,0.0954,True,,,,
12501567,home,Napoli,Romelu Lukaku,romelu-lukaku,R. Lukaku,F,9,191,56823,M,78893,EUR,737251200,F,11,11,False,14.0,11.0,1.0,,2.0,4.0,4.0,9.0,12.0,1.0,2.0,,1.0,,,,82.0,32.0,8.2,8.0,0.438665,6,,2.0,2.0,6.0,1.0,,,,,,,1.0,,1.0,0.9993,,,2.0,3.0,RLukaku,2.0,2.0,2.0,1.0,,1.0,,0.5513,,4.0,,,
