match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_duelLost,stat_interceptionWon,stat_fouls,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_goodHighClaim,stat_goals,stat_goalAssist,stat_bigChanceCreated,player_sofascoreId,stat_totalOffside
11067510,home,América Mineiro,Jory,,,jory,Jory,G,1,190,55,M,839762,EUR,826675200,G,12,12,False,13.0,11.0,3.0,1.0,11.0,13.0,1.0,4.0,1.0,2.0,1.0,90.0,21.0,6.0,2.0,6.752e-05,0,-1.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067510,home,América Mineiro,Mateus Henrique,Mateus Henrique,,mateus-henrique,Mateus Henrique,D,75,178,168,M,1175493,EUR,1033516800,D,36,36,False,29.0,26.0,4.0,3.0,13.0,14.0,1.0,3.0,,,,45.0,47.0,7.1,6.0,0.0263461,1,,14.0,18.0,3.0,1.0,2.0,7.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0231,1.0,,,,,,,,,,,,,,,,
11067510,home,América Mineiro,Ricardo Silva,,,ricardo-silva,R. Silva,D,45,190,76,M,599700,EUR,713664000,D,45,45,False,62.0,55.0,2.0,2.0,48.0,52.0,5.0,10.0,,,,90.0,69.0,6.3,7.0,0.00423038,0,,7.0,10.0,,,4.0,4.0,,,,,,,,,,,3.0,5.0,1.0,3.0,,,,,,,,,,,,
11067510,home,América Mineiro,Danilo Avelar,,,danilo-avelar,Danilo Avelar,D,,184,107,M,121221,EUR,613353600,D,22,22,False,73.0,64.0,6.0,3.0,33.0,36.0,3.0,7.0,,,,90.0,82.0,6.6,9.0,0.0297764,0,,31.0,37.0,,,4.0,6.0,,,,,1.0,1.0,,1.0,,,,1.0,2.0,1.0,,,,,,,,,,,,
11067510,home,América Mineiro,Marlon Lopes,,,marlon-lopes,Marlon,D,6,177,100,M,870933,EUR,761097600,D,6,6,False,49.0,41.0,1.0,,16.0,16.0,,5.0,,,,71.0,82.0,6.7,16.0,0.0329008,2,,25.0,38.0,5.0,,,5.0,4.0,3.0,1.0,,1.0,1.0,2.0,1.0,0.0736,,2.0,3.0,3.0,,1.0,0.2292,,,,,,,,,,
11067510,home,América Mineiro,Juninho,,,juninho,Juninho,M,28,173,218,M,330691,EUR,561945600,M,8,8,False,38.0,32.0,3.0,3.0,16.0,18.0,,5.0,,,,90.0,54.0,6.9,12.0,0.106887,1,,16.0,21.0,1.0,,2.0,4.0,,,,,2.0,1.0,4.0,1.0,0.0969,1.0,,3.0,2.0,1.0,1.0,0.2141,True,1.0,1.0,,,,,,,
11067510,home,América Mineiro,Breno Cascardo,Breno Cascardo,,breno-cascardo,Breno Cascardo,M,80,183,161,M,1469514,EUR,1064448000,M,28,28,False,46.0,43.0,1.0,1.0,18.0,18.0,,2.0,,,,45.0,51.0,6.6,5.0,0.018955,1,,25.0,29.0,1.0,,1.0,2.0,,,,,1.0,,1.0,,0.0207,,,1.0,1.0,1.0,,,,,,1.0,,,,,,
11067510,home,América Mineiro,Felipe Azevedo,,,felipe-azevedo,Felipe Azevedo,M,11,175,88,M,166471,EUR,537235200,M,11,11,False,20.0,16.0,1.0,1.0,3.0,3.0,1.0,2.0,,,,71.0,28.0,6.4,7.0,0.0468585,0,,13.0,18.0,1.0,,,2.0,1.0,1.0,,,,,,1.0,,2.0,1.0,4.0,1.0,1.0,,,,,2.0,,,,,,,
11067510,home,América Mineiro,Emmanuel Martínez,,,emmanuel-martinez,E. Martinez,M,6,177,616,M,794312,EUR,770688000,M,5,5,False,84.0,69.0,5.0,2.0,18.0,20.0,,8.0,,,,90.0,100.0,7.0,19.0,0.149643,0,,52.0,65.0,1.0,1.0,,6.0,1.0,,,1.0,4.0,4.0,2.0,2.0,,4.0,1.0,7.0,1.0,2.0,,,,4.0,,,,,,,,
11067510,home,América Mineiro,Martín Benítez,,,martin-benitez,M. Benítez,M,7,173,425,M,155715,EUR,771811200,F,10,10,False,20.0,15.0,2.0,1.0,3.0,3.0,,,,,,45.0,33.0,7.0,9.0,0.0278095,1,,13.0,20.0,3.0,1.0,,5.0,4.0,3.0,,,1.0,1.0,1.0,1.0,0.0191,,,1.0,,,,,,,,1.0,,,,,,
