match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_totalTackle,stat_fouls,stat_keyPass,stat_aerialWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_outfielderBlock,stat_interceptionWon,player_firstName,player_lastName,stat_unsuccessfulTouch,player_sofascoreId,stat_dispossessed,stat_wasFouled,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceMissed,stat_goals,stat_totalKeeperSweeper,stat_errorLeadToAShot,stat_ownGoals,stat_hitWoodwork
12499287,home,Como,Emil Audero,emil-audero,E. Audero,G,1,190,10668,M,318603,EUR,853545600,G,1,1,False,38.0,28.0,13.0,3.0,0.0,27.0,30.0,1.0,8.0,1.0,1.0,4.0,2.0,2.0,90.0,43.0,6.3,10.0,0.00013969,0,-0.6808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499287,home,Como,Alessio Iovine,alessio-iovine,A. Iovine,D,,174,111,M,350882,EUR,665366400,D,6,6,False,27.0,20.0,8.0,4.0,0.0,16.0,19.0,4.0,9.0,1.0,4.0,3.0,,,90.0,45.0,6.2,8.0,0.00572203,0,,True,1.0,1.0,1.0,4.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12499287,home,Como,Alberto Dossena,dossena-alberto,A. Dossena,D,4,195,511,M,870211,EUR,908236800,D,13,13,False,33.0,28.0,3.0,1.0,0.0,25.0,25.0,3.0,8.0,,,4.0,,,66.0,42.0,7.3,6.0,0.00090499,3,,,,4.0,,1.0,1.0,,,2.0,1.0,1.0,1.0,2.0,1.0,0.1051,0.0535,,,,,,,,,,,,,,,,,,
12499287,home,Como,Marc-Oliver Kempf,marc-oliver-kempf,M. O. Kempf,D,2,186,853,M,226974,EUR,791251200,D,2,2,False,57.0,47.0,8.0,2.0,0.0,36.0,40.0,11.0,17.0,1.0,1.0,3.0,,,90.0,67.0,6.7,10.0,0.00763285,0,,,,1.0,,6.0,1.0,,1.0,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,
12499287,home,Como,Alberto Moreno,alberto-moreno,A. Moreno,D,18,171,850,M,229740,EUR,710294400,D,18,18,False,33.0,28.0,2.0,,0.0,17.0,18.0,11.0,16.0,,2.0,1.0,,,90.0,48.0,6.4,9.0,0.0161236,1,,,1.0,1.0,,3.0,1.0,3.0,,,,,,1.0,,0.0513,0.0415,,,,,1.0,,,,,,,,,,,,,
12499287,home,Como,Máximo Perrone,maximo-perrone,M. Perrone,M,23,178,8372,M,1086286,EUR,1041897600,M,23,23,False,40.0,35.0,1.0,,0.0,20.0,23.0,15.0,18.0,,4.0,7.0,,,90.0,55.0,6.9,8.0,0.0310043,0,,,1.0,6.0,3.0,3.0,4.0,,,1.0,,,,,3.0,,,,1.0,Maximo Perrone,,1.0,maxiperrone16,1.0,1.0,,,,,,,,,,
12499287,home,Como,Sergi Roberto,sergi-roberto,S. Roberto,M,8,178,10482,M,123976,EUR,697420800,M,20,20,False,32.0,29.0,1.0,1.0,0.0,19.0,21.0,10.0,11.0,2.0,5.0,7.0,,,88.0,42.0,6.7,6.0,0.00646653,0,,,,4.0,,1.0,1.0,2.0,1.0,1.0,1.0,,,,1.0,,,,1.0,,,2.0,sergiroberto,,2.0,,,,,,,,,,
12499287,home,Como,Gabriel Strefezza,gabriel-strefezza,G. Strefezza,M,7,168,2181,M,877201,EUR,861321600,M,7,7,False,22.0,15.0,3.0,3.0,1.0,6.0,6.0,11.0,18.0,,9.0,5.0,,,88.0,40.0,7.1,14.0,0.0470154,1,,,2.0,6.0,,,1.0,3.0,4.0,1.0,4.0,2.0,1.0,,1.0,0.1448,,,1.0,,,1.0,,4.0,2.0,2.0,,,,,,,,,
12499287,home,Como,Nico Paz,nico-paz,N. Paz,M,10,185,88676,M,1171451,EUR,1094601600,M,79,79,False,24.0,22.0,1.0,1.0,0.0,10.0,11.0,14.0,16.0,2.0,7.0,6.0,,,90.0,51.0,7.9,10.0,0.283029,3,,,3.0,6.0,,1.0,2.0,2.0,3.0,,6.0,3.0,1.0,,2.0,0.1099,,1.0,1.0,,,2.0,nicopaz1o,,1.0,2.0,2.0,2.0,1.0,,,,,,
12499287,home,Como,Alieu Fadera,fadera-alieu,A. Fadera,M,20,181,1183,M,1031548,EUR,1004745600,M,16,16,False,18.0,14.0,1.0,,0.0,7.0,8.0,7.0,13.0,1.0,12.0,6.0,,,78.0,42.0,6.6,14.0,0.0356515,1,,,3.0,8.0,4.0,,4.0,2.0,,,2.0,1.0,,,3.0,0.0222,,1.0,,,,2.0,,4.0,3.0,,,1.0,1.0,,,,,,
12499287,home,Como,Patrick Cutrone,patrick-cutrone,P. Cutrone,F,10,183,2328,M,795044,EUR,883785600,F,10,10,False,13.0,10.0,,,0.0,4.0,4.0,6.0,11.0,1.0,2.0,1.0,,,78.0,23.0,7.2,8.0,0.00757256,3,,,2.0,1.0,,,,,,,1.0,,1.0,1.0,,0.3458,0.8572,,,,,2.0,,,1.0,,,1.0,,1.0,1.0,,,,
12499287,home,Como,Edoardo Goldaniga,edoardo-goldaniga,E. Goldaniga,D,5,193,345,M,295133,EUR,752198400,D,5,5,True,14.0,12.0,3.0,2.0,0.0,9.0,10.0,3.0,4.0,,,4.0,,,24.0,20.0,6.7,2.0,0.00032009,0,,,,4.0,,,2.0,,,1.0,,,,,1.0,,,1.0,2.0,,,,,,1.0,,,,,,,,,,
12499287,home,Como,Lucas Da Cunha,lucas-da-cunha,L. Da Cunha,M,33,174,1933,M,911848,EUR,992044800,M,33,33,True,9.0,8.0,1.0,1.0,0.0,5.0,6.0,3.0,4.0,,,4.0,,,12.0,14.0,6.9,2.0,0.0922688,0,,,1.0,2.0,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12499287,home,Como,Andrea Belotti,andrea-belotti,A. Belotti,F,19,181,3521,M,220223,EUR,756345600,F,11,11,True,8.0,5.0,,,0.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,,,12.0,12.0,6.2,4.0,0.00123653,2,,,,2.0,,,,2.0,,1.0,,,2.0,,,0.3952,,,,,,,gallobelotti,1.0,1.0,,,,,1.0,,,,,
12499287,home,Como,Luca Mazzitelli,luca-mazzitelli,L. Mazzitelli,M,4,180,415,M,369866,EUR,816393600,M,36,36,True,5.0,3.0,2.0,1.0,0.0,3.0,4.0,,1.0,,4.0,3.0,,,11.0,12.0,6.5,4.0,4.787e-05,0,,,,2.0,1.0,1.0,1.0,1.0,,,2.0,1.0,,,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,,
12499287,home,Como,Matthias Braunöder,matthias-braunoder,M. Braunöder,M,27,173,418,M,962282,EUR,1017187200,M,27,27,True,2.0,1.0,,,0.0,1.0,2.0,,,,2.0,1.0,,,11.0,7.0,6.5,2.0,1.11e-06,0,,,,3.0,1.0,,2.0,,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
12499287,home,Como,Pepe Reina,pepe-reina,P. Reina,G,,188,1240,M,26937,EUR,399600000,G,25,25,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499287,home,Como,Ignace Van der Brempt,ignace-van-der-brempt,I. V. d. Brempt,D,77,187,738,M,989186,EUR,1017619200,D,77,77,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499287,home,Como,Marco Sala,sala-marco,M. Sala,D,3,182,232,M,927312,EUR,928454400,D,3,3,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499287,home,Como,Simone Verdi,simone-verdi,S. Verdi,M,99,174,614,M,98058,EUR,710899200,M,90,90,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499287,home,Como,Yannik Engelhardt,yannik-engelhardt,Y. Engelhardt,M,6,184,363,M,990209,EUR,981504000,M,26,26,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499287,home,Como,Daniele Baselli,daniele-baselli,D. Baselli,M,33,182,197,M,168647,EUR,700358400,M,8,8,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499287,home,Como,Alberto Cerri,alberto-cerri,A. Cerri,F,7,196,335,M,187121,EUR,829612800,F,17,17,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499287,home,Como,Alessandro Gabrielloni,alessandro-gabrielloni,A. Gabrielloni,F,9,178,242,M,813070,EUR,773798400,F,9,9,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499287,away,Bologna,Łukasz Skorupski,lukasz-skorupski,Ł. Skorupski,G,1,187,4421,M,44906,EUR,673401600,G,1,1,False,29.0,25.0,5.0,1.0,0.0,25.0,28.0,,1.0,,,13.0,2.0,3.0,90.0,42.0,6.4,4.0,7.264e-05,0,-1.0477,,,,,1.0,,,,,,,,,,,,,,,,,lukaszskorupski28,,,,,,,,,1.0,,,
12499287,away,Bologna,Stefan Posch,stefan-posch,S. Posch,D,4,188,1364,M,355486,EUR,863568000,D,3,3,False,38.0,24.0,10.0,8.0,0.0,12.0,19.0,13.0,24.0,1.0,8.0,9.0,,,90.0,72.0,7.3,24.0,0.044884,0,,,5.0,10.0,,2.0,5.0,3.0,2.0,1.0,2.0,,,,4.0,,,,,,,1.0,,2.0,4.0,1.0,,,1.0,,,,,,
12499287,away,Bologna,Sam Beukema,sam-beukema,S. Beukema,D,31,188,2235,M,898815,EUR,911260800,D,31,31,False,69.0,61.0,4.0,2.0,0.0,35.0,39.0,26.0,30.0,,2.0,4.0,,,90.0,80.0,6.9,9.0,0.00717854,0,,,,6.0,2.0,,2.0,,,3.0,,,,,1.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,,
12499287,away,Bologna,Nicolò Casale,nicolo-casale,N. Casale,D,16,191,431,M,862697,EUR,887414400,D,15,15,False,65.0,56.0,6.0,6.0,0.0,44.0,49.0,12.0,16.0,2.0,4.0,5.0,,,80.0,71.0,6.3,9.0,0.00369539,0,,,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,2.0,1.0,,,,,,,,,,,,,,1.0,1.0,
12499287,away,Bologna,Juan Miranda,juan-miranda,J. Miranda,D,33,185,2208,M,855829,EUR,948240000,D,33,33,False,46.0,42.0,6.0,3.0,0.0,28.0,29.0,16.0,23.0,,4.0,7.0,,,90.0,69.0,6.6,14.0,0.106419,1,,,6.0,6.0,,,4.0,1.0,2.0,,,,,,2.0,0.0487,,,,,,,,3.0,2.0,2.0,,1.0,,,,,,,
12499287,away,Bologna,Remo Freuler,remo-freuler,R. Freuler,M,8,181,1928,M,115516,EUR,703296000,M,8,8,False,57.0,55.0,2.0,2.0,0.0,30.0,31.0,25.0,26.0,2.0,4.0,1.0,,,90.0,69.0,7.2,5.0,0.0382454,0,,,,6.0,2.0,1.0,3.0,,2.0,1.0,1.0,1.0,,,2.0,,,,1.0,,,2.0,,,1.0,,,,,,,,,,
12499287,away,Bologna,Riccardo Orsolini,riccardo-orsolini,R. Orsolini,M,7,183,5740,M,793645,EUR,854064000,M,7,7,False,17.0,10.0,3.0,1.0,0.0,2.0,2.0,8.0,16.0,,4.0,3.0,,,63.0,29.0,6.5,12.0,0.0151827,2,,True,1.0,3.0,,,,2.0,,1.0,3.0,2.0,1.0,,,0.2217,,,1.0,,,2.0,,1.0,,,,1.0,1.0,,,,,,
12499287,away,Bologna,Michel Aebischer,michel-aebischer,M. Aebischer,M,20,182,1236,M,850891,EUR,852508800,M,20,20,False,13.0,11.0,1.0,,0.0,7.0,8.0,5.0,6.0,,2.0,5.0,,,45.0,21.0,6.6,5.0,0.141195,0,,,1.0,2.0,2.0,,1.0,,1.0,,,,,,,,,,,,,2.0,,,1.0,1.0,,,,,,,,,
12499287,away,Bologna,Tommaso Pobega,tommaso-pobega,T. Pobega,M,4,188,1344,M,928796,EUR,931996800,M,18,18,False,31.0,29.0,2.0,1.0,0.0,18.0,18.0,11.0,13.0,,8.0,2.0,,,90.0,50.0,7.0,7.0,0.0175973,2,,,,8.0,2.0,1.0,5.0,3.0,,1.0,,,2.0,,3.0,0.122,,1.0,,,,1.0,,3.0,2.0,,,,,,,,,,1.0
12499287,away,Bologna,Jens Odgaard,jens-odgaard,J. Odgaard,M,21,188,1820,M,826064,EUR,922838400,M,21,21,False,28.0,22.0,4.0,2.0,0.0,15.0,15.0,7.0,13.0,,1.0,4.0,,,80.0,44.0,6.8,11.0,0.00474096,4,,,,5.0,,,,,,2.0,3.0,2.0,1.0,1.0,,0.198,0.2896,,,,,4.0,,,1.0,,,2.0,1.0,,,,,,
12499287,away,Bologna,Thijs Dallinga,thijs-dallinga,T. Dallinga,F,24,190,2354,M,905381,EUR,965260800,F,24,24,False,13.0,10.0,2.0,2.0,0.0,6.0,8.0,4.0,5.0,,2.0,2.0,,,63.0,21.0,6.7,8.0,0.00501946,1,,,,2.0,,1.0,1.0,1.0,,1.0,,,1.0,,1.0,0.0667,,,,,,4.0,,1.0,,,,,1.0,,,,,,
12499287,away,Bologna,Giovanni Fabbian,giovanni-fabbian,G. Fabbian,M,80,186,1385,M,1067204,EUR,1042502400,M,80,80,True,5.0,4.0,,,0.0,2.0,2.0,2.0,3.0,,2.0,2.0,,,45.0,11.0,6.6,2.0,0.00167208,2,,,,1.0,,,,1.0,,,,,,1.0,,0.2165,0.4877,,,,,,,1.0,1.0,,,1.0,,,,,,,
