match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_dispossessed,stat_interceptionWon,captain,stat_totalCross,stat_totalContest,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_challengeLost,player_sofascoreId,stat_keyPass,stat_accurateCross,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceMissed
13981564,home,Genoa,Lorenzo Colombo,lorenzo-colombo,L. Colombo,F,29,183,2440,M,930191,EUR,1015545600,F,29,29,False,15.0,7.0,,,0.0,3.0,6.0,4.0,9.0,,2.0,,,,,,58.0,25.0,6.1,14.0,0.0253898,20.467421160528,5.0,5.25,4.41,,0,,-0.15,-0.4,-0.12,,,,2.0,3.0,7.0,5.0,,,,,4.0,2.0,1.0,2.0,,,,,,,,2.0,,1.0,,,,,,,,,
13981564,home,Genoa,Caleb Ekuban,caleb-ekuban,C. Ekuban,F,18,182,842,M,309156,EUR,764380800,F,18,18,True,2.0,1.0,,,0.0,,,1.0,2.0,,1.0,,,,,,32.0,7.0,6.6,1.0,0.00176164,,,,,,1,,0.04,,-0.05,,,,1.0,2.0,3.0,3.0,,,,,,1.0,1.0,,,,,,,0.0344,-0.13,1.0,,,,,,1.0,,0.0135,,,
13981564,home,Genoa,Albert Grønbæk,albert-gronbaek,A. Grønbæk,M,11,176,1696,M,1000263,EUR,990576000,M,11,11,True,2.0,1.0,,,0.0,1.0,1.0,,1.0,,,,,,,,12.0,4.0,6.6,1.0,2.33e-06,,,,,,1,,-0.01,,0.17,,,,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,,0.0342,0.01,,,,,,,1.0,,0.0111,,,
13981564,home,Genoa,Jeff Ekhator,jeff-ekhator,J. Ekhator,F,21,188,605,M,1613917,EUR,1163203200,F,21,21,True,,,,,0.0,,,,,,,,,,,,12.0,5.0,6.4,3.0,,,,,,,0,,,-0.09,0.14,,,,,,3.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,
13981564,home,Genoa,Valentín Carboni,valentin-carboni,V. Carboni,M,21,185,7112,M,1153083,EUR,1109980800,M,23,23,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,,,,,1.0,6.0,,2.0,0.00036112,8.4850289333626,1.0,-6.93,-6.93,,0,,,,,,,,,,1.0,1.0,,1.0,1.0,,1.0,,,1.0,,,,,,,,,valencarboni,,,,,,,,,,
13981564,home,Genoa,Maxwel Cornet,maxwel-cornet,M. Cornet,F,70,179,1971,M,280439,EUR,843782400,F,70,70,True,,,,,0.0,,,0.0,0.0,,,,,,,,1.0,1.0,,,0.0198897,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,
13981564,home,Genoa,Daniele Sommariva,daniele-sommariva,D. Sommariva,G,39,186,152,M,595572,EUR,869184000,G,39,39,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981564,home,Genoa,Ernestas Lysionok,ernestas-lysionok,E. Lysionok,G,35,190,97,M,1425153,EUR,1173398400,G,35,35,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Ernestas Lysionok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981564,home,Genoa,Stefano Sabelli,stefano-sabelli,S. Sabelli,D,20,179,199,M,184421,EUR,726883200,D,20,20,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981564,home,Genoa,Morten Thorsby,morten-thorsby,M. Thorsby,M,2,189,697,M,280991,EUR,831254400,M,2,2,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981564,home,Genoa,Nicolae Stanciu,nicolae-stanciu,N. Stanciu,M,8,171,4030,M,108673,EUR,736732800,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981564,home,Genoa,Lorenzo Venturino,lorenzo-venturino,L. Venturino,M,20,184,769,M,1618563,EUR,1150934400,F,76,76,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981564,home,Genoa,Jean Onana,jean-onana,J. Onana,M,14,189,1410,M,978301,EUR,947289600,M,14,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981564,home,Genoa,Seydou Fini,fini-seydou,S. Fini,M,40,178,400,M,1164381,EUR,1149206400,F,40,40,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Seydou,Fini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981564,home,Genoa,Patrizio Masini,patrizio-masini,P. Masini,M,73,182,291,M,970998,EUR,980553600,M,73,73,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981564,away,Inter,Yann Sommer,yann-sommer,Y. Sommer,G,1,183,12749,M,16206,EUR,598320000,G,1,1,False,36.0,31.0,11.0,7.0,0.0,25.0,27.0,6.0,9.0,,3.0,1.0,1.0,2.0,,,90.0,39.0,6.8,5.0,0.00303206,84.048436587988,15.0,-46.2,0.94500000000001,-0.0014,0,0.013,0.25,0.03,-0.1,-0.01,,,,,1.0,,,,,,,,,,,,,,,,,1.0,yannsommer,,,,,,,,,,
13981564,away,Inter,Yann Bisseck,yann-bisseck,Y. Bisseck,D,31,194,5415,M,906275,EUR,975456000,D,31,31,False,50.0,43.0,2.0,,0.0,34.0,37.0,9.0,13.0,6.0,3.0,,,,,,90.0,71.0,7.4,10.0,0.00956897,112.31751510468,15.0,-2.625,14.07,,4,,-0.1,0.1,-0.16,,,,3.0,3.0,4.0,4.0,,1.0,,,1.0,,1.0,,2.0,,,,1.0,0.1691,0.52,,,,,,,1.0,1.0,0.1177,2.0,,
13981564,away,Inter,Manuel Akanji,manuel-akanji,M. Akanji,D,25,187,22699,M,383560,EUR,806112000,D,25,25,False,61.0,57.0,4.0,2.0,0.0,41.0,41.0,16.0,20.0,1.0,4.0,,,,,,90.0,69.0,7.0,4.0,0.0192178,132.87332128458,16.0,-81.375,5.04,,1,,0.33,0.14,-0.12,,,,1.0,3.0,2.0,5.0,,1.0,1.0,,,1.0,1.0,,1.0,,,,,0.0814,0.0,,manuel_akanji,,,,,,,,1.0,,
13981564,away,Inter,Alessandro Bastoni,alessandro-bastoni,A. Bastoni,D,95,190,15274,M,826188,EUR,923961600,D,95,95,False,62.0,55.0,5.0,1.0,0.0,34.0,37.0,21.0,25.0,2.0,2.0,,,,,,90.0,92.0,7.2,12.0,0.0258504,123.60003396919,15.0,-67.62,3.045,,0,,0.17,0.12,-0.06,,,,1.0,1.0,3.0,10.0,,7.0,6.0,,1.0,,2.0,,5.0,,1.0,2.0,,,,,alessandrobastoni,1.0,,2.0,,,,,,,
13981564,away,Inter,Luís Henrique,luis-henrique,L. Henrique,M,11,181,6103,M,977679,EUR,1008288000,M,11,11,False,33.0,27.0,,,0.0,12.0,13.0,15.0,20.0,1.0,4.0,,,,,,90.0,42.0,6.3,11.0,0.0303793,78.542962108894,11.0,-29.61,5.04,,0,,-0.08,0.18,-0.06,,,,1.0,,3.0,,,,,,1.0,,1.0,1.0,,,2.0,,,,,,,1.0,,,,,,,,1.0,
13981564,away,Inter,Nicolò Barella,nicolo-barella,N. Barella,M,23,175,21290,M,363856,EUR,855273600,M,23,23,False,68.0,57.0,6.0,4.0,0.0,16.0,18.0,41.0,50.0,,9.0,,,,,,90.0,88.0,7.0,18.0,0.456965,238.31399683248,26.0,-82.425,9.03,,0,,0.44,0.07,-0.09,,,,1.0,1.0,6.0,5.0,,2.0,2.0,,2.0,,4.0,1.0,,,6.0,4.0,,,,,nicolo_barella,9.0,4.0,2.0,3.0,,,,,,
13981564,away,Inter,Piotr Zieliński,piotr-zielinski,P. Zieliński,M,7,180,18478,M,138605,EUR,769392000,M,7,7,False,61.0,56.0,8.0,4.0,0.0,29.0,30.0,27.0,31.0,3.0,6.0,,,,,,89.0,73.0,6.9,8.0,0.0364203,287.65082045125,31.0,-160.44,8.19,,2,,0.25,0.34,0.14,,,,2.0,1.0,6.0,4.0,,,,,2.0,2.0,4.0,,,,1.0,1.0,,0.066,-0.16,,zielu_94,,,1.0,,,,,2.0,,
13981564,away,Inter,Petar Sučić,petar-sucic,P. Sučić,M,8,184,7937,M,1091303,EUR,1067040000,M,8,8,False,48.0,40.0,,,0.0,14.0,16.0,26.0,32.0,1.0,3.0,,,,,,74.0,64.0,6.5,17.0,0.112558,139.99439732724,20.0,-12.6,7.665,,0,,0.05,-0.18,-0.09,,,,1.0,,5.0,5.0,,4.0,3.0,,4.0,,,2.0,,,1.0,2.0,,,,1.0,,1.0,,1.0,,,,,,,
13981564,away,Inter,Carlos Augusto,carlos-augusto,C. Augusto,D,30,184,7355,M,929199,EUR,915667200,M,30,30,False,40.0,31.0,3.0,,0.0,7.0,9.0,24.0,31.0,1.0,4.0,,,,,,90.0,61.0,6.9,14.0,0.0564621,140.33943442686,11.0,-106.68,3.465,,1,,-0.05,0.5,-0.02,,,,1.0,4.0,4.0,8.0,,2.0,2.0,,1.0,2.0,3.0,1.0,,,2.0,,1.0,0.0159,-0.11,,,,,,,,,,,,
13981564,away,Inter,Lautaro Martínez,lautaro-martinez,L. Martínez,F,10,175,122092,M,823984,EUR,872208000,F,10,10,False,33.0,26.0,4.0,1.0,1.0,6.0,7.0,20.0,26.0,1.0,2.0,,,,,,84.0,48.0,7.5,11.0,0.0765236,71.376231571659,11.0,-20.265,2.94,,5,,-0.77,0.24,-0.03,,,,,2.0,4.0,3.0,,,,,1.0,1.0,1.0,1.0,,True,,1.0,,0.4325,0.5,1.0,LautaroM,1.0,,,,4.0,1.0,0.8289,1.0,,1.0
13981564,away,Inter,Francesco Pio Esposito,francesco-pio-esposito,F. P. Esposito,F,94,189,8641,M,1156616,EUR,1119916800,F,94,94,False,11.0,8.0,1.0,1.0,0.0,3.0,3.0,5.0,8.0,1.0,1.0,,,,,,74.0,19.0,6.8,3.0,0.0108672,9.7999790390947,2.0,7.14,4.515,,3,,-0.1,0.0,0.14,,,,3.0,4.0,4.0,8.0,,,,,,4.0,1.0,,,,,,,0.4237,-0.55,,,,,,,2.0,,0.4171,1.0,,2.0
13981564,away,Inter,Henrikh Mkhitaryan,henrikh-mkhitaryan,H. Mkhitaryan,M,22,178,8680,M,37151,EUR,601344000,M,22,22,True,15.0,12.0,,,0.0,2.0,3.0,10.0,12.0,2.0,3.0,,,,,,16.0,24.0,6.7,6.0,0.0151481,38.879254501609,4.0,-37.695,-4.095,,0,,-0.23,0.08,0.25,,,,,,2.0,2.0,,1.0,1.0,,1.0,,,1.0,,,,2.0,,,,,micki_taryan,,,1.0,,,,,,,
13981564,away,Inter,Marcus Thuram,marcus-thuram,M. Thuram,F,9,192,25521,M,791702,EUR,870825600,F,9,9,True,8.0,6.0,,,0.0,1.0,2.0,5.0,6.0,,,,,,,,16.0,15.0,6.2,4.0,0.00622366,13.757903866216,2.0,-1.26,5.25,,2,,-0.19,0.08,-0.05,,,,,1.0,2.0,1.0,,,,,1.0,,2.0,1.0,,,,,,0.0812,-0.27,,m_thuram,,,,,1.0,,0.4715,1.0,,1.0
13981564,away,Inter,Andy Diouf,andy-diouf,A. Diouf,M,17,187,3993,M,1048889,EUR,1053129600,M,17,17,True,3.0,2.0,,,0.0,1.0,1.0,1.0,2.0,,,,,,,,12.0,3.0,6.7,1.0,0.00077414,,,,,,0,,0.05,,0.13,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981564,away,Inter,Stefan de Vrij,stefan-de-vrij,S. de Vrij,D,6,188,5674,M,91046,EUR,697248000,D,6,6,True,3.0,1.0,1.0,,0.0,1.0,1.0,,2.0,,,,,,,,1.0,4.0,,2.0,3.7e-06,11.030242150085,2.0,2.31,6.195,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stefandevrij,,,,,,,,,,
13981564,away,Inter,Alain Taho,alain-taho,A. Taho,G,60,198,292,M,1605228,EUR,1177891200,G,60,60,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Alain Taho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981564,away,Inter,Josep Martínez,josep-martinez,J. Martínez,G,13,191,2817,M,845291,EUR,896227200,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981564,away,Inter,Matteo Cocchi,matteo-cocchi,M. Cocchi,D,43,178,1004,M,1416579,EUR,1170288000,D,43,43,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Matteo Cocchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981564,away,Inter,Federico Dimarco,federico-dimarco,F. Dimarco,M,32,174,15308,M,284361,EUR,879120000,D,32,32,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,dimarco32,,,,,,,,,,
13981564,away,Inter,Simone Cinquegrano,simone-cinquegrano,S. Cinquegrano,M,50,192,163,M,1461516,EUR,1088121600,D,50,50,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981564,away,Inter,Davide Frattesi,davide-frattesi,D. Frattesi,M,16,178,5601,M,835600,EUR,937958400,M,16,16,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidefrrattesi_22,,,,,,,,,,
13981564,away,Inter,Ange-Yoan Bonny,ange-yoan-bonny,A. Bonny,F,14,189,10665,M,1086223,EUR,1067040000,F,14,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
