match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_accurateCross,stat_keyPass,stat_shotOffTarget,captain,stat_onTargetScoringAttempt,stat_totalOffside,stat_blockedScoringAttempt,stat_goals,stat_goalAssist,stat_bigChanceMissed,stat_bigChanceCreated
10385616,home,West Ham United,Łukasz Fabiański,lukasz-fabianski,Ł. Fabiański,G,22,190,3777,M,lukasz.fabianski,15479,EUR,482630400,G,1,1,False,25.0,11.0,21.0,7.0,9.0,10.0,2.0,15.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,90.0,30.0,6.2,14.0,0.0,0.0,0.00017017,0,-0.9795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385616,home,West Ham United,Vladimír Coufal,vladimir-coufal,V. Coufal,D,34,179,1722,M,,138024,EUR,714441600,D,5,5,False,32.0,19.0,7.0,2.0,11.0,18.0,8.0,19.0,,15.0,,,,,,90.0,61.0,6.4,29.0,0.0,0.0,0.00485964,0,,,,5.0,1.0,5.0,6.0,8.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,
10385616,home,West Ham United,Kurt Zouma,kurt-zouma,K. Zouma,D,4,190,2248,M,,139227,EUR,783216000,D,4,4,False,31.0,24.0,6.0,5.0,18.0,22.0,6.0,9.0,4.0,8.0,,,,,,90.0,45.0,7.3,7.0,0.0,0.0,0.00334697,0,,,,,,1.0,,2.0,,,8.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,
10385616,home,West Ham United,Nayef Aguerd,nayef-aguerd,N. Aguerd,D,20,188,25735,M,nayefaguard,877102,EUR,828144000,D,27,27,False,34.0,25.0,12.0,5.0,19.0,23.0,6.0,11.0,4.0,8.0,,,,,,90.0,45.0,7.1,9.0,0.0,0.0,0.00268505,0,,,,,1.0,,1.0,3.0,,,,2.0,2.0,,1.0,,,,4.0,,,,,,,,,,,
10385616,home,West Ham United,Aaron Cresswell,aaron-cresswell,A. Cresswell,D,3,170,763,M,,43443,EUR,629683200,D,3,3,False,34.0,20.0,8.0,2.0,11.0,15.0,11.0,22.0,1.0,7.0,,,,,,90.0,48.0,6.3,15.0,0.0,0.0,0.0840091,0,,,,3.0,1.0,,2.0,1.0,1.0,,1.0,,,,1.0,,,,,2.0,1.0,,,,,,,,,
10385616,home,West Ham United,Tomáš Souček,tomas-soucek,T. Souček,M,28,192,3256,M,,799041,EUR,793843200,M,28,28,False,23.0,14.0,2.0,1.0,10.0,11.0,4.0,13.0,1.0,3.0,,,,,,90.0,36.0,6.7,12.0,0.0875,0.0,0.00323011,1,,,,1.0,5.0,6.0,8.0,10.0,1.0,,1.0,3.0,2.0,1.0,1.0,2.0,1.0,,,,,1.0,,,,,,,,
10385616,home,West Ham United,Declan Rice,declan-rice,D. Rice,M,41,188,64734,M,DeclanRice,856714,EUR,916272000,M,41,41,False,54.0,46.0,7.0,4.0,26.0,28.0,20.0,26.0,1.0,15.0,,,,,,90.0,72.0,7.4,13.0,0.0,0.0,0.162647,0,,,,,2.0,1.0,5.0,6.0,,,4.0,1.0,,2.0,1.0,,6.0,3.0,1.0,,2.0,,True,,,,,,,
10385616,home,West Ham United,Jarrod Bowen,jarrod-bowen,J. Bowen,M,20,174,9125,M,jarrodbowen,552884,EUR,851040000,M,20,20,False,15.0,7.0,2.0,1.0,4.0,9.0,3.0,8.0,,6.0,,,,,,90.0,33.0,6.0,17.0,0.0658,0.0449,0.00565573,1,,,,2.0,6.0,,12.0,1.0,,2.0,1.0,1.0,1.0,1.0,,1.0,3.0,,1.0,,,,,1.0,1.0,,,,,
10385616,home,West Ham United,Lucas Paquetá,lucas-paqueta,L. Paquetá,M,20,180,63569,M,Paqueta,839981,EUR,872640000,M,11,11,False,33.0,27.0,1.0,1.0,12.0,14.0,15.0,21.0,,4.0,,,,,,90.0,57.0,6.7,17.0,0.0896,0.07,0.0134226,2,,,,2.0,4.0,1.0,12.0,6.0,1.0,4.0,,4.0,4.0,3.0,1.0,2.0,1.0,,,,1.0,,,1.0,,1.0,1.0,,,
10385616,home,West Ham United,Saïd Benrahma,said-benrahma,S. Benrahma,F,10,172,11234,M,said_benrahma11,354808,EUR,808012800,M,22,22,False,15.0,13.0,1.0,1.0,3.0,4.0,10.0,12.0,1.0,2.0,,,,,,70.0,32.0,7.3,5.0,0.0305,0.0,0.0489275,1,,,,1.0,,,1.0,8.0,,,,,,1.0,,,9.0,8.0,,,1.0,1.0,,,,,,,,
