match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_onTargetScoringAttempt,stat_goals,stat_fouls,stat_shotValueNormalized,captain,stat_unsuccessfulTouch,stat_dispossessed,stat_blockedScoringAttempt,stat_outfielderBlock,stat_shotOffTarget,player_sofascoreId,stat_bigChanceCreated,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed,stat_errorLeadToAGoal
14641638,home,Genoa,Nicola Leali,nicola-leali,N. Leali,G,1,193.0,612,M,98059,EUR,729907200,G,1,1,False,24.0,14.0,14.0,4.0,0.0,13.0,16.0,1.0,8.0,7.0,1.0,2.0,2.0,90.0,31.0,6.2,10.0,0.5002,0,0.03,0.02,0.13,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14641638,home,Genoa,Stefano Sabelli,stefano-sabelli,S. Sabelli,D,20,179.0,194,M,184421,EUR,726883200,D,20,20,False,64.0,57.0,4.0,2.0,0.0,31.0,31.0,26.0,33.0,7.0,,,,90.0,79.0,7.4,9.0,,0,0.48,0.13,-0.17,,,,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
14641638,home,Genoa,Alessandro Marcandalli,alessandro-marcandalli,A. Marcandalli,D,27,190.0,312,M,1068885,EUR,1035504000,D,27,27,False,40.0,35.0,3.0,3.0,0.0,28.0,31.0,7.0,9.0,2.0,,,,90.0,52.0,7.9,5.0,,1,0.04,0.05,-0.11,,,,,,7.0,2.0,8.0,,,,7.0,3.0,1.0,,,,1.0,1.0,1.0,1.0,0.47,,,,,,,,,,,,
14641638,home,Genoa,Johan Vásquez,johan-vasquez,J. Vásquez,D,22,185.0,4792,M,889785,EUR,909014400,D,22,22,False,61.0,54.0,6.0,4.0,0.0,38.0,39.0,16.0,22.0,2.0,,,,90.0,74.0,7.3,8.0,,0,0.32,0.02,-0.11,,,,,,4.0,2.0,8.0,,1.0,1.0,3.0,,3.0,2.0,,,1.0,,,1.0,,True,1.0,,,,,,,,,,
14641638,home,Genoa,Aarón Martín,aaron-martin,A. Martín,D,3,180.0,1162,M,797286,EUR,861667200,D,3,3,False,40.0,35.0,4.0,2.0,0.0,12.0,13.0,23.0,27.0,5.0,,,,90.0,59.0,6.4,11.0,,1,-0.02,0.24,-0.14,,,,3.0,,2.0,5.0,4.0,,,,,3.0,1.0,1.0,1.0,,2.0,,,1.0,-0.23,,1.0,2.0,1.0,1.0,,,,,,,
14641638,home,Genoa,Nicolae Stanciu,nicolae-stanciu,N. Stanciu,M,8,171.0,4005,M,108673,EUR,736732800,M,8,8,False,53.0,46.0,4.0,3.0,0.0,27.0,28.0,19.0,25.0,2.0,,,,84.0,69.0,7.2,10.0,,2,0.23,-0.3,0.19,,,,4.0,2.0,,1.0,5.0,,2.0,1.0,3.0,,3.0,3.0,1.0,2.0,,1.0,,,0.11,,,,,,1.0,,,,,,
14641638,home,Genoa,Morten Frendrup,morten-frendrup,M. Frendrup,M,32,178.0,1684,M,918440,EUR,986601600,M,32,32,False,38.0,34.0,,,0.0,17.0,19.0,17.0,19.0,2.0,,,,66.0,45.0,7.7,5.0,,1,0.07,0.28,-0.07,,,,,,,1.0,,1.0,,,2.0,2.0,,,,1.0,,1.0,1.0,1.0,0.51,,1.0,,,,,,,,,,
14641638,home,Genoa,Valentín Carboni,valentin-carboni,V. Carboni,M,21,185.0,7088,M,1153083,EUR,1109980800,M,23,23,False,56.0,47.0,6.0,3.0,0.0,17.0,18.0,30.0,38.0,10.0,,,,90.0,79.0,7.3,14.0,,5,0.41,0.55,-0.14,,,,,,1.0,5.0,8.0,,3.0,2.0,,1.0,3.0,3.0,2.0,2.0,,1.0,,2.0,-0.57,,2.0,2.0,1.0,,3.0,valencarboni,,,,,
14641638,home,Genoa,Junior Messias,junior-messias,J. Messias,F,10,179.0,1230,M,888219,EUR,674092800,M,10,10,False,16.0,15.0,1.0,1.0,0.0,6.0,7.0,9.0,9.0,2.0,,,,45.0,26.0,6.6,3.0,,1,0.21,0.19,-0.05,,,,1.0,,,4.0,3.0,,1.0,1.0,,,1.0,,1.0,1.0,4.0,,,,-0.13,,1.0,,1.0,,,,,,,,
14641638,home,Genoa,Albert Grønbæk,albert-gronbaek,A. Grønbæk,M,11,176.0,1675,M,1000263,EUR,990576000,M,11,11,False,28.0,19.0,2.0,1.0,0.0,11.0,13.0,8.0,15.0,4.0,,,,66.0,44.0,6.3,15.0,,2,0.13,-0.38,-0.05,,,,,,,3.0,3.0,,2.0,,,,1.0,,2.0,3.0,,,,,-0.14,,3.0,1.0,,,2.0,,,,,,
14641638,home,Genoa,Lorenzo Colombo,lorenzo-colombo,L. Colombo,F,29,183.0,2468,M,930191,EUR,1015545600,F,29,29,False,18.0,12.0,,,1.0,4.0,5.0,8.0,13.0,3.0,,,,60.0,31.0,6.0,12.0,,1,-0.31,0.29,0.13,,,,,,1.0,11.0,2.0,,,,,,,,1.0,4.0,6.0,,,2.0,-0.51,,3.0,3.0,,,1.0,,1.0,,,,
14641638,home,Genoa,Lorenzo Venturino,lorenzo-venturino,L. Venturino,M,20,184.0,800,M,1618563,EUR,1150934400,F,76,76,True,14.0,12.0,1.0,1.0,1.0,4.0,4.0,8.0,10.0,2.0,,,,45.0,24.0,7.4,8.0,,2,0.55,0.3,0.0,,,,4.0,1.0,,2.0,1.0,,,,,,,,1.0,1.0,,,,1.0,-0.47,,2.0,1.0,,,2.0,,1.0,,,,
14641638,home,Genoa,Jeff Ekhator,jeff-ekhator,J. Ekhator,F,21,188.0,609,M,1613917,EUR,1163203200,F,21,21,True,13.0,12.0,,,0.0,6.0,6.0,6.0,7.0,1.0,,,,30.0,24.0,7.3,5.0,,1,-0.09,-0.43,-0.01,,,,,,1.0,3.0,4.0,,1.0,,,,,,4.0,,1.0,1.0,1.0,,0.39,,2.0,1.0,,,,,,,,,
14641638,home,Genoa,Morten Thorsby,morten-thorsby,M. Thorsby,M,2,189.0,710,M,280991,EUR,831254400,M,2,2,True,12.0,10.0,,,1.0,4.0,4.0,6.0,8.0,,,,,24.0,16.0,7.8,3.0,,1,0.6,-0.13,-0.01,,,,,,3.0,1.0,5.0,,,,,,1.0,,1.0,2.0,,,,1.0,-0.13,,1.0,,,,1.0,,1.0,,,,
14641638,home,Genoa,Patrizio Masini,patrizio-masini,P. Masini,M,73,182.0,279,M,970998,EUR,980553600,M,73,73,True,15.0,13.0,2.0,1.0,0.0,6.0,6.0,7.0,9.0,1.0,,,,24.0,19.0,6.8,2.0,,0,-0.01,0.24,-0.03,,,,,,1.0,2.0,3.0,1.0,,,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,
