match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelLost,stat_challengeLost,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_totalClearance,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialWon,stat_duelWon,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_blockedScoringAttempt,stat_wasFouled,stat_totalCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_accurateCross,stat_aerialLost,stat_errorLeadToAGoal,stat_totalOffside,stat_outfielderBlock,stat_bigChanceCreated,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals,stat_clearanceOffLine,stat_errorLeadToAShot
12504397,home,Hellas Verona,Lorenzo Montipò,lorenzo-montipo,L. Montipò,G,1,191.0,564,M,253391,EUR,820454400,G,1,1,False,True,32.0,22.0,21.0,11.0,0.0,12.0,13.0,10.0,19.0,6.0,2.0,2.0,90.0,37.0,6.0,11.0,0.00717313,0,-1.8421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504397,home,Hellas Verona,Flavius Daniliuc,flavius-daniliuc,F. Daniliuc,D,24,186.0,441,M,901885,EUR,988329600,D,4,4,False,,41.0,37.0,1.0,,0.0,17.0,18.0,20.0,23.0,5.0,,,69.0,46.0,5.7,6.0,0.0132277,1,,,,3.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0336,0.3162,,,,,,,,,,,,,,,,,,,,,,,,,,
12504397,home,Hellas Verona,Diego Coppola,diego-coppola,D. Coppola,D,42,192.0,1399,M,1050692,EUR,1072569600,D,42,42,False,,30.0,26.0,3.0,3.0,0.0,20.0,22.0,6.0,8.0,3.0,,,90.0,49.0,7.0,4.0,0.00308502,2,,,,1.0,1.0,1.0,,8.0,,,0.1429,0.3381,5.0,9.0,1.0,3.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
12504397,home,Hellas Verona,Daniele Ghilardi,daniele-ghilardi,D. Ghilardi,D,87,189.0,1128,M,1384847,EUR,1041811200,D,87,87,False,,38.0,34.0,4.0,2.0,0.0,23.0,25.0,11.0,13.0,2.0,,,90.0,50.0,6.0,5.0,0.00359491,2,,,,4.0,2.0,1.0,,2.0,,2.0,0.0759,0.3732,,3.0,,1.0,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,
12504397,home,Hellas Verona,Jackson Tchatchoua,jackson-tchatchoua,J. Tchatchoua,M,38,180.0,2199,M,1096210,EUR,1000425600,M,38,38,False,,29.0,23.0,2.0,,0.0,11.0,11.0,12.0,20.0,3.0,,,90.0,50.0,6.3,12.0,0.0619341,2,,,,1.0,,1.0,,1.0,2.0,,0.6156,0.582,,1.0,1.0,1.0,,,1.0,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
12504397,home,Hellas Verona,Antoine Bernede,antoine-bernede,A. Bernede,M,24,177.0,421,M,837080,EUR,927676800,M,24,24,False,,20.0,17.0,,,0.0,6.0,6.0,12.0,15.0,5.0,,,62.0,28.0,6.3,4.0,0.0184623,1,,,,1.0,1.0,,,1.0,1.0,,0.048,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,
12504397,home,Hellas Verona,Cheikh Niasse,niasse-cheikh,C. Niasse,M,36,188.0,1378,M,972523,EUR,948240000,M,10,10,False,,40.0,35.0,3.0,2.0,0.0,18.0,20.0,17.0,20.0,5.0,,,90.0,59.0,6.2,8.0,0.0075046,1,,,,4.0,1.0,,,5.0,2.0,1.0,0.019,,2.0,5.0,1.0,4.0,2.0,2.0,,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
12504397,home,Hellas Verona,Domagoj Bradarić,domagoj-bradaric,D. Bradarić,M,12,178.0,1470,M,897594,EUR,944784000,M,12,12,False,,15.0,10.0,2.0,2.0,0.0,4.0,5.0,7.0,12.0,3.0,,,62.0,28.0,6.5,8.0,0.0817618,0,,,,2.0,,,,1.0,,,,,,1.0,,2.0,,,1.0,,,2.0,,1.0,1.0,,1.0,2.0,,,,,,,,,,
12504397,home,Hellas Verona,Tomáš Suslov,tomas-suslov,T. Suslov,F,31,175.0,1258,M,964154,EUR,1023408000,F,31,31,False,,21.0,15.0,,,0.0,3.0,6.0,13.0,16.0,1.0,,,79.0,33.0,6.6,11.0,0.0349804,4,,,,7.0,3.0,1.0,,,3.0,,0.4026,0.145,,2.0,3.0,,1.0,,1.0,,1.0,1.0,,2.0,,,1.0,2.0,,,,,,,,,,
12504397,home,Hellas Verona,Daniel Mosquera,daniel-mosquera,D. Mosquera,F,25,180.0,1031,M,1018179,EUR,940377600,F,35,35,False,,25.0,18.0,,,0.0,6.0,6.0,12.0,19.0,5.0,,,90.0,43.0,6.9,11.0,0.0141718,3,,,,6.0,,2.0,,,3.0,2.0,0.2937,0.5547,6.0,10.0,1.0,,2.0,2.0,,,2.0,,1.0,,,1.0,,3.0,,3.0,,,,,,,,
