match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_totalClearance,stat_wasFouled,player_firstName,player_lastName,stat_aerialLost,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_outfielderBlock,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside,stat_bigChanceCreated,stat_hitWoodwork,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_errorLeadToAGoal
12514016,home,Estoril Praia,Joel Robles,joel-robles,J. Robles,G,1,195,157,M,93796,EUR,645580800,G,27,27,False,37.0,20.0,20.0,3.0,0.0,18.0,20.0,2.0,17.0,1.0,1.0,11.0,2.0,3.0,90.0,48.0,7.1,17.0,0.0139194,0,0.6697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514016,home,Estoril Praia,Pedro Carvalho,carvalho-pedro,P. Carvalho,D,22,169,64,M,1511977,EUR,1045180800,D,22,22,False,25.0,19.0,6.0,3.0,0.0,8.0,9.0,13.0,21.0,,1.0,3.0,,,62.0,56.0,6.6,16.0,0.135965,0,,5.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12514016,home,Estoril Praia,Pedro Álvaro,pedro-alvaro,P. Álvaro,D,,186,247,M,869330,EUR,951955200,D,23,23,False,41.0,28.0,12.0,4.0,0.0,25.0,34.0,3.0,7.0,5.0,6.0,4.0,,,90.0,47.0,6.8,13.0,0.00155207,0,,,,1.0,,,,,,1.0,,True,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12514016,home,Estoril Praia,Kévin Boma,kevin-boma,K. Boma,D,44,193,411,M,1049465,EUR,1037750400,D,44,44,False,35.0,28.0,6.0,2.0,0.0,22.0,24.0,6.0,11.0,4.0,7.0,,,,90.0,46.0,7.1,8.0,0.00497913,1,,,,4.0,2.0,,,,1.0,1.0,,,4.0,1.0,Kévin Boma,,1.0,1.0,1.0,2.0,1.0,0.0705,,,,,,,,,,,,,,
12514016,home,Estoril Praia,Pedro Amaral,amaral-pedro,P. Amaral,D,24,178,86,M,834247,EUR,872467200,D,24,24,False,40.0,35.0,11.0,8.0,0.0,24.0,25.0,11.0,16.0,,2.0,4.0,,,90.0,59.0,7.1,9.0,0.0815985,0,,1.0,,3.0,,,1.0,,2.0,2.0,1.0,,3.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,
12514016,home,Estoril Praia,Michel Costa,michel-costa,Michel,M,10,165,40,M,1015938,EUR,1008806400,M,8,8,False,29.0,24.0,2.0,2.0,0.0,5.0,7.0,19.0,22.0,,5.0,3.0,,,62.0,44.0,7.0,8.0,0.129216,0,,,,6.0,,1.0,2.0,1.0,1.0,3.0,,,,2.0,,,1.0,,1.0,2.0,1.0,,2.0,,,,,,,,,,,,,
12514016,home,Estoril Praia,Xeka,xeka,Xeka,M,8,186,229,M,858705,EUR,784425600,M,88,88,False,20.0,16.0,1.0,,0.0,10.0,12.0,6.0,9.0,,3.0,2.0,,,76.0,36.0,6.4,10.0,0.00353082,0,,1.0,,8.0,,2.0,1.0,,2.0,4.0,,,3.0,1.0,,,1.0,,3.0,2.0,,,,,,,,,,,,,,,,
12514016,home,Estoril Praia,Vinicius Zanocelo,vinicius-zanocelo,Vinicius Zanocelo,M,25,184,577,M,973841,EUR,980812800,M,7,7,False,43.0,35.0,3.0,2.0,0.0,19.0,24.0,16.0,21.0,2.0,4.0,5.0,,,90.0,53.0,6.4,12.0,0.00944723,1,,2.0,,5.0,2.0,,1.0,,,2.0,,,,1.0,,,,,1.0,1.0,,0.0495,,1.0,,,,,,,,,,,,
12514016,home,Estoril Praia,Hélder Costa,helder-costa,H. Costa,F,18,178,554,,138891,EUR,758332800,F,11,11,False,13.0,10.0,,,0.0,1.0,2.0,9.0,12.0,,1.0,,,,48.0,21.0,6.1,9.0,0.00879832,0,,1.0,,9.0,3.0,,2.0,,3.0,1.0,,,,,,,3.0,,,1.0,,,,,,,,,,,,,,,,
12514016,home,Estoril Praia,Yanis Begraoui,yanis-begraoui,Y. Begraoui,F,14,175,1812,M,930246,EUR,994204800,F,14,14,False,14.0,10.0,,,0.0,4.0,5.0,6.0,10.0,,2.0,,,,76.0,21.0,6.4,6.0,0.0112523,2,,1.0,,6.0,1.0,,,,1.0,2.0,,,,1.0,,,3.0,,,1.0,1.0,0.1651,,1.0,1.0,1.0,,,,,,,,,,
