match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,captain,stat_aerialLost,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_totalCross,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_wonContest,player_firstName,player_lastName,stat_accurateCross,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalOffside,stat_errorLeadToAShot
12499609,home,SV Werder Bremen,Michael Zetterer,michael-zetterer,M. Zetterer,G,23,187,476,M,190161,EUR,805507200,G,1,1,False,49.0,38.0,18.0,8.0,0.0,33.0,37.0,5.0,12.0,3.0,3.0,1.0,14.0,3.0,1.0,3.0,1.0,90.0,68.0,7.6,11.0,0.00466653,0,0.5698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499609,home,SV Werder Bremen,Niklas Stark,niklas-stark,N. Stark,D,4,190,247,M,229544,EUR,797817600,D,4,4,False,53.0,42.0,5.0,4.0,0.0,35.0,43.0,7.0,10.0,2.0,5.0,4.0,3.0,,,,,89.0,71.0,7.4,11.0,0.0057985,0,,1.0,1.0,3.0,5.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12499609,home,SV Werder Bremen,Marco Friedl,marco-friedl,M. Friedl,D,32,187,536,M,825771,EUR,890006400,D,32,32,False,67.0,61.0,6.0,2.0,0.0,46.0,48.0,15.0,19.0,,6.0,3.0,3.0,,,,,90.0,85.0,7.3,9.0,0.041529,0,,8.0,1.0,3.0,2.0,5.0,5.0,True,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
12499609,home,SV Werder Bremen,Anthony Jung,anthony-jung,A. Jung,D,5,186,138,M,103442,EUR,689126400,D,3,3,False,56.0,50.0,2.0,,0.0,37.0,38.0,13.0,18.0,1.0,6.0,7.0,6.0,,,,,88.0,72.0,7.0,6.0,0.00503936,0,,5.0,2.0,2.0,,2.0,1.0,,3.0,,,,,3.0,,,,,,,,,,,,,,,,,
12499609,home,SV Werder Bremen,Mitchell Weiser,mitchell-weiser,M. Weiser,M,8,176,1411,M,138150,EUR,766886400,M,8,8,False,36.0,22.0,5.0,1.0,0.0,12.0,18.0,10.0,19.0,2.0,3.0,6.0,4.0,,,,,90.0,78.0,7.0,25.0,0.026397,2,,8.0,1.0,,1.0,,,,4.0,1.0,2.0,,4.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.4937,0.7645,,,,,,,,,
12499609,home,SV Werder Bremen,Jens Stage,jens-stage,J. Stage,M,6,187,697,M,830142,EUR,847411200,M,6,6,False,37.0,26.0,9.0,5.0,0.0,9.0,12.0,17.0,26.0,,7.0,3.0,3.0,,,,,90.0,59.0,7.9,17.0,0.04451,1,,5.0,,,2.0,6.0,5.0,,1.0,,2.0,,4.0,,3.0,,1.0,,1.0,1.0,0.9274,0.9943,1.0,,,,,,,,
12499609,home,SV Werder Bremen,Senne Lynen,senne-lynen,S. Lynen,M,14,182,401,M,826171,EUR,919382400,M,14,14,False,61.0,53.0,3.0,2.0,0.0,31.0,34.0,22.0,27.0,2.0,7.0,2.0,9.0,,,,,89.0,80.0,7.2,13.0,0.0315423,0,,3.0,,,2.0,5.0,4.0,,1.0,1.0,,,4.0,,1.0,,,,,,,,,,,,,,,,
12499609,home,SV Werder Bremen,Romano Schmid,romano-schmid,R. Schmid,M,20,168,1020,M,830127,EUR,948931200,M,20,20,False,56.0,51.0,3.0,2.0,1.0,16.0,16.0,37.0,43.0,,7.0,,8.0,,,,,90.0,78.0,7.7,13.0,0.328659,3,,8.0,3.0,,,1.0,1.0,,1.0,,7.0,1.0,3.0,3.0,,1.0,3.0,1.0,1.0,,0.2952,0.137,3.0,,,2.0,1.0,1.0,,,
12499609,home,SV Werder Bremen,Derrick Köhn,derrick-kohn,D. Köhn,D,39,180,1916,M,886737,EUR,918086400,M,19,19,False,35.0,32.0,,,2.0,15.0,15.0,19.0,25.0,,2.0,1.0,4.0,,,,,88.0,49.0,8.1,6.0,0.615326,0,,1.0,1.0,,1.0,2.0,2.0,,,,,1.0,,,,3.0,5.0,,,,,,,,,2.0,,,,,
12499609,home,SV Werder Bremen,Marco Grüll,marco-grull,M. Grüll,F,17,182,648,M,815612,EUR,899683200,F,17,17,False,19.0,16.0,1.0,,0.0,5.0,5.0,11.0,14.0,,1.0,,1.0,,,,,73.0,35.0,7.9,13.0,0.027921,2,,8.0,1.0,,,,,,,4.0,3.0,,2.0,1.0,,,,,2.0,2.0,0.3426,1.0157,,,,,,,,,
12499609,home,SV Werder Bremen,Marvin Ducksch,marvin-ducksch,M. Ducksch,F,33,187,1088,M,258325,EUR,762998400,F,7,7,False,24.0,18.0,1.0,,1.0,8.0,9.0,10.0,18.0,,2.0,1.0,5.0,,,,,90.0,41.0,7.3,15.0,1.10865,2,,4.0,,,1.0,,,,1.0,2.0,,1.0,3.0,2.0,1.0,3.0,3.0,2.0,,,0.3328,,,,,,1.0,,1.0,1.0,
12499609,home,SV Werder Bremen,Oliver Burke,oliver-burke,O. Burke,F,7,188,486,M,608362,EUR,860371200,F,15,15,True,8.0,4.0,2.0,1.0,0.0,1.0,1.0,3.0,7.0,1.0,3.0,,1.0,,,,,17.0,15.0,6.7,7.0,0.00276893,0,,1.0,,,,2.0,,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,
12499609,home,SV Werder Bremen,Olivier Deman,deman-olivier,O. Deman,D,2,181,445,M,960114,EUR,954979200,D,2,2,True,6.0,5.0,,,0.0,4.0,4.0,1.0,2.0,1.0,1.0,,,,,,,11.0,8.0,6.7,1.0,0.00013937,0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12499609,home,SV Werder Bremen,Miloš Veljković,milos-veljkovic,M. Veljković,D,13,188,1253,M,227224,EUR,812073600,D,13,13,True,7.0,7.0,,,0.0,7.0,7.0,,,,,2.0,1.0,,,,,11.0,10.0,6.6,,2.681e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
