match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_shotOffTarget,stat_outfielderBlock,stat_lastManTackle,stat_keyPass,stat_totalCross,stat_dispossessed,stat_bigChanceCreated,stat_totalOffside,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_errorLeadToAGoal
12514220,home,Rio Ave,Cezary Miszta,,,cezary-miszta,C. Miszta,G,1,192,662,M,938292,EUR,1004400000,G,1,1,False,28.0,10.0,22.0,4.0,0.0,6.0,8.0,4.0,20.0,2.0,2.0,4.0,10.0,1.0,4.0,6.0,4.0,90.0,44.0,7.7,20.0,0.00044003,0,0.4279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514220,home,Rio Ave,Marios Vrousai,,,marios-vrousai,M. Vrousai,D,17,183,243,M,848521,EUR,899337600,D,17,17,False,29.0,18.0,4.0,3.0,0.0,10.0,19.0,8.0,10.0,,6.0,7.0,6.0,,,,,90.0,59.0,6.9,17.0,0.0123191,1,,True,1.0,5.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0678,,,,,,,,,,,,,,,,,,
12514220,home,Rio Ave,Francisco Petrasso,Francisco Petrasso,,petrasso-francisco,F. Petrasso,D,23,191,153,M,1467139,EUR,1014854400,D,23,23,False,11.0,9.0,2.0,,0.0,6.0,7.0,3.0,4.0,1.0,2.0,5.0,,,,,,67.0,23.0,7.2,3.0,0.00226541,1,,,1.0,3.0,1.0,,,,,1.0,1.0,1.0,,1.0,0.021,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,
12514220,home,Rio Ave,Andreas Ndoj,,,andreas-ndoj,A. Ndoj,D,5,190,426,M,1005992,EUR,1044144000,D,3,3,False,21.0,15.0,8.0,3.0,0.0,9.0,9.0,6.0,12.0,2.0,5.0,6.0,,,,,,90.0,34.0,7.1,6.0,0.00225489,0,,,,2.0,1.0,,,,1.0,3.0,3.0,,,1.0,,,2.0,1.0,,,,,,,,,,,,,,,
12514220,home,Rio Ave,Omar Richards,,,omar-richards,O. Richards,D,77,174,528,M,892483,EUR,887500800,D,98,98,False,24.0,14.0,8.0,1.0,0.0,9.0,14.0,5.0,11.0,3.0,7.0,4.0,3.0,,,,,90.0,53.0,6.8,16.0,0.00288403,0,,,1.0,3.0,,,,,3.0,4.0,3.0,1.0,,2.0,,,,,,1.0,,,,,,,,,,,,,
12514220,home,Rio Ave,Demir Ege Tıknaz,,,demir-ege-tiknaz,D. E. Tıknaz,M,34,194,2293,M,1142613,EUR,1092700800,M,34,34,False,27.0,22.0,,,0.0,13.0,16.0,9.0,12.0,,6.0,2.0,6.0,,,,,90.0,45.0,6.9,9.0,0.00507694,0,,,1.0,6.0,3.0,2.0,1.0,,2.0,5.0,2.0,1.0,,,,,3.0,,,1.0,1.0,,,,,,,,,,,,
12514220,home,Rio Ave,Martim Neto,,,neto-martim,M. Neto,M,16,185,858,M,1100646,EUR,1042502400,M,76,76,False,21.0,20.0,4.0,4.0,0.0,5.0,6.0,15.0,15.0,,2.0,,4.0,,,,,68.0,28.0,6.8,5.0,0.0299058,0,,,,6.0,2.0,1.0,,,1.0,2.0,1.0,1.0,,2.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,
12514220,home,Rio Ave,Kiko Bondoso,,,bondoso-kiko,K. Bondoso,M,10,171,86,M,1082948,EUR,816566400,M,19,19,False,17.0,10.0,,,0.0,4.0,4.0,6.0,13.0,,4.0,1.0,4.0,,,,,87.0,27.0,6.6,10.0,0.00845213,0,,,,2.0,1.0,,,,1.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,
12514220,home,Rio Ave,Ole Pohlmann,,,ole-pohlmann,O. Pohlmann,M,80,184,239,M,930273,EUR,986428800,M,80,80,False,11.0,6.0,,,0.0,1.0,5.0,6.0,9.0,,3.0,,5.0,,,,,81.0,23.0,6.9,9.0,0.0267378,1,,,2.0,7.0,2.0,3.0,1.0,,,2.0,2.0,,,1.0,0.2999,,,,,3.0,,,1.0,1.0,1.0,1.0,0.6351,,,,,,
12514220,home,Rio Ave,Tiago Morais,,,tiago-morais,T. Morais,F,21,168,233,M,1067284,EUR,1062547200,M,11,11,False,18.0,13.0,,,0.0,3.0,3.0,11.0,16.0,,6.0,1.0,2.0,,,,,67.0,33.0,6.9,8.0,0.0300225,0,,,2.0,6.0,1.0,5.0,3.0,,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,,,,
12514220,home,Rio Ave,Clayton,,,clayton,Clayton,F,19,184,1602,M,1017023,EUR,916012800,F,9,9,False,13.0,8.0,1.0,,0.0,4.0,4.0,5.0,10.0,1.0,4.0,1.0,5.0,,,,,90.0,38.0,6.4,16.0,0.00976599,4,,,1.0,11.0,,3.0,1.0,,1.0,,,6.0,2.0,6.0,0.8491,2.0,,,,1.0,2.0,,3.0,1.0,2.0,1.0,1.0525,2.0,,,,,
12514220,home,Rio Ave,Nelson Abbey,Nelson Abbey,,nelson-abbey,N. Abbey,D,6,187,247,M,1064359,EUR,1062028800,D,4,4,True,6.0,4.0,2.0,,0.0,2.0,2.0,2.0,4.0,,1.0,2.0,1.0,,,,,23.0,9.0,6.4,2.0,0.00100215,0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
12514220,home,Rio Ave,André Luiz,André Luiz,,andre-luiz,André Luiz,M,17,185,1296,M,1133282,EUR,1014422400,F,7,7,True,1.0,1.0,,,0.0,1.0,1.0,,1.0,,4.0,,1.0,,,,,23.0,12.0,6.9,3.0,1.7e-07,2,,,,1.0,,2.0,2.0,1.0,,2.0,1.0,1.0,,,0.1383,1.0,,,,1.0,1.0,,,,,,,,,,,,
12514220,home,Rio Ave,João Novais,,,joao-novais,J. Novais,M,7,183,160,M,233370,EUR,742262400,M,6,6,True,8.0,6.0,,,0.0,2.0,2.0,4.0,6.0,,1.0,1.0,2.0,,,,,22.0,13.0,6.4,4.0,0.00428593,0,,,3.0,5.0,,1.0,1.0,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,
12514220,home,Rio Ave,João Graça,,,joao-graca,J. Graça,M,21,177,46,M,309296,EUR,803433600,M,21,21,True,5.0,3.0,,,0.0,,,3.0,5.0,1.0,1.0,1.0,1.0,,,,,9.0,9.0,6.6,3.0,0.00383337,0,,,1.0,3.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,
12514220,home,Rio Ave,Jonathan Panzo,,,jonathan-panzo,J. Panzo,D,37,186,230,M,867438,EUR,971568000,D,2,2,True,,,,,0.0,,,,,,1.0,3.0,,,,,,9.0,4.0,6.4,,,0,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
