match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_aerialLost,stat_aerialWon,stat_totalClearance,player_sofascoreId,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_wasFouled,stat_totalOffside,stat_punches,stat_clearanceOffLine
11352645,home,West Ham United,Alphonse Aréola,alphonse-areola,A. Aréola,G,23,195,3046,M,96531,EUR,730771200,G,23,23,False,36.0,23.0,20.0,8.0,21.0,25.0,2.0,11.0,3.0,1.0,2.0,90.0,39.0,7.0,13.0,0.0,0.0,0.00188049,0,0.7511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352645,home,West Ham United,Vladimír Coufal,vladimir-coufal,V. Coufal,D,34,179,1722,M,138024,EUR,714441600,D,5,5,False,53.0,42.0,7.0,4.0,23.0,26.0,21.0,30.0,3.0,,,90.0,76.0,7.9,17.0,0.0,0.0,0.299541,0,,,,1.0,3.0,2.0,5.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,4.0,,,,,,,,,,,,,,
11352645,home,West Ham United,Kurt Zouma,kurt-zouma,K. Zouma,D,4,190,2248,M,139227,EUR,783216000,D,4,4,False,42.0,39.0,3.0,2.0,31.0,33.0,8.0,9.0,4.0,,,90.0,55.0,7.3,5.0,0.0,0.0,0.00129921,0,,,,,,,3.0,2.0,,,,,,1.0,1.0,,,2.0,1.0,1.0,True,2.0,2.0,6.0,,,,,,,,,,
11352645,home,West Ham United,Nayef Aguerd,nayef-aguerd,N. Aguerd,D,20,188,25735,M,877102,EUR,828144000,D,27,27,False,60.0,55.0,7.0,3.0,45.0,47.0,10.0,13.0,1.0,,,90.0,75.0,8.0,6.0,0.3081,0.0,0.00355222,2,,,,,,,3.0,6.0,,,,,,5.0,2.0,1.0,,,1.0,,,3.0,5.0,3.0,nayefaguard,1.0,1.0,1.0,,,,,,
11352645,home,West Ham United,Emerson Palmieri,emerson-palmieri,Emerson,D,33,176,2398,M,155997,EUR,775872000,D,33,33,False,55.0,52.0,,,27.0,29.0,26.0,28.0,5.0,,,90.0,76.0,7.8,6.0,0.0,0.0,0.108118,0,,,,,2.0,1.0,,4.0,,,1.0,1.0,,,2.0,3.0,2.0,1.0,,1.0,,,,4.0,,,,,,,,,,
11352645,home,West Ham United,Tomáš Souček,tomas-soucek,T. Souček,M,28,192,3256,M,799041,EUR,793843200,M,28,28,False,30.0,21.0,3.0,1.0,12.0,13.0,9.0,17.0,3.0,,,90.0,46.0,7.7,11.0,0.8457,0.8221,0.0058403,6,,,,,,,5.0,9.0,1.0,2.0,,,,,,1.0,1.0,,,,,2.0,6.0,3.0,,1.0,3.0,2.0,1.0,1.0,2.0,1.0,,
11352645,home,West Ham United,Edson Álvarez,edson-alvarez,E. Álvarez,M,11,190,10872,M,847151,EUR,877651200,M,19,19,False,46.0,43.0,5.0,4.0,29.0,30.0,14.0,16.0,7.0,,,72.0,57.0,7.0,5.0,0.0184,0.4504,0.00518128,1,,,,,,,5.0,4.0,1.0,2.0,1.0,1.0,,,,2.0,1.0,,2.0,,,,1.0,1.0,EdsonAlvarez19,,,1.0,,,,,,
11352645,home,West Ham United,Jarrod Bowen,jarrod-bowen,J. Bowen,M,20,174,9125,M,552884,EUR,851040000,M,20,20,False,23.0,21.0,1.0,1.0,11.0,11.0,10.0,14.0,6.0,,,89.0,43.0,8.4,6.0,0.7124,0.8447,0.226117,6,,,,,2.0,,2.0,6.0,,,1.0,1.0,1.0,,,2.0,1.0,2.0,,1.0,,2.0,1.0,,jarrodbowen,1.0,2.0,2.0,2.0,1.0,2.0,,,
11352645,home,West Ham United,James Ward-Prowse,james-ward-prowse,J. Ward-Prowse,M,20,177,4256,M,161717,EUR,783648000,M,7,7,False,59.0,56.0,2.0,2.0,30.0,31.0,32.0,37.0,5.0,,,90.0,80.0,8.7,7.0,0.0811,0.2883,1.12383,2,,,,,9.0,6.0,1.0,3.0,1.0,,,,1.0,1.0,1.0,2.0,2.0,1.0,,6.0,,,1.0,1.0,prowsey16,,,2.0,,,,,,
11352645,home,West Ham United,Lucas Paquetá,lucas-paqueta,L. Paquetá,M,20,180,63569,M,839981,EUR,872640000,M,10,10,False,53.0,41.0,3.0,1.0,17.0,19.0,25.0,36.0,6.0,,,89.0,72.0,7.0,22.0,0.0595,0.0,0.233752,1,,,,,2.0,1.0,8.0,4.0,,4.0,1.0,1.0,,,,,,4.0,1.0,1.0,,3.0,,,Paqueta,,1.0,,,,3.0,1.0,,
