match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_totalOffside,stat_possessionLostCtrl,stat_keyPass,stat_totalContest,stat_wonContest,stat_totalClearance,stat_unsuccessfulTouch,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_hitWoodwork,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_bigChanceCreated,player_firstName,player_lastName,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,stat_goals
12504661,home,Napoli,Alex Meret,alex-meret,A. Meret,G,1,190,4366,M,592794,EUR,858988800,G,1,1,False,30.0,30.0,3.0,3.0,0.0,29.0,29.0,1.0,1.0,2.0,2.0,90.0,34.0,6.6,0.00032996,0,-0.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504661,home,Napoli,Giovanni Di Lorenzo,giovanni-di-lorenzo,G. Di Lorenzo,D,22,182,6986,M,153257,EUR,744422400,D,22,22,False,37.0,33.0,1.0,,0.0,17.0,18.0,16.0,24.0,3.0,,90.0,55.0,6.9,0.0711339,0,,dilorenzo22,True,5.0,1.0,1.0,7.0,6.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,9.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
12504661,home,Napoli,Amir Rrahmani,amir-rrahmani,A. Rrahmani,D,13,190,3520,M,332155,EUR,762048000,D,13,13,False,86.0,82.0,3.0,1.0,0.0,46.0,46.0,36.0,40.0,6.0,,90.0,94.0,6.8,0.0153263,0,,,,,3.0,1.0,5.0,4.0,,,2.0,1.0,,2.0,,4.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12504661,home,Napoli,Alessandro Buongiorno,alessandro-buongiorno,A. Buongiorno,D,4,191,3972,M,870263,EUR,928627200,D,4,4,False,86.0,83.0,1.0,1.0,0.0,46.0,48.0,37.0,38.0,4.0,,90.0,94.0,6.8,0.0701993,0,,,,,,2.0,3.0,3.0,1.0,2.0,1.0,,1.0,2.0,,4.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
12504661,home,Napoli,Mathías Olivera,mathias-olivera,M. Olivera,D,17,184,3517,M,805078,EUR,878256000,D,17,17,False,45.0,39.0,2.0,,0.0,20.0,22.0,19.0,25.0,4.0,,90.0,67.0,7.0,0.0173382,0,,,,2.0,1.0,3.0,4.0,9.0,2.0,3.0,4.0,2.0,2.0,1.0,,9.0,1.0,,,3.0,1.0,,,,,,,,,,,,,,,,,,,
12504661,home,Napoli,Frank Anguissa,frank-anguissa,F. Anguissa,M,99,184,12968,M,787941,EUR,816480000,M,99,99,False,40.0,34.0,3.0,1.0,0.0,17.0,19.0,17.0,21.0,4.0,,89.0,53.0,7.0,0.0555355,4,,anguiss_29,,,,2.0,4.0,6.0,2.0,,2.0,2.0,1.0,1.0,,8.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.2208,0.1378,,,,,,,,,,,
12504661,home,Napoli,Stanislav Lobotka,stanislav-lobotka,S. Lobotka,M,68,170,4661,M,150383,EUR,785721600,M,68,68,False,53.0,50.0,,,0.0,24.0,25.0,26.0,28.0,5.0,,82.0,64.0,7.2,0.0229608,1,,StanLobotka,,,,,,4.0,,,3.0,3.0,1.0,,,4.0,,,,3.0,1.0,,,,,1.0,,0.0202,,,,,,,,,,,,
12504661,home,Napoli,Scott McTominay,scott-mctominay,S. McTominay,M,8,193,25748,M,879346,EUR,850003200,M,8,8,False,32.0,26.0,1.0,1.0,0.0,13.0,14.0,13.0,18.0,5.0,,82.0,46.0,6.2,0.102957,2,,ScottMcTominay,,,1.0,1.0,8.0,3.0,,1.0,1.0,,,3.0,,12.0,1.0,4.0,1.0,,1.0,2.0,1.0,,,2.0,,0.178,,,,,,,,,,,,
12504661,home,Napoli,Matteo Politano,matteo-politano,M. Politano,F,21,171,4493,M,235672,EUR,744336000,F,21,21,False,25.0,21.0,,,0.0,5.0,6.0,18.0,28.0,1.0,,76.0,46.0,7.0,0.473003,1,,,,9.0,,1.0,4.0,3.0,,,2.0,1.0,,1.0,,15.0,1.0,3.0,,1.0,,,,1.0,,,,0.0202,,2.0,1.0,,,,,,,,,
12504661,home,Napoli,Romelu Lukaku,romelu-lukaku,R. Lukaku,F,9,191,56823,M,78893,EUR,737251200,F,11,11,False,13.0,10.0,1.0,,0.0,3.0,4.0,7.0,9.0,1.0,,89.0,14.0,6.6,0.0955806,0,,RLukaku,,,,1.0,,1.0,,,,,,,,4.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
12504661,home,Napoli,Khvicha Kvaratskhelia,khvicha-kvaratskhelia,K. Kvaratskhelia,F,7,183,97764,M,889259,EUR,981936000,F,77,77,False,36.0,31.0,3.0,2.0,0.0,5.0,8.0,28.0,38.0,5.0,,90.0,68.0,7.4,0.223412,3,,Kvaradona,,10.0,,,7.0,10.0,2.0,,2.0,,5.0,2.0,,16.0,2.0,6.0,3.0,,,,,3.0,,,,0.1065,,2.0,1.0,,,,,,,,,
12504661,home,Napoli,David Neres,david-neres,D. Neres,F,7,175,15134,M,850993,EUR,857347200,F,7,7,True,7.0,6.0,1.0,1.0,0.0,3.0,3.0,3.0,7.0,2.0,,14.0,16.0,6.6,0.00237034,1,,davidneres,,3.0,1.0,,3.0,3.0,2.0,,1.0,1.0,,,,4.0,,2.0,2.0,,,,,,,1.0,,0.0131,,,,,,,,,,,,
12504661,home,Napoli,Billy Gilmour,gilmour-billy,B. Gilmour,M,6,169,4342,M,907668,EUR,992217600,M,6,6,True,15.0,13.0,1.0,1.0,0.0,6.0,6.0,7.0,9.0,1.0,,8.0,19.0,6.8,0.00812748,0,,billygilmour,,,,,,1.0,,1.0,,,,,,3.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,
