match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_fouls,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_totalContest,stat_shotOffTarget,stat_outfielderBlock,stat_keyPass,player_sofascoreId,stat_dispossessed,stat_unsuccessfulTouch,stat_totalCross,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_wasFouled,stat_goalAssist,stat_challengeLost,stat_bigChanceCreated,stat_accurateCross,stat_totalOffside,stat_goals,stat_savedShotsFromInsideTheBox,stat_lastManTackle
11067371,home,São Paulo,Rafael,rafael,Rafael,G,23,192,4239,M,33132,EUR,614563200,G,23,23,False,19.0,16.0,6.0,3.0,13.0,14.0,3.0,5.0,1.0,3.0,1.0,1.0,1.0,90.0,23.0,6.4,3.0,0.0,0.0,0.00058313,0,-0.6146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067371,home,São Paulo,Rafinha,rafinha,Rafinha,D,13,172,1493,M,12634,EUR,494899200,D,13,13,False,67.0,61.0,11.0,8.0,26.0,28.0,35.0,39.0,,7.0,,,,90.0,81.0,6.7,9.0,0.0,0.0,0.0387061,0,,True,3.0,3.0,1.0,3.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
11067371,home,São Paulo,Diego Costa,diego-costa,D. Costa,D,4,184,1151,M,995293,EUR,932515200,D,4,4,False,71.0,68.0,3.0,2.0,42.0,44.0,26.0,27.0,4.0,3.0,,,,90.0,78.0,6.8,4.0,0.0839,0.0,0.0102414,1,,,3.0,1.0,,,,,1.0,Diego,Costa,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11067371,home,São Paulo,Lucas Beraldo,lucas-beraldo,L. Beraldo,D,4,182,17540,M,1108441,EUR,1069632000,D,35,35,False,65.0,60.0,7.0,5.0,33.0,37.0,27.0,28.0,3.0,3.0,,,,90.0,76.0,6.7,7.0,0.1079,0.0,0.0107532,1,,,7.0,4.0,1.0,1.0,1.0,,2.0,Lucas Beraldo,,5.0,3.0,,1.0,,1.0,lberaldo,1.0,1.0,,,,,,,,,,,,,
11067371,home,São Paulo,Caio Paulista,caio-paulista,C. Paulista,D,38,184,1649,M,931591,EUR,894844800,D,38,38,False,45.0,40.0,,,16.0,17.0,24.0,29.0,1.0,6.0,,,,82.0,70.0,6.9,10.0,0.0549,0.0271,0.0521835,2,,,4.0,7.0,1.0,2.0,1.0,,,,,,,8.0,,,1.0,,,,1.0,4.0,1.0,1.0,1.0,,,,,,,,
11067371,home,São Paulo,Alisson,alisson,Alisson,M,25,174,2789,M,291723,EUR,740966400,M,25,25,False,46.0,39.0,1.0,1.0,17.0,20.0,22.0,27.0,,5.0,,,,77.0,59.0,7.7,9.0,0.0166,0.1551,0.404896,1,,,3.0,7.0,2.0,3.0,1.0,,1.0,,,,1.0,1.0,,,2.0,,,1.0,1.0,1.0,1.0,,2.0,1.0,2.0,1.0,,,,,
11067371,home,São Paulo,Pablo Maia,pablo-maia,P. Maia,M,29,178,3211,M,1120721,EUR,1010620800,M,29,29,False,39.0,35.0,1.0,,18.0,20.0,17.0,19.0,1.0,4.0,,,,90.0,56.0,7.1,6.0,0.1207,0.1827,0.110306,4,,,6.0,4.0,1.0,2.0,1.0,1.0,2.0,Pablo Maia,,1.0,,,1.0,1.0,2.0,,1.0,,,,2.0,1.0,2.0,,2.0,,,,,,
11067371,home,São Paulo,Wellington Rato,wellington-rato,W. Rato,M,10,172,1278,M,865356,EUR,708825600,M,27,27,False,28.0,25.0,3.0,2.0,4.0,4.0,24.0,34.0,1.0,,,,,70.0,48.0,7.1,12.0,0.0545,0.0,0.194344,1,,,2.0,2.0,,,,,1.0,,,,,1.0,1.0,,3.0,,1.0,1.0,10.0,1.0,,,1.0,,,,3.0,1.0,,,
11067371,home,São Paulo,Lucas Moura,lucas-moura,L. Moura,M,7,172,12542,M,149710,EUR,713664000,M,7,7,False,25.0,21.0,1.0,,7.0,9.0,14.0,19.0,,4.0,,,,82.0,49.0,7.5,12.0,0.1047,0.2616,0.081977,3,,,5.0,12.0,,1.0,,,,,,,2.0,9.0,1.0,,3.0,lucasmoura7,,1.0,3.0,6.0,1.0,1.0,3.0,,2.0,,,,,,
11067371,home,São Paulo,Rodrigo Nestor,rodrigo-nestor,R. Nestor,M,11,174,2064,M,905461,EUR,965779200,M,11,11,False,23.0,18.0,4.0,4.0,9.0,10.0,11.0,17.0,1.0,4.0,,,,77.0,47.0,7.4,11.0,0.1645,0.0,0.299547,3,,,5.0,4.0,,2.0,1.0,,1.0,,,1.0,,,1.0,,2.0,,4.0,,4.0,,,2.0,2.0,1.0,,1.0,2.0,1.0,,,
11067371,home,São Paulo,Jonathan Calleri,jonathan-calleri,J. Calleri,F,9,181,9901,M,340519,EUR,748742400,F,9,9,False,11.0,8.0,,,1.0,1.0,7.0,11.0,,,,,,90.0,35.0,8.3,14.0,1.4288,1.7297,0.0359361,5,,,6.0,3.0,,,,,,,,2.0,2.0,2.0,1.0,,,jocalleri,2.0,6.0,1.0,,3.0,1.0,1.0,,,,,,2.0,,
11067371,home,São Paulo,James Rodríguez,james-rodriguez,J. Rodríguez,M,10,180,62094,M,107414,EUR,679276800,M,19,19,True,10.0,8.0,2.0,2.0,3.0,4.0,5.0,6.0,1.0,,,,,20.0,14.0,6.6,4.0,0.0,0.0,0.00192219,0,,,1.0,,,,,,1.0,,,,,,,,,James10,1.0,1.0,,,,,,,,,,,,,
