match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,stat_dispossessed,stat_wonContest,stat_unsuccessfulTouch,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_goalAssist,stat_totalOffside,stat_errorLeadToAShot,stat_goodHighClaim,stat_punches,player_sofascoreId,stat_clearanceOffLine
11369902,home,Standard Liège,Arnaud Bodart,bodart-arnaud,A. Bodart,G,16,184,413,M,878898,EUR,889574400,G,16,16,False,True,27.0,15.0,19.0,7.0,10.0,14.0,5.0,13.0,6.0,2.0,2.0,90.0,34.0,7.0,13.0,0.00165647,0,0.3594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369902,home,Standard Liège,Lucas Noubi,lucas-noubi,L. Noubi,D,4,184,322,M,1127337,EUR,1105747200,D,51,51,False,,39.0,32.0,12.0,9.0,21.0,26.0,11.0,13.0,6.0,,,90.0,54.0,7.4,9.0,0.00808589,0,,Lucas Noubi,,2.0,1.0,6.0,6.0,2.0,4.0,3.0,4.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11369902,home,Standard Liège,Konstantinos Laifis,konstantinos-laifis,K. Laifis,D,34,186,339,M,97061,EUR,737769600,D,34,34,False,,32.0,24.0,3.0,1.0,20.0,25.0,4.0,7.0,7.0,,,90.0,41.0,7.4,8.0,0.0009943,1,,,,3.0,6.0,3.0,8.0,,4.0,,2.0,1.0,,,,1.0,1.0,0.0299,,,,,,,,,,,,,,,,,,,
11369902,home,Standard Liège,Nathan Ngoy,ngoy-nathan,N. Ngoy,D,3,183,2002,M,1119487,EUR,1055203200,D,3,3,False,,40.0,30.0,9.0,4.0,16.0,23.0,14.0,17.0,11.0,,,90.0,57.0,7.3,15.0,0.0183674,1,,,,,,1.0,5.0,1.0,,,3.0,2.0,1.0,,,1.0,1.0,0.0233,1.0,1.0,3.0,,,,,,,,,,,,,,,,
11369902,home,Standard Liège,Isaac Price,isaac-price,I. Price,M,21,178,889,M,1066059,EUR,1064534400,M,8,8,False,,24.0,16.0,7.0,4.0,10.0,14.0,7.0,13.0,8.0,,,90.0,52.0,6.9,13.0,0.0681635,3,,,,1.0,,6.0,4.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,,0.3843,,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,
11369902,home,Standard Liège,Hayao Kawabe,hayao-kawabe,H. Kawabe,M,6,178,250,M,321001,EUR,810518400,M,6,6,False,,37.0,28.0,2.0,1.0,2.0,4.0,28.0,39.0,6.0,,,90.0,57.0,7.9,16.0,0.261695,4,,,,,,3.0,4.0,2.0,,,,,2.0,2.0,4.0,,,0.3607,1.0,2.0,2.0,6.0,2.0,,,,3.0,1.0,1.0,0.309,,,,,,,
11369902,home,Standard Liège,Aiden O'Neill,aiden-oneill,A. O'Neill,M,21,178,150,M,847938,EUR,899510400,M,24,24,False,,33.0,27.0,1.0,,13.0,16.0,14.0,17.0,6.0,,,90.0,44.0,6.6,9.0,0.0100174,0,,,,2.0,1.0,7.0,4.0,,1.0,,1.0,,2.0,2.0,,,1.0,,3.0,,,,,,,,,,,,,,,,,,
11369902,home,Standard Liège,Steven Alzate,steven-alzate,S. Alzate,M,7,177,698,M,871822,EUR,905212800,M,17,17,False,,30.0,30.0,1.0,1.0,14.0,14.0,16.0,17.0,1.0,,,88.0,41.0,7.0,4.0,0.0615666,0,,,,1.0,,3.0,3.0,,,,2.0,1.0,1.0,2.0,,,,,,,3.0,1.0,,,,,,,,,,,,,,,
11369902,home,Standard Liège,Cihan Çanak,cihan-canak,C. Çanak,M,99,175,582,M,1127335,EUR,1106524800,M,61,61,False,,24.0,20.0,1.0,,3.0,3.0,19.0,26.0,5.0,,,89.0,49.0,7.2,14.0,0.502187,1,,Cihan Canak,,,1.0,5.0,2.0,4.0,4.0,,,,,1.0,4.0,1.0,1.0,0.083,1.0,1.0,3.0,5.0,2.0,,1.0,1.0,,,,,1.0,,,,,,
11369902,home,Standard Liège,Moussa Djenepo,moussa-djenepo,M. Djenepo,F,12,177,2122,M,869910,EUR,897868800,F,19,19,False,,15.0,11.0,1.0,1.0,6.0,6.0,5.0,10.0,4.0,,,72.0,32.0,6.4,13.0,0.0302291,1,,,,1.0,,11.0,4.0,4.0,,1.0,,,2.0,4.0,1.0,,,0.0585,2.0,2.0,4.0,1.0,,2.0,,,,1.0,,,,,,,,,
11369902,home,Standard Liège,Wilfried Kanga,wilfried-kanga,W. Kanga,F,7,189,938,M,838640,EUR,888019200,F,14,14,False,,14.0,12.0,,,2.0,2.0,10.0,14.0,3.0,,,76.0,22.0,6.9,6.0,0.0436508,1,,,,,,2.0,1.0,,1.0,1.0,,,1.0,2.0,1.0,1.0,,0.0227,,,2.0,2.0,,,,,,,,,,1.0,,,,,
11369902,home,Standard Liège,Kamal Sowah,kamal-sowah,K. Sowah,M,14,179,840,M,927440,EUR,947376000,F,18,18,True,,8.0,6.0,,,3.0,3.0,3.0,6.0,,,,18.0,15.0,6.4,6.0,0.0172681,1,,,,1.0,,3.0,2.0,,,,2.0,2.0,,,,,,0.0179,2.0,,1.0,1.0,,,,,,1.0,,,,,,,,,
11369902,home,Standard Liège,Noah Ohio,noah-ohio,N. Ohio,F,39,185,960,M,1100456,EUR,1042675200,F,10,10,True,,6.0,6.0,,,1.0,1.0,5.0,5.0,1.0,,,14.0,14.0,6.6,4.0,0.00919803,0,,Noah Ohio,,,,6.0,1.0,1.0,,,,,1.0,2.0,1.0,,,,3.0,,,,,,,,,,,,,,,,,,
11369902,home,Standard Liège,Isaac Hayden,isaac-hayden,I. Hayden,M,15,187,827,M,190843,EUR,795830400,M,11,11,True,,3.0,2.0,,,1.0,2.0,1.0,1.0,,,,8.0,3.0,6.5,1.0,0.00359981,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369902,home,Standard Liège,Gilles Dewaele,gilles-dewaele,G. Dewaele,D,20,180,52,M,285943,EUR,824169600,D,2,2,True,,2.0,1.0,,,1.0,2.0,,,2.0,,,1.0,4.0,,1.0,6.09e-06,0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
11369902,home,Standard Liège,Laurent Henkinet,laurent-henkinet,L. Henkinet,G,,189,54,M,127405,EUR,716428800,G,30,30,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369902,home,Standard Liège,William Balikwisha,william-balikwisha,W. Balikwisha,M,21,174,684,M,943881,EUR,926467200,M,22,22,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369902,home,Standard Liège,Stipe Perica,stipe-perica,S. Perica,F,,192,362,M,284845,EUR,805075200,F,28,28,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369902,away,KRC Genk,Maarten Vandevoordt,maarten-vandevoordt,M. Vandevoordt,G,26,192,1417,M,934385,EUR,1014681600,G,26,26,False,,38.0,25.0,21.0,9.0,21.0,24.0,4.0,14.0,7.0,2.0,2.0,90.0,48.0,6.7,14.0,0.00113285,0,-0.691,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,
11369902,away,KRC Genk,Zakaria El Ouahdi,zakaria-el-ouahdi,Z. E. Ouahdi,D,77,172,3909,M,1134470,EUR,1009756800,D,77,77,False,,56.0,51.0,4.0,2.0,28.0,29.0,23.0,27.0,7.0,,,83.0,75.0,6.8,8.0,0.010135,1,,,,,,2.0,4.0,,2.0,1.0,3.0,1.0,1.0,,,,,0.0748,1.0,,1.0,,,1.0,,,,1.0,,,,,,,,z.elouahdi,
11369902,away,KRC Genk,Carlos Cuesta,carlos-cuesta,C. Cuesta,D,46,179,4440,M,839095,EUR,920937600,D,46,46,False,,68.0,64.0,6.0,4.0,47.0,49.0,17.0,19.0,10.0,,,90.0,73.0,6.9,4.0,0.00633895,0,,,,1.0,,2.0,1.0,,2.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
11369902,away,KRC Genk,Mark McKenzie,mark-mckenzie,M. McKenzie,D,3,183,655,M,922759,EUR,919900800,D,2,2,False,,74.0,68.0,7.0,2.0,47.0,48.0,21.0,26.0,8.0,,,90.0,90.0,7.1,7.0,0.0108933,1,,,,,2.0,3.0,6.0,1.0,2.0,1.0,1.0,,2.0,2.0,,1.0,3.0,0.0412,,1.0,,,,1.0,,,,,,,,1.0,,,,,
11369902,away,KRC Genk,Gerardo Arteaga,gerardo-arteaga,G. Arteaga,D,3,173,772,M,856129,EUR,905126400,D,5,5,False,,57.0,50.0,7.0,4.0,16.0,18.0,35.0,41.0,2.0,,,90.0,76.0,7.4,10.0,0.212464,1,,,,,1.0,,8.0,2.0,1.0,1.0,3.0,1.0,2.0,,1.0,1.0,,0.0262,,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,
11369902,away,KRC Genk,Bryan Heynen,heynen-bryan,B. Heynen,M,8,181,436,M,801025,EUR,855187200,M,8,8,False,True,28.0,18.0,3.0,2.0,9.0,11.0,9.0,18.0,4.0,,,90.0,39.0,7.4,13.0,0.0318771,0,,,,1.0,2.0,5.0,7.0,,1.0,1.0,3.0,3.0,2.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,,2.0,,,,,,,,,,,,,1.0
11369902,away,KRC Genk,Matias Galarza,matias-galarza,M. Galarza,M,5,180,480,M,1086924,EUR,1015200000,M,25,25,False,,69.0,59.0,5.0,3.0,28.0,31.0,31.0,38.0,9.0,,,90.0,92.0,7.5,15.0,0.0279763,3,,Alejandro Galarza,,,,7.0,10.0,,1.0,,5.0,2.0,5.0,3.0,1.0,1.0,,0.0572,2.0,,1.0,,,2.0,,,1.0,1.0,,0.2051,,,,,,,
11369902,away,KRC Genk,Bilal El Khannouss,bilal-el-khannouss,B. E. Khannouss,M,11,180,25244,M,1126569,EUR,1084147200,M,10,10,False,,39.0,28.0,1.0,1.0,9.0,12.0,21.0,32.0,2.0,,,72.0,53.0,6.9,17.0,0.077425,1,,Bilal,El Khannouss,,2.0,2.0,3.0,,1.0,,1.0,1.0,,,1.0,1.0,,0.0176,1.0,,1.0,5.0,2.0,1.0,,,,,,,,,,,,bilalekns_34,
11369902,away,KRC Genk,Christopher Baah,christopher-baah,C. Baah,M,22,172,2650,M,1477662,EUR,1102982400,F,90,90,False,,28.0,22.0,3.0,3.0,10.0,12.0,12.0,18.0,6.0,,,90.0,63.0,6.7,22.0,0.0437419,2,,Christopher Baah,,1.0,,12.0,8.0,4.0,1.0,1.0,4.0,2.0,3.0,4.0,1.0,1.0,,0.1218,3.0,1.0,6.0,2.0,,1.0,,,,1.0,,,,,,,,,
11369902,away,KRC Genk,Andi Zeqiri,andi-zeqiri,A. Zeqiri,F,9,184,672,M,796067,EUR,930009600,F,9,9,False,,9.0,5.0,,,1.0,2.0,4.0,7.0,1.0,,,62.0,18.0,6.7,6.0,0.00518392,1,,,,4.0,1.0,6.0,1.0,1.0,1.0,,,,,,,,,0.1082,1.0,,,,,,,,1.0,,,0.1543,,3.0,,,,,
