match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,player_sofascoreId,stat_totalCross,stat_challengeLost,stat_totalContest,stat_unsuccessfulTouch,stat_keyPass,captain,stat_goalAssist,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_accurateCross,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_errorLeadToAShot,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_blockedScoringAttempt
11392884,home,Lorient,Yvon Mvogo,yvon-mvogo,Y. Mvogo,G,38,190,548,M,149656,EUR,770860800,G,38,38,False,33.0,24.0,20.0,11.0,18.0,21.0,6.0,12.0,1.0,1.0,1.0,7.0,1.0,3.0,6.0,1.0,90.0,45.0,8.3,9.0,0.0,0.0,0.00268694,0,0.9387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392884,home,Lorient,Formose Mendy,formose-mendy,F. Mendy,D,27,191,1488,M,982316,EUR,978393600,D,13,13,False,37.0,31.0,7.0,3.0,27.0,30.0,4.0,7.0,2.0,5.0,2.0,9.0,,,,,90.0,51.0,7.0,7.0,0.0351,0.0,0.00159067,1,,,,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11392884,home,Lorient,Julien Laporte,julien-laporte,J. Laporte,D,15,185,87,M,791048,EUR,752371200,D,15,15,False,25.0,24.0,3.0,2.0,20.0,20.0,4.0,5.0,,1.0,3.0,2.0,,,,,90.0,32.0,6.7,1.0,0.0,0.0,0.00206136,0,,,,1.0,3.0,,,1.0,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,
11392884,home,Lorient,Montassar Talbi,montassar-talbi,M. Talbi,D,3,190,3461,M,879618,EUR,896140800,D,3,3,False,34.0,25.0,7.0,4.0,22.0,27.0,3.0,7.0,3.0,4.0,7.0,7.0,,,,,90.0,49.0,7.0,10.0,0.0,0.0,0.00660615,0,,,,2.0,2.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11392884,home,Lorient,Gedeon Kalulu,gedeon-kalulu,G. Kalulu,D,2,176,4314,M,991200,EUR,872812800,M,24,24,False,20.0,18.0,1.0,1.0,11.0,12.0,7.0,9.0,1.0,5.0,,1.0,,,,,90.0,37.0,6.8,6.0,0.0,0.0,0.102113,0,,,,2.0,10.0,1.0,,1.0,1.0,3.0,3.0,1.0,5.0,gedeon_K2,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11392884,home,Lorient,Laurent Abergel,laurent-abergel,L. Abergel,M,6,170,153,M,296434,EUR,728524800,M,19,19,False,32.0,27.0,2.0,2.0,16.0,18.0,11.0,15.0,1.0,7.0,3.0,9.0,,,,,90.0,53.0,8.5,11.0,0.3285,0.615,0.0224318,1,,,,,8.0,2.0,,,4.0,1.0,,1.0,3.0,,1.0,1.0,6.0,,1.0,True,1.0,4.0,1.0,1.0,1.0,,,,,,,,
11392884,home,Lorient,Julien Ponceau,julien-ponceau,J. Ponceau,M,21,170,165,M,942844,EUR,975369600,M,21,21,False,17.0,14.0,2.0,1.0,11.0,11.0,3.0,6.0,,2.0,1.0,4.0,,,,,59.0,28.0,7.4,4.0,0.2624,0.3386,0.00418558,2,,,,,1.0,,1.0,,1.0,2.0,1.0,,1.0,,,,,1.0,,,,,,1.0,1.0,,,,,,,,
11392884,home,Lorient,Vincent Le Goff,vincent-le-goff,V. L. Goff,D,25,177,29,M,99945,EUR,624412800,M,25,25,False,42.0,27.0,5.0,2.0,13.0,21.0,14.0,22.0,,3.0,,7.0,,,,,90.0,67.0,7.4,18.0,0.0798,0.4907,0.0143159,2,,,,,4.0,,1.0,,2.0,2.0,,1.0,1.0,,1.0,3.0,,2.0,1.0,,,,,1.0,1.0,1.0,,,,,,,
11392884,home,Lorient,Romain Faivre,romain-faivre,R. Faivre,M,28,180,1033,M,913942,EUR,900374400,F,14,14,False,21.0,20.0,,,6.0,6.0,15.0,17.0,,4.0,,6.0,,,,,76.0,37.0,7.2,9.0,0.4844,0.3827,0.178772,2,,,,,4.0,2.0,,,,,,3.0,2.0,,2.0,1.0,1.0,4.0,,,,1.0,,2.0,1.0,,1.0,1.0,,,,,
11392884,home,Lorient,Pablo Pagis,pablo-pagis,P. Pagis,M,10,181,437,M,1174462,EUR,1041120000,F,26,26,False,14.0,9.0,2.0,1.0,3.0,4.0,6.0,11.0,2.0,8.0,1.0,1.0,,,,,59.0,25.0,6.8,7.0,0.0,0.0,0.134311,0,,Pablo Pagis,,1.0,8.0,,,,,4.0,3.0,2.0,4.0,,1.0,3.0,,1.0,,,,,,,,,,,,,,,
