match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,captain,stat_wonTackle,stat_fouls,stat_keyPass,stat_blockedScoringAttempt,stat_expectedGoals,stat_unsuccessfulTouch,player_sofascoreId,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_goalAssist,stat_shotOffTarget,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_errorLeadToAShot
11352471,home,Sheffield United,Wesley Foderingham,,,wesley-foderingham,W. Foderingham,G,25,185,333,M,187861,EUR,663811200,G,18,18,False,30.0,16.0,28.0,15.0,2.0,4.0,14.0,26.0,1.0,16.0,1.0,2.0,3.0,4.0,1.0,1.0,90.0,40.0,8.1,14.0,0.0285666,0,0.3439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352471,home,Sheffield United,Jayden Bogle,,,bogle-jayden,J. Bogle,D,2,178,805,M,929132,EUR,964656000,D,20,20,False,36.0,21.0,7.0,2.0,11.0,19.0,11.0,18.0,4.0,3.0,1.0,,,,,,90.0,71.0,7.0,19.0,0.0341968,0,,1.0,1.0,2.0,2.0,6.0,2.0,2.0,6.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
11352471,home,Sheffield United,Anel Ahmedhodžić,,,anel-ahmedhodzic,A. Ahmedhodžić,D,21,190,1549,M,825899,EUR,922406400,D,15,15,False,40.0,27.0,14.0,4.0,22.0,28.0,5.0,12.0,11.0,4.0,1.0,,,,,,90.0,64.0,7.5,13.0,0.00354168,0,,,,3.0,6.0,7.0,,,11.0,1.0,1.0,4.0,True,3.0,4.0,,,,,,,,,,,,,,,,
11352471,home,Sheffield United,Jack Robinson,,,jack-robinson,J. Robinson,D,6,180,148,M,98454,EUR,746841600,D,19,19,False,38.0,32.0,6.0,4.0,20.0,23.0,12.0,15.0,4.0,9.0,1.0,,,,,,90.0,51.0,7.3,7.0,0.0480058,0,,,,4.0,3.0,5.0,,,6.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,
11352471,home,Sheffield United,Auston Trusty,,,auston-trusty,A. Trusty,D,6,188,817,M,822459,EUR,902880000,D,5,5,False,28.0,21.0,4.0,3.0,9.0,11.0,12.0,17.0,3.0,3.0,,,,,,,90.0,44.0,6.9,8.0,0.00805056,1,,,,1.0,2.0,5.0,,,8.0,,1.0,1.0,,,4.0,,1.0,0.0275,,,,,,,,,,,,,
11352471,home,Sheffield United,Vinícius Souza,,,vinicius-souza,Vinicius,M,5,187,1714,M,979290,EUR,929577600,M,21,21,False,40.0,33.0,3.0,2.0,16.0,19.0,17.0,21.0,4.0,4.0,1.0,,,,,,90.0,51.0,6.6,11.0,0.0212359,0,,,,,2.0,6.0,1.0,2.0,3.0,,,1.0,,1.0,3.0,,,,2.0,,,,,,,,,,,,
11352471,home,Sheffield United,James McAtee,,,james-mcatee,J. McAtee,M,24,180,10550,M,1003334,EUR,1034899200,M,28,28,False,21.0,17.0,1.0,,4.0,4.0,13.0,18.0,5.0,4.0,2.0,,,,,,81.0,44.0,6.9,14.0,0.0507067,1,,1.0,,,2.0,8.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,,0.0255,1.0,jamesmcatee_,8.0,1.0,1.0,1.0,0.6335,,,,,,
11352471,home,Sheffield United,Gustavo Hamer,,,gustavo-hamer,G. Hamer,M,8,169,1011,M,837495,EUR,867110400,M,8,8,False,42.0,34.0,7.0,2.0,12.0,16.0,22.0,31.0,2.0,9.0,,,,,,,90.0,56.0,7.1,15.0,0.0551988,1,,5.0,,,,4.0,3.0,,3.0,,,2.0,,1.0,1.0,2.0,,0.0193,2.0,,,,,,,1.0,1.0,,,,
11352471,home,Sheffield United,Andre Brooks,,,andre-brooks,A. Brooks,M,11,180,245,M,1396445,EUR,1061337600,M,35,35,False,16.0,13.0,,,6.0,7.0,7.0,10.0,4.0,4.0,2.0,,,,,,73.0,32.0,6.4,12.0,0.0118007,0,,1.0,,,1.0,7.0,3.0,3.0,,,2.0,,,,,,,,4.0,,2.0,1.0,,,,,,,,,
11352471,home,Sheffield United,Cameron Archer,,,cameron-archer,C. Archer,F,19,181,984,M,993451,EUR,1007856000,M,10,10,False,16.0,12.0,1.0,,2.0,2.0,10.0,16.0,8.0,8.0,3.0,,,,,,90.0,44.0,7.6,14.0,0.0932754,2,,2.0,,1.0,1.0,5.0,,2.0,3.0,,,1.0,,,,4.0,,0.1611,4.0,,5.0,3.0,1.0,,0.084,,1.0,1.0,1.0,,
