match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_dispossessed,stat_blockedScoringAttempt,stat_totalClearance,stat_clearanceOffLine,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_interceptionWon,stat_fouls,stat_keyPass,stat_bigChanceCreated,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,captain,stat_bigChanceMissed,stat_hitWoodwork
12499816,home,Borussia Dortmund,Gregor Kobel,gregor-kobel,G. Kobel,G,1,193,6864,M,gregorkobel,556866,EUR,881366400,G,1,1,False,40.0,37.0,7.0,4.0,0.0,36.0,39.0,1.0,1.0,7.0,1.0,1.0,2.0,2.0,90.0,48.0,7.0,3.0,0.00036844,0,0.9783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499816,home,Borussia Dortmund,Julian Ryerson,julian-ryerson,J. Ryerson,D,26,183,3446,M,,800951,EUR,879724800,D,26,26,False,57.0,52.0,1.0,1.0,0.0,29.0,30.0,24.0,31.0,4.0,,,,,82.0,79.0,7.3,10.0,0.110428,1,,4.0,1.0,1.0,1.0,2.0,7.0,1.0,5.0,5.0,1.0,2.0,1.0,0.0211,,,,,,,,,,,,,,,,,,,
12499816,home,Borussia Dortmund,Waldemar Anton,waldemar-anton,W. Anton,D,3,189,2193,M,,799046,EUR,837820800,D,3,3,False,123.0,112.0,14.0,8.0,0.0,65.0,68.0,47.0,55.0,8.0,,,,,90.0,139.0,8.3,13.0,0.0520553,2,,,,,2.0,2.0,6.0,,,,1.0,,1.0,0.1362,2.0,1.0,2.0,1.0,1.0,3.0,3.0,,,,,,,,,,,,
12499816,home,Borussia Dortmund,Nico Schlotterbeck,nico-schlotterbeck,N. Schlotterbeck,D,4,191,10353,M,nico.schlotterbeck,940871,EUR,944006400,D,4,4,False,96.0,92.0,8.0,6.0,0.0,49.0,50.0,43.0,46.0,6.0,,,,,90.0,105.0,7.5,5.0,0.0385609,0,,,,,3.0,1.0,4.0,,,,,1.0,,,,,2.0,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,
12499816,home,Borussia Dortmund,Ramy Bensebaini,ramy-bensebaini,R. Bensebaini,D,5,186,29068,M,rbens,577726,EUR,797990400,D,5,5,False,42.0,38.0,3.0,2.0,2.0,18.0,19.0,20.0,24.0,2.0,,,,,78.0,60.0,7.8,7.0,0.0849273,0,,1.0,,2.0,,6.0,3.0,2.0,,,,1.0,,,,,1.0,,,3.0,1.0,1.0,2.0,3.0,1.0,,,,,,,,
12499816,home,Borussia Dortmund,Felix Nmecha,nmecha-felix,F. Nmecha,M,8,190,3992,M,,907463,EUR,971136000,M,8,8,False,67.0,61.0,4.0,4.0,0.0,30.0,31.0,31.0,36.0,6.0,,,,,90.0,80.0,8.4,7.0,0.0648264,1,,,,,1.0,3.0,8.0,,1.0,1.0,,,1.0,0.0324,1.0,,,,1.0,5.0,4.0,1.0,2.0,2.0,,,,1.0,1.0,0.0525,,,
12499816,home,Borussia Dortmund,Donyell Malen,donyell-malen,D. Malen,F,14,176,12595,M,donyellmalen,803039,EUR,916704000,M,21,21,False,29.0,23.0,,,0.0,5.0,5.0,18.0,25.0,2.0,,,,,90.0,49.0,7.2,14.0,0.104365,4,,1.0,,,,3.0,2.0,,3.0,2.0,,3.0,,0.2629,2.0,3.0,,,,,,2.0,1.0,,,,,1.0,,0.3008,,,
12499816,home,Borussia Dortmund,Marcel Sabitzer,marcel-sabitzer,M. Sabitzer,M,20,177,8484,M,marcel7sabitzer,133908,EUR,763862400,M,20,20,False,36.0,31.0,2.0,2.0,0.0,12.0,12.0,19.0,26.0,2.0,,,,,68.0,43.0,7.1,8.0,0.026815,2,,2.0,,1.0,1.0,1.0,2.0,,,,,1.0,1.0,0.0535,,1.0,,,,,,,,,,,,1.0,,0.0118,,,
12499816,home,Borussia Dortmund,Julian Brandt,julian-brandt,J. Brandt,M,10,186,9499,M,julianbrandt,226978,EUR,830995200,M,10,10,False,47.0,41.0,4.0,2.0,0.0,18.0,20.0,24.0,30.0,5.0,,,,,78.0,64.0,7.7,13.0,0.186566,2,,3.0,1.0,,1.0,3.0,1.0,,1.0,,1.0,2.0,,0.1779,2.0,,1.0,,,,,,1.0,4.0,,,,1.0,1.0,0.2582,True,,
12499816,home,Borussia Dortmund,Jamie Gittens,jamie-bynoe-gittens,J. Gittens,M,11,178,23992,M,jbgittens,1140599,EUR,1091923200,M,43,43,False,20.0,16.0,,,1.0,8.0,8.0,8.0,13.0,2.0,,,,,78.0,43.0,8.3,10.0,0.0196943,4,,1.0,,,,6.0,6.0,1.0,7.0,5.0,,1.0,,0.1786,2.0,2.0,1.0,,,1.0,1.0,,1.0,1.0,,,,2.0,1.0,0.3349,,,
