match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_onTargetScoringAttempt,stat_interceptionWon,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_accurateCross,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalOffside,stat_goals,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId,stat_errorLeadToAGoal,stat_lastManTackle,stat_goalAssist,stat_bigChanceCreated
11372044,home,KVC Westerlo,Sinan Bolat,,,sinan-bolat,S. Bolat,G,26,187,164,M,5920,EUR,589248000,G,1,1,False,True,31.0,16.0,22.0,7.0,12.0,13.0,4.0,18.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,90.0,36.0,6.7,15.0,0.00095462,0,-0.4091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11372044,home,KVC Westerlo,Bryan Reynolds,,,bryan-reynolds,B. Reynolds,D,22,185,426,M,862075,EUR,993686400,D,22,22,False,,21.0,16.0,5.0,1.0,2.0,5.0,14.0,19.0,6.0,3.0,5.0,1.0,,,,90.0,51.0,6.7,14.0,0.0207287,0,,3.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,
11372044,home,KVC Westerlo,Roman Neustädter,,,roman-neustadter,R. Neustädter,D,33,190,122,M,38471,EUR,572140800,D,33,33,False,,28.0,21.0,7.0,6.0,12.0,16.0,9.0,12.0,5.0,5.0,3.0,,,,,90.0,38.0,6.9,7.0,0.0196018,1,,,,4.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,0.1133,0.1693,,,,,,,,,,,,,,,,
11372044,home,KVC Westerlo,Emin Bayram,,,emin-bayram,E. Bayram,D,40,193,768,M,997153,EUR,1049241600,D,40,40,False,,17.0,15.0,1.0,,12.0,14.0,3.0,3.0,3.0,1.0,2.0,,,,,45.0,25.0,6.3,5.0,0.00204933,0,,,,1.0,5.0,2.0,,2.0,2.0,,,,,,,,2.0,1.0,,,,,,,,,,,,,,
11372044,home,KVC Westerlo,Jordan Bos,Jordan Bos,,jordan-bos,J. Bos,D,15,180,747,M,1144138,EUR,1035849600,D,5,5,False,,21.0,13.0,9.0,2.0,6.0,11.0,7.0,11.0,2.0,2.0,6.0,,,,,85.0,39.0,6.5,16.0,0.0136528,0,,1.0,1.0,1.0,5.0,2.0,,1.0,,1.0,3.0,,,1.0,,,1.0,,,,,,,,,,,,,,,
11372044,home,KVC Westerlo,Serhiy Sydorchuk,,,serhiy-sydorchuk,S. Sydorchuk,M,8,189,289,M,81202,EUR,673142400,M,15,15,False,,29.0,20.0,7.0,2.0,12.0,16.0,8.0,13.0,4.0,3.0,4.0,,,,,90.0,40.0,6.9,11.0,0.0586698,1,,,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,,,,2.0,0.0377,,,1.0,1.0,,,,,,,,,,,,,
11372044,home,KVC Westerlo,Arthur Piedfort,Arthur Piedfort,,arthur-piedfort,A. Piedfort,M,46,186,202,M,1149123,EUR,1107216000,M,46,46,False,,20.0,17.0,4.0,2.0,4.0,5.0,13.0,15.0,5.0,4.0,3.0,1.0,,,,85.0,38.0,6.7,6.0,0.00846814,2,,,,1.0,1.0,2.0,1.0,2.0,1.0,2.0,,,,,0.1603,,,,2.0,,,,,,,,,,,,,
11372044,home,KVC Westerlo,Griffin Yow,,,griffin-yow,G. Yow,M,18,173,283,M,979808,EUR,1032912000,M,18,18,False,,15.0,9.0,2.0,,3.0,4.0,7.0,17.0,5.0,,3.0,2.0,,,,90.0,43.0,6.7,18.0,0.0544257,4,,6.0,,,9.0,2.0,2.0,1.0,,5.0,1.0,1.0,1.0,2.0,0.1259,0.127,5.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,
11372044,home,KVC Westerlo,Nicolas Madsen,,,nicolas-madsen,N. Madsen,M,24,193,1189,M,938306,EUR,953251200,M,8,8,False,,30.0,23.0,3.0,2.0,8.0,9.0,15.0,21.0,4.0,,5.0,,,,,90.0,44.0,7.4,8.0,0.0333891,2,,,,1.0,2.0,,,3.0,2.0,1.0,1.0,1.0,,1.0,0.0752,0.2192,1.0,,1.0,,,1.0,,,,,,,,,,
11372044,home,KVC Westerlo,Allahyar Sayyadmanesh,,,allahyar-sayyadmanesh,A. Sayyadmanesh,M,7,182,1519,M,905474,EUR,993772800,M,90,90,False,,15.0,9.0,1.0,,2.0,2.0,7.0,17.0,8.0,3.0,5.0,1.0,,,,77.0,39.0,7.0,16.0,0.00527458,0,,4.0,,4.0,5.0,1.0,1.0,2.0,2.0,3.0,,,1.0,3.0,,,,2.0,,,,,,,,,,,,,,
