match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_keyPass,captain,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_accurateCross,stat_challengeLost,stat_wasFouled,stat_blockedScoringAttempt,stat_outfielderBlock,stat_wonTackle,player_sofascoreId,stat_onTargetScoringAttempt,stat_bigChanceMissed,stat_clearanceOffLine
11399387,home,Feyenoord,Justin Bijlow,bijlow-justin,J. Bijlow,G,16,190,1386,M,556696,EUR,885427200,G,1,1,False,34.0,26.0,19.0,11.0,18.0,19.0,8.0,15.0,1.0,1.0,1.0,12.0,2.0,1.0,3.0,4.0,2.0,2.0,90.0,48.0,7.7,8.0,0.0,0.0,0.00506636,0,0.4157,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399387,home,Feyenoord,Bart Nieuwkoop,bart-nieuwkoop,B. Nieuwkoop,D,2,180,338,M,797279,EUR,826156800,D,17,17,False,21.0,19.0,,,4.0,6.0,15.0,17.0,1.0,2.0,,3.0,,,,,,,25.0,36.0,5.1,8.0,0.0,0.0,0.482576,0,,,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
11399387,home,Feyenoord,Lutsharel Geertruida,lutsharel-geertruida,L. Geertruida,D,6,185,2489,M,856739,EUR,963878400,D,4,4,False,73.0,66.0,7.0,3.0,25.0,27.0,41.0,46.0,1.0,3.0,1.0,3.0,,,,,,,90.0,84.0,7.2,11.0,0.0713,0.0,0.0583979,1,,,,,,3.0,,,1.0,,,,2.0,True,3.0,1.0,1.0,1.0,,,,,,,,,,
11399387,home,Feyenoord,Dávid Hancko,david-hancko,D. Hancko,D,17,188,4795,M,807771,EUR,881971200,D,33,33,False,69.0,60.0,4.0,1.0,35.0,37.0,26.0,33.0,1.0,6.0,4.0,8.0,,,,,,,90.0,88.0,7.1,11.0,0.0284,0.0,0.0705445,1,,,,1.0,6.0,9.0,,,1.0,,,,2.0,,,4.0,2.0,1.0,1.0,1.0,2.0,,,,,,,
11399387,home,Feyenoord,Quilindschy Hartman,quilindschy-hartman,Q. Hartman,D,3,183,1253,M,1392044,EUR,1005696000,D,5,5,False,45.0,39.0,2.0,,18.0,19.0,21.0,27.0,1.0,4.0,2.0,3.0,,,,,,,76.0,61.0,6.7,10.0,0.0127,0.0,0.0161632,1,,,,1.0,1.0,5.0,,,1.0,1.0,1.0,,,,,3.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,
11399387,home,Feyenoord,Mats Wieffer,mats-wieffer,M. Wieffer,M,27,188,2174,M,959628,EUR,942710400,M,20,20,False,82.0,69.0,7.0,3.0,28.0,30.0,41.0,52.0,2.0,9.0,1.0,11.0,,,,,,,90.0,102.0,7.4,16.0,0.0,0.0,0.0810868,0,,,,,6.0,6.0,,,3.0,2.0,,1.0,1.0,,,1.0,1.0,,,,3.0,,,,,,,
11399387,home,Feyenoord,Ramiz Zerrouki,ramiz-zerrouki,R. Zerrouki,M,6,183,8083,M,989882,EUR,896140800,M,6,6,False,22.0,20.0,,,10.0,11.0,10.0,11.0,1.0,2.0,1.0,2.0,,,,,,,35.0,25.0,6.6,3.0,0.0,0.0,0.00701344,0,,,,,1.0,2.0,,,,,,,,,1.0,,,,,,1.0,,,,rramizz_,,,
11399387,home,Feyenoord,Quinten Timber,quinten-timber,Q. Timber,M,27,177,8611,M,959805,EUR,992736000,M,8,8,False,35.0,33.0,,,6.0,6.0,27.0,29.0,,3.0,,1.0,,,,,,,76.0,51.0,7.7,5.0,0.1101,0.2884,0.135715,3,,,,,,2.0,,,1.0,1.0,,,4.0,,1.0,1.0,,,,,2.0,1.0,2.0,1.0,,2.0,,
11399387,home,Feyenoord,Calvin Stengs,calvin-stengs,C. Stengs,M,23,187,1733,M,857480,EUR,913939200,F,10,10,False,36.0,29.0,4.0,1.0,9.0,10.0,20.0,30.0,2.0,7.0,1.0,2.0,,,,,,,83.0,56.0,7.1,16.0,0.0163,0.0,0.0917883,1,,,,4.0,2.0,6.0,,,2.0,1.0,,,2.0,,1.0,5.0,2.0,1.0,,,1.0,,,1.0,,,,
11399387,home,Feyenoord,Santiago Giménez,santiago-gimenez,S. Giménez,F,7,182,32499,M,892141,EUR,987552000,F,29,29,False,14.0,10.0,,,3.0,4.0,7.0,10.0,1.0,7.0,1.0,1.0,,,,,,,90.0,34.0,7.0,11.0,0.1434,0.0,0.013558,3,,,,,2.0,5.0,,,1.0,3.0,1.0,1.0,1.0,,3.0,,,1.0,,,5.0,2.0,,,sant.gimenez,,,
