match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_wonContest,stat_wasFouled,stat_accurateCross,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_goalsPrevented
12437659,home,Athletic Club,Nico Williams,,,nico-williams,N. Williams,M,10,180,84836,M,1085400,EUR,1026432000,F,10,10,True,7.0,5.0,,,0.0,1.0,2.0,4.0,5.0,2.0,,,,32.0,15.0,6.9,5.0,0.00476368,3,,,,,3.0,2.0,,1.0,3.0,,,,,1.0,1.0,,2.0,,,,1.0,,0.3211,0.234,NicoWill,,1.0,1.0,,,,,,
12437659,home,Athletic Club,Mikel Vesga,,,mikel-vesga,M. Vesga,M,6,191,504,M,359742,EUR,734227200,M,6,6,True,6.0,6.0,,,0.0,2.0,2.0,4.0,5.0,3.0,,,,20.0,13.0,6.9,2.0,0.0061213,0,,1.0,,,1.0,2.0,,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,
12437659,home,Athletic Club,Unai Gómez,,,unai-gomez,U. Gómez,M,20,183,803,M,1391375,EUR,1053820800,M,20,20,True,3.0,3.0,,,0.0,1.0,1.0,2.0,3.0,1.0,,,,19.0,12.0,6.8,2.0,0.00168887,2,,1.0,,,,4.0,,,2.0,1.0,,,,1.0,,,2.0,2.0,,,,,0.0692,,,,1.0,1.0,,,,,,
12437659,home,Athletic Club,Javier Martón,,,javier-marton-anso,J. Martón,F,20,180,257,M,1082215,EUR,925948800,F,19,19,True,4.0,3.0,,,0.0,3.0,3.0,,1.0,,,,,19.0,7.0,6.5,3.0,3.859e-05,0,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,
12437659,home,Athletic Club,Íñigo Lekue,,,inigo-lekue,Í. Lekue,D,15,180,388,M,801837,EUR,736473600,D,15,15,True,3.0,1.0,,,0.0,,1.0,1.0,3.0,1.0,,,,11.0,5.0,6.5,3.0,0.00017407,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437659,home,Athletic Club,Alex Padilla,Álex Padilla,,padilla-alex,Á. Padilla,G,27,190,1431,M,1155116,EUR,1062374400,G,26,26,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437659,home,Athletic Club,Unai Eguíluz,,,unai-eguiluz,U. Eguíluz,D,29,186,152,M,1391374,EUR,1016496000,D,27,27,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437659,home,Athletic Club,Andoni Gorosabel,,,andoni-gorosabel,A. Gorosabel,D,2,174,530,M,866810,EUR,839116800,D,2,2,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437659,home,Athletic Club,Álex Berenguer,,,alex-berenguer,Á. Berenguer,M,7,175,1919,M,592012,EUR,804816000,F,7,7,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437659,home,Athletic Club,Nico Serrano,,,nico-serrano,N. Serrano,M,22,178,446,M,1019318,EUR,1046822400,F,22,22,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437659,home,Athletic Club,Ander Herrera,,,ander-herrera,A. Herrera,M,21,182,3084,M,82474,EUR,619056000,M,21,21,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437659,home,Athletic Club,Malcom Ares,,,malcom-ares,M. Ares,M,18,183,265,M,1391487,EUR,1002844800,F,23,23,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437659,away,Valencia,Giorgi Mamardashvili,,,giorgi-mamardashvili,G. Mamardashvili,G,25,200,17187,M,930997,EUR,970185600,G,25,25,False,34.0,23.0,17.0,6.0,0.0,17.0,21.0,6.0,13.0,9.0,1.0,2.0,2.0,90.0,48.0,7.4,11.0,0.00080346,0,,,,1.0,,2.0,,,,1.0,,,,,,,,1.0,,,,,,,mamardashvili,,,,,,3.0,3.0,1.0,-0.177
12437659,away,Valencia,Dimitri Foulquier,,,dimitri-foulquier,D. Foulquier,D,20,183,461,M,151138,EUR,732844800,D,20,20,False,40.0,28.0,9.0,5.0,0.0,21.0,26.0,7.0,15.0,7.0,,,,90.0,66.0,6.8,19.0,0.00747958,0,,1.0,,1.0,3.0,7.0,,1.0,1.0,2.0,,3.0,2.0,3.0,2.0,,1.0,2.0,,,,,,,,,,,,,,,,
12437659,away,Valencia,César Tárrega,,,cesar-tarrega,C. Tárrega,D,5,193,816,M,996928,EUR,1014681600,D,15,15,False,54.0,46.0,8.0,2.0,0.0,37.0,39.0,9.0,15.0,3.0,,,,90.0,68.0,6.8,9.0,0.00213432,0,,,2.0,,4.0,,2.0,,,9.0,1.0,,,1.0,,,,,,2.0,,,,,,,,,,,,,,
12437659,away,Valencia,Cristhian Mosquera,Cristhian Mosquera,,cristhian-mosquera,C. Mosquera,D,3,191,15807,M,1144630,EUR,1088294400,D,3,3,False,61.0,53.0,5.0,3.0,0.0,41.0,46.0,12.0,15.0,4.0,,,,90.0,70.0,6.7,8.0,0.00338942,0,,,,3.0,2.0,3.0,,,,3.0,3.0,,,,2.0,,,,,1.0,,,,,,,,,,,,,,
12437659,away,Valencia,Jesús Vázquez,,,jesus-vazquez,J. Vázquez,D,21,182,419,M,996929,EUR,1041465600,D,21,21,False,36.0,22.0,4.0,,0.0,12.0,18.0,10.0,19.0,4.0,,,,89.0,75.0,7.4,18.0,0.00662263,1,,1.0,1.0,1.0,3.0,11.0,1.0,,4.0,3.0,,6.0,5.0,1.0,,,3.0,1.0,,2.0,,,0.026,,,,1.0,,,,,,,
12437659,away,Valencia,Diego López,,,diego-lopez,D. López,M,16,172,1350,M,998950,EUR,1021248000,M,16,16,False,25.0,21.0,,,0.0,9.0,10.0,12.0,19.0,3.0,,,,82.0,35.0,6.5,10.0,0.0164242,1,,4.0,4.0,1.0,7.0,3.0,2.0,1.0,,,,1.0,1.0,1.0,,,,1.0,,,,,0.0508,,,,,1.0,,,,,,
12437659,away,Valencia,Pepelu,,,pepelu,Pepelu,M,18,185,1838,M,826948,EUR,902793600,M,18,18,False,56.0,43.0,9.0,4.0,0.0,27.0,29.0,16.0,28.0,8.0,,,,82.0,70.0,7.0,18.0,0.0117707,0,True,1.0,1.0,1.0,4.0,6.0,1.0,1.0,,2.0,1.0,4.0,2.0,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,
12437659,away,Valencia,Hugo Guillamón,,,hugo-guillamon,H. Guillamón,M,6,178,876,M,855830,EUR,949276800,M,6,6,False,34.0,26.0,3.0,2.0,0.0,14.0,16.0,12.0,18.0,3.0,,,,90.0,45.0,6.8,9.0,0.0270305,0,,,1.0,3.0,2.0,7.0,1.0,,,3.0,1.0,2.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,
12437659,away,Valencia,Luis Rioja,,,luis-rioja,L. Rioja,M,11,173,860,M,900433,EUR,750729600,M,22,22,False,21.0,16.0,1.0,,0.0,7.0,9.0,9.0,19.0,2.0,,,,90.0,45.0,6.9,16.0,0.00503671,0,,7.0,1.0,1.0,5.0,7.0,2.0,1.0,4.0,1.0,3.0,2.0,1.0,2.0,,,3.0,1.0,,,,,,,,,,,,2.0,,,,
12437659,away,Valencia,Hugo Duro,,,hugo-duro,H. Duro,F,9,180,2868,M,909119,EUR,942192000,F,9,9,False,16.0,10.0,,,0.0,3.0,6.0,7.0,10.0,3.0,,,,89.0,28.0,6.5,13.0,0.00595186,0,,,4.0,1.0,8.0,4.0,,1.0,2.0,,1.0,2.0,2.0,4.0,1.0,,,1.0,,,,,,,,,,,,,,,,
12437659,away,Valencia,Rafa Mir,,,rafa-mir,R. Mir,F,10,189,2029,M,825754,EUR,866592000,F,11,11,False,15.0,8.0,2.0,1.0,0.0,3.0,6.0,5.0,9.0,,,,,59.0,23.0,6.3,9.0,0.00501779,0,,,,1.0,3.0,3.0,1.0,1.0,,4.0,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,
12437659,away,Valencia,André Almeida,,,andre-almeida,A. Almeida,M,10,176,1200,M,845693,EUR,959644800,M,10,10,True,16.0,15.0,1.0,1.0,0.0,5.0,5.0,10.0,11.0,3.0,,,,31.0,22.0,6.8,3.0,0.00787473,0,,,1.0,,3.0,3.0,,1.0,,1.0,,2.0,1.0,,2.0,,,1.0,,,,,,,,,,,,,,,,
12437659,away,Valencia,Javier Guerra,,,javier-guerra,J. Guerra,M,8,187,1800,M,1122610,EUR,1052784000,M,8,8,True,3.0,2.0,1.0,,0.0,1.0,1.0,1.0,2.0,1.0,,,,8.0,3.0,6.4,1.0,0.00329718,0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437659,away,Valencia,Martín Tejón,,,martin-tejon,M. Tejón,M,10,165,130,M,1462786,EUR,1081728000,M,32,32,True,1.0,,,,0.0,,1.0,,,2.0,,,,8.0,3.0,6.2,3.0,,0,,,1.0,,4.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12437659,away,Valencia,Thierry Correia,,,correia-thierry,T. Correia,D,12,176,798,M,851282,EUR,920937600,D,12,12,True,2.0,1.0,,,0.0,1.0,2.0,,,1.0,,,,1.0,6.0,,2.0,3.45e-06,0,,,,,2.0,2.0,1.0,,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
12437659,away,Valencia,Dani Gómez,,,dani-gomez,D. Gómez,F,9,177,229,M,888930,EUR,901756800,F,17,17,True,1.0,,,,0.0,,,,1.0,1.0,,,,1.0,1.0,,1.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
12437659,away,Valencia,Stole Dimitrievski,,,stole-dimitrievski,S. Dimitrievski,G,1,188,843,M,97951,EUR,756777600,G,13,13,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437659,away,Valencia,Raúl Jiménez Latorre,,,raul-jimenez-latorre,R. J. Latorre,G,,185,201,M,1466122,EUR,1140048000,G,34,34,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437659,away,Valencia,Yarek Gasiorowski,Yarek Gasiorowski,,gasiorowski-yarek,Y. Gasiorowski,D,3,190,1668,M,1184317,EUR,1105488000,D,24,24,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437659,away,Valencia,Rodrigo Abajas,,,rodrigo-abajas,R. Abajas,D,3,186,101,M,1657026,EUR,1070582400,D,39,39,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437659,away,Valencia,Iker Cordoba,,,iker-cordoba,I. Córdoba,D,24,190,86,M,1563953,EUR,1131667200,D,38,38,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437659,away,Valencia,Alberto Mari,,,alberto-mari,A. Marí,F,14,183,112,M,990232,EUR,994809600,F,19,19,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
