match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_keyPass,player_firstName,player_lastName,stat_outfielderBlock,player_sofascoreId,stat_totalContest,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotValueNormalized,stat_totalCross,stat_accurateCross,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_interceptionWon,captain,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_punches,stat_lastManTackle,stat_goals
14082851,home,Celta Vigo,Ionuț Radu,ionut-radu,I. Radu,G,13,188.0,3683,M,815202,EUR,864777600,G,13,13,False,14.0,13.0,1.0,0.0,13.0,13.0,1.0,1.0,1.0,4.0,1.0,1.0,90.0,19.0,6.3,1.0,5.465e-05,0.038,0,-0.2801,0.0,-0.02,-0.24,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14082851,home,Celta Vigo,Javi Rodríguez,javi-rodriguez,J. Rodríguez,D,32,178.0,597,M,1526627,EUR,1056585600,D,32,32,False,85.0,79.0,8.0,0.0,40.0,42.0,43.0,8.0,1.0,4.0,,,90.0,103.0,6.3,9.0,0.0531269,,0,,0.07,0.13,-0.44,,3.0,39.0,3.0,1.0,7.0,2.0,5.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
14082851,home,Celta Vigo,Yoel Lago,yoel-lago,Y. Lago,D,29,185.0,186,M,1145100,EUR,1080172800,D,29,29,False,81.0,79.0,3.0,0.0,37.0,37.0,44.0,2.0,1.0,1.0,,,82.0,91.0,7.1,2.0,0.0439578,,0,,0.4,0.16,-0.2,,3.0,42.0,1.0,,3.0,,2.0,2.0,1.0,,,,1.0,,1.0,,Yoel,Lago,2.0,,,,,,,,,,,,,,,,,,
14082851,home,Celta Vigo,Marcos Alonso,marcos-alonso,M. Alonso,D,20,188.0,7636,M,69408,EUR,662342400,D,20,20,False,101.0,88.0,12.0,0.0,38.0,39.0,62.0,5.0,,4.0,,,90.0,128.0,7.3,18.0,0.178734,,2,,0.35,0.4,-0.07,,5.0,50.0,,2.0,6.0,1.0,10.0,2.0,,,,2.0,2.0,3.0,,,,,1.0,marcosalonso28,1.0,2.0,0.0493,-0.02,,,,,,,,,,,,,
14082851,home,Celta Vigo,Óscar Mingueza,oscar-mingueza,Ó. Mingueza,M,3,184.0,3812,M,859773,EUR,926553600,M,3,3,False,50.0,40.0,6.0,0.0,12.0,15.0,35.0,3.0,1.0,5.0,,,90.0,82.0,7.1,20.0,0.405735,,1,,0.34,0.06,-0.12,,4.0,28.0,,1.0,6.0,,1.0,1.0,,,,1.0,3.0,,,2.0,,,,,3.0,,0.034,-0.24,11.0,4.0,1.0,1.0,1.0,,,,,,,,
14082851,home,Celta Vigo,Fran Beltrán,fran-beltran,F. Beltrán,M,8,170.0,770,M,835484,EUR,918000000,M,8,8,False,31.0,29.0,2.0,0.0,18.0,20.0,11.0,4.0,1.0,5.0,,,57.0,35.0,6.7,3.0,0.014104,,0,,0.17,0.06,-0.05,,2.0,11.0,1.0,1.0,2.0,1.0,,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,
14082851,home,Celta Vigo,Ilaix Moriba,ilaix-moriba,I. Moriba,M,6,183.0,6577,M,962890,EUR,1042934400,M,6,6,False,31.0,26.0,2.0,0.0,11.0,13.0,18.0,6.0,2.0,2.0,,,90.0,44.0,6.4,10.0,0.0190056,,0,,-0.05,0.01,-0.17,,1.0,15.0,,,5.0,2.0,,4.0,1.0,,,2.0,1.0,1.0,,,,,,ilaixmk,1.0,,,,,,,,,1.0,,,,,,,
14082851,home,Celta Vigo,Mihailo Ristić,mihailo-ristic,M. Ristić,D,21,180.0,595,M,363774,EUR,815097600,M,21,21,False,44.0,34.0,4.0,0.0,19.0,22.0,22.0,3.0,2.0,4.0,,,57.0,52.0,6.4,12.0,0.0124473,,0,,-0.02,0.03,-0.13,,1.0,15.0,,,2.0,,,,,,,,1.0,,,,,,,,2.0,,,,1.0,,1.0,,,,,,,,,,
14082851,home,Celta Vigo,Iago Aspas,iago-aspas,I. Aspas,F,10,176.0,5000,M,19356,EUR,554774400,F,10,10,False,32.0,25.0,4.0,0.0,1.0,2.0,30.0,1.0,,2.0,,,90.0,43.0,7.0,11.0,0.16453,,4,,0.18,-0.62,-0.02,,4.0,24.0,1.0,1.0,1.0,,,,,,,2.0,,,,1.0,,,,i.aspas10,,1.0,0.493,-0.51,2.0,,,,,,True,1.0,3.0,0.4422,,,
14082851,home,Celta Vigo,Ferran Jutglà,ferran-jutgla,F. Jutglà,F,9,175.0,3716,M,949962,EUR,917827200,F,9,9,False,16.0,11.0,1.0,0.0,4.0,8.0,8.0,3.0,,1.0,,,67.0,27.0,6.4,8.0,0.00936321,,1,,-0.41,0.17,0.15,,1.0,7.0,1.0,,2.0,,2.0,2.0,2.0,,,1.0,,1.0,,,,,,,1.0,,0.0147,-0.08,,,,,1.0,,,,,,,,
