match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_interceptionWon,captain,stat_challengeLost,stat_fouls,stat_totalContest,stat_wonContest,stat_totalOffside,player_sofascoreId,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_bigChanceCreated,stat_goalAssist,stat_goals
10385437,home,Fulham,Bernd Leno,bernd-leno,B. Leno,G,1,190,2695,M,103335,EUR,699667200,G,17,17,False,31.0,18.0,18.0,5.0,16.0,17.0,2.0,14.0,5.0,1.0,2.0,2.0,1.0,1.0,90.0,38.0,6.7,13.0,0.0,0.0,0.00190234,0,-0.1842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385437,home,Fulham,Kenny Tete,kenny-tete,K. Tete,D,2,180,1146,M,190877,EUR,813196800,D,2,2,False,50.0,46.0,2.0,2.0,21.0,23.0,26.0,34.0,6.0,,,,,,80.0,82.0,7.4,12.0,0.0,0.0,0.0370956,0,,7.0,1.0,1.0,1.0,5.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
10385437,home,Fulham,Issa Diop,issa-diop,I. Diop,D,31,194,838,M,825719,EUR,852768000,D,31,31,False,64.0,57.0,5.0,2.0,32.0,35.0,25.0,30.0,5.0,,,,,,90.0,75.0,6.8,9.0,0.0,0.0,0.0100622,0,,1.0,,,3.0,2.0,,1.0,,2.0,2.0,,,,3.0,3.0,,,,,,,,,,,,,,,,
10385437,home,Fulham,Tim Ream,tim-ream,T. Ream,D,3,185,548,M,118179,EUR,560390400,D,13,13,False,80.0,70.0,10.0,5.0,43.0,43.0,27.0,37.0,7.0,,,,,,90.0,87.0,6.5,12.0,0.0,0.0,0.0112551,0,,,,1.0,3.0,2.0,,3.0,,1.0,1.0,2.0,,,1.0,,True,1.0,1.0,,,,,,,,,,,,,
10385437,home,Fulham,Antonee Robinson,antonee-robinson,A. Robinson,D,33,183,2862,M,803174,EUR,870998400,D,33,33,False,45.0,41.0,8.0,8.0,24.0,26.0,19.0,23.0,8.0,,,,,,90.0,87.0,7.6,12.0,0.0,0.0,0.0256371,0,,4.0,2.0,,4.0,8.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,,,4.0,,,,6.0,3.0,1.0,,,,,,,,,,
10385437,home,Fulham,João Palhinha,joao-palhinha,J. Palhinha,M,6,189,16491,M,364612,EUR,805248000,M,26,26,False,44.0,34.0,6.0,2.0,10.0,12.0,24.0,32.0,6.0,,,,,,90.0,65.0,6.4,15.0,0.4937,0.0,0.0156674,2,,,,3.0,9.0,9.0,3.0,1.0,,5.0,2.0,1.0,1.0,,1.0,3.0,,1.0,3.0,1.0,,,Palhinha,1.0,2.0,,,,,,,
10385437,home,Fulham,Harrison Reed,harrison-reed,H. Reed,M,6,176,353,M,365802,EUR,791164800,M,6,6,False,27.0,22.0,1.0,,6.0,8.0,17.0,21.0,1.0,,,,,,65.0,39.0,6.7,9.0,0.2279,0.0312,0.0231743,2,,2.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,1.0,,,,,
10385437,home,Fulham,Bobby Decordova-Reid,bobby-decordova-reid,B. Reid,M,14,170,1230,M,151499,EUR,728611200,M,14,14,False,19.0,13.0,1.0,,5.0,9.0,8.0,12.0,3.0,,,,,,87.0,38.0,6.8,14.0,0.0209,0.2017,0.0103678,1,,2.0,,,7.0,4.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,,4.0,,,,2.0,,,1.0,,,,1.0,,,,,,
10385437,home,Fulham,Andreas Pereira,andreas-pereira,A. Pereira,M,8,177,14092,M,285949,EUR,820454400,M,18,18,False,33.0,25.0,5.0,3.0,10.0,11.0,19.0,32.0,4.0,,,,,,90.0,50.0,7.0,18.0,0.0363,0.0211,0.491137,1,,10.0,4.0,,5.0,,2.0,,,,,1.0,,3.0,1.0,,,1.0,1.0,,,,andreaspereira,,,1.0,,,,1.0,,
10385437,home,Fulham,Willian,willian,Willian,F,88,175,9698,M,31417,EUR,587088000,M,20,20,False,40.0,33.0,6.0,4.0,11.0,13.0,22.0,30.0,12.0,,,,,,87.0,55.0,6.2,17.0,0.0417,0.0664,0.0286153,1,,3.0,,1.0,8.0,1.0,4.0,1.0,,,,3.0,,,1.0,,,2.0,1.0,,,,willianborges88,,,1.0,,,,,,
10385437,home,Fulham,Aleksandar Mitrović,aleksandar-mitrovic,A. Mitrović,F,9,189,24281,M,192144,EUR,779673600,F,9,9,False,19.0,11.0,1.0,1.0,3.0,8.0,8.0,11.0,2.0,,,,,,90.0,42.0,6.5,17.0,0.1386,0.0,0.0463752,2,,,,3.0,17.0,9.0,5.0,1.0,,1.0,1.0,3.0,5.0,,9.0,,,,2.0,1.0,,,AleksMitrović,,2.0,,,,,,,
10385437,home,Fulham,Tom Cairney,tom-cairney,T. Cairney,M,10,185,581,M,82566,EUR,664329600,M,10,10,True,21.0,18.0,2.0,2.0,1.0,3.0,18.0,19.0,2.0,,,,,,25.0,29.0,7.0,5.0,0.0,0.0,0.1518,0,,1.0,1.0,,,1.0,,,,1.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,
