match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_challengeLost,stat_totalOffside,stat_totalCross,stat_blockedScoringAttempt,stat_expectedGoals,player_sofascoreId,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,captain,stat_totalContest,stat_goals,stat_wonContest,stat_accurateCross,stat_errorLeadToAShot,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_bigChanceCreated,stat_hitWoodwork,stat_bigChanceMissed
12436554,home,West Ham United,Alphonse Aréola,alphonse-areola,A. Aréola,G,23,195,3046,M,96531,EUR,730771200,G,23,23,False,26.0,19.0,9.0,2.0,0.0,18.0,18.0,1.0,8.0,1.0,7.0,3.0,1.0,90.0,34.0,6.7,7.0,0.00012987,0,-0.1429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436554,home,West Ham United,Vladimír Coufal,vladimir-coufal,V. Coufal,D,34,179,1722,M,138024,EUR,714441600,D,5,5,False,51.0,43.0,3.0,,0.0,27.0,30.0,16.0,21.0,3.0,2.0,,,90.0,72.0,6.8,11.0,0.00699517,0,,,,1.0,1.0,4.0,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,
12436554,home,West Ham United,Jean-Clair Todibo,jean-clair-todibo,J-C. Todibo,D,25,189,2607,M,945217,EUR,946512000,D,25,25,False,61.0,58.0,1.0,,0.0,47.0,48.0,11.0,13.0,3.0,2.0,,,90.0,75.0,6.9,5.0,0.00376657,0,,,,2.0,1.0,3.0,4.0,,1.0,1.0,3.0,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,
12436554,home,West Ham United,Max Kilman,max-kilman,M. Kilman,D,3,192,1250,M,894474,EUR,864345600,D,26,26,False,54.0,52.0,,,0.0,43.0,45.0,9.0,9.0,8.0,3.0,,,90.0,67.0,7.2,3.0,0.00907799,0,,,,1.0,6.0,6.0,8.0,,2.0,,2.0,2.0,1.0,,5.0,,1.0,,,,,,,,,,,,,,,,,,,
12436554,home,West Ham United,Emerson Palmieri,emerson-palmieri,Emerson,D,33,176,2398,M,155997,EUR,775872000,D,33,33,False,44.0,42.0,,,0.0,19.0,19.0,23.0,27.0,1.0,,,,80.0,55.0,6.9,4.0,0.0257913,2,,,,,,1.0,2.0,,,1.0,2.0,1.0,,,1.0,,,2.0,2.0,0.1129,,,,,,,,,,,,,,,,
12436554,home,West Ham United,Carlos Soler,carlos-soler,C. Soler,M,18,180,3724,M,832427,EUR,852163200,M,4,4,False,52.0,49.0,3.0,2.0,0.0,25.0,25.0,24.0,29.0,2.0,3.0,,,90.0,64.0,7.0,6.0,0.0172784,1,,,,,,1.0,2.0,,2.0,,1.0,,1.0,1.0,,1.0,,2.0,,0.0268,Carlos10Soler,1.0,,,,,,,,,,,,,,
12436554,home,West Ham United,James Ward-Prowse,james-ward-prowse,J. Ward-Prowse,M,20,177,4256,M,161717,EUR,783648000,M,8,8,False,64.0,63.0,4.0,4.0,0.0,27.0,27.0,36.0,39.0,1.0,4.0,,,86.0,76.0,7.2,7.0,0.0304811,2,,,,2.0,,5.0,1.0,2.0,,,1.0,1.0,1.0,,,1.0,,2.0,,0.1018,prowsey16,1.0,1.0,0.1474,1.0,,,,,,,,,,,
12436554,home,West Ham United,Jarrod Bowen,jarrod-bowen,J. Bowen,M,20,174,9125,M,552884,EUR,851040000,M,20,20,False,21.0,18.0,,,0.0,5.0,6.0,13.0,17.0,,,,,86.0,39.0,6.7,15.0,0.0363805,2,,,,1.0,1.0,8.0,4.0,2.0,,,,,3.0,3.0,,,,2.0,1.0,0.1594,jarrodbowen,,1.0,0.0991,,True,5.0,1.0,,,,,,,,
12436554,home,West Ham United,Mohammed Kudus,mohammed-kudus,M. Kudus,M,20,176,89524,M,905163,EUR,965174400,M,14,14,False,31.0,28.0,,,0.0,5.0,5.0,23.0,29.0,,4.0,,,75.0,44.0,7.3,9.0,0.198954,2,,,,,,1.0,4.0,1.0,,,,,2.0,2.0,,,,3.0,1.0,0.1729,Kudus,1.0,,,1.0,,2.0,,2.0,,,,,,,
12436554,home,West Ham United,Lucas Paquetá,lucas-paqueta,L. Paquetá,M,20,180,63569,M,839981,EUR,872640000,M,10,10,False,67.0,57.0,6.0,6.0,0.0,26.0,27.0,33.0,42.0,2.0,9.0,,,90.0,84.0,7.4,12.0,0.415932,1,,,,1.0,1.0,7.0,7.0,1.0,,,2.0,1.0,,4.0,4.0,,,2.0,1.0,0.0828,Paqueta,,,,4.0,,1.0,,,2.0,1.0,,,,,
