match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,captain,stat_totalCross,stat_aerialLost,player_firstName,player_lastName,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_challengeLost,stat_totalContest,stat_unsuccessfulTouch,stat_wasFouled,stat_accurateCross,stat_keyPass,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalOffside,stat_penaltyWon,stat_bigChanceMissed,stat_penaltyMiss,stat_penaltyConceded,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_bigChanceCreated,stat_goals,stat_goalAssist
10665990,home,Al-Taawoun,Mailson,mailson,Mailson,G,1,198.0,587,M,883367,EUR,840499200,G,1,1,False,14.0,13.0,5.0,4.0,12.0,13.0,1.0,1.0,9.0,2.0,3.0,90.0,25.0,6.9,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665990,home,Al-Taawoun,Awn Al Saluli,awn-al-saluli,A. A. Saluli,D,93,194.0,64,M,881830,EUR,904694400,D,33,33,False,36.0,31.0,8.0,5.0,16.0,17.0,15.0,19.0,3.0,,,62.0,45.0,6.7,6.0,0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665990,home,Al-Taawoun,Naldo,naldo,Naldo,D,5,188.0,74,M,243719,EUR,588470400,D,4,4,False,81.0,77.0,6.0,5.0,38.0,38.0,39.0,44.0,9.0,,,90.0,88.0,7.0,5.0,0,,1.0,2.0,,2.0,2.0,1.0,,True,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10665990,home,Al-Taawoun,Hassan Kadesh,hassan-kadesh,H. Kadesh,D,15,179.0,398,M,847235,EUR,712627200,D,14,14,False,101.0,85.0,10.0,5.0,38.0,43.0,47.0,58.0,10.0,,,90.0,116.0,7.6,16.0,1,7.0,4.0,12.0,,1.0,5.0,2.0,,,,4.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
10665990,home,Al-Taawoun,Saad Yaslam Balobaid,saad-yaslam-balobaid,S. Y. Balobaid,D,31,168.0,155,M,1066588,EUR,948931200,D,31,31,False,36.0,33.0,2.0,1.0,18.0,18.0,15.0,24.0,8.0,,,90.0,71.0,7.0,16.0,0,,4.0,9.0,,,6.0,4.0,,,6.0,,Saad Yaslam Balobaid,,,,3.0,1.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,
10665990,home,Al-Taawoun,Fahad Ayed Al-Rashidi,al-rashidi-fahad-ayed,F. A. Al-Rashidi,F,97,175.0,231,M,974517,EUR,863740800,M,7,7,False,34.0,28.0,1.0,1.0,10.0,12.0,19.0,26.0,6.0,,,89.0,55.0,6.2,15.0,2,,8.0,3.0,2.0,,1.0,1.0,2.0,,4.0,1.0,,,2.0,,,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,
10665990,home,Al-Taawoun,Ashraf El Mahdioui,ashraf-el-mahdioui,A. E. Mahdioui,M,18,183.0,1641,M,788348,EUR,832896000,M,18,18,False,93.0,85.0,9.0,7.0,30.0,30.0,55.0,63.0,6.0,,,90.0,108.0,7.4,13.0,1,2.0,3.0,4.0,,,1.0,,1.0,,,1.0,,,1.0,,1.0,1.0,,3.0,1.0,,3.0,,,,,,,,,,,,,,,
10665990,home,Al-Taawoun,Álvaro Medrán,alvaro-medran,Á. Medrán,M,10,176.0,321,M,537018,EUR,763689600,M,10,10,False,85.0,73.0,13.0,9.0,22.0,22.0,52.0,72.0,8.0,,,90.0,115.0,7.7,28.0,3,,4.0,7.0,3.0,,2.0,1.0,,,9.0,,,,1.0,,1.0,,5.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,,,,,,,,,,,,
10665990,home,Al-Taawoun,Hassan Al-Amri,hassan-al-amri,H. Al-Amri,M,7,172.0,19,M,818733,EUR,766886400,M,77,77,False,48.0,38.0,2.0,,6.0,8.0,32.0,40.0,7.0,,,90.0,73.0,7.6,18.0,5,3.0,7.0,11.0,3.0,,6.0,6.0,3.0,,,,,,3.0,,1.0,1.0,1.0,5.0,1.0,,2.0,1.0,,2.0,1.0,1.0,,,,,,,,,,
10665990,home,Al-Taawoun,Abdullah Radif,abdullah-radif,A. H. Radif,F,21,185.0,510,M,1101759,EUR,1043107200,F,49,49,False,7.0,7.0,,,1.0,1.0,7.0,7.0,1.0,,,89.0,22.0,7.1,8.0,1,1.0,8.0,3.0,1.0,,1.0,1.0,2.0,,1.0,4.0,Abdullah Radif,,1.0,,1.0,,1.0,6.0,1.0,1.0,2.0,,,,,,1.0,,,,,,,,,
