match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_outfielderBlock,stat_unsuccessfulTouch,player_sofascoreId,stat_dispossessed,captain,stat_onTargetScoringAttempt,stat_totalOffside,stat_goals,stat_lastManTackle,stat_hitWoodwork
10411778,home,Cremonese,Marco Carnesecchi,marco-carnesecchi,M. Carnesecchi,G,29,192.0,3101,M,865646,EUR,962409600,G,12,12,False,30.0,11.0,25.0,6.0,6.0,6.0,5.0,24.0,1.0,1.0,12.0,2.0,1.0,1.0,1.0,1.0,90.0,42.0,7.3,20.0,0.0,0.0,0.00077554,0,0.0361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411778,home,Cremonese,Leonardo Sernicola,leonardo-sernicola,L. Sernicola,M,17,188.0,112,M,812314,EUR,870220800,D,17,17,False,31.0,22.0,4.0,2.0,14.0,17.0,9.0,19.0,2.0,8.0,,,,,,,90.0,60.0,7.8,16.0,0.1926,0.0,0.233553,2,,,,1.0,5.0,1.0,3.0,1.0,5.0,4.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,
10411778,home,Cremonese,Johan Vásquez,johan-vasquez,J. Vásquez,D,22,185.0,4788,M,889785,EUR,909014400,D,5,5,False,21.0,16.0,2.0,,14.0,17.0,2.0,4.0,1.0,9.0,6.0,,,,,,90.0,41.0,7.8,5.0,0.0,0.0,0.00034082,0,,,,,,,2.0,1.0,1.0,1.0,,,,5.0,1.0,6.0,2.0,1.0,,,1.0,2.0,,,,,,,,,
10411778,home,Cremonese,Luka Lochoshvili,luka-lochoshvili,L. Lochoshvili,D,24,191.0,1065,M,827473,EUR,896400000,D,44,44,False,12.0,6.0,5.0,2.0,4.0,7.0,2.0,5.0,1.0,6.0,4.0,,,,,,52.0,22.0,7.1,7.0,0.0,0.0,0.00025705,0,,,,,,,2.0,,,,,,,3.0,1.0,4.0,2.0,1.0,,,2.0,,1.0,,,,,,,,
10411778,home,Cremonese,Emanuele Valeri,emanuele-valeri,E. Valeri,D,14,180.0,818,M,891346,EUR,912988800,D,3,3,False,25.0,17.0,5.0,1.0,12.0,14.0,6.0,13.0,1.0,3.0,2.0,,,,,,90.0,53.0,6.7,17.0,0.0254,0.0,0.0343502,1,,,,,2.0,1.0,3.0,2.0,3.0,2.0,,1.0,,2.0,1.0,,,,,1.0,,,3.0,,,,,,,,
10411778,home,Cremonese,Charles Pickel,charles-pickel,C. Pickel,M,18,184.0,11753,M,758664,EUR,863654400,M,6,6,False,34.0,26.0,3.0,1.0,6.0,9.0,20.0,26.0,1.0,6.0,7.0,,,,,,90.0,51.0,6.6,12.0,0.0,0.0,0.0246206,0,,,,,1.0,,9.0,4.0,,,,,,2.0,,4.0,3.0,1.0,,1.0,2.0,1.0,,charlespickel,3.0,,,,,,
10411778,home,Cremonese,Soualiho Meïté,soualiho-meite,S. Meïté,M,8,187.0,963,M,139229,EUR,763862400,M,28,28,False,25.0,22.0,4.0,3.0,14.0,17.0,8.0,8.0,,2.0,10.0,,,,,,90.0,40.0,7.2,3.0,0.0304,0.0,0.0090173,1,,,,,,,,,,,,,1.0,7.0,1.0,2.0,1.0,,,1.0,,1.0,,,,,,,,,
10411778,home,Cremonese,Michele Castagnetti,michele-castagnetti,M. Castagnetti,M,4,180.0,88,M,131910,EUR,630720000,M,19,19,False,32.0,27.0,5.0,4.0,12.0,16.0,15.0,16.0,1.0,8.0,9.0,,,,,,90.0,48.0,7.3,10.0,0.0,0.0,0.25357,0,,,,,,,11.0,5.0,1.0,1.0,,,,2.0,2.0,6.0,3.0,,3.0,1.0,2.0,,2.0,,1.0,True,,,,,
10411778,home,Cremonese,Pablo Galdames,pablo-galdames,P. Galdames,M,4,177.0,1069,M,386230,EUR,851904000,M,27,27,False,15.0,11.0,,,5.0,6.0,6.0,10.0,,1.0,1.0,,,,,,67.0,22.0,6.4,6.0,0.0981,0.1115,0.00468394,1,,,,,1.0,,5.0,4.0,,,,,,2.0,1.0,1.0,,,1.0,,,,1.0,,,,1.0,,,,
10411778,home,Cremonese,Frank Tsadjout,frank-tsadjout,F. Tsadjout,F,74,190.0,194,M,927188,EUR,933120000,F,74,74,False,22.0,16.0,,,7.0,7.0,9.0,15.0,2.0,8.0,4.0,,,,,,85.0,43.0,7.4,9.0,0.1841,0.0713,0.0338144,2,,,,,,,6.0,1.0,3.0,3.0,,1.0,,5.0,,1.0,1.0,2.0,2.0,2.0,3.0,,2.0,,,,1.0,2.0,,,
