match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,player_firstName,player_lastName,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_penaltyConceded,stat_unsuccessfulTouch,stat_totalContest,stat_wonContest,captain,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalOffside,stat_lastManTackle,stat_punches,stat_outfielderBlock,stat_hitWoodwork,stat_penaltyWon,player_sofascoreId
14573119,home,BK Häcken,Etrit Berisha,etrit-berisha,E. Berisha,G,99,194.0,464,M,35656,EUR,605491200,G,99,99,False,29.0,15.0,22.0,8.0,0.0,7.0,8.0,8.0,21.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,90.0,40.0,6.7,14.0,0.00296201,0.1152,0,0.0594,0.06,0.01,-0.19,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573119,home,BK Häcken,Julius Lindberg,lindberg-julius,J. Lindberg,D,11,182.0,45,M,1021083,EUR,915408000,D,11,11,False,33.0,26.0,1.0,1.0,1.0,8.0,11.0,19.0,31.0,3.0,5.0,6.0,,1.0,,,,,,,89.0,63.0,8.5,19.0,0.713079,,1,,0.63,0.28,-0.23,,9.0,1.0,1.0,2.0,7.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,0.0312,0.3963,3.0,0.56,,,,,,,,,,,,,,,,,,,
14573119,home,BK Häcken,Olle Samuelsson,olle-samuelsson,O. Samuelsson,D,23,190.0,32,M,1187130,EUR,1084665600,D,23,23,False,26.0,22.0,5.0,2.0,0.0,14.0,14.0,8.0,12.0,2.0,4.0,1.0,,,,,,,,,90.0,35.0,6.1,4.0,0.0027628,,1,,0.06,0.09,-0.42,,,,,,1.0,,,,,,2.0,1.0,0.0094,,,-0.13,,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,
14573119,home,BK Häcken,Filip Helander,filip-helander,F. Helander,D,22,192.0,179,M,168749,EUR,735436800,D,22,22,False,31.0,24.0,5.0,1.0,0.0,18.0,20.0,6.0,11.0,7.0,4.0,2.0,,2.0,,,,,,,90.0,41.0,6.2,9.0,0.00815854,,0,,0.21,0.03,-0.39,,,,,4.0,1.0,,,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,
14573119,home,BK Häcken,Adam Lundqvist,adam-lundqvist,A. Lundqvist,D,21,174.0,35,M,283219,EUR,764121600,D,21,21,False,30.0,20.0,6.0,1.0,0.0,8.0,9.0,13.0,23.0,1.0,2.0,4.0,,,,,,,,,90.0,48.0,6.4,13.0,0.170052,,0,,0.38,0.07,-0.41,,2.0,1.0,1.0,,2.0,1.0,,,,,2.0,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,
14573119,home,BK Häcken,Silas Andersen,silas-andersen,S. Andersen,M,8,185.0,528,M,1083407,EUR,1087084800,M,8,8,False,40.0,30.0,4.0,3.0,0.0,15.0,17.0,15.0,24.0,4.0,,6.0,,1.0,,,,,,,67.0,56.0,6.6,16.0,0.0358274,,1,,0.09,0.13,-0.05,,1.0,,,,3.0,,1.0,,,,2.0,2.0,0.0291,,,-0.06,Silas Andersen,,1.0,2.0,1.0,,3.0,1.0,1.0,,,,,,,,,,
14573119,home,BK Häcken,Simon Gustafson,simon-gustafson,S. Gustafson,M,14,185.0,171,M,319307,EUR,789782400,M,14,14,False,43.0,28.0,4.0,2.0,1.0,9.0,11.0,19.0,33.0,7.0,,1.0,,2.0,,,,,,,90.0,55.0,7.1,17.0,0.0543861,,0,,-0.07,0.02,-0.02,,1.0,,2.0,1.0,4.0,1.0,,,,,1.0,1.0,,,1.0,,,,,4.0,2.0,,1.0,,,True,,,,,,,,,
14573119,home,BK Häcken,Adrian Svanback,svanback-adrian,A. Svanbäck,F,20,179.0,262,M,1382909,EUR,1086652800,M,20,20,False,18.0,14.0,2.0,1.0,0.0,3.0,3.0,12.0,17.0,10.0,1.0,5.0,,1.0,,,,,,,90.0,48.0,7.0,14.0,0.0676225,,2,,0.26,0.25,-0.08,,2.0,1.0,,2.0,6.0,1.0,3.0,,1.0,,1.0,,0.5629,0.0404,,-0.51,Adrian Svanbäck,,1.0,4.0,3.0,,4.0,5.0,3.0,,1.0,,,,,,,,
14573119,home,BK Häcken,Mikkel Rygaard,mikkel-rygaard,M. Rygaard,M,10,176.0,87,M,801073,EUR,662083200,M,10,10,False,35.0,28.0,2.0,2.0,0.0,7.0,8.0,22.0,32.0,2.0,,1.0,,,,,,,,,89.0,55.0,6.2,17.0,0.0635181,,1,,-0.09,-0.12,-0.06,,5.0,1.0,,,5.0,,1.0,,,,3.0,1.0,0.1211,,1.0,-0.13,,,,2.0,2.0,,1.0,3.0,,,,1.0,,,,,,,
14573119,home,BK Häcken,Pontus Dahbo,dahbo-pontus,P. Dahbo,M,16,185.0,190,M,1162592,EUR,1128988800,M,16,16,False,12.0,10.0,,,0.0,2.0,3.0,9.0,11.0,3.0,1.0,3.0,,2.0,,,,,,,77.0,23.0,6.5,6.0,0.0424853,,0,,0.14,-0.07,0.0,,2.0,1.0,,,5.0,,1.0,,,,,3.0,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,
