match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,player_firstName,stat_aerialWon,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialLost,stat_keyPass,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_unsuccessfulTouch,stat_wasFouled,stat_dispossessed,player_lastName,stat_penaltyWon,stat_totalOffside,stat_goals,stat_penaltyFaced,stat_penaltyConceded,stat_errorLeadToAGoal,stat_bigChanceCreated,player_sofascoreId
12117230,home,Red Bull Bragantino,Cleiton,cleiton,Cleiton,G,1,190,551,M,844576,EUR,871948800,G,1,1,False,True,23.0,19.0,13.0,9.0,0.0,12.0,12.0,7.0,11.0,2.0,5.0,1.0,1.0,2.0,2.0,90.0,31.0,7.1,5.0,0.00283928,0,-0.5033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117230,home,Red Bull Bragantino,Jadsom,jadsom,Jadsom,M,25,176,193,M,964127,EUR,990316800,D,5,5,False,,20.0,16.0,,,0.0,4.0,6.0,13.0,15.0,,4.0,,,,,55.0,35.0,6.5,6.0,0.0470929,0,,1.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12117230,home,Red Bull Bragantino,Douglas Mendes,douglas-mendes,D. Mendes,D,39,189,257,M,1134472,EUR,1087084800,D,39,39,False,,33.0,23.0,9.0,3.0,0.0,15.0,20.0,8.0,13.0,4.0,7.0,,,,,90.0,47.0,7.0,10.0,0.00416051,2,,,,1.0,6.0,1.0,1.0,2.0,2.0,,Douglas Mendes,4.0,1.0,1.0,1.0,0.1365,0.6917,,,,,,,,,,,,,,,,,
12117230,home,Red Bull Bragantino,Lucas Cunha,lucas-cunha,L. Cunha,D,3,186,169,M,794139,EUR,853977600,D,4,4,False,,29.0,24.0,4.0,2.0,0.0,17.0,18.0,7.0,11.0,3.0,2.0,,,,,90.0,35.0,6.4,5.0,0.00289076,0,,,,2.0,,,1.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,
12117230,home,Red Bull Bragantino,Guilherme Lopes,guilherme-lopes,G. Lopes,D,31,178,87,M,1097858,EUR,1013644800,D,31,31,False,,28.0,23.0,4.0,2.0,0.0,13.0,14.0,12.0,17.0,1.0,3.0,,,,,80.0,51.0,6.8,12.0,0.139088,2,,3.0,2.0,2.0,5.0,,1.0,1.0,1.0,1.0,,2.0,,1.0,,0.0399,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
12117230,home,Red Bull Bragantino,Lucas Evangelista,lucas-evangelista,L. Evangelista,M,30,181,3216,M,331397,EUR,799718400,M,8,8,False,,31.0,25.0,1.0,1.0,0.0,7.0,9.0,18.0,23.0,1.0,2.0,,,,,90.0,46.0,6.5,15.0,0.0289783,3,,1.0,,5.0,3.0,,,,,1.0,,3.0,,2.0,,0.0594,,2.0,1.0,,,1.0,5.0,,2.0,,,,,,,,,
12117230,home,Red Bull Bragantino,Raul,raul,Raul,M,31,180,175,M,870760,EUR,837043200,M,23,23,False,,42.0,32.0,7.0,3.0,0.0,12.0,14.0,20.0,28.0,3.0,8.0,,,,,90.0,59.0,7.2,11.0,0.20511,1,,,,4.0,6.0,3.0,1.0,2.0,1.0,,,,,,,0.0347,,,2.0,2.0,2.0,1.0,,2.0,1.0,,,,,,,,,
12117230,home,Red Bull Bragantino,Jhon Jhon,jhon-jhon,Jhon Jhon,M,10,178,2841,M,1167069,EUR,1031529600,M,6,6,False,,18.0,13.0,1.0,,0.0,,,13.0,19.0,,2.0,,,,,54.0,37.0,7.0,12.0,0.0412422,3,,1.0,,6.0,4.0,,,1.0,,1.0,Jhon Jhon,,,2.0,,0.1194,,1.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,,1.0,,,,,,,
12117230,home,Red Bull Bragantino,Henry Mosquera,henry-mosquera,H. Mosquera,F,30,175,705,M,1170680,EUR,1005782400,F,30,30,False,,13.0,11.0,,,0.0,4.0,4.0,7.0,11.0,,3.0,,,,,60.0,26.0,7.0,8.0,0.0115351,2,,2.0,,2.0,3.0,1.0,,1.0,,1.0,Henry Mosquera,,1.0,,,0.199,0.2302,,1.0,2.0,2.0,1.0,4.0,,,,,1.0,,,,,,
12117230,home,Red Bull Bragantino,Eduardo Sasha,eduardo-sasha,E. Sasha,F,8,173,1446,M,143846,EUR,698889600,F,19,19,False,,8.0,6.0,,,0.0,2.0,3.0,4.0,6.0,2.0,2.0,,,,,79.0,23.0,7.3,6.0,0.0114183,4,,1.0,,5.0,4.0,,,1.0,,2.0,,2.0,2.0,1.0,,0.9267,0.8785,2.0,1.0,1.0,,1.0,2.0,1.0,,,,1.0,1.0,,,,,
12117230,home,Red Bull Bragantino,Vitinho,vitinho,Vitinho,M,28,181,1064,M,982405,EUR,922924800,F,28,28,False,,30.0,24.0,2.0,1.0,0.0,9.0,9.0,19.0,31.0,,4.0,,,,,90.0,48.0,7.5,14.0,0.336642,4,,10.0,4.0,4.0,1.0,,,1.0,1.0,1.0,,,,1.0,,0.1345,,2.0,5.0,,,3.0,,,1.0,,,,,,,,,
12117230,home,Red Bull Bragantino,Thiago Borbas,thiago-borbas,T. Borbas,F,17,186,801,M,1018547,EUR,1018137600,F,18,18,True,,1.0,1.0,,,0.0,1.0,1.0,,,1.0,1.0,,,,,36.0,5.0,6.3,1.0,8.6e-06,0,,,,9.0,1.0,1.0,,,,2.0,,,,,,,,5.0,,1.0,,,,1.0,,,,,,,,,,
12117230,home,Red Bull Bragantino,José Andrés Hurtado,andres-hurtado,J. A. Hurtado,D,34,178,537,M,987589,EUR,1009065600,D,34,34,True,,11.0,8.0,3.0,,0.0,5.0,5.0,3.0,7.0,2.0,3.0,,,,,35.0,21.0,6.5,5.0,0.00359465,0,,1.0,,2.0,1.0,,,1.0,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
12117230,home,Red Bull Bragantino,Vinicinho,vinicinho,Vinicinho,F,17,174,339,M,1587965,EUR,1077235200,F,54,54,True,,7.0,5.0,,,0.0,1.0,1.0,5.0,7.0,1.0,2.0,,,,,30.0,23.0,7.6,7.0,0.206068,1,,1.0,1.0,3.0,5.0,2.0,,,,,Vinicius,,1.0,,,0.0769,0.8134,,1.0,4.0,4.0,,3.0,1.0,1.0,Mendonça Pereira,,,1.0,,,,,
12117230,home,Red Bull Bragantino,Pedro Henrique,pedro-henrique,P. Henrique,D,14,188,417,M,551774,EUR,812592000,D,14,14,True,,,,,,0.0,,,,,,,,,,,11.0,,6.3,,,0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
