match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_keyPass,stat_blockedScoringAttempt,stat_outfielderBlock,stat_fouls,stat_onTargetScoringAttempt,stat_goals,stat_challengeLost,stat_dispossessed,stat_errorLeadToAGoal,stat_totalOffside,stat_accurateCross,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed
10385762,home,Everton,Jordan Pickford,jordan-pickford,J. Pickford,G,1,185,7610,M,jpickford1,138530,EUR,762998400,G,1,1,False,41.0,28.0,23.0,10.0,21.0,23.0,7.0,18.0,3.0,3.0,1.0,7.0,1.0,2.0,90.0,51.0,6.3,13.0,0.0,0.0,0.00631419,0,0.0926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385762,home,Everton,Séamus Coleman,seamus-coleman,S. Coleman,D,23,177,893,M,,76632,EUR,592531200,D,23,23,False,23.0,20.0,1.0,,14.0,14.0,6.0,10.0,,,2.0,3.0,,,75.0,43.0,6.8,8.0,0.1166,0.0,0.00364327,1,,True,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,
10385762,home,Everton,Conor Coady,conor-coady,C. Coady,D,15,184,629,M,,98449,EUR,730598400,D,30,30,False,52.0,42.0,8.0,1.0,35.0,39.0,7.0,13.0,1.0,1.0,2.0,6.0,,,90.0,59.0,6.4,11.0,0.0,0.0,0.0381308,0,,,,,1.0,,,,2.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,
10385762,home,Everton,James Tarkowski,james-tarkowski,J. Tarkowski,D,6,185,2558,M,,145188,EUR,722131200,D,2,2,False,53.0,41.0,9.0,6.0,34.0,37.0,7.0,16.0,,1.0,3.0,6.0,,,90.0,68.0,7.1,12.0,0.0304,0.0,0.0293281,1,,,,4.0,6.0,1.0,1.0,,1.0,,,,1.0,,,,1.0,2.0,1.0,,,,,,,,,,,,
10385762,home,Everton,Vitaliy Mykolenko,vitaliy-mykolenko,V. Mykolenko,D,16,180,4082,M,mikola_16,876643,EUR,927936000,D,19,19,False,40.0,34.0,7.0,4.0,16.0,18.0,18.0,24.0,,1.0,1.0,9.0,,,90.0,53.0,6.9,9.0,0.0,0.0,0.0775309,0,,,2.0,2.0,3.0,1.0,,,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,
10385762,home,Everton,Alex Iwobi,alex-iwobi,A. Iwobi,M,17,183,8263,M,alexanderiwobi,352770,EUR,831081600,M,17,17,False,44.0,32.0,2.0,,13.0,17.0,19.0,33.0,,3.0,,13.0,,,90.0,65.0,7.3,23.0,0.1072,0.4095,0.189753,2,,,6.0,,2.0,4.0,1.0,,2.0,1.0,1.0,2.0,,,,2.0,1.0,,,1.0,1.0,,,,,,,,,,
10385762,home,Everton,Idrissa Gueye,idrissa-gueye,I. Gueye,M,27,174,21481,M,iganagueye,106337,EUR,622771200,M,27,27,False,27.0,23.0,1.0,,12.0,15.0,11.0,13.0,2.0,5.0,,11.0,,,76.0,36.0,5.8,7.0,0.0,0.0,0.00676803,0,,,1.0,,1.0,,,,2.0,,,1.0,1.0,,,,,,,,,2.0,1.0,1.0,,,,,,,
10385762,home,Everton,Amadou Onana,amadou-onana,A. Onana,M,24,195,7180,M,its_onana,923973,EUR,997920000,M,8,8,False,33.0,25.0,2.0,1.0,10.0,12.0,15.0,22.0,3.0,10.0,,8.0,,,90.0,52.0,6.5,14.0,0.1948,0.0,0.00503233,3,,,1.0,3.0,8.0,3.0,1.0,2.0,2.0,1.0,,3.0,3.0,,,,1.0,,3.0,,,2.0,,,,,,,,,
10385762,home,Everton,Anthony Gordon,gordon-anthony,A. Gordon,F,10,183,15696,M,AGordon,914902,EUR,982972800,F,10,10,False,10.0,8.0,,,3.0,4.0,5.0,7.0,3.0,6.0,,1.0,,,67.0,22.0,6.6,6.0,0.0,0.0,0.0137162,0,,,1.0,1.0,5.0,3.0,2.0,,1.0,2.0,1.0,2.0,,,,,,,1.0,,,1.0,,,,,,,,,
10385762,home,Everton,Neal Maupay,neal-maupay,N. Maupay,F,17,171,2370,M,,268903,EUR,839980800,F,20,20,False,15.0,11.0,,,7.0,8.0,4.0,7.0,3.0,5.0,,1.0,,,84.0,27.0,6.4,11.0,0.0,0.0,0.00426622,0,,,,1.0,3.0,2.0,,,1.0,1.0,,5.0,1.0,,,,,,,,,,,,1.0,,,,,,
10385762,home,Everton,Demarai Gray,demarai-gray,D. Gray,M,10,184,1780,M,,355152,EUR,835920000,F,11,11,False,17.0,14.0,,,7.0,7.0,10.0,21.0,1.0,6.0,,3.0,,,90.0,46.0,7.0,17.0,0.0292,0.0,0.244384,1,,,11.0,,6.0,5.0,2.0,,,1.0,1.0,1.0,3.0,,,2.0,1.0,,,,,,2.0,,,3.0,,,,,
10385762,home,Everton,Dwight McNeil,dwight-mcneil,D. McNeil,M,7,183,1973,M,,935543,EUR,943228800,M,7,7,True,11.0,9.0,2.0,1.0,3.0,4.0,7.0,12.0,,1.0,,,,,23.0,19.0,6.7,6.0,0.0,0.0,0.0791285,0,,,5.0,,,,,,1.0,,,,,Dwight,McNeil,1.0,,,,,,1.0,,,,1.0,,,,,
10385762,home,Everton,James Garner,james-garner,J. Garner,M,37,182,3008,M,,927361,EUR,984441600,M,37,37,True,6.0,5.0,1.0,,1.0,1.0,4.0,5.0,,3.0,,2.0,,,15.0,9.0,6.5,2.0,0.0539,0.0975,0.00498039,2,,,,,,,,,,,,1.0,,,,,1.0,,2.0,1.0,,1.0,,,,,,,,,
10385762,home,Everton,Dominic Calvert-Lewin,dominic-calvert-lewin,D. Calvert-Lewin,F,9,187,5857,M,CalvertLewin14,372344,EUR,858470400,F,9,9,True,2.0,2.0,,,,,2.0,2.0,,,,,,,14.0,4.0,6.6,1.0,0.115,0.0,0.00150786,1,,,,1.0,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,
10385762,home,Everton,Salomón Rondón,salomon-rondon,S. Rondón,F,23,189,12917,M,salorondon23,35532,EUR,621907200,F,33,33,True,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,11.0,2.0,6.5,,0.0,0.0,0.0199857,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385762,home,Everton,Asmir Begović,asmir-begovic,A. Begović,G,31,198,823,M,,13918,EUR,551145600,G,15,15,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385762,home,Everton,Rúben Vinagre,ruben-vinagre,R. Vinagre,D,19,174,703,M,,846441,EUR,923616000,D,29,29,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385762,home,Everton,Michael Keane,michael-keane,M. Keane,D,5,188,1573,M,,110846,EUR,726710400,D,5,5,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385762,home,Everton,Kyle John,kyle-john,K. John,M,24,176,26,M,,991588,EUR,982022400,D,48,48,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,Kyle,John,,,,,,,,,,,,,,,,
10385762,home,Everton,Tom Davies,tom-davies,T. Davies,M,22,179,349,M,,795058,EUR,899164800,M,26,26,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385762,away,Manchester United,David De Gea,david-de-gea,D. De Gea,G,43,192,23723,M,d_degea,69378,EUR,657936000,G,1,1,False,36.0,31.0,12.0,7.0,26.0,26.0,5.0,10.0,,,1.0,8.0,1.0,1.0,90.0,42.0,6.6,5.0,0.0,0.0,0.00041921,0,-0.493,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
10385762,away,Manchester United,Diogo Dalot,diogo-dalot,D. Dalot,M,2,184,22996,M,DDalot,843200,EUR,921715200,D,20,20,False,51.0,42.0,6.0,5.0,26.0,31.0,16.0,20.0,1.0,3.0,3.0,8.0,,,90.0,68.0,7.3,11.0,0.0709,0.0,0.0227693,1,,,,,4.0,1.0,1.0,,,2.0,1.0,2.0,1.0,,,,1.0,2.0,2.0,,,,,,,,,,,,
10385762,away,Manchester United,Victor Lindelöf,victor-lindelof,V. Lindelöf,D,3,187,8884,M,victorlindelof,143334,EUR,774403200,D,2,2,False,66.0,62.0,5.0,1.0,42.0,42.0,20.0,24.0,,,4.0,2.0,,,90.0,74.0,6.8,4.0,0.0,0.0,0.00757276,0,,,,,1.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10385762,away,Manchester United,Lisandro Martínez,lisandro-martinez,L. Martínez,D,6,175,51689,M,LichaMartínez,859999,EUR,885081600,D,6,6,False,91.0,80.0,6.0,1.0,52.0,57.0,28.0,34.0,3.0,6.0,4.0,6.0,,,90.0,105.0,6.9,14.0,0.0,0.0,0.0183203,0,,,,3.0,5.0,,,,,2.0,1.0,1.0,,,,,,1.0,1.0,,,,2.0,,,,,,,,
10385762,away,Manchester United,Luke Shaw,luke-shaw,L. Shaw,D,23,178,17970,M,lukeshaw23,190839,EUR,805507200,D,23,23,False,60.0,51.0,3.0,1.0,28.0,29.0,23.0,31.0,3.0,5.0,2.0,8.0,,,90.0,88.0,6.9,12.0,0.0,0.0,0.018728,0,,,,2.0,5.0,,,,2.0,2.0,,,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,,
10385762,away,Manchester United,Casemiro,casemiro,Casemiro,M,18,185,86039,M,Casemiro,122951,EUR,698803200,M,18,18,False,70.0,56.0,6.0,3.0,32.0,40.0,24.0,31.0,1.0,5.0,4.0,9.0,,,90.0,90.0,7.6,18.0,0.3089,0.0,0.375967,2,,,1.0,3.0,8.0,,,2.0,1.0,4.0,1.0,1.0,1.0,,,2.0,,,2.0,,,1.0,1.0,,,,,,1.0,1.0,1.0
10385762,away,Manchester United,Christian Eriksen,christian-eriksen,C. Eriksen,M,24,182,20866,M,chriseriksen8,105734,EUR,698025600,M,14,14,False,69.0,60.0,6.0,3.0,23.0,26.0,37.0,47.0,,3.0,1.0,9.0,,,83.0,81.0,6.8,15.0,0.1813,0.3403,0.0353813,3,,,4.0,1.0,3.0,2.0,1.0,1.0,,1.0,1.0,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,
10385762,away,Manchester United,Antony,antony,Antony,M,7,172,219783,M,Antony,958380,EUR,951350400,M,21,21,False,40.0,30.0,1.0,1.0,7.0,8.0,23.0,34.0,2.0,6.0,1.0,4.0,,,89.0,55.0,7.3,14.0,0.406,0.9706,0.0938272,2,,,2.0,1.0,5.0,2.0,,,,2.0,,,2.0,,,3.0,1.0,,,1.0,1.0,2.0,,,,,,,,,
10385762,away,Manchester United,Bruno Fernandes,bruno-fernandes,B. Fernandes,M,8,179,235526,M,BrunoFernandes,288205,EUR,778982400,M,8,8,False,49.0,38.0,2.0,1.0,7.0,9.0,31.0,40.0,1.0,4.0,,7.0,,,90.0,54.0,6.8,12.0,0.0,0.0,0.154246,0,,True,,1.0,4.0,1.0,1.0,,,,,1.0,2.0,,,3.0,,,2.0,,,1.0,,,2.0,,,,,,
10385762,away,Manchester United,Marcus Rashford,marcus-rashford,M. Rashford,M,14,185,357139,M,Rashford,814590,EUR,878256000,M,10,10,False,40.0,33.0,5.0,3.0,14.0,16.0,20.0,26.0,,5.0,1.0,6.0,,,90.0,55.0,6.9,14.0,0.0739,0.0,0.146489,1,,,2.0,1.0,3.0,4.0,2.0,1.0,,,,2.0,,,,1.0,,1.0,2.0,,,2.0,,,1.0,1.0,,,,1.0,
10385762,away,Manchester United,Anthony Martial,anthony-martial,A. Martial,M,9,181,16185,M,martial_9,191176,EUR,818121600,F,9,9,False,11.0,8.0,,,1.0,1.0,7.0,10.0,,,,,,,29.0,12.0,7.1,4.0,0.0,0.0,0.183222,0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,
10385762,away,Manchester United,Cristiano Ronaldo,cristiano-ronaldo,C. Ronaldo,F,7,187,2286215,M,CR7,750,EUR,476409600,F,7,7,True,23.0,18.0,,,8.0,9.0,10.0,14.0,1.0,2.0,1.0,2.0,,,61.0,34.0,7.8,7.0,0.4099,0.7817,0.0374976,3,,,,3.0,6.0,2.0,2.0,1.0,,1.0,1.0,2.0,,,,1.0,,,2.0,2.0,1.0,,,,1.0,,,,,,
10385762,away,Manchester United,Scott McTominay,scott-mctominay,S. McTominay,M,8,193,25748,M,ScottMcTominay,879346,EUR,850003200,M,39,39,True,3.0,1.0,,,1.0,3.0,,,1.0,2.0,1.0,,,,12.0,4.0,6.4,2.0,0.0,0.0,1.548e-05,0,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
