match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_aerialLost,stat_duelLost,stat_outfielderBlock,stat_fouls,stat_goals,stat_totalOffside,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_keyPass,stat_blockedScoringAttempt,stat_dispossessed,stat_shotOffTarget,captain,stat_bigChanceMissed,stat_hitWoodwork
14572727,home,FC Viktoria Plzeň,Martin Jedlička,,,martin-jedlicka,M. Jedlička,G,23,186.0,116,M,795155,EUR,885600000,G,23,23,False,20.0,15.0,10.0,5.0,0.0,11.0,13.0,4.0,7.0,7.0,1.0,1.0,90.0,27.0,7.5,5.0,0.00093229,0.3993,0,0.3654,0.0,0.0,0.17,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572727,home,FC Viktoria Plzeň,Sampson Dweh,Sampson Dweh,,sampson-dweh,S. Dweh,D,40,186.0,1269,M,1125779,EUR,1002672000,D,40,40,False,62.0,59.0,8.0,6.0,0.0,35.0,36.0,24.0,26.0,5.0,,,90.0,88.0,7.8,9.0,0.00781631,,1,,0.12,0.15,0.17,,2.0,3.0,11.0,1.0,1.0,1.0,4.0,1.0,6.0,2.0,1.0,1.0,1.0,0.0347,0.0539,-0.26,,,,,,,,,,,,,,,,
14572727,home,FC Viktoria Plzeň,Václav Jemelka,,,vaclav-jemelka,V. Jemelka,D,21,186.0,199,M,802317,EUR,803865600,D,21,21,False,67.0,60.0,11.0,9.0,0.0,36.0,37.0,24.0,30.0,8.0,,,90.0,77.0,7.7,7.0,0.011716,,0,,0.27,0.1,0.35,,,3.0,5.0,,,,4.0,1.0,1.0,1.0,,,1.0,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,
14572727,home,FC Viktoria Plzeň,Karel Spáčil,Karel Spacil,,karel-spacil,K. Spáčil,D,5,189.0,135,M,1513182,EUR,1053216000,D,5,5,False,79.0,75.0,11.0,7.0,0.0,38.0,38.0,37.0,41.0,4.0,,,90.0,94.0,8.4,6.0,0.0556096,,1,,0.41,0.57,0.23,,1.0,1.0,2.0,,,1.0,2.0,3.0,1.0,1.0,,1.0,,0.2897,0.3897,0.32,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
14572727,home,FC Viktoria Plzeň,Amar Memić,,,amar-memic,A. Memić,M,99,176.0,1128,M,1129610,EUR,979948800,M,99,99,False,35.0,26.0,6.0,2.0,1.0,7.0,11.0,19.0,24.0,3.0,,,80.0,54.0,8.0,13.0,0.585204,,0,,0.91,0.27,-0.03,,4.0,,3.0,,,,2.0,1.0,1.0,1.0,,1.0,2.0,,,,1.0,3.0,,2.0,,1.0,3.0,1.0,2.0,4.0,,,,,,
14572727,home,FC Viktoria Plzeň,Matěj Valenta,,,matej-valenta,M. Valenta,M,32,181.0,45,M,941881,EUR,950054400,M,32,32,False,24.0,16.0,1.0,1.0,0.0,5.0,5.0,11.0,19.0,3.0,,,64.0,29.0,7.1,8.0,0.290948,,1,,0.05,0.03,0.0,,,2.0,4.0,,,,,,1.0,,,,1.0,0.0371,,-0.09,1.0,1.0,,,,,,,,1.0,1.0,,,,,
14572727,home,FC Viktoria Plzeň,Lukáš Červ,,,lukas-cerv,L. Červ,M,6,182.0,289,M,952114,EUR,986860800,M,6,6,False,40.0,36.0,2.0,1.0,0.0,15.0,17.0,21.0,23.0,5.0,,,90.0,58.0,6.9,8.0,0.0202012,,2,,0.17,0.13,-0.01,,1.0,,5.0,1.0,,1.0,3.0,2.0,,,,1.0,5.0,0.0744,0.0443,-0.2,1.0,7.0,1.0,2.0,,,,3.0,,1.0,,1.0,1.0,,,
14572727,home,FC Viktoria Plzeň,Merchas Doski,,,doski-merchas,M. Doski,D,14,173.0,2974,M,1381224,EUR,944524800,M,14,14,False,28.0,27.0,,,0.0,7.0,8.0,20.0,20.0,2.0,,,57.0,41.0,6.3,7.0,0.160975,,0,,0.45,0.08,0.0,,6.0,,,1.0,,,1.0,,,,,,,,,,,2.0,,1.0,,,2.0,,,2.0,,,,,,
14572727,home,FC Viktoria Plzeň,Matěj Vydra,,,matej-vydra,M. Vydra,F,11,178.0,591,M,58488,EUR,704678400,F,11,11,False,14.0,9.0,2.0,,0.0,3.0,3.0,6.0,11.0,5.0,,,77.0,29.0,7.1,8.0,0.0663958,,6,,-0.86,0.39,0.15,,1.0,2.0,4.0,,,3.0,1.0,,1.0,1.0,,1.0,1.0,0.7968,1.0793,0.42,2.0,3.0,,,1.0,,,,,1.0,1.0,1.0,2.0,True,1.0,
14572727,home,FC Viktoria Plzeň,Rafiu Durosinmi,,,rafiu-durosinmi,R. Durosinmi,F,17,192.0,1653,M,1152386,EUR,1041379200,F,17,17,False,19.0,16.0,,,0.0,2.0,2.0,14.0,17.0,3.0,,,64.0,35.0,7.3,9.0,0.108099,,2,,0.19,0.3,0.14,,2.0,2.0,4.0,2.0,1.0,1.0,,1.0,,,,2.0,2.0,0.8683,0.4381,0.32,1.0,2.0,,,1.0,1.0,,,,1.0,,,1.0,,,
