match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_keyPass,stat_dispossessed,stat_blockedScoringAttempt,stat_totalOffside,stat_hitWoodwork
11369956,home,KV Kortrijk,Lucas Pirard,,,lucas-pirard,L. Pirard,G,21,191,81,M,190379,EUR,794793600,G,95,95,False,30.0,18.0,23.0,12.0,10.0,14.0,8.0,16.0,13.0,2.0,1.0,2.0,90.0,44.0,7.5,12.0,0.00195798,0,0.0632,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369956,home,KV Kortrijk,Haruya Fujii,,,fujii-haruya,H. Fujii,D,13,186,241,M,929608,EUR,977788800,D,24,24,False,47.0,34.0,9.0,4.0,25.0,31.0,9.0,16.0,5.0,,,,90.0,60.0,7.5,13.0,0.00971484,1,,1.0,3.0,3.0,6.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0358,0.0347,,,,,,,,,,,,
11369956,home,KV Kortrijk,João Silva,,,joao-silva,J. Silva,D,6,187,281,M,1068519,EUR,916272000,D,44,44,False,30.0,23.0,5.0,,16.0,19.0,7.0,11.0,3.0,,,,90.0,41.0,6.9,7.0,0.00448801,0,,3.0,,4.0,1.0,,,8.0,1.0,,1.0,,,2.0,,,True,,,,,,,,,,,
11369956,home,KV Kortrijk,Ryotaro Tsunoda,,,tsunoda-ryotaro,R. Tsunoda,D,22,183,198,M,1083801,EUR,930441600,D,33,33,False,44.0,23.0,16.0,4.0,18.0,25.0,5.0,19.0,4.0,,,,90.0,63.0,7.3,22.0,0.00304115,0,,,2.0,,8.0,,,4.0,,1.0,5.0,3.0,,,,,,1.0,1.0,1.0,,,,,,,,
11369956,home,KV Kortrijk,Nayel Mehssatou,,,nayel-mehssatou,N. Mehssatou,M,8,172,534,M,1064174,EUR,1018569600,M,6,6,False,37.0,30.0,5.0,1.0,10.0,12.0,21.0,27.0,6.0,,,,90.0,58.0,7.1,11.0,0.0255749,1,,,,2.0,5.0,1.0,,1.0,1.0,,1.0,,4.0,,0.0907,,,1.0,,1.0,2.0,1.0,1.0,1.0,,,,
11369956,home,KV Kortrijk,Abdoulaye Sissako,,,abdoulaye-sissako,A. Sissako,M,8,186,79,M,846330,EUR,896140800,M,27,27,False,43.0,33.0,2.0,2.0,9.0,11.0,24.0,33.0,3.0,,,,85.0,55.0,6.8,18.0,0.0285797,0,,3.0,2.0,6.0,3.0,1.0,,,,,1.0,1.0,,,,,,1.0,,4.0,1.0,,,1.0,1.0,,,
11369956,home,KV Kortrijk,Marco Kana,,,marco-kana,M. Kana,D,55,183,383,M,964759,EUR,1028764800,M,16,16,False,12.0,9.0,1.0,1.0,4.0,6.0,5.0,7.0,2.0,,,,26.0,18.0,6.5,7.0,0.00366583,0,,,,3.0,1.0,,,1.0,,,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,,,,1.0,,,
11369956,home,KV Kortrijk,Abdelkahar Kadri,,,abdelkahar-kadri,A. Kadri,M,37,170,2010,M,1007528,EUR,961804800,M,10,10,False,38.0,35.0,3.0,1.0,13.0,14.0,24.0,35.0,3.0,,,,90.0,76.0,7.6,16.0,0.16552,4,,2.0,,5.0,11.0,1.0,,1.0,,1.0,3.0,1.0,2.0,,0.3828,,,8.0,6.0,1.0,11.0,2.0,1.0,,,3.0,,
11369956,home,KV Kortrijk,Sheyi Ojo,,,sheyi-ojo,S. Ojo,D,17,177,264,M,284449,EUR,866678400,M,54,54,False,12.0,11.0,1.0,1.0,6.0,7.0,6.0,13.0,3.0,,,,67.0,50.0,7.1,16.0,0.0200991,0,,,,4.0,4.0,,,2.0,,1.0,2.0,2.0,1.0,,,,,2.0,1.0,1.0,8.0,1.0,,,3.0,,1.0,
11369956,home,KV Kortrijk,Isaak Davies,,,isaak-davies,I. Davies,F,39,175,111,M,1005908,EUR,1001376000,F,39,39,False,15.0,7.0,,,2.0,2.0,5.0,14.0,4.0,,,,67.0,25.0,6.7,14.0,0.0227295,1,,2.0,2.0,6.0,3.0,,1.0,,,,,,1.0,1.0,0.033,0.0612,,1.0,,2.0,1.0,,,,2.0,,1.0,
