match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_duelLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_challengeLost,stat_blockedScoringAttempt,stat_outfielderBlock,stat_aerialLost,player_firstName,stat_dispossessed,player_lastName,stat_totalOffside,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
14573060,home,HNK Rijeka,Martin Zlomislić,martin-zlomislic,M. Zlomislić,G,13,190.0,737,M,885719,EUR,903225600,G,13,13,False,True,18.0,15.0,5.0,2.0,0.0,14.0,17.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,90.0,25.0,6.9,3.0,0.00027044,11.251097116946,3.0,-1.47,2.625,0.0266,0,0.0664,0.01,-0.04,0.17,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573060,home,HNK Rijeka,Ante Oreč,ante-orec,A. Oreč,D,22,181.0,241,M,1048958,EUR,999043200,D,22,22,False,,44.0,32.0,5.0,1.0,0.0,14.0,17.0,14.0,27.0,1.0,10.0,7.0,,,,90.0,79.0,7.5,22.0,0.106929,227.00461434181,19.0,145.845,34.44,,1,,0.08,0.26,0.24,,5.0,1.0,5.0,6.0,3.0,1.0,4.0,1.0,3.0,3.0,2.0,3.0,2.0,0.0222,2.0,-0.12,,,,,,,,,,,,,
14573060,home,HNK Rijeka,Ante Majstorović,ante-majstorovic,A. Majstorović,D,45,185.0,266,M,95666,EUR,752544000,D,45,45,False,,90.0,81.0,16.0,11.0,0.0,48.0,50.0,33.0,40.0,3.0,4.0,6.0,,,,90.0,102.0,7.7,9.0,0.0452716,322.17044613444,41.0,193.725,15.12,,1,,0.36,0.15,0.19,,,,4.0,,,,3.0,3.0,,,,1.0,4.0,0.0073,,-0.06,1.0,0.1543,,,,,,,,,,,
14573060,home,HNK Rijeka,Stjepan Radeljić,stjepan-radeljic,S. Radeljić,D,6,201.0,724,M,843746,EUR,873417600,D,6,6,False,,77.0,67.0,6.0,1.0,0.0,44.0,47.0,22.0,30.0,1.0,4.0,3.0,,,,90.0,90.0,7.2,11.0,0.00881507,160.69973759289,19.0,131.67,14.805,,3,,0.14,0.09,0.33,,1.0,,4.0,,,2.0,2.0,1.0,3.0,2.0,,,2.0,0.1066,,-0.35,,,2.0,1.0,1.0,,,,,,,,
14573060,home,HNK Rijeka,Justas Lasickas,justas-lasickas,J. Lasickas,D,23,176.0,286,M,791831,EUR,876096000,D,23,23,False,,41.0,32.0,3.0,1.0,0.0,11.0,14.0,18.0,27.0,4.0,9.0,5.0,,,,90.0,69.0,7.1,16.0,0.0558634,244.79811821764,17.0,213.78,43.995,,2,,0.07,0.24,0.14,,3.0,,6.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,0.1706,1.0,-0.27,,,,1.0,,3.0,,,,,,,
14573060,home,HNK Rijeka,Samuele Vignato,samuele-vignato,S. Vignato,F,19,170.0,524,M,1119364,EUR,1077580800,M,19,19,False,,32.0,28.0,2.0,2.0,0.0,6.0,6.0,15.0,26.0,,3.0,4.0,,,,90.0,62.0,6.9,16.0,0.18546,49.059788483726,8.0,10.92,9.66,,2,,0.35,0.01,0.19,,13.0,6.0,5.0,4.0,2.0,,2.0,1.0,1.0,,1.0,,,0.0599,6.0,-0.05,1.0,0.0447,,1.0,,1.0,Samuele Vignato,2.0,,,,,
14573060,home,HNK Rijeka,Tiago Dantas,tiago-dantas,T. Dantas,M,26,169.0,1154,M,945097,EUR,977616000,M,26,26,False,,82.0,71.0,10.0,7.0,0.0,25.0,26.0,45.0,56.0,,4.0,5.0,,,,90.0,92.0,7.4,13.0,0.0639032,164.71193540139,21.0,63.945,11.34,,1,,0.29,0.1,0.2,,1.0,,2.0,,,1.0,,2.0,1.0,1.0,,3.0,1.0,0.0144,,-0.08,,,,,,,,1.0,,,,,
14573060,home,HNK Rijeka,Anel Husić,anel-husic,A. Husić,D,51,189.0,170,M,1122387,EUR,983404800,M,51,51,False,,61.0,48.0,8.0,3.0,0.0,28.0,30.0,20.0,31.0,1.0,6.0,9.0,,,,90.0,80.0,7.0,16.0,0.126924,121.89802272578,16.0,53.55,18.375,,1,,0.2,0.01,-0.01,,,,5.0,,,,,3.0,5.0,1.0,2.0,,3.0,0.0253,2.0,0.0,,,1.0,1.0,,,Anel Husic,1.0,,,,,
14573060,home,HNK Rijeka,Amer Gojak,amer-gojak,A. Gojak,M,14,184.0,606,M,357638,EUR,855792000,M,14,14,False,,20.0,14.0,1.0,1.0,0.0,5.0,7.0,8.0,13.0,1.0,4.0,4.0,,,,67.0,33.0,6.8,11.0,0.0315318,81.205797807297,10.0,62.685,28.77,,3,,0.1,0.15,0.19,,1.0,,2.0,1.0,,1.0,,,1.0,1.0,2.0,2.0,1.0,0.1528,2.0,-0.5,1.0,0.0611,,1.0,,,,,,,,,
14573060,home,HNK Rijeka,Toni Fruk,toni-fruk,T. Fruk,M,10,178.0,2710,M,916183,EUR,984096000,F,10,10,False,,37.0,26.0,1.0,,0.0,3.0,3.0,20.0,34.0,,3.0,4.0,,,,90.0,59.0,7.1,20.0,0.664227,99.328963101157,16.0,2.835,6.51,,5,,0.55,0.33,-0.01,,3.0,,3.0,3.0,1.0,,,,,,4.0,2.0,1.0,0.1671,4.0,-0.42,2.0,0.2528,,3.0,,,,,,,,,
