match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_challengeLost,stat_shotOffTarget,stat_fouls,stat_outfielderBlock,stat_bigChanceCreated,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_dispossessed,stat_lastManTackle,player_sofascoreId,stat_bigChanceMissed,stat_errorLeadToAShot
13472815,home,Red Bull Bragantino,Cleiton,cleiton,Cleiton,G,1,190,551,M,844576,EUR,871948800,G,1,1,False,True,23.0,21.0,5.0,3.0,0.0,21.0,22.0,1.0,2.0,5.0,2.0,3.0,1.0,1.0,1.0,90.0,33.0,6.8,2.0,5.771e-05,0,-0.1189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472815,home,Red Bull Bragantino,José Andrés Hurtado,andres-hurtado,J. A. Hurtado,D,34,178,537,M,987589,EUR,1009065600,D,34,34,False,,37.0,35.0,2.0,2.0,0.0,15.0,16.0,21.0,2.0,2.0,,,,,,80.0,64.0,7.8,9.0,0.14751,1,,20.0,5.0,2.0,3.0,4.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0238,0.238,1.0,,,,,,,,,,,,,
13472815,home,Red Bull Bragantino,Pedro Henrique,pedro-henrique,P. Henrique,D,14,188,417,M,551774,EUR,812592000,D,14,14,False,,46.0,40.0,8.0,6.0,0.0,25.0,27.0,19.0,4.0,6.0,,,,,,90.0,54.0,6.6,6.0,0.0340424,1,,15.0,,,,2.0,4.0,4.0,,,,,,,,,2.0,0.0118,,,2.0,1.0,2.0,,,,,,,,,,
13472815,home,Red Bull Bragantino,Guzmán Rodríguez,guzman-rodriguez,G. Rodríguez,D,2,185,481,M,997239,EUR,949968000,D,2,2,False,,59.0,55.0,9.0,6.0,0.0,42.0,42.0,17.0,6.0,8.0,,,,,,90.0,71.0,7.7,4.0,0.0041382,1,,13.0,,,1.0,2.0,2.0,4.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,0.2017,0.3553,,,,1.0,1.0,,,,,,,,,
13472815,home,Red Bull Bragantino,Guilherme Lopes,guilherme-lopes,G. Lopes,D,31,178,87,M,1097858,EUR,1013644800,D,31,31,False,,46.0,38.0,3.0,2.0,1.0,28.0,33.0,13.0,,2.0,,,,,,80.0,75.0,7.1,13.0,0.343611,1,,10.0,4.0,2.0,,,3.0,3.0,4.0,2.0,,,,1.0,1.0,,,0.0145,,3.0,,1.0,1.0,,1.0,,,,,,,,
13472815,home,Red Bull Bragantino,Fabinho,fabinho,Fabinho,M,5,178,1291,M,1117513,EUR,1018310400,M,5,5,False,,30.0,25.0,2.0,2.0,0.0,12.0,14.0,16.0,,1.0,,,,,,62.0,38.0,6.7,5.0,0.00487576,4,,13.0,,,,1.0,3.0,2.0,,,,,1.0,1.0,1.0,,,0.1204,,,1.0,2.0,2.0,,,2.0,,,,,,,
13472815,home,Red Bull Bragantino,Gabriel Girotto,gabriel-girotto,Gabriel,M,6,171,540,M,242052,EUR,710726400,M,6,6,False,,57.0,53.0,1.0,1.0,0.0,31.0,31.0,26.0,2.0,2.0,,,,,,90.0,70.0,7.1,5.0,0.0726578,1,,22.0,,,,,2.0,3.0,,,,,4.0,,,1.0,3.0,0.0391,,1.0,1.0,,1.0,,,1.0,,,,,,,
13472815,home,Red Bull Bragantino,Henry Mosquera,henry-mosquera,H. Mosquera,F,30,175,705,M,1170680,EUR,1005782400,M,30,30,False,,19.0,18.0,,,0.0,4.0,4.0,15.0,,2.0,,,,,,72.0,37.0,6.1,13.0,0.0429669,1,,14.0,2.0,,1.0,,7.0,1.0,3.0,1.0,,,,,,4.0,,0.0131,,1.0,,,,,,1.0,Henry Mosquera,,4.0,,,,
13472815,home,Red Bull Bragantino,Jhon Jhon,jhon-jhon,Jhon Jhon,M,10,178,2841,M,1167069,EUR,1031529600,M,10,10,False,,30.0,23.0,3.0,2.0,0.0,12.0,14.0,16.0,,7.0,,,,,,62.0,58.0,7.1,20.0,0.0806543,1,,11.0,9.0,2.0,,,6.0,7.0,8.0,4.0,,,,,,1.0,3.0,0.0329,,4.0,,,1.0,,,1.0,Jhon Jhon,,1.0,,,,
13472815,home,Red Bull Bragantino,Lucas Barbosa,lucas-barbosa,L. Barbosa,M,21,193,762,M,1067641,EUR,982800000,M,21,21,False,,34.0,20.0,1.0,,0.0,6.0,13.0,21.0,1.0,4.0,,,,,,90.0,62.0,7.0,24.0,0.114903,3,,14.0,5.0,,1.0,1.0,6.0,5.0,3.0,2.0,,,,,,3.0,2.0,0.1464,,2.0,2.0,2.0,1.0,,,1.0,Lucas Barbosa,,1.0,,,,
