match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_dispossessed,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_keyPass,stat_challengeLost,stat_lastManTackle,captain,stat_blockedScoringAttempt,player_sofascoreId,stat_expectedGoalsOnTarget,stat_goals,stat_goodHighClaim,stat_punches,stat_errorLeadToAShot,stat_hitWoodwork,stat_clearanceOffLine
12450975,home,Toulouse,Guillaume Restes,Guillaume,Restes,guillaume-restes,G. Restes,G,1,188,2069,M,1154630,EUR,1110499200,G,50,50,False,29.0,22.0,9.0,2.0,0.0,20.0,21.0,2.0,8.0,4.0,1.0,3.0,90.0,34.0,7.1,7.0,0.00105177,0,0.7472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450975,home,Toulouse,Djibril Sidibé,,,djibril-sidibe,D. Sidibé,D,19,182,538,M,123388,EUR,712368000,D,19,19,False,47.0,41.0,3.0,2.0,0.0,24.0,26.0,18.0,22.0,4.0,,,82.0,67.0,7.1,9.0,0.0550402,0,,1.0,1.0,2.0,1.0,3.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12450975,home,Toulouse,Rasmus Nicolaisen,,,rasmus-nicolaisen,R. Nicolaisen,D,2,190,261,M,798124,EUR,858470400,D,2,2,False,101.0,91.0,10.0,6.0,1.0,61.0,63.0,30.0,38.0,7.0,,,90.0,117.0,8.2,11.0,0.0625183,2,,,,1.0,3.0,2.0,3.0,,,3.0,3.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.2817,1.0,,,,,,,,,,,,
12450975,home,Toulouse,Mark McKenzie,,,mark-mckenzie,M. McKenzie,D,3,183,647,M,922759,EUR,919900800,D,3,3,False,59.0,51.0,8.0,4.0,0.0,40.0,43.0,11.0,16.0,5.0,,,90.0,74.0,7.5,8.0,0.0090083,0,,,,1.0,4.0,1.0,7.0,1.0,1.0,5.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
12450975,home,Toulouse,Warren Kamanzi,,,warren-kamanzi,W. Kamanzi,M,12,177,196,M,1048366,EUR,973900800,M,12,12,False,36.0,27.0,3.0,,0.0,14.0,18.0,13.0,22.0,9.0,,,90.0,58.0,7.2,16.0,0.0222716,0,,4.0,,,,3.0,6.0,2.0,1.0,,,5.0,3.0,2.0,,1.0,,,,,,,,2.0,1.0,1.0,,,,,,,,,,
12450975,home,Toulouse,Vincent Sierro,,,vincent-sierro,V. Sierro,M,14,184,461,M,794412,EUR,813110400,M,8,8,False,71.0,61.0,7.0,2.0,0.0,31.0,34.0,31.0,42.0,8.0,,,90.0,93.0,7.3,19.0,0.166986,0,,5.0,1.0,1.0,,6.0,5.0,3.0,1.0,,1.0,4.0,2.0,2.0,,1.0,1.0,1.0,,,,,,2.0,1.0,,True,,,,,,,,,
12450975,home,Toulouse,Niklas Schmidt,,,niklas-schmidt,N. Schmidt,M,31,183,152,M,795002,EUR,888710400,M,20,20,False,42.0,33.0,1.0,,0.0,22.0,24.0,12.0,21.0,4.0,,,58.0,46.0,6.6,11.0,0.0364226,0,,3.0,1.0,,1.0,3.0,1.0,,,1.0,,,,,,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,
12450975,home,Toulouse,Aron Dønnum,,,aron-donnum,A. Dønnum,M,15,179,643,M,863133,EUR,893030400,M,15,15,False,12.0,7.0,1.0,,0.0,1.0,2.0,6.0,10.0,4.0,,,57.0,28.0,6.2,10.0,0.00478309,1,,,,,,7.0,3.0,2.0,1.0,,,,,1.0,2.0,2.0,3.0,,,,,,0.0197,,1.0,,,1.0,,,,,,,,
12450975,home,Toulouse,Zakaria Aboukhlal,,,zakaria-aboukhlal,Z. Aboukhlal,F,7,179,8018,M,856737,EUR,950832000,F,7,7,False,9.0,6.0,,,0.0,1.0,1.0,5.0,10.0,2.0,,,82.0,23.0,6.9,9.0,0.286591,4,,2.0,,1.0,2.0,3.0,3.0,,,,1.0,,,3.0,1.0,1.0,1.0,,1.0,2.0,2.0,,0.4693,1.0,,,,,zakariaaboukhlal,0.6327,,,,,,
12450975,home,Toulouse,Joshua King,,,joshua-king,J. King,F,7,180,2232,M,100621,EUR,695433600,F,13,13,False,14.0,10.0,1.0,,0.0,4.0,5.0,6.0,9.0,1.0,,,58.0,27.0,6.7,10.0,0.0377195,0,,,,3.0,2.0,8.0,3.0,,,2.0,,,,2.0,1.0,1.0,4.0,,,,,,,2.0,,,,,,,,,,,,
