match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_outfielderBlock,stat_wasFouled,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_shotOffTarget,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,captain,stat_accurateCross,stat_totalOffside,stat_bigChanceCreated,stat_hitWoodwork,stat_goals,stat_goalAssist,stat_bigChanceMissed
11369467,home,Celta Vigo,Vicente Guaita,vicente-guaita,V. Guaita,G,13,190,509,M,32023,EUR,537235200,G,25,25,False,27.0,20.0,15.0,8.0,16.0,19.0,4.0,8.0,1.0,3.0,1.0,1.0,1.0,1.0,90.0,32.0,6.6,7.0,0.00052092,0,-0.2062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369467,home,Celta Vigo,Óscar Mingueza,oscar-mingueza,Ó. Mingueza,M,3,184,3812,M,859773,EUR,926553600,D,3,3,False,30.0,23.0,4.0,2.0,10.0,12.0,13.0,23.0,,3.0,,,,,58.0,54.0,6.4,18.0,0.0318123,0,,5.0,5.0,1.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11369467,home,Celta Vigo,Unai Núñez,unai-nunez,U. Núñez,D,4,186,733,M,892521,EUR,854582400,D,4,4,False,60.0,45.0,9.0,3.0,30.0,38.0,15.0,22.0,2.0,14.0,,,,,90.0,81.0,7.0,19.0,0.0124609,0,,,7.0,11.0,,1.0,1.0,3.0,5.0,6.0,2.0,1.0,4.0,2.0,4.0,,,,,,,,,,,,,,,,,,,
11369467,home,Celta Vigo,Carlos Domínguez,carlos-dominguez,C. Domínguez,D,24,187,207,M,1069703,EUR,981849600,D,28,28,False,56.0,32.0,18.0,5.0,17.0,26.0,15.0,30.0,2.0,5.0,,,,,90.0,67.0,6.8,25.0,0.00889442,1,,,2.0,8.0,,,,1.0,,6.0,1.0,,3.0,1.0,1.0,1.0,1.0,1.0,0.0221,1.0,,,,,,,,,,,,,,
11369467,home,Celta Vigo,Manuel Sánchez,manuel-sanchez,M. Sánchez,D,23,179,623,M,984789,EUR,966988800,D,23,23,False,34.0,27.0,3.0,1.0,17.0,20.0,10.0,17.0,2.0,6.0,,,,,90.0,69.0,6.6,20.0,0.0119676,0,,3.0,3.0,4.0,,5.0,,,,,,2.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,
11369467,home,Celta Vigo,Miguel Rodríguez,miguel-rodriguez,M. Rodríguez,M,22,179,653,M,1014118,EUR,1051574400,M,29,29,False,11.0,9.0,,,2.0,2.0,7.0,11.0,,1.0,,,,,58.0,21.0,6.3,4.0,0.00636211,1,,2.0,5.0,1.0,,,,,2.0,1.0,1.0,,,,,,,2.0,0.0597,,,,1.0,,,,,,,,,,,
11369467,home,Celta Vigo,Renato Tapia,renato-tapia,R. Tapia,M,13,185,3151,M,352376,EUR,806889600,M,5,5,False,58.0,44.0,18.0,10.0,27.0,31.0,17.0,28.0,3.0,6.0,,,,,90.0,76.0,7.0,17.0,0.0130574,0,,1.0,3.0,8.0,,3.0,,3.0,1.0,2.0,,2.0,3.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
11369467,home,Celta Vigo,Carlos Dotor,dotor-carlos,C. Dotor,M,12,180,367,M,997221,EUR,984614400,M,6,6,False,52.0,45.0,4.0,4.0,18.0,19.0,27.0,36.0,,2.0,,,,,90.0,66.0,6.7,14.0,0.0315144,0,,3.0,6.0,3.0,1.0,,,1.0,1.0,1.0,2.0,,1.0,1.0,2.0,,,3.0,,,,,,,,,,,,,,,,
11369467,home,Celta Vigo,Luca De La Torre,luca-de-la-torre,L. D. L. Torre,M,14,178,551,M,846492,EUR,895881600,M,14,14,False,24.0,18.0,,,4.0,5.0,14.0,19.0,,7.0,,,,,76.0,36.0,6.8,10.0,0.0193528,2,,,9.0,5.0,2.0,2.0,,1.0,2.0,2.0,1.0,1.0,,1.0,1.0,,1.0,3.0,0.1263,,,,,2.0,0.1349,,,,,,,,,
11369467,home,Celta Vigo,Iago Aspas,iago-aspas,I. Aspas,F,10,176,5000,M,19356,EUR,554774400,F,10,10,False,22.0,15.0,,,6.0,6.0,10.0,21.0,,,,,,,58.0,30.0,6.7,12.0,0.0627897,1,,5.0,1.0,1.0,,,,1.0,1.0,,,,,,1.0,1.0,,,0.0341,1.0,,,,,,i.aspas10,True,1.0,,,,,,
11369467,home,Celta Vigo,Jørgen Strand Larsen,jorgen-strand-larsen,J. S. Larsen,F,22,193,4810,M,876599,EUR,949795200,F,18,18,False,12.0,9.0,,,3.0,4.0,6.0,10.0,,2.0,,,,,76.0,28.0,6.8,11.0,0.00604559,0,,2.0,6.0,6.0,2.0,2.0,,3.0,2.0,1.0,1.0,2.0,,,4.0,,,1.0,,1.0,,,,,,,,,1.0,,,,,
11369467,home,Celta Vigo,Hugo Álvarez,hugo-alvarez,H. Álvarez,M,23,176,698,M,1154935,EUR,1057104000,M,33,33,True,19.0,18.0,,,5.0,5.0,14.0,16.0,,4.0,,,,,32.0,33.0,6.7,5.0,0.0691418,0,,2.0,4.0,2.0,1.0,2.0,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,1.0,Hugo Álvarez,,,,,,,1.0,,,,,,
11369467,home,Celta Vigo,Carles Pérez,carles-perez,C. Pérez,M,7,172,1038,M,794950,EUR,887587200,F,7,7,True,5.0,5.0,,,2.0,2.0,3.0,4.0,,2.0,,,,,32.0,16.0,6.8,4.0,0.0415479,1,,1.0,2.0,3.0,2.0,2.0,,1.0,,,,2.0,1.0,,1.0,1.0,,,0.0137,,,,,,,,,,,,,,,
11369467,home,Celta Vigo,Anastasios Douvikas,douvikas-anastasios,A. Douvikas,F,11,184,4342,M,894863,EUR,933552000,F,12,12,True,6.0,3.0,,,,1.0,3.0,5.0,,,,,,,32.0,13.0,6.7,7.0,0.00202805,0,,,2.0,2.0,1.0,,,1.0,1.0,,,,,1.0,3.0,,1.0,,,,,,,,,,,,,,,,,
11369467,home,Celta Vigo,Jailson,jailson,Jailson,D,,187,384,M,794861,EUR,810432000,M,16,16,True,10.0,8.0,,,2.0,2.0,6.0,8.0,,2.0,,,,,14.0,16.0,6.7,3.0,0.00744544,0,,,3.0,3.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,
11369467,home,Celta Vigo,Williot Swedberg,williot-swedberg,W. Swedberg,M,19,185,4221,M,1126779,EUR,1075593600,M,19,19,True,4.0,3.0,,,,,3.0,4.0,,1.0,,,,,14.0,8.0,6.6,2.0,0.00471812,0,,,1.0,2.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
