match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_fouls,stat_onTargetScoringAttempt,stat_goals,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_goalAssist,stat_blockedScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,stat_bigChanceCreated,stat_goodHighClaim,stat_lastManTackle,stat_ownGoals
10385518,home,Tottenham Hotspur,Hugo Lloris,hugo-lloris,H. Lloris,G,1,188,5077,M,LlorisH,9048,EUR,535939200,G,1,1,False,True,16.0,15.0,4.0,3.0,13.0,14.0,2.0,2.0,8.0,1.0,1.0,90.0,21.0,6.5,1.0,0.0,0.0,0.000199,0,-0.4043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385518,home,Tottenham Hotspur,Cristian Romero,cristian-romero,C. Romero,D,17,185,37910,M,cutiromero2,829932,EUR,893635200,D,17,17,False,,74.0,63.0,11.0,8.0,39.0,45.0,24.0,29.0,7.0,,,90.0,81.0,7.0,11.0,0.2483,0.0,0.0147359,2,,,,2.0,4.0,4.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10385518,home,Tottenham Hotspur,Eric Dier,eric-dier,E. Dier,D,3,191,4317,M,ericdier,146101,EUR,758592000,D,15,15,False,,63.0,55.0,15.0,11.0,38.0,41.0,17.0,22.0,4.0,,,90.0,67.0,7.4,8.0,0.0583,0.161,0.0028654,1,,,,1.0,1.0,2.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
10385518,home,Tottenham Hotspur,Ben Davies,ben-davies,B. Davies,D,33,181,2694,M,,94758,EUR,735609600,D,33,33,False,,70.0,61.0,6.0,5.0,37.0,42.0,25.0,30.0,3.0,,,86.0,79.0,7.0,11.0,0.0379,0.2178,0.0264292,1,,,,4.0,4.0,6.0,5.0,,,,,3.0,,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
10385518,home,Tottenham Hotspur,Emerson Royal,emerson-royal,E. Royal,D,22,183,10057,M,emerson_royal,856123,EUR,916272000,M,12,12,False,,50.0,43.0,5.0,2.0,23.0,26.0,20.0,27.0,6.0,,,87.0,74.0,7.9,13.0,0.1821,0.0,0.122661,3,,,,,,4.0,7.0,1.0,2.0,2.0,2.0,2.0,,3.0,,,3.0,,,3.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,,,,,
10385518,home,Tottenham Hotspur,Rodrigo Bentancur,bentancur-rodrigo,R. Bentancur,M,30,187,8306,M,rodrigo_bentancur,791190,EUR,867196800,M,30,30,False,,62.0,56.0,7.0,5.0,28.0,29.0,28.0,34.0,10.0,,,86.0,75.0,7.4,7.0,0.0,0.0,0.0290093,0,,,,1.0,,3.0,7.0,,2.0,2.0,,2.0,1.0,2.0,,,1.0,,,5.0,4.0,,,,,,,,,,,
10385518,home,Tottenham Hotspur,Pierre-Emile Højbjerg,pierre-emile-hojbjerg,P. Højbjerg,M,23,185,4495,M,hojbjerg23,149593,EUR,807580800,M,5,5,False,,69.0,61.0,11.0,8.0,28.0,29.0,33.0,40.0,6.0,,,90.0,83.0,7.3,12.0,0.0,0.0,0.144634,0,,,,1.0,,5.0,6.0,2.0,1.0,1.0,,2.0,,1.0,,,,,1.0,3.0,2.0,2.0,,,,3.0,2.0,,,,,
10385518,home,Tottenham Hotspur,Ryan Sessegnon,ryan-sessegnon,R. Sessegnon,D,30,178,1731,M,,836698,EUR,958608000,M,19,19,False,,30.0,22.0,2.0,,11.0,16.0,11.0,18.0,2.0,,,66.0,59.0,7.2,14.0,0.4133,0.2652,0.010945,2,,,,,2.0,2.0,4.0,,,,,2.0,,1.0,1.0,1.0,4.0,,1.0,2.0,2.0,,,1.0,,1.0,,1.0,,,,
10385518,home,Tottenham Hotspur,Dejan Kulusevski,dejan-kulusevski,D. Kulusevski,M,21,186,11735,M,dejan_k10,928124,EUR,956620800,F,21,21,False,,39.0,36.0,1.0,1.0,11.0,11.0,26.0,31.0,8.0,,,86.0,60.0,8.4,12.0,0.1042,0.5717,0.633874,2,,,,,,6.0,5.0,3.0,4.0,1.0,,,,,1.0,1.0,3.0,1.0,,4.0,,3.0,1.0,1.0,,4.0,,1.0,1.0,,,
10385518,home,Tottenham Hotspur,Heung-min Son,heung-min-son,H. M. Son,F,7,184,117494,M,HMSon,111505,EUR,710553600,F,7,7,False,,33.0,24.0,1.0,1.0,5.0,6.0,21.0,34.0,4.0,,,90.0,55.0,7.9,19.0,0.3619,0.0842,0.318281,4,,,,1.0,,2.0,4.0,,1.0,,1.0,,,,2.0,,7.0,2.0,,3.0,2.0,4.0,1.0,1.0,,3.0,1.0,,,,,
10385518,home,Tottenham Hotspur,Harry Kane,harry-kane,H. Kane,F,9,188,297679,M,HurriKane,108579,EUR,743817600,F,10,10,False,,26.0,19.0,1.0,,5.0,6.0,14.0,22.0,3.0,,,90.0,41.0,6.7,15.0,0.1382,0.2075,0.107475,2,,,,1.0,1.0,7.0,1.0,,1.0,,,2.0,,1.0,2.0,,2.0,,4.0,,,2.0,,,,,,,,,,
10385518,home,Tottenham Hotspur,Ivan Perišić,ivan-perisic,I. Perišić,M,5,187,17408,M,ivanperisic444,38710,EUR,602380800,M,14,14,True,,6.0,3.0,2.0,,3.0,4.0,2.0,4.0,,,,24.0,13.0,6.6,4.0,0.0,0.0,0.0154187,0,,,,,,1.0,1.0,,,,,1.0,,,,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,
10385518,home,Tottenham Hotspur,Clément Lenglet,clement-lenglet,C. Lenglet,D,15,186,7982,M,clement_lenglet,580550,EUR,803347200,D,34,34,True,,6.0,6.0,1.0,1.0,5.0,5.0,1.0,1.0,,,,8.0,9.0,6.7,1.0,0.0,0.0,0.0015683,0,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,
10385518,home,Tottenham Hotspur,Lucas Moura,lucas-moura,L. Moura,M,7,172,12483,M,lucasmoura7,149710,EUR,713664000,F,27,27,True,,2.0,2.0,,,2.0,2.0,,,,,,8.0,3.0,6.5,,0.0,0.0,1.433e-05,0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
10385518,home,Tottenham Hotspur,Yves Bissouma,yves-bissouma,Y. Bissouma,M,8,181,19170,M,YB8,844842,EUR,841363200,M,38,38,True,,5.0,4.0,,,4.0,5.0,,,,,,8.0,9.0,6.8,2.0,0.0211,0.0,3.185e-05,1,,,,,,2.0,1.0,,,,1.0,,,1.0,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,
10385518,home,Tottenham Hotspur,Matt Doherty,matt-doherty,M. Doherty,D,2,182,1449,M,,143047,EUR,695520000,D,2,2,True,,3.0,1.0,,,1.0,3.0,,,,,,3.0,4.0,,2.0,0.0,0.0,2.44e-06,0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
10385518,home,Tottenham Hotspur,Fraser Forster,fraser-forster,F. Forster,G,17,201,1229,M,,19314,EUR,574560000,G,20,20,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385518,home,Tottenham Hotspur,Djed Spence,djed-spence,D. Spence,D,24,184,4534,M,,945798,EUR,965779200,D,24,24,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385518,home,Tottenham Hotspur,Davinson Sánchez,davinson-sanchez,D. Sánchez,D,6,187,12158,M,DAVINSON,566102,EUR,834537600,D,6,6,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385518,home,Tottenham Hotspur,Bryan Gil,bryan-gil,B. Gil,M,21,176,3585,M,bryan11gil,910026,EUR,981849600,F,11,11,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385518,away,Southampton,Gavin Bazunu,bazunu-gavin,G. Bazunu,G,31,189,914,M,,936719,EUR,1014163200,G,31,31,False,,33.0,10.0,26.0,4.0,8.0,13.0,2.0,20.0,12.0,3.0,5.0,90.0,44.0,6.6,23.0,0.0,0.0,0.00016706,0,-2.4926,Gavin,Bazunu,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
10385518,away,Southampton,Kyle Walker-Peters,kyle-walker-peters,K. Walker-Peters,D,2,173,1504,M,,823085,EUR,860889600,D,2,2,False,,27.0,22.0,1.0,,3.0,5.0,19.0,25.0,2.0,,,89.0,52.0,6.7,12.0,0.0,0.0,0.0452167,0,,,,2.0,2.0,4.0,8.0,1.0,2.0,2.0,,4.0,1.0,,,,3.0,,1.0,2.0,,,,,1.0,2.0,2.0,,,,1.0,
10385518,away,Southampton,Yan Valery,yan-valery,Y. Valery,D,22,186,2305,M,,826202,EUR,919641600,D,43,43,False,,22.0,15.0,2.0,,8.0,10.0,7.0,13.0,2.0,,,45.0,31.0,6.0,12.0,0.0,0.0,0.00298263,0,,,,,1.0,3.0,1.0,,,,,3.0,,,,,1.0,,3.0,,,,,,,1.0,,,,,,
10385518,away,Southampton,Jan Bednarek,jan-bednarek,J. Bednarek,D,5,189,6978,M,janbednarek_,286085,EUR,829267200,D,35,35,False,,52.0,47.0,4.0,2.0,32.0,33.0,15.0,19.0,7.0,,,90.0,60.0,6.4,5.0,0.0,0.0,0.0768464,0,,,,3.0,2.0,3.0,2.0,,,,,3.0,2.0,,,,,,,,,2.0,,,,,,,,,,
10385518,away,Southampton,Mohammed Salisu,mohammed-salisu,M. Salisu,D,22,188,5721,M,salisu_sarki,946158,EUR,924307200,D,22,22,False,,47.0,40.0,9.0,4.0,13.0,17.0,28.0,33.0,7.0,,,90.0,78.0,6.2,17.0,0.0806,0.0,0.0555869,1,,,,,1.0,5.0,5.0,,4.0,2.0,1.0,3.0,3.0,,,,3.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,1.0
10385518,away,Southampton,Moussa Djenepo,moussa-djenepo,M. Djenepo,F,12,177,2136,M,,869910,EUR,897868800,D,19,19,False,,25.0,18.0,3.0,,10.0,14.0,8.0,11.0,8.0,,,72.0,38.0,6.2,10.0,0.0249,0.0,0.0919587,1,,,,,,5.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,1.0,1.0,,1.0,1.0,2.0,,,,,
10385518,away,Southampton,James Ward-Prowse,james-ward-prowse,J. Ward-Prowse,M,20,177,4256,M,prowsey16,161717,EUR,783648000,M,8,8,False,True,38.0,32.0,1.0,1.0,5.0,5.0,29.0,40.0,1.0,,,90.0,52.0,7.9,11.0,0.1175,0.3575,0.137824,2,,,,1.0,,1.0,2.0,,,,1.0,,1.0,,1.0,1.0,7.0,2.0,,2.0,1.0,4.0,,,,,,,,,,
