match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_totalOffside,stat_keyPass,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_goals,stat_accurateCross,stat_dispossessed,stat_unsuccessfulTouch,stat_fouls,stat_blockedScoringAttempt,stat_wasFouled,player_firstName,player_lastName,stat_hitWoodwork,stat_bigChanceCreated,player_sofascoreId,stat_goalAssist,stat_savedShotsFromInsideTheBox
10408428,home,Celta Vigo,Iván Villar,ivan-villar,I. Villar,G,1,183,223,M,848980,EUR,868406400,G,13,13,False,28.0,20.0,19.0,11.0,12.0,14.0,8.0,14.0,1.0,1.0,2.0,4.0,1.0,2.0,90.0,33.0,7.4,8.0,0.0,0.0,0.00113143,0,0.3401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408428,home,Celta Vigo,Hugo Mallo,hugo-mallo,H. Mallo,D,,174,280,M,83506,EUR,677548800,D,2,2,False,41.0,32.0,6.0,1.0,14.0,18.0,18.0,26.0,2.0,5.0,5.0,5.0,,,90.0,72.0,7.7,13.0,0.1047,0.0424,0.117741,1,,True,3.0,3.0,4.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
10408428,home,Celta Vigo,Joseph Aidoo,joseph-aidoo,J. Aidoo,D,4,184,857,M,796320,EUR,812332800,D,15,15,False,53.0,49.0,4.0,2.0,34.0,35.0,15.0,18.0,2.0,6.0,6.0,7.0,,,90.0,69.0,8.2,6.0,0.1161,0.3808,0.00541402,2,,,,2.0,2.0,,,1.0,,,3.0,3.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10408428,home,Celta Vigo,Renato Tapia,renato-tapia,R. Tapia,M,13,185,3151,M,352376,EUR,806889600,D,14,14,False,57.0,48.0,9.0,4.0,27.0,27.0,22.0,32.0,2.0,5.0,5.0,6.0,,,90.0,75.0,7.4,13.0,0.0363,0.1118,0.219281,1,,,2.0,2.0,5.0,,,1.0,,1.0,3.0,2.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,
10408428,home,Celta Vigo,Javi Galán,javi-galan,J. Galán,D,20,172,2472,M,825133,EUR,785203200,D,17,17,False,39.0,35.0,6.0,4.0,12.0,13.0,25.0,33.0,1.0,9.0,2.0,3.0,,,90.0,78.0,7.5,13.0,0.0753,0.0,0.246247,1,,,7.0,,6.0,2.0,,,1.0,1.0,3.0,1.0,1.0,,4.0,3.0,,,2.0,2.0,,1.0,1.0,2.0,,,,,,,
10408428,home,Celta Vigo,Carles Pérez,carles-perez,C. Pérez,M,7,172,1038,M,794950,EUR,887587200,M,7,7,False,17.0,13.0,,,4.0,4.0,9.0,14.0,,7.0,,8.0,,,77.0,35.0,7.1,10.0,0.0596,0.0228,0.0297543,2,,,1.0,5.0,8.0,,,1.0,,,1.0,,1.0,,7.0,4.0,1.0,,,,1.0,,,2.0,,,1.0,,,,
10408428,home,Celta Vigo,Gabri Veiga,gabri-veiga,G. Veiga,M,10,184,5203,M,1010505,EUR,1022457600,M,24,24,False,22.0,12.0,,,3.0,4.0,9.0,18.0,,2.0,,1.0,,,77.0,31.0,6.2,14.0,0.0,0.0,0.0267773,0,,,,1.0,7.0,2.0,,,1.0,,,,,,1.0,,,,,1.0,1.0,2.0,,2.0,,,,,,,
10408428,home,Celta Vigo,Fran Beltrán,fran-beltran,F. Beltrán,M,8,170,770,M,835484,EUR,918000000,M,8,8,False,35.0,32.0,2.0,2.0,12.0,12.0,22.0,29.0,,1.0,1.0,7.0,,,89.0,52.0,7.6,8.0,0.0,0.0,0.15748,0,,,6.0,1.0,2.0,1.0,,,1.0,3.0,,,,2.0,,,,,2.0,,1.0,1.0,,1.0,,,,1.0,,,
10408428,home,Celta Vigo,Luca De La Torre,luca-de-la-torre,L. D. L. Torre,M,14,178,551,M,846492,EUR,895881600,M,23,23,False,32.0,29.0,,,11.0,11.0,18.0,21.0,,3.0,1.0,4.0,,,77.0,41.0,6.8,3.0,0.0,0.0,0.0217976,0,,,,1.0,4.0,2.0,,,,1.0,3.0,3.0,1.0,,,,,,,,,1.0,,,,,,,,,
10408428,home,Celta Vigo,Iago Aspas,iago-aspas,I. Aspas,F,10,176,5000,M,19356,EUR,554774400,F,10,10,False,28.0,22.0,1.0,1.0,2.0,3.0,21.0,26.0,2.0,5.0,2.0,6.0,,,90.0,48.0,7.5,11.0,0.3087,0.2206,0.276078,3,,,1.0,3.0,7.0,1.0,,3.0,,,1.0,1.0,1.0,3.0,2.0,1.0,,,1.0,2.0,1.0,,,1.0,,,,,i.aspas10,,
