match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,player_id,player_name,length,confirmed
10408428,FT,1.0,0.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,
10408428,,,,,90,2.0,,1,,,substitution,121734850.0,False,False,regular,,,,
10408428,,,,,90,2.0,,1,,,substitution,121734849.0,False,True,regular,,,,
10408428,,1.0,0.0,,90,,,1,,,goal,168746745.0,,True,regular,796320.0,Joseph Aidoo,,
10408428,,,,,90,0.0,,1,,,injuryTime,,,,,,,5.0,
10408428,,,,,86,,,5,,,substitution,121734845.0,True,False,injury,,,,
10408428,,,,,77,,,14,,,substitution,121734836.0,False,True,regular,,,,
10408428,,,,,77,,,14,,,substitution,121734835.0,False,True,regular,,,,
10408428,,,,,77,,,14,,,substitution,121734834.0,False,True,regular,,,,
10408428,,,,,62,,,29,,,substitution,121734823.0,False,False,regular,,,,
10408428,,,,,62,,,29,,,substitution,121734822.0,False,True,regular,,,,
10408428,,,,,56,,,35,,,varDecision,17061.0,,True,penaltyNotAwarded,794950.0,Carles Pérez,,True
10408428,HT,0.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,
