match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_jerseyNumber,stat_totalCross,stat_duelWon,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_blockedScoringAttempt,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_totalContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_hitWoodwork,stat_wonContest,stat_errorLeadToAShot,stat_fouls,stat_goals,player_lastName,captain,stat_totalOffside
12448313,home,SC Heerenveen,Mickey van der Hart,mickey-van-der-hart,M. v. d. Hart,G,188,97,M,242313,EUR,771465600,G,13,13,False,50.0,46.0,7.0,3.0,0.0,44.0,45.0,2.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,90.0,53.0,7.1,4.0,0.0179571,0,0.7082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448313,home,SC Heerenveen,Oliver Braude,braude-oliver,O. Braude,D,174,214,M,1150061,EUR,1077321600,D,45,45,False,39.0,34.0,3.0,2.0,0.0,21.0,21.0,13.0,20.0,1.0,3.0,,,,,66.0,61.0,7.1,9.0,0.0169439,0,,Oliver Braude,45,2.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
12448313,home,SC Heerenveen,Sam Kersten,sam-kersten,S. Kersten,D,191,83,M,847072,EUR,886118400,D,4,4,False,86.0,78.0,5.0,2.0,1.0,44.0,46.0,34.0,40.0,3.0,7.0,,,,,90.0,94.0,7.4,11.0,0.0620368,1,,,4,,2.0,,,,,3.0,,2.0,1.0,1.0,1.0,0.084,1.0,,,,,,,,,,,,,,,,,
12448313,home,SC Heerenveen,Paweł Bochniewicz,pawel-bochniewicz,P. Bochniewicz,D,194,794,M,286097,EUR,822960000,D,5,5,False,93.0,84.0,6.0,1.0,0.0,44.0,48.0,40.0,46.0,3.0,7.0,,,,,90.0,108.0,7.2,13.0,0.0626177,1,,,4,1.0,4.0,1.0,3.0,,,,,4.0,5.0,2.0,,0.1305,1.0,1.0,2.0,1.0,1.0,0.2415,,,,,,,,,,,,
12448313,home,SC Heerenveen,Mats Köhlert,mats-kohlert,M. Köhlert,D,168,173,M,794998,EUR,894067200,D,11,11,False,73.0,61.0,3.0,1.0,1.0,25.0,29.0,37.0,49.0,1.0,7.0,,,,,90.0,103.0,8.4,21.0,0.334278,1,,,27,5.0,5.0,,2.0,3.0,1.0,1.0,1.0,1.0,5.0,,,0.5903,3.0,2.0,,1.0,,,1.0,3.0,2.0,1.0,1.0,,,,,,,
12448313,home,SC Heerenveen,Espen Van Ee,van-ee-espen,E. v. Ee,M,179,71,M,1126965,EUR,1057363200,M,21,21,False,49.0,43.0,,,0.0,19.0,20.0,24.0,29.0,,7.0,,,,,82.0,67.0,7.7,7.0,0.0431988,3,,,22,,12.0,1.0,,5.0,3.0,1.0,4.0,1.0,5.0,1.0,,0.0811,1.0,1.0,2.0,,1.0,0.2825,,,,2.0,,2.0,1.0,3.0,,,,
12448313,home,SC Heerenveen,Simon Olsson,simon-olsson,S. Olsson,M,185,159,M,850851,EUR,874195200,M,19,19,False,41.0,28.0,2.0,,1.0,10.0,13.0,18.0,28.0,,3.0,,,,,90.0,50.0,8.1,17.0,0.139671,1,,,10,,4.0,,,1.0,,1.0,,,3.0,,,0.067,2.0,,4.0,,1.0,0.5171,,1.0,1.0,,,3.0,,1.0,1.0,,,
12448313,home,SC Heerenveen,Jacob Trenskow,trenskow-jacob,J. Trenskow,M,178,432,M,1015627,EUR,975196800,M,20,20,False,27.0,24.0,2.0,,0.0,9.0,9.0,15.0,20.0,,5.0,,,,,90.0,41.0,6.8,10.0,0.303561,2,,,20,2.0,2.0,,1.0,2.0,1.0,1.0,,,6.0,2.0,1.0,0.3881,1.0,,4.0,1.0,1.0,0.1035,,,1.0,,,,,,,,,
12448313,home,SC Heerenveen,Luuk Brouwers,luuk-brouwers,L. Brouwers,M,180,141,M,794014,EUR,894153600,M,8,8,False,22.0,21.0,,,0.0,9.0,9.0,12.0,13.0,,3.0,,,,,55.0,31.0,7.7,2.0,0.0926401,2,,,8,,2.0,,1.0,2.0,1.0,1.0,,,2.0,,,0.6441,2.0,1.0,,1.0,1.0,0.9166,,,1.0,1.0,1.0,,,2.0,1.0,,True,
12448313,home,SC Heerenveen,Ilias Sebaoui,ilias-sebaoui,I. Sebaoui,M,180,683,M,1154586,EUR,1002153600,M,10,10,False,26.0,19.0,,,0.0,9.0,9.0,10.0,17.0,1.0,6.0,,,,,82.0,44.0,6.8,12.0,0.0169769,2,,Ilias Sebaoui,10,,2.0,,3.0,,,2.0,,,5.0,2.0,,0.164,1.0,,2.0,1.0,,,,3.0,,2.0,1.0,2.0,,,,,,
12448313,home,SC Heerenveen,Daniel Karlsbakk,daniel-karlsbakk,D. Karlsbakk,F,186,589,M,1173573,EUR,1049673600,F,9,9,False,9.0,6.0,,,0.0,2.0,2.0,4.0,7.0,1.0,1.0,,,,,66.0,12.0,6.7,3.0,0.0951671,0,,Daniel Karlsbakk,11,,,,1.0,,,,,,2.0,,,,,1.0,,,,,,,,,,,,1.0,,,,
12448313,home,SC Heerenveen,Levi Smans,levi-smans,L. Smans,M,175,135,M,1133678,EUR,1048550400,M,14,14,True,10.0,7.0,2.0,2.0,0.0,2.0,3.0,5.0,7.0,,2.0,,,,,35.0,14.0,6.9,6.0,0.352768,0,,Levi Smans,14,,,,,,,1.0,,,2.0,1.0,,,2.0,,1.0,,,,,,1.0,,,,,,,,,1.0
12448313,home,SC Heerenveen,Denzel Hall,denzel-hall,D. Hall,D,180,97,M,987523,EUR,990489600,D,2,2,True,16.0,12.0,1.0,,0.0,7.0,7.0,5.0,9.0,,1.0,,,,,24.0,23.0,6.6,4.0,0.00364992,0,,,22,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448313,home,SC Heerenveen,Ion Nicolaescu,ion-nicolaescu,I. Nicolaescu,F,184,981,M,891210,EUR,905126400,F,18,18,True,8.0,7.0,,,0.0,3.0,3.0,4.0,5.0,2.0,3.0,,,,,24.0,19.0,9.3,1.0,0.036324,3,,Ion,98,,6.0,,,2.0,1.0,,,,3.0,,,0.5004,1.0,2.0,4.0,,3.0,0.8879,,,,,,4.0,,1.0,2.0,Nicolaescu,,
12448313,home,SC Heerenveen,Ché Nunnely,che-nunnely,C. Nunnely,M,170,190,M,825841,EUR,918086400,F,7,7,True,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,8.0,6.0,7.5,1.0,0.374653,0,,Ché,11,,3.0,,,1.0,,,1.0,,1.0,,,,1.0,,1.0,,,,,,1.0,,,1.0,,1.0,,Nunnely,,
12448313,home,SC Heerenveen,Isaiah Ahmed,isaiah-ahmed,I. Ahmed,M,186,37,M,1801303,EUR,1135728000,M,39,39,True,4.0,2.0,,,0.0,1.0,2.0,1.0,2.0,,,,,,,8.0,5.0,6.4,2.0,0.00019635,0,,Isaiah Ahmed,35,,1.0,,,1.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,1.0,,,,
12448313,home,SC Heerenveen,Andries Noppert,andries-noppert,A. Noppert,G,203,438,M,339339,EUR,765676800,G,44,44,True,,,,,,,,,,,,,,,,,,,,,0,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448313,home,SC Heerenveen,Jan Bekkema,jan-bekkema,J. Bekkema,G,186,29,M,843764,EUR,829008000,G,23,23,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448313,home,SC Heerenveen,Ties Oostra,ties-oostra,T. Oostra,D,170,19,M,1888919,EUR,1075334400,M,35,35,True,,,,,,,,,,,,,,,,,,,,,0,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448313,home,SC Heerenveen,Hussein Ali,hussein-ali,H. Ali,D,180,1946,M,962056,EUR,1014940800,D,15,15,True,,,,,,,,,,,,,,,,,,,,,0,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448313,home,SC Heerenveen,Danilo Al-Saed,al-saed-danilo,D. Al-Saed,M,178,897,M,1103971,EUR,919814400,F,24,24,True,,,,,,,,,,,,,,,,,,,,,0,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448313,home,SC Heerenveen,Dimitris Rallis,dimitris-rallis,D. Rallis,F,189,309,M,1888815,EUR,1111795200,F,26,26,True,,,,,,,,,,,,,,,,,,,,,0,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448313,away,NAC Breda,Daniel Bielica,bielica-daniel,D. Bielica,G,189,296,M,939460,EUR,925430400,G,99,99,False,40.0,28.0,16.0,5.0,0.0,26.0,32.0,2.0,8.0,1.0,11.0,2.0,4.0,1.0,1.0,90.0,48.0,6.4,12.0,0.00108209,0,-1.0509,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448313,away,NAC Breda,Cherrion Valerius,valerius-cherrion,C. Valerius,D,192,131,M,1515525,EUR,1127347200,D,25,25,False,23.0,18.0,1.0,1.0,0.0,11.0,14.0,7.0,10.0,,2.0,,,,,90.0,41.0,6.3,10.0,0.00988845,0,,Cherrion,25,1.0,4.0,,3.0,4.0,4.0,1.0,,,2.0,1.0,,,1.0,,,,,,,1.0,,,,,,,,Valerius,,
12448313,away,NAC Breda,Leo Greiml,leo-greiml,L. Greiml,D,186,224,M,918420,EUR,994118400,D,12,12,False,46.0,33.0,8.0,1.0,0.0,27.0,33.0,6.0,13.0,6.0,5.0,,,,,90.0,60.0,6.3,13.0,0.00244403,1,,,12,,6.0,,3.0,2.0,2.0,,1.0,4.0,2.0,2.0,1.0,0.0213,,,,,,,,,,,,,,,,,,
