match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_aerialLost,stat_totalClearance,stat_aerialWon,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_ownGoals,stat_penaltyWon,stat_totalOffside,stat_onTargetScoringAttempt,stat_wonTackle,stat_goalAssist,stat_goals,stat_challengeLost,stat_bigChanceMissed,stat_hitWoodwork,stat_penaltyFaced,stat_penaltyConceded
10583810,home,Damac FC,Moustapha Zeghba,moustapha-zeghba,M. Zeghba,G,1,190.0,852,M,888378,EUR,659145600.0,G,30,30,False,29.0,20.0,12.0,3.0,18.0,22.0,2.0,7.0,8.0,1.0,1.0,90.0,35.0,6.5,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583810,home,Damac FC,Abdullah Al-Hawsawi,abdullah-al-hawsawi,A. Al-Hawsawi,D,24,176.0,23,M,1127819,EUR,823132800.0,D,19,19,False,50.0,36.0,10.0,4.0,17.0,19.0,21.0,34.0,2.0,,,90.0,73.0,6.7,19.0,0,Abdullah Al-Hawsawi,,3.0,2.0,2.0,5.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10583810,home,Damac FC,Farouk Chafaï,farouk-chafai,F. Chafaï,D,5,182.0,329,M,880083,EUR,646099200.0,D,15,15,False,59.0,53.0,9.0,5.0,40.0,40.0,13.0,19.0,4.0,,,90.0,65.0,6.6,7.0,0,,,,,2.0,2.0,,,,,1.0,2.0,,,True,2.0,2.0,,,,,,,,,,,,,,,,
10583810,home,Damac FC,Abdelkader Bedrane,abdelkader-bedrane,A. Bedrane,D,3,185.0,1163,M,906407,EUR,702172800.0,D,3,3,False,66.0,50.0,11.0,5.0,40.0,46.0,10.0,20.0,9.0,,,90.0,84.0,7.0,19.0,1,,,,,2.0,8.0,,1.0,,,1.0,3.0,,,,1.0,,3.0,1.0,4.0,2.0,1.0,1.0,,,,,,,,,,
10583810,home,Damac FC,Abdullah Al-Amar,abdullah-al-amar,A. Al-Amar,D,,177.0,110,M,817911,EUR,762480000.0,D,13,13,False,49.0,36.0,7.0,2.0,23.0,28.0,14.0,24.0,6.0,,,86.0,74.0,6.9,21.0,1,,,3.0,1.0,,1.0,,,,,1.0,,,2.0,,,,,1.0,2.0,1.0,,,1.0,,,,,,,,,
10583810,home,Damac FC,Adam Maher,adam-maher,A. Maher,M,,174.0,90,M,111719,EUR,743126400.0,M,6,6,False,40.0,31.0,6.0,1.0,21.0,23.0,10.0,17.0,6.0,,,90.0,47.0,6.8,11.0,1,,,,,4.0,3.0,1.0,1.0,1.0,,1.0,,1.0,,,2.0,,,,1.0,2.0,,,,1.0,2.0,,,,,,,
10583810,home,Damac FC,Ahmad Zain,ahmad-zain,A. Zain,M,49,177.0,14,M,818809,EUR,678412800.0,M,49,49,False,23.0,15.0,4.0,1.0,6.0,7.0,11.0,18.0,4.0,,,73.0,44.0,7.3,15.0,0,,,2.0,2.0,2.0,5.0,1.0,2.0,1.0,1.0,4.0,3.0,,1.0,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,
10583810,home,Damac FC,Domagoj Antolić,domagoj-antolic,D. Antolić,M,8,180.0,103,M,67645,EUR,646704000.0,M,17,17,False,33.0,29.0,1.0,1.0,12.0,13.0,17.0,23.0,1.0,,,90.0,49.0,7.0,10.0,2,,,3.0,,4.0,4.0,3.0,,,,,2.0,1.0,1.0,,,,,1.0,,2.0,,,,1.0,2.0,,1.0,,,,,
10583810,home,Damac FC,Nono,nono,Nono,M,14,179.0,56,M,232434,EUR,733449600.0,M,10,10,False,20.0,19.0,1.0,1.0,7.0,8.0,13.0,16.0,2.0,,,73.0,30.0,6.4,7.0,0,,,4.0,1.0,3.0,,2.0,,,,1.0,,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,
10583810,home,Damac FC,Mansour Hamzi,mansour-hamzi,M. Hamzi,M,15,170.0,31,M,818581,EUR,738892800.0,M,7,7,False,17.0,11.0,2.0,1.0,5.0,6.0,6.0,11.0,2.0,,,89.0,34.0,7.6,11.0,3,,,,,4.0,7.0,2.0,2.0,1.0,,2.0,3.0,,,,,,1.0,2.0,2.0,2.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,
