match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_interceptionWon,stat_outfielderBlock,stat_wasFouled,stat_dispossessed,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,captain,stat_goals,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_bigChanceMissed,stat_hitWoodwork,stat_penaltyMiss,stat_penaltyWon
12530881,home,Kasımpaşa,Andreas Gianniotis,andreas-gianniotis,A. Gianniotis,G,1,190,177,M,236746,EUR,724636800,G,1,1,False,39.0,27.0,22.0,10.0,0.0,21.0,25.0,6.0,14.0,1.0,4.0,2.0,1.0,1.0,1.0,90.0,45.0,5.7,12.0,0.00262351,0,-2.1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530881,home,Kasımpaşa,Cláudio Winck,claudio-winck,C. Winck,D,2,183,184,M,155998,EUR,766368000,D,2,2,False,41.0,27.0,10.0,4.0,1.0,5.0,8.0,23.0,38.0,1.0,4.0,,,,,90.0,63.0,6.5,21.0,0.618906,2,,5.0,1.0,3.0,4.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0224,1.0,,,,,,,,,,,,,,,,,,,,
12530881,home,Kasımpaşa,Nicholas Opoku,nicholas-opoku,N. Opoku,D,20,190,508,M,885683,EUR,871257600,D,20,20,False,52.0,47.0,8.0,5.0,0.0,34.0,34.0,13.0,18.0,2.0,10.0,,,,,90.0,60.0,5.2,5.0,0.00864762,0,,,,1.0,5.0,3.0,,,,,2.0,,,1.0,4.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12530881,home,Kasımpaşa,Yasin Özcan,yasin-ozcan,Y. Özcan,D,58,185,1802,M,1392102,EUR,1145491200,D,58,58,False,44.0,32.0,10.0,3.0,0.0,17.0,19.0,15.0,25.0,4.0,1.0,,,,,90.0,60.0,6.5,13.0,0.0247924,0,,,,4.0,2.0,8.0,,,,,3.0,1.0,,,,,,2.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,
12530881,home,Kasımpaşa,Mortadha Ben Ouanes,mortadha-ben-ouanes,M. B. Ouanes,M,12,182,1246,M,919225,EUR,773107200,D,12,12,False,35.0,29.0,6.0,2.0,0.0,12.0,14.0,17.0,23.0,5.0,4.0,,,,,90.0,57.0,6.4,12.0,0.0237165,0,,2.0,,1.0,4.0,3.0,1.0,1.0,,,,,1.0,,2.0,,,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,
12530881,home,Kasımpaşa,Gökhan Gül,gokhan-gul,G. Gül,M,17,180,107,M,797820,EUR,900633600,M,6,6,False,31.0,26.0,2.0,1.0,0.0,11.0,12.0,16.0,20.0,1.0,1.0,,,,,90.0,44.0,6.7,8.0,0.0451912,2,,1.0,1.0,2.0,4.0,6.0,,,,2.0,3.0,3.0,1.0,,,0.0289,,2.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,
12530881,home,Kasımpaşa,Mamadou Fall,mamadou-fall,M. Fall,M,7,184,380,M,822228,EUR,694137600,M,7,7,False,18.0,12.0,,,0.0,2.0,3.0,10.0,16.0,1.0,2.0,,,,,90.0,31.0,7.0,10.0,0.19801,2,,1.0,,1.0,2.0,4.0,1.0,1.0,,1.0,,,3.0,,,0.1281,1.0,2.0,,,,2.0,,,,1.0,1.0,0.0528,,,,,,,,,
12530881,home,Kasımpaşa,Haris Hajradinović,haris-hajradinovic,H. Hajradinović,M,10,179,1215,M,254979,EUR,761529600,M,10,10,False,24.0,17.0,2.0,1.0,0.0,1.0,1.0,16.0,27.0,1.0,4.0,,,,,75.0,37.0,6.4,16.0,0.141873,1,,4.0,,,3.0,,,,,,,,2.0,,,0.0784,1.0,,1.0,,,,2.0,,,,,,1.0,,,,,,,,
12530881,home,Kasımpaşa,Aytaç Kara,aytac-kara,A. Kara,M,35,188,161,M,128196,EUR,732844800,M,35,35,False,28.0,24.0,2.0,2.0,0.0,9.0,10.0,15.0,19.0,,3.0,,,,,75.0,33.0,7.3,6.0,0.00898775,1,,1.0,,3.0,2.0,4.0,,,,,,,1.0,,2.0,0.6558,,,,,1.0,1.0,,,,1.0,,0.9901,,True,1.0,,,,,,
12530881,home,Kasımpaşa,Josip Brekalo,josip-brekalo,J. Brekalo,M,7,175,2226,M,357598,EUR,898560000,M,9,9,False,21.0,17.0,2.0,1.0,0.0,5.0,7.0,13.0,17.0,1.0,4.0,,,,,71.0,34.0,7.0,9.0,0.116701,0,,3.0,1.0,,2.0,4.0,1.0,1.0,,,2.0,1.0,2.0,,1.0,,3.0,,,,,1.0,1.0,,,,,,,,,1.0,,,,,
