match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_dispossessed,stat_interceptionWon,stat_fouls,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_outfielderBlock,stat_wasFouled,captain,player_firstName,player_lastName,stat_goals,stat_hitWoodwork,stat_errorLeadToAShot,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_ownGoals,stat_totalOffside
12436985,home,Arsenal,Leandro Trossard,leandro-trossard,L. Trossard,F,19,172,31477,M,leandrotrossard,135666,EUR,786499200,F,19,19,False,42.0,33.0,3.0,3.0,0.0,5.0,5.0,29.0,38.0,3.0,,,89.0,59.0,7.5,16.0,0.116591,4,,1.0,1.0,2.0,,8.0,3.0,1.0,4.0,2.0,,1.0,1.0,,1.0,1.0,3.0,1.1061,2.0,2.0,1.0,1.0,1.0,2.0,1.3411,,,,,,1.0,1.0,,,,,,,
12436985,home,Arsenal,Raheem Sterling,raheem-sterling,R. Sterling,F,,170,36469,M,Sterling7,138534,EUR,786844800,F,30,30,True,10.0,9.0,,,0.0,,,9.0,11.0,,,,16.0,12.0,6.7,2.0,0.0309516,0,,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436985,home,Arsenal,Ethan Nwaneri,ethan-nwaneri,E. Nwaneri,M,22,176,28926,M,ethan_nwaneri,1401702,EUR,1174435200,M,53,53,True,6.0,6.0,1.0,1.0,0.0,1.0,1.0,5.0,5.0,1.0,,,17.0,10.0,7.0,2.0,0.161565,1,,,,,,1.0,1.0,,1.0,1.0,,,,,,,1.0,0.0212,1.0,1.0,,,,1.0,0.0528,,,,,,,,,,,,,,
12436985,home,Arsenal,Gabriel Jesus,gabriel-jesus,G. Jesus,F,9,175,74471,M,GabrielJesus,794839,EUR,860025600,F,9,9,True,,,,,0.0,,,,,,,,1.0,1.0,,,,1,,,,,,1.0,,,,,,,,,,,,0.1055,,,,1.0,,1.0,0.1149,,,,,,,,,,,,,,
12436985,home,Arsenal,Neto,neto,Neto,G,22,190,5148,M,Neto_Murara,84844,EUR,616809600,G,32,32,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436985,home,Arsenal,Jakub Kiwior,kiwior-jakub,J. Kiwior,D,4,189,15163,M,j_kiwior,976037,EUR,950572800,D,15,15,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436985,home,Arsenal,Maldini Kacurri,maldini-kacurri,M. Kacurri,D,2,189,846,M,,1409114,EUR,1128384000,D,47,47,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maldini Kacurri,,,,,,,,,,
12436985,home,Arsenal,Myles Lewis-Skelly,lewis-skelly-myles,M. Lewis-Skelly,D,49,178,16151,M,myleslewisskelly,1423711,EUR,1159228800,M,49,49,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Myles Lewis-Skelly,,,,,,,,,,
12436985,home,Arsenal,Josh Nichols,josh-nichols,J. Nichols,D,48,165,1711,M,,1411039,EUR,1153872000,D,51,51,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Nichols,,,,,,,,,,
12436985,home,Arsenal,Jorginho,jorginho,Jorginho,M,21,180,32466,M,jorginhofrello,132874,EUR,693187200,M,20,20,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436985,away,Leicester City,Mads Hermansen,mads-hermansen,M. Hermansen,G,1,187,1770,M,,856640,EUR,963273600,G,30,30,False,35.0,19.0,24.0,10.0,0.0,12.0,17.0,7.0,18.0,8.0,9.0,13.0,90.0,58.0,9.7,16.0,0.00237823,0,1.7439,,,,2.0,,2.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,2.0,2.0,,
12436985,away,Leicester City,James Justin,james-justin,J. Justin,D,24,183,1165,M,,827681,EUR,888192000,D,2,2,False,10.0,7.0,,,0.0,5.0,6.0,2.0,4.0,1.0,,,90.0,38.0,8.6,6.0,0.00142989,3,,,,1.0,3.0,3.0,7.0,2.0,,,,,1.0,10.0,1.0,,2.0,0.1475,,,2.0,,,2.0,0.1701,,3.0,,,,2.0,,,,,,,,
12436985,away,Leicester City,Wout Faes,wout-faes,W. Faes,D,25,185,1743,M,,361696,EUR,891561600,D,3,3,False,22.0,17.0,5.0,2.0,0.0,14.0,16.0,3.0,6.0,2.0,,,90.0,39.0,6.5,5.0,0.00071016,0,,,,1.0,2.0,2.0,6.0,1.0,2.0,2.0,,,,11.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,
12436985,away,Leicester City,Caleb Okoli,caleb-okoli,C. Okoli,D,5,191,938,M,,967722,EUR,994982400,D,5,5,False,26.0,17.0,5.0,1.0,0.0,16.0,23.0,1.0,3.0,1.0,,,89.0,45.0,6.5,9.0,0.00030205,0,,,,4.0,4.0,4.0,6.0,,,,,,,13.0,1.0,,,,,,1.0,,,,,2.0,1.0,,,,,,1.0,,,,,,
12436985,away,Leicester City,Victor Kristiansen,kristiansen-victor,V. Kristiansen,D,16,181,1305,M,,1092409,EUR,1039996800,D,16,16,False,22.0,18.0,2.0,1.0,0.0,14.0,16.0,4.0,7.0,2.0,,,90.0,56.0,6.8,7.0,0.0010559,0,,1.0,,2.0,,8.0,9.0,4.0,2.0,1.0,,,,5.0,7.0,3.0,,,,,2.0,1.0,,,,2.0,1.0,,,,,,,,,,,,
12436985,away,Leicester City,Oliver Skipp,skipp-oliver,O. Skipp,M,22,175,1315,M,,859901,EUR,969062400,M,22,22,False,16.0,16.0,,,0.0,14.0,14.0,2.0,2.0,1.0,,,89.0,23.0,6.3,2.0,0.00210846,0,,,,,,3.0,,,1.0,,,,,2.0,,,1.0,,,,,2.0,,,,1.0,,,,,,,,,,,,,
12436985,away,Leicester City,Harry Winks,harry-winks,H. Winks,M,8,178,1220,M,,545780,EUR,823219200,M,8,8,False,29.0,23.0,2.0,,0.0,14.0,18.0,9.0,11.0,4.0,,,90.0,37.0,6.1,8.0,0.0134823,0,,,,,,2.0,,,2.0,,,,,2.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,
12436985,away,Leicester City,Facundo Buonanotte,facundo-buonanotte,F. Buonanotte,M,40,174,18092,M,facubuonanotte_,1117025,EUR,1103760000,M,40,40,False,14.0,7.0,,,1.0,4.0,7.0,4.0,8.0,1.0,,,85.0,34.0,7.0,11.0,0.0600007,2,,1.0,1.0,4.0,2.0,12.0,6.0,5.0,2.0,,,1.0,,3.0,2.0,1.0,1.0,0.1755,1.0,,1.0,1.0,,1.0,0.0442,1.0,2.0,,Facundo Buonanotte,,,,,,,,,,
12436985,away,Leicester City,Wilfred Ndidi,wilfred-ndidi,W. Ndidi,M,4,186,9690,M,,787885,EUR,850694400,M,6,6,False,26.0,23.0,3.0,1.0,1.0,17.0,18.0,7.0,10.0,6.0,,,89.0,60.0,6.9,12.0,0.0199676,0,,2.0,1.0,,2.0,9.0,10.0,2.0,2.0,,,,,8.0,8.0,6.0,2.0,,1.0,4.0,,1.0,,,,2.0,,,,,,,,,,,,1.0,
12436985,away,Leicester City,Stephy Mavididi,stephy-mavididi,S. Mavididi,M,10,182,1545,M,,605338,EUR,896572800,M,10,10,False,15.0,11.0,1.0,1.0,0.0,3.0,6.0,8.0,9.0,2.0,,,89.0,36.0,6.1,14.0,0.0598294,0,,,,,,10.0,6.0,4.0,4.0,1.0,,,,2.0,3.0,2.0,4.0,,1.0,2.0,,1.0,,,,,2.0,,,,,,,,,,,,
12436985,away,Leicester City,Jamie Vardy,jamie-vardy,J. Vardy,F,10,178,23077,M,Vardy7,173827,EUR,537321600,F,9,9,False,12.0,10.0,1.0,1.0,0.0,6.0,6.0,4.0,6.0,2.0,,,90.0,21.0,6.5,5.0,0.013066,0,,,,2.0,,4.0,2.0,,,,,,,3.0,1.0,1.0,1.0,,1.0,2.0,,,,,,,1.0,True,,,,,,,,,,,1.0
12436985,away,Leicester City,Jordan Ayew,jordan-ayew,J. Ayew,F,9,182,13272,M,jordanayew9,103045,EUR,684547200,F,18,18,True,1.0,,,,0.0,,,,1.0,,,,17.0,3.0,6.4,2.0,,0,,,,2.0,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
12436985,away,Leicester City,Bilal El Khannouss,bilal-el-khannouss,B. E. Khannouss,M,11,180,25212,M,bilalekns_34,1126569,EUR,1084147200,M,11,11,True,2.0,1.0,1.0,,0.0,1.0,1.0,,1.0,,,,11.0,4.0,6.2,1.0,2.224e-05,0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,Bilal,El Khannouss,,,,,,,,,
12436985,away,Leicester City,Abdul Fatawu Issahaku,abdul-fatawu-issahaku,A. F. Issahaku,M,7,180,10423,M,issahaku10,1103589,EUR,1078704000,F,7,7,True,,,,,0.0,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436985,away,Leicester City,Bobby Decordova-Reid,bobby-decordova-reid,B. Reid,M,14,170,1230,M,,151499,EUR,728611200,F,14,14,True,2.0,2.0,,,0.0,2.0,2.0,,,1.0,,,11.0,2.0,6.4,,1.291e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436985,away,Leicester City,Odsonne Édouard,odsonne-edouard,O. Édouard,F,11,187,6612,M,,795228,EUR,884908800,F,29,29,True,,,,,0.0,,,,,,,,1.0,,,,,0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436985,away,Leicester City,Danny Ward,danny-ward,D. Ward,G,21,191,698,M,,197428,EUR,740707200,G,1,1,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436985,away,Leicester City,Ricardo Pereira,ricardo-pereira,R. Pereira,D,21,175,985,M,,221200,EUR,749865600,D,21,21,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436985,away,Leicester City,Conor Coady,conor-coady,C. Coady,D,15,184,629,M,,98449,EUR,730598400,D,4,4,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436985,away,Leicester City,Hamza Choudhury,hamza-choudhury,H. Choudhury,M,17,178,84995,M,HChoudhury,833057,EUR,875664000,M,17,17,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
