match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_goalAssist,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wasFouled,stat_keyPass,stat_aerialWon,stat_shotOffTarget,stat_outfielderBlock,stat_wonTackle,stat_fouls,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_accurateCross,stat_goals,stat_dispossessed,captain,stat_bigChanceCreated,stat_aerialLost,stat_totalOffside,stat_bigChanceMissed,player_sofascoreId,stat_errorLeadToAGoal,stat_blockedScoringAttempt
10913445,home,Al-Shabab,Seung-gyu Kim,seung-gyu-kim,S. Kim,G,81,187,324,M,235686,EUR,654652800,G,18,18,False,31.0,23.0,12.0,4.0,21.0,23.0,2.0,8.0,2.0,1.0,11.0,2.0,2.0,4.0,1.0,90.0,47.0,8.0,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913445,home,Al-Shabab,Fawaz Al-Sagour,fawaz-al-sagour,F. Al-Sagour,D,27,176,240,M,818572,EUR,830217600,D,27,27,False,23.0,20.0,3.0,1.0,12.0,13.0,8.0,15.0,,,5.0,,,,,90.0,40.0,7.1,10.0,0,1.0,5.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
10913445,home,Al-Shabab,Iago Santos,iago-santos,I. Santos,D,4,188,76,M,584430,EUR,706492800,D,4,4,False,44.0,36.0,7.0,2.0,34.0,38.0,2.0,6.0,6.0,,4.0,,,,,90.0,60.0,7.1,8.0,1,,,6.0,5.0,2.0,,,2.0,,,3.0,1.0,2.0,2.0,4.0,,,,,,,,,,,,,,,
10913445,home,Al-Shabab,Hassan Al Tambakti,hassan-al-tambakti,H. A. Tambakti,D,87,182,1188,M,881837,EUR,918518400,D,5,5,False,33.0,32.0,1.0,,30.0,31.0,2.0,2.0,6.0,2.0,5.0,,,,,89.0,46.0,7.1,2.0,1,,,2.0,2.0,1.0,,,1.0,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10913445,home,Al-Shabab,Moteb Al-Harbi,moteb-al-harbi,M. Al-Harbi,D,24,171,848,M,1022679,EUR,950918400,D,24,24,False,26.0,21.0,3.0,,14.0,17.0,9.0,14.0,4.0,3.0,8.0,,,,,90.0,55.0,7.5,10.0,1,,5.0,2.0,5.0,1.0,2.0,1.0,1.0,3.0,1.0,,,,,,1.0,1.0,,,2.0,,,,,,,,,,
10913445,home,Al-Shabab,Grzegorz Krychowiak,grzegorz-krychowiak,G. Krychowiak,M,4,187,2715,M,76227,EUR,633571200,M,23,23,False,47.0,41.0,3.0,1.0,29.0,32.0,12.0,15.0,1.0,,3.0,,,,,90.0,63.0,6.7,10.0,1,,,4.0,5.0,2.0,1.0,,1.0,4.0,,,1.0,,1.0,1.0,,1.0,Grzegorz,Krychowiak,,,,,,,,,,,
10913445,home,Al-Shabab,Husain Al-Qahtani,husain-al-monassar,H. Al-Qahtani,M,52,177,32,M,893218,EUR,787881600,M,15,15,False,38.0,37.0,1.0,1.0,23.0,24.0,14.0,14.0,2.0,1.0,3.0,,,,,83.0,49.0,7.4,2.0,1,,,6.0,5.0,2.0,1.0,1.0,4.0,,,,,,3.0,4.0,1.0,1.0,,,,1.0,,,,,,,,,
10913445,home,Al-Shabab,Cristian Guanca,cristian-guanca,C. Guanca,M,10,177,565,M,789438,EUR,733190400,M,8,8,False,34.0,30.0,1.0,1.0,11.0,12.0,19.0,22.0,,1.0,7.0,,,,,89.0,46.0,7.3,7.0,4,,,5.0,2.0,2.0,2.0,1.0,,1.0,1.0,,1.0,,,1.0,3.0,1.0,,,,1.0,1.0,,,,,,,,
10913445,home,Al-Shabab,Éver Banega,ever-banega,É. Banega,M,11,174,1194,M,31981,EUR,583545600,M,10,10,False,68.0,62.0,7.0,7.0,28.0,31.0,36.0,39.0,,,3.0,,,,,90.0,83.0,7.5,12.0,2,1.0,2.0,5.0,1.0,1.0,4.0,1.0,,,4.0,,2.0,,,,,2.0,,,2.0,,1.0,True,1.0,,,,,,
10913445,home,Al-Shabab,Aaron-Salem Boupendza,aaron-salem-boupendza,A. Boupendza,F,9,180,1126,M,891419,EUR,839376000,M,9,9,False,22.0,18.0,,,10.0,12.0,8.0,10.0,,,6.0,,,,,83.0,33.0,6.6,10.0,0,,,6.0,4.0,,3.0,,2.0,2.0,1.0,,,,2.0,2.0,,3.0,,,,,,,,1.0,1.0,,,,
10913445,home,Al-Shabab,Santi Mina,santi-mina,S. Mina,F,,182,384,,306498,EUR,818294400,F,77,77,False,15.0,11.0,,,2.0,3.0,9.0,12.0,,,1.0,,,,,72.0,29.0,7.0,8.0,0,,,6.0,7.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,,1.0,2.0,1.0,,3.0,,,,,1.0,,,1.0,1.0,,,,
10913445,home,Al-Shabab,Hattan Bahebri,hattan-bahebri,H. Bahbri,M,11,168,92,M,803052,EUR,711244800,M,11,11,True,12.0,11.0,,,4.0,4.0,7.0,8.0,,,,,,,,18.0,14.0,7.2,1.0,1,,,2.0,1.0,,,,,1.0,,,,,,2.0,1.0,,,,,1.0,,,,,1.0,,,,
10913445,home,Al-Shabab,Riyadh Sharahili,riyadh-sharahili,R. Sharahili,M,26,185,28,M,818624,EUR,735955200,M,89,89,True,13.0,13.0,1.0,1.0,7.0,7.0,6.0,6.0,,,,,,,,16.0,13.0,6.5,,0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
10913445,home,Al-Shabab,Ahmed Abdu,ahmed-abdu,A. Abdu,F,71,183,6,M,1392248,EUR,839462400,F,71,71,True,2.0,1.0,,,,,1.0,2.0,,,1.0,,,,,16.0,7.0,6.3,2.0,1,,,1.0,2.0,,1.0,,2.0,,,,,,2.0,,1.0,,Ahmed Abdu,,,,,,,,,1.0,,,
10913445,home,Al-Shabab,Nader Al Sharari,nader-abdullah-al-sharari,N. A. Sharari,D,4,184,534,M,923040,EUR,831513600,D,88,88,True,5.0,4.0,,,4.0,5.0,,,,,,,,,,1.0,5.0,,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913445,home,Al-Shabab,Turki Al-Ammar,turki-al-ammar,T. Al-Ammar,M,7,170,151,M,965177,EUR,938044800,M,7,7,True,1.0,1.0,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913445,home,Al-Shabab,Hussein Shaian,hussain-abdoh-al-shaian,H. Shaian,G,,190,4,M,791429,EUR,611884800,G,35,35,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913445,home,Al-Shabab,Khaled Al-Ghamdi,khaled-al-ghamdi,K. Al-Ghamdi,D,,166,2,,804259,EUR,575510400,D,12,12,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913445,home,Al-Shabab,Majed Omar Kanabah,majed-omar-kanabah,M. O. Kanabah,M,12,172,36,M,828444,EUR,730771200,M,6,6,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913445,home,Al-Shabab,Hussain Al-Sebyani,hussain-alsebyani,H. Alsebyani,M,16,168,15,M,1152012,EUR,993340800,D,16,16,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Hussain Alsebyani,,,,,,,,,,,,
10913445,away,Al-Hilal,Abdullah Al-Mayouf,abdullah-al-mayouf,A. Al-Mayouf,G,,187,197,M,118159,EUR,538358400,G,1,1,False,22.0,19.0,6.0,3.0,19.0,19.0,,3.0,,,5.0,,1.0,5.0,,90.0,32.0,6.6,4.0,0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
