match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_jerseyNumber,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_keyPass,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_interceptionWon,stat_outfielderBlock,stat_goalAssist,stat_blockedScoringAttempt,stat_goals,stat_errorLeadToAShot,stat_hitWoodwork,stat_goodHighClaim,stat_bigChanceCreated,stat_bigChanceMissed
10913392,home,Al-Hilal,Abdullah Al-Mayouf,abdullah-al-mayouf,A. Al-Mayouf,G,187.0,197,M,118159,EUR,538358400.0,G,1,1,False,True,25.0,17.0,17.0,9.0,13.0,14.0,4.0,11.0,1.0,5.0,3.0,4.0,90.0,35.0,6.9,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913392,home,Al-Hilal,Saud Abdulhamid,abdulhamid-saud,S. Abdulhamid,D,178.0,8457,M,966849,EUR,932256000.0,D,66,66,False,,57.0,51.0,2.0,1.0,21.0,23.0,31.0,39.0,2.0,7.0,,,90.0,82.0,6.6,15.0,0,,,23,s.abdulhamed66,5.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10913392,home,Al-Hilal,Mohammed Jahfali,mohammed-jahfali,M. Jahfali,D,185.0,103,M,791561,EUR,656726400.0,D,70,70,False,,49.0,43.0,5.0,2.0,32.0,35.0,11.0,14.0,2.0,5.0,,,90.0,58.0,6.7,6.0,2,,,70,,,,1.0,1.0,3.0,3.0,1.0,,,,2.0,2.0,,,1.0,,,1.0,1.0,3.0,,,,,,,,,
10913392,home,Al-Hilal,Ali Albulayhi,ali-albulayhi,A. Albulayhi,D,182.0,1057,M,1138857,EUR,627609600.0,D,5,5,False,,56.0,52.0,,,34.0,37.0,18.0,19.0,,8.0,,,90.0,65.0,6.5,4.0,0,,,3,,,,2.0,2.0,4.0,4.0,1.0,,1.0,1.0,,,,1.0,1.0,,,,,1.0,,,,,,,,,
10913392,home,Al-Hilal,Yasir Al-Shahrani,yasir-al-shahrani,Y. Al-Shahrani,D,171.0,762,M,160923,EUR,706752000.0,D,12,12,False,,53.0,49.0,2.0,1.0,13.0,14.0,38.0,43.0,2.0,3.0,,,90.0,71.0,6.6,7.0,1,,,12,,4.0,2.0,1.0,2.0,5.0,3.0,1.0,,,,1.0,1.0,1.0,,3.0,,1.0,1.0,,,1.0,,,,,,,,
10913392,home,Al-Hilal,André Carrillo,andre-carrillo,A. Carrillo,M,180.0,14534,M,115182,EUR,676857600.0,M,19,19,False,,54.0,51.0,6.0,3.0,12.0,12.0,39.0,46.0,1.0,3.0,,,45.0,63.0,6.8,9.0,0,,,19,18andrecarrillo,4.0,,,,1.0,1.0,,1.0,,,1.0,,1.0,,,,1.0,,,,,1.0,,,,,,,
10913392,home,Al-Hilal,Abdullah Otayf,abdullah-otayf,A. Otayf,M,176.0,163,M,160925,EUR,712800000.0,M,8,8,False,,73.0,69.0,3.0,2.0,38.0,40.0,31.0,33.0,,6.0,,,81.0,81.0,6.8,5.0,0,,,14,,,,,1.0,3.0,4.0,1.0,1.0,,,2.0,2.0,,1.0,1.0,,,,,3.0,,,,,,,,,
10913392,home,Al-Hilal,Musab Al Juwayr,musab-fahd-aljuwayr,M. A. Juwayr,M,175.0,850,M,1106234,EUR,1056067200.0,M,43,43,False,,66.0,61.0,1.0,1.0,29.0,29.0,33.0,38.0,,3.0,,,70.0,80.0,7.1,8.0,2,Musab Fahz Aljuwayr,,10,,1.0,1.0,1.0,,8.0,5.0,4.0,1.0,2.0,1.0,3.0,2.0,,1.0,1.0,,,,1.0,,,,1.0,1.0,,,,,
10913392,home,Al-Hilal,Moussa Marega,moussa-marega,M. Marega,F,183.0,1093,M,298300,EUR,671587200.0,F,17,17,False,,17.0,13.0,1.0,,3.0,5.0,11.0,15.0,,3.0,,,87.0,37.0,6.3,15.0,2,,,7,,3.0,1.0,,1.0,11.0,5.0,,5.0,1.0,,1.0,1.0,2.0,3.0,5.0,,,,,2.0,,,2.0,,1.0,,,,
10913392,home,Al-Hilal,Odion Ighalo,odion-ighalo,O. Ighalo,F,183.0,2180,M,29774,EUR,613958400.0,F,9,9,False,,16.0,13.0,,,4.0,4.0,9.0,12.0,,3.0,,,90.0,23.0,6.8,6.0,2,,,,,,,1.0,,8.0,1.0,1.0,2.0,,,,,1.0,1.0,4.0,,2.0,1.0,1.0,,,,,,,,,,
10913392,home,Al-Hilal,Luciano Vietto,luciano-vietto,L. Vietto,F,173.0,1084,M,249407,EUR,755049600.0,F,10,10,False,,43.0,38.0,,,11.0,12.0,29.0,37.0,,3.0,,,87.0,67.0,7.1,14.0,3,,,19,,6.0,2.0,2.0,,9.0,4.0,2.0,1.0,4.0,2.0,,,2.0,2.0,2.0,,3.0,1.0,,,,,2.0,,,1.0,,,
10913392,home,Al-Hilal,Michael,michael,Michael,M,166.0,9025,M,878084,EUR,826588800.0,M,96,96,True,,17.0,9.0,2.0,,2.0,3.0,8.0,16.0,,2.0,,,45.0,32.0,7.6,13.0,4,,,96,Michael19,2.0,1.0,,,3.0,4.0,1.0,1.0,5.0,4.0,,,2.0,,,,,1.0,3.0,,,,,1.0,,,,,
10913392,home,Al-Hilal,Mohamed Kanno,mohamed-kanno,M. Kanno,M,191.0,1575,M,828524,EUR,780192000.0,M,28,28,True,,29.0,27.0,3.0,2.0,9.0,9.0,18.0,20.0,,3.0,,,20.0,33.0,6.8,3.0,2,,,28,,,,,1.0,1.0,2.0,,1.0,,,1.0,,,,,,,2.0,,,,,,,,,,,
10913392,home,Al-Hilal,Mohammed Al-Burayk,mohammed-al-burayk,M. Al-Burayk,D,173.0,281,M,804096,EUR,716515200.0,D,2,2,True,,19.0,16.0,2.0,1.0,2.0,2.0,16.0,19.0,,,,,9.0,22.0,7.1,3.0,0,,,2,,2.0,2.0,,,1.0,,1.0,,,,,,,,,,3.0,,,,,,,,,,,,
10913392,home,Al-Hilal,Abdullah Al-Hamdan,abdullah-al-hamdan,A. Al-Hamdan,F,185.0,1411,M,915991,EUR,937094400.0,F,14,14,True,,5.0,5.0,,,1.0,1.0,4.0,4.0,,2.0,,,12.0,5.0,6.5,,0,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913392,home,Al-Hilal,Saleh Al-Shehri,saleh-al-shehri,S. Al-Shehri,F,184.0,1112,M,818779,EUR,752112000.0,F,11,11,True,,2.0,1.0,,,,,1.0,2.0,,,,,12.0,3.0,6.5,2.0,0,,,11,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10913392,home,Al-Hilal,Habib Al-Wutaian,habib-al-wutaian,H. Al-Wutaian,G,183.0,101,M,818596,EUR,839462400.0,G,31,31,True,,,,,,,,,,,,,,,,,,0,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913392,home,Al-Hilal,Khalifah Al-Dawsari,khalifah-al-dawsari,K. Al-Dawsari,D,176.0,460,M,931837,EUR,915235200.0,D,4,4,True,,,,,,,,,,,,,,,,,,0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
