match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_dispossessed,stat_totalTackle,stat_wonTackle,captain,stat_interceptionWon,stat_errorLeadToAShot,stat_keyPass,stat_lastManTackle,stat_wasFouled,stat_fouls,stat_challengeLost,stat_totalContest,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoals,stat_shotValueNormalized,stat_accurateCross,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_bigChanceMissed,stat_outfielderBlock,player_firstName,player_lastName,stat_goodHighClaim,stat_goals
14025263,home,Everton,Jordan Pickford,jordan-pickford,J. Pickford,G,1,185,7610,M,jpickford1,138530,EUR,762998400,G,1,1,False,28.0,19.0,11.0,2.0,0.0,17.0,17.0,2.0,11.0,1.0,1.0,1.0,1.0,2.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,35.0,5.8,9.0,0.00124582,0.1843,0,0.2262,0.04,0.03,-0.48,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025263,home,Everton,Jake O'Brien,jake-obrien,J. O'Brien,D,15,197,1429,M,,998253,EUR,989884800,D,15,15,False,29.0,23.0,1.0,,0.0,14.0,17.0,9.0,12.0,,,2.0,4.0,5.0,5.0,,,,,,,66.0,51.0,6.3,15.0,0.00336667,,0,,-0.28,0.07,-0.22,,3.0,2.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14025263,home,Everton,James Tarkowski,james-tarkowski,J. Tarkowski,D,6,185,2558,M,,145188,EUR,722131200,D,6,6,False,59.0,54.0,9.0,5.0,0.0,30.0,32.0,24.0,27.0,1.0,4.0,1.0,5.0,4.0,,,,,,,,90.0,67.0,6.6,6.0,0.0592193,,0,,0.3,0.11,-0.54,,,,1.0,1.0,True,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
14025263,home,Everton,Michael Keane,michael-keane,M. Keane,D,5,188,1573,M,,110846,EUR,726710400,D,5,5,False,54.0,48.0,3.0,1.0,0.0,30.0,32.0,18.0,22.0,,4.0,,6.0,6.0,4.0,,,,,,,90.0,68.0,6.7,6.0,0.0126503,,0,,-0.07,0.09,-0.02,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
14025263,home,Everton,Vitaliy Mykolenko,vitaliy-mykolenko,V. Mykolenko,D,16,180,4082,M,mikola_16,876643,EUR,927936000,D,16,16,False,39.0,27.0,6.0,2.0,0.0,9.0,9.0,18.0,30.0,2.0,1.0,8.0,3.0,3.0,3.0,,,,,,,90.0,59.0,5.8,20.0,0.0402967,,1,,-0.13,0.17,-0.62,,3.0,2.0,1.0,,,,,,,1.0,,3.0,1.0,1.0,1.0,0.0136,-0.07,,,,,,,,,,,,,
14025263,home,Everton,Idrissa Gueye,idrissa-gueye,I. Gueye,M,27,174,21481,M,iganagueye,106337,EUR,622771200,M,27,27,False,33.0,28.0,1.0,,0.0,15.0,16.0,13.0,17.0,,3.0,4.0,8.0,,7.0,,,,,,,86.0,43.0,6.8,7.0,0.0152201,,1,,0.07,0.15,-0.18,,,,2.0,1.0,,1.0,,,,3.0,2.0,1.0,1.0,1.0,,0.0993,-0.01,,,,,,,,,,,,,
14025263,home,Everton,James Garner,james-garner,J. Garner,M,37,182,3008,M,,927361,EUR,984441600,M,37,37,False,52.0,50.0,,,0.0,22.0,23.0,28.0,29.0,,,2.0,8.0,1.0,2.0,,,,,,,90.0,78.0,7.2,14.0,0.132886,,2,,0.13,0.15,-0.08,,12.0,,6.0,3.0,,1.0,,1.0,,,1.0,1.0,2.0,,,0.1056,-0.23,1.0,2.0,2.0,,,,,,,,,,
14025263,home,Everton,Iliman Ndiaye,iliman-ndiaye,I. Ndiaye,M,10,180,54701,M,ilimanndiaye10,914309,EUR,952300800,M,10,10,False,34.0,27.0,,,0.0,8.0,8.0,19.0,26.0,1.0,,5.0,8.0,1.0,5.0,,,,,,,90.0,60.0,7.4,17.0,0.559775,,2,,0.57,0.35,-0.15,,3.0,1.0,3.0,1.0,,,,,,1.0,,,7.0,,3.0,0.1901,0.04,,4.0,1.0,1.0,1.0,0.4985,,,,,,,
14025263,home,Everton,Kiernan Dewsbury-Hall,dewsbury-hall-kiernan,K. Dewsbury-Hall,M,22,178,10632,M,kdh_8,861970,EUR,905040000,M,22,22,False,37.0,31.0,2.0,2.0,0.0,7.0,8.0,24.0,29.0,1.0,,4.0,,,1.0,,,,,,,90.0,51.0,7.0,15.0,0.54381,,2,,0.68,0.07,-0.18,,8.0,,,,,,,2.0,,,,,3.0,1.0,,0.1863,-0.02,2.0,,1.0,,,,1.0,,,,,,
14025263,home,Everton,Jack Grealish,jack-grealish,J. Grealish,M,18,180,58418,M,JGrealish,189061,EUR,810691200,M,18,18,False,45.0,40.0,4.0,4.0,0.0,5.0,6.0,35.0,39.0,,1.0,5.0,6.0,1.0,6.0,,,,,,,90.0,67.0,7.0,14.0,0.0970547,,1,,0.2,0.38,-0.12,,4.0,2.0,1.0,1.0,,2.0,,3.0,,2.0,,1.0,4.0,1.0,1.0,0.188,-0.41,,2.0,,,,,,1.0,1.0,,,,
14025263,home,Everton,Beto,beto,Beto,F,9,194,3398,M,,987489,EUR,886204800,F,9,9,False,5.0,4.0,,,0.0,1.0,1.0,3.0,4.0,2.0,2.0,5.0,2.0,4.0,1.0,,,,,,,66.0,16.0,6.3,5.0,0.00195548,,1,,-0.1,0.04,0.22,,,,,,,,,1.0,,,1.0,,2.0,,2.0,0.5591,0.19,,,,1.0,1.0,0.7005,1.0,1.0,,,,,
14025263,home,Everton,Merlin Röhl,merlin-rohl,M. Röhl,M,34,191,737,M,,1064082,EUR,1025827200,M,34,34,True,15.0,14.0,,,0.0,8.0,8.0,6.0,7.0,1.0,2.0,7.0,2.0,,1.0,,,,,,,24.0,20.0,6.0,2.0,0.00550642,,1,,-0.05,0.05,-0.17,,,1.0,,,,,,,,,3.0,2.0,,,,0.3606,-0.56,,,1.0,,,,,1.0,,,,,
14025263,home,Everton,Thierno Barry,thierno-barry,T. Barry,F,11,195,5887,M,t.barry29,1395746,EUR,1035158400,F,11,11,True,3.0,3.0,,,0.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,,,,,,,,,24.0,7.0,6.3,2.0,0.00629748,,1,,-0.04,0.08,-0.01,,,,,,,,,,,,1.0,,1.0,1.0,1.0,0.0361,-0.16,,,,,,,,,,,,,
