match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_firstName,player_lastName,stat_aerialWon,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_aerialLost,stat_challengeLost,stat_wonContest,stat_bigChanceMissed,stat_totalCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_accurateCross,stat_outfielderBlock,stat_hitWoodwork,stat_totalOffside,captain,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_punches,stat_clearanceOffLine,stat_penaltyConceded,stat_errorLeadToAGoal,stat_errorLeadToAShot
11540890,home,Fenerbahçe,Dominik Livaković,dominik-livakovic,D. Livaković,G,40,186.0,12815,M,Livakovic40,190419,EUR,789609600.0,G,40,40,False,26.0,20.0,8.0,3.0,0.0,19.0,23.0,1.0,3.0,2.0,1.0,2.0,89.0,30.0,7.0,6.0,0.00033122,0,0.4481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11540890,home,Fenerbahçe,Bright Osayi-Samuel,bright-osayi-samuel,B. Osayi-Samuel,D,26,175.0,5509,M,,791616,EUR,883526400.0,D,21,21,False,36.0,32.0,1.0,,0.0,15.0,18.0,17.0,18.0,8.0,,,73.0,49.0,7.3,9.0,0.0332728,1,,5.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0907,0.7771,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11540890,home,Fenerbahçe,Rodrigo Becão,rodrigo-becao,R. Becão,D,50,191.0,1867,M,,880207,EUR,822009600.0,D,50,50,False,45.0,43.0,3.0,2.0,0.0,36.0,37.0,7.0,8.0,4.0,,,64.0,52.0,7.0,2.0,0.00247676,1,,,2.0,,,,,,,,,,0.0555,,,,,2.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,
11540890,home,Fenerbahçe,Çağlar Söyüncü,caglar-soyuncu,Ç. Söyüncü,D,4,187.0,4168,M,soyuncu_caglar,758608,EUR,832809600.0,D,2,2,False,52.0,45.0,2.0,1.0,0.0,34.0,37.0,11.0,15.0,6.0,,,89.0,64.0,7.4,8.0,0.00210704,0,,1.0,9.0,,,,,3.0,3.0,1.0,,,,,,,,6.0,,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,
11540890,home,Fenerbahçe,Ferdi Kadıoğlu,ferdi-kadioglu,F. Kadıoğlu,D,24,174.0,20994,M,ferdikadioglu,825844,EUR,939254400.0,D,7,7,False,60.0,53.0,6.0,5.0,0.0,35.0,36.0,18.0,24.0,14.0,,,90.0,78.0,7.6,11.0,0.0380671,3,,5.0,5.0,1.0,2.0,2.0,,3.0,3.0,1.0,1.0,,0.2947,0.2131,1.0,,,,1.0,1.0,1.0,,3.0,1.0,1.0,,,,,,,,,,,,,,,
11540890,home,Fenerbahçe,Joshua King,joshua-king,J. King,F,7,180.0,2230,M,,100621,EUR,695433600.0,M,15,15,False,26.0,23.0,,,0.0,5.0,5.0,18.0,23.0,3.0,,,90.0,45.0,8.0,12.0,0.31141,4,,8.0,5.0,3.0,2.0,3.0,1.0,,,3.0,1.0,3.0,0.959,1.1675,3.0,,,2.0,,2.0,,2.0,,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,
11540890,home,Fenerbahçe,Fred,fred,Fred,M,7,169.0,11619,M,fred08,243623,EUR,731289600.0,M,35,35,False,69.0,58.0,5.0,4.0,0.0,32.0,36.0,26.0,34.0,9.0,,,90.0,82.0,7.4,14.0,0.326912,1,,5.0,6.0,,2.0,,,4.0,3.0,1.0,1.0,3.0,0.0154,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,
11540890,home,Fenerbahçe,Sebastian Szymański,sebastian-szymanski,S. Szymański,M,17,174.0,10874,M,szymanski_11,847983,EUR,926294400.0,M,53,53,False,43.0,36.0,7.0,3.0,0.0,17.0,17.0,23.0,33.0,6.0,,,90.0,71.0,9.2,14.0,0.510799,3,,3.0,9.0,,,1.0,1.0,9.0,5.0,2.0,,2.0,0.6944,0.5111,4.0,,,,1.0,,1.0,,1.0,,,7.0,1.0,1.0,4.0,1.0,,,,,,,,,,
11540890,home,Fenerbahçe,Dušan Tadić,dusan-tadic,D. Tadić,F,10,181.0,12216,M,dusantadic,38560,EUR,595987200.0,M,10,10,False,33.0,24.0,6.0,4.0,1.0,5.0,7.0,21.0,31.0,1.0,,,90.0,53.0,9.5,16.0,0.881405,3,,2.0,2.0,1.0,1.0,2.0,1.0,1.0,,1.0,,,0.4402,0.6752,5.0,,,,1.0,,1.0,,1.0,1.0,1.0,5.0,3.0,,2.0,,,,,,,,,,,
11540890,home,Fenerbahçe,Serdar Dursun,serdar-dursun,S. Dursun,F,19,190.0,1064,M,,123917,EUR,687830400.0,F,91,91,False,19.0,13.0,1.0,,1.0,7.0,8.0,6.0,11.0,3.0,,,90.0,28.0,8.1,9.0,0.0342966,4,,4.0,2.0,,,2.0,1.0,,,3.0,,1.0,1.3891,0.9541,2.0,,,2.0,1.0,1.0,,2.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,,
