match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_jerseyNumber,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_totalClearance,stat_interceptionWon,stat_fouls,stat_outfielderBlock,captain,stat_totalContest,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_dispossessed,stat_wonContest,stat_bigChanceCreated,stat_wasFouled,stat_keyPass,stat_goals,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_blockedScoringAttempt,stat_penaltyFaced,stat_penaltyConceded,stat_errorLeadToAShot,stat_totalOffside
11451068,home,Gaziantep FK,Ertuğrul Ersoy,ertugrul-ersoy,E. Ersoy,D,185,88,M,355004,EUR,855792000,D,15,15,True,,,,,,,,,,,,,,,,,,,,,0,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451068,home,Gaziantep FK,Luka Stankovski,stankovski-luka,L. Stankovski,M,190,95,M,1063157,EUR,1030924800,M,80,80,True,,,,,,,,,,,,,,,,,,,,,0,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451068,home,Gaziantep FK,Mirza Cihan,mirza-cihan,M. Cihan,M,175,29,M,909289,EUR,972518400,M,26,26,True,,,,,,,,,,,,,,,,,,,,,0,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451068,home,Gaziantep FK,Onurhan Babuscu,babuscu-onurhan,O. Babuscu,M,176,45,M,1031187,EUR,1062720000,M,30,30,True,,,,,,,,,,,,,,,,,,,,,0,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451068,away,Çaykur Rizespor,Gökhan Akkan,gokhan-akkan,G. Akkan,G,188,109,M,225012,EUR,788918400,G,23,23,False,19.0,18.0,2.0,2.0,0.0,17.0,18.0,1.0,1.0,,,6.0,,3.0,3.0,90.0,24.0,7.0,1.0,0.00021932,0,0.5378,,,22,,,,,,,,,,,True,,,,,,,,,,,,,,,,,1.0,,,
11451068,away,Çaykur Rizespor,Eray Korkmaz,korkmaz-eray,E. Korkmaz,D,182,35,M,1145620,EUR,1055030400,D,27,27,False,48.0,44.0,1.0,1.0,0.0,22.0,23.0,23.0,28.0,3.0,10.0,11.0,,,,90.0,75.0,7.4,13.0,0.0793117,0,,,,17,3.0,,5.0,1.0,5.0,3.0,1.0,2.0,2.0,,,3.0,,2.0,,,1.0,2.0,2.0,2.0,,2.0,,,,,,,,,
11451068,away,Çaykur Rizespor,Attila Mocsi,attila-mocsi,A. Mocsi,D,188,454,M,889382,EUR,959558400,D,4,4,False,66.0,59.0,5.0,3.0,0.0,31.0,34.0,28.0,32.0,2.0,6.0,4.0,,,,90.0,78.0,6.8,7.0,0.0150993,2,,,,4,,,,,2.0,2.0,,,,1.0,,,,,0.1238,,,,,,2.0,,,,1.0,,1.0,,,,
11451068,away,Çaykur Rizespor,Emirhan Topçu,emirhan-topcu,E. Topçu,D,188,2617,M,895009,EUR,971222400,D,53,53,False,81.0,66.0,12.0,8.0,0.0,34.0,39.0,32.0,42.0,4.0,4.0,9.0,,,,90.0,94.0,7.1,17.0,0.037258,2,,,,53,,2.0,2.0,,,,4.0,1.0,1.0,1.0,,,,2.0,0.1417,,,,,,,2.0,,,2.0,,,,1.0,,
11451068,away,Çaykur Rizespor,Halil Ibrahim Pehlivan,halil-ibrahim-pehlivan,H. I. Pehlivan,D,175,17,M,777291,EUR,745891200,D,3,3,False,31.0,28.0,2.0,1.0,0.0,13.0,14.0,15.0,22.0,1.0,2.0,4.0,,,,58.0,53.0,6.5,10.0,0.0113829,0,,,,3,5.0,3.0,4.0,,1.0,1.0,2.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,
11451068,away,Çaykur Rizespor,Mithat Pala,mithat-pala,M. Pala,D,172,57,M,1016393,EUR,966297600,M,54,54,False,49.0,44.0,5.0,3.0,0.0,10.0,12.0,34.0,37.0,,6.0,7.0,,,,81.0,64.0,7.3,10.0,0.266952,1,,,,54,,1.0,7.0,4.0,3.0,1.0,,1.0,,,,2.0,,2.0,0.0198,,,2.0,2.0,,1.0,,,,1.0,1.0,,,,,
11451068,away,Çaykur Rizespor,Jonjo Shelvey,jonjo-shelvey,J. Shelvey,M,185,480,M,36465,EUR,699148800,M,6,6,False,64.0,59.0,11.0,9.0,0.0,16.0,16.0,43.0,48.0,,3.0,4.0,,,,58.0,73.0,7.0,8.0,0.117742,2,,Jonjo,Shelvey,53,,,4.0,1.0,1.0,1.0,,,,,,2.0,,,0.0799,,,3.0,2.0,,,1.0,,,2.0,,,,,1.0,
11451068,away,Çaykur Rizespor,Gustavo Sauer,gustavo-sauer,Gustavo Sauer,M,181,393,M,904505,EUR,736128000,M,11,11,False,25.0,22.0,,,0.0,4.0,4.0,21.0,25.0,1.0,4.0,1.0,,,,58.0,34.0,7.2,5.0,0.223551,1,,,,7,4.0,,,,,,,,,,,3.0,,1.0,0.0224,,3.0,,3.0,,,3.0,,,,,1.0,,,,
11451068,away,Çaykur Rizespor,Ibrahim Olawoyin,ibrahim-olawoyin,I. Olawoyin,M,178,461,M,1008173,EUR,880934400,M,10,10,False,29.0,25.0,,,0.0,10.0,11.0,15.0,20.0,,6.0,2.0,,,,90.0,49.0,6.3,14.0,0.0159134,2,,,,10,2.0,1.0,10.0,2.0,2.0,2.0,,,2.0,,,5.0,,3.0,0.1544,,,1.0,1.0,,3.0,,,,1.0,,1.0,,,,
11451068,away,Çaykur Rizespor,Altin Zeqiri,zeqiri-altin,A. Zeqiri,M,185,141,M,991742,EUR,963878400,M,77,77,False,28.0,19.0,2.0,1.0,0.0,5.0,7.0,15.0,26.0,1.0,6.0,7.0,,,,90.0,50.0,7.1,20.0,0.126213,1,,,,77,5.0,1.0,7.0,1.0,,,,,,,,6.0,1.0,2.0,0.1761,0.3983,1.0,3.0,4.0,,1.0,2.0,,1.0,,,,,,,
11451068,away,Çaykur Rizespor,Martin Minchev,minchev-martin,M. Minchev,F,184,403,M,878699,EUR,987897600,F,89,89,False,17.0,12.0,,,0.0,7.0,9.0,5.0,10.0,3.0,3.0,1.0,,,,72.0,24.0,6.3,10.0,0.00857513,2,,,,17,2.0,1.0,2.0,,,,,,,,,,1.0,2.0,0.2131,0.5104,,1.0,,,,,,1.0,,,1.0,,,,1.0
11451068,away,Çaykur Rizespor,Casper Højer,casper-hojer,C. Højer,D,183,148,M,281233,EUR,785289600,D,5,5,True,12.0,10.0,,,0.0,2.0,2.0,9.0,17.0,,,,,,,32.0,23.0,6.5,9.0,0.0397912,0,,,,5,7.0,,3.0,,,,,,2.0,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,
11451068,away,Çaykur Rizespor,Dal Varešanović,dal-varesanovic,D. Varešanović,M,177,341,M,979109,EUR,990576000,M,8,8,True,8.0,6.0,1.0,1.0,0.0,3.0,3.0,3.0,5.0,1.0,1.0,1.0,,,,32.0,13.0,6.4,4.0,0.0113874,1,,,,53,,,4.0,1.0,,,,,1.0,,,,,,0.0735,,,2.0,,,,,,,,,1.0,,,,
11451068,away,Çaykur Rizespor,Adolfo Gaich,adolfo-gaich,A. Gaich,F,189,842,M,940692,EUR,919987200,F,9,9,True,4.0,2.0,,,0.0,,,2.0,4.0,,1.0,,,,,32.0,6.0,6.6,3.0,0.00636059,0,,,,19,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
11451068,away,Çaykur Rizespor,Mame Mor Faye,faye-mame-mor,M. M. Faye,M,170,202,M,1471165,EUR,1121126400,F,20,20,True,5.0,5.0,,,0.0,3.0,3.0,2.0,2.0,,2.0,2.0,,,,18.0,12.0,6.5,4.0,0.00227956,0,,,,11,,,3.0,,2.0,1.0,,,,,,1.0,,1.0,,,,2.0,,,,,,,,,,,,,
11451068,away,Çaykur Rizespor,Óscar Pinchi,oscar-pinchi,Ó. Pinchi,M,173,35,M,826654,EUR,834883200,F,21,21,True,10.0,8.0,,,0.0,4.0,5.0,4.0,6.0,,2.0,,,,,9.0,15.0,6.7,4.0,0.00374905,0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,
11451068,away,Çaykur Rizespor,Tarık Çetin,tarik-cetin,T. Çetin,G,193,862,M,913985,EUR,852681600,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451068,away,Çaykur Rizespor,Seyfettin Anıl Yaşar,seyfettin-anil-yasar,S. A. Yaşar,D,192,26,M,999646,EUR,1025481600,D,16,16,True,,,,,,,,,,,,,,,,,,,,,0,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451068,away,Çaykur Rizespor,Husniddin Alikulov,alikulov-husniddin,H. Alikulov,D,186,2627,M,1121174,EUR,923184000,D,2,2,True,,,,,,,,,,,,,,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451068,away,Çaykur Rizespor,Taha Şahin,taha-sahin,T. Şahin,D,178,238,M,1394729,EUR,972172800,D,37,37,True,,,,,,,,,,,,,,,,,,,,,0,,Taha Sahin,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451068,away,Çaykur Rizespor,Janne-Pekka Laine,laine-janne-pekka,J. Laine,M,184,34,M,961935,EUR,980380800,M,17,17,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
