match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_outfielderBlock,stat_unsuccessfulTouch,stat_totalCross,stat_onTargetScoringAttempt,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_wasFouled,stat_keyPass,stat_blockedScoringAttempt,captain,stat_challengeLost,stat_wonContest,stat_goals,stat_totalOffside,stat_bigChanceMissed
10886849,home,Wrexham,Paul Mullin,paul-mullin,P. Mullin,F,14,178.0,1140,M,583192,EUR,784080000.0,F,10,10,False,10.0,8.0,1.0,,4.0,4.0,4.0,9.0,,2.0,,,,,90.0,28.0,8.9,11.0,6,,,4.0,,2.0,,,,,,2.0,,3.0,,4.0,3.0,3.0,,,,,,,,,,3.0,,1.0
10886849,home,Wrexham,James Jones,james-jones,J. Jones,M,35,175.0,34,M,582194,EUR,855792000.0,F,30,30,True,32.0,18.0,8.0,2.0,8.0,9.0,10.0,23.0,2.0,3.0,,,,,45.0,37.0,6.6,14.0,0,,,,2.0,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,
10886849,home,Wrexham,Ollie Palmer,ollie-palmer,O. Palmer,F,28,196.0,380,M,140586,EUR,695952000.0,F,9,9,True,7.0,6.0,,,1.0,1.0,6.0,7.0,,2.0,,,,,22.0,14.0,6.7,2.0,1,,,1.0,2.0,,,,1.0,1.0,,1.0,,,,1.0,1.0,,,1.0,,1.0,,1.0,,,,,,
10886849,home,Wrexham,Anthony Forde,anthony-forde,A. Forde,M,26,175.0,48,M,153031,EUR,753408000.0,M,14,14,True,10.0,8.0,3.0,3.0,3.0,4.0,5.0,6.0,,1.0,,,,,21.0,10.0,6.7,2.0,0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
10886849,home,Wrexham,Thomas O'Connor,thomas-oconnor,T. O'Connor,D,29,180.0,111,M,1013707,EUR,924652800.0,M,22,22,True,,,,,,,,,,,,,,,1.0,1.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10886849,home,Wrexham,Robert Lainton,robert-lainton,R. Lainton,G,,185.0,33,M,133192,EUR,624153600.0,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10886849,home,Wrexham,Max Cleworth,max-cleworth,M. Cleworth,D,4,191.0,221,M,1002181,EUR,1028851200.0,D,32,32,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10886849,home,Wrexham,Reece Hall-Johnson,reece-hall-johnson,R. Hall-Johnson,D,37,173.0,12,M,372332,EUR,799977600.0,D,2,2,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10886849,home,Wrexham,Jacob Mendy,jacob-mendy,J. Mendy,D,40,182.0,220,M,1083063,EUR,851644800.0,F,19,19,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10886849,home,Wrexham,Harry Lennon,harry-lennon,H. Lennon,D,,190.0,4,,362174,EUR,787536000.0,D,26,26,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10886849,away,Farnborough,Jack Turner,jack-turner,J. Turner,G,1,188.0,3,M,910179,EUR,716688000.0,G,1,1,False,27.0,3.0,26.0,2.0,2.0,5.0,1.0,22.0,,10.0,1.0,2.0,2.0,,90.0,30.0,5.7,24.0,0,Jack,Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,
10886849,away,Farnborough,Jack Ball,jack-ball,J. Ball,D,2,188.0,3,M,1423931,EUR,721008000.0,D,2,2,False,24.0,14.0,7.0,3.0,7.0,10.0,7.0,15.0,5.0,4.0,,,,,90.0,38.0,6.2,12.0,0,Jack Ball,,4.0,6.0,,2.0,,,,1.0,3.0,4.0,,,1.0,1.0,,,,,,,,,,2.0,,,
10886849,away,Farnborough,Kevin Lokko,kevin-lokko,K. Lokko,D,5,191.0,3,M,824556,EUR,815356800.0,D,6,6,False,19.0,8.0,8.0,3.0,4.0,9.0,4.0,11.0,4.0,,,,,,90.0,33.0,6.5,12.0,1,,,6.0,10.0,,,3.0,2.0,1.0,1.0,5.0,7.0,,,,1.0,1.0,,,,1.0,,,True,,,,,
10886849,away,Farnborough,Oliver Robinson,oliver-robinson,O. Robinson,D,5,,1,M,962970,EUR,,D,5,5,False,17.0,10.0,6.0,2.0,9.0,11.0,1.0,7.0,,3.0,,,,,90.0,46.0,6.5,25.0,0,Oliver,Robinson,,,,,1.0,,,,,,,2.0,,1.0,,,,,,,,,,,,1.0,
10886849,away,Farnborough,Jordan Norville-Williams,jordan-norville-williams,J. Norville-Williams,M,24,175.0,10,M,897579,EUR,948844800.0,D,28,28,False,20.0,8.0,9.0,1.0,3.0,6.0,6.0,15.0,1.0,3.0,,,,,90.0,39.0,5.6,18.0,0,Jordan,Norville-Williams,4.0,4.0,1.0,2.0,1.0,2.0,2.0,,,,,,1.0,1.0,,,1.0,,2.0,,,,1.0,,,,
10886849,away,Farnborough,Freddie Grant,freddie-grant,F. Grant,D,3,180.0,1,M,803704,EUR,850089600.0,M,3,3,False,23.0,13.0,6.0,,6.0,9.0,8.0,19.0,6.0,8.0,,,,,84.0,42.0,7.0,14.0,2,,,6.0,10.0,,,1.0,3.0,3.0,2.0,4.0,6.0,2.0,,,5.0,,,1.0,,1.0,,,,,,,,
10886849,away,Farnborough,Jonathan Page,jonathan-page,J. Page,M,23,175.0,3,M,1013815,EUR,999734400.0,M,18,18,False,28.0,21.0,2.0,1.0,8.0,9.0,13.0,19.0,2.0,8.0,,,,,88.0,47.0,6.7,13.0,1,Jonathan,Page,3.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,,1.0,1.0,,3.0,,,,,,,2.0,,,,,,,
10886849,away,Farnborough,Oliver Pendlebury,oliver-pendlebury,O. Pendlebury,M,8,180.0,8,M,1011209,EUR,1011398400.0,M,10,10,False,26.0,16.0,5.0,1.0,9.0,13.0,10.0,18.0,,10.0,,,,,90.0,35.0,7.5,12.0,2,,,,1.0,,,1.0,,,,,1.0,,,,5.0,2.0,,3.0,,,2.0,,,,,1.0,,
10886849,away,Farnborough,Reggie Young,reggie-young,R. Young,M,25,,5,M,931298,EUR,,M,11,11,False,23.0,14.0,7.0,4.0,6.0,8.0,9.0,16.0,,9.0,,,,,90.0,41.0,6.3,17.0,1,Reggie,Young,5.0,3.0,1.0,2.0,1.0,1.0,1.0,,2.0,,,,5.0,1.0,,,1.0,,2.0,1.0,1.0,,,,,,
10886849,away,Farnborough,Hisham Kasimu,hisham-kasimu,H. Kasimu,F,,175.0,5,M,1423934,EUR,870048000.0,F,17,17,False,6.0,5.0,,,2.0,3.0,3.0,3.0,,2.0,,,,,85.0,22.0,6.5,12.0,1,Hisham Kasimu,,6.0,4.0,2.0,,,1.0,1.0,,4.0,1.0,1.0,,9.0,,,,,,2.0,1.0,,,,,,,
10886849,away,Farnborough,Selim Saied,selim-saied,S. Saied,M,,175.0,4,M,1119430,EUR,1047168000.0,F,24,24,False,16.0,10.0,2.0,,2.0,2.0,8.0,14.0,1.0,6.0,,,,,83.0,32.0,6.4,12.0,2,,,8.0,3.0,3.0,3.0,,2.0,,1.0,1.0,,,,,,1.0,,,,,,1.0,,1.0,1.0,,,
10886849,away,Farnborough,Omar Rowe,omar-rowe,O. Rowe,M,26,173.0,4,M,368136,EUR,783475200.0,M,30,30,True,3.0,2.0,,,1.0,1.0,1.0,2.0,,1.0,,,,,12.0,6.0,6.3,2.0,1,Omar,Rowe,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
10886849,away,Farnborough,Sam Deering,sam-deering,S. Deering,M,8,165.0,1,M,46729,EUR,667526400.0,M,8,8,True,1.0,,,,,1.0,,,,,,,,,11.0,1.0,6.4,1.0,0,Sam,Deering,,,,,,,,,,,,,,,,,,,,,,,,,,,
10886849,away,Farnborough,Michael Fernandes,michael-fernandes,M. Fernandes,F,40,178.0,5,M,1429865,EUR,930182400.0,M,20,20,True,1.0,1.0,,,1.0,1.0,,,,,,,,,10.0,1.0,6.4,,0,Michael,Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,
10886849,away,Farnborough,Courtney Fearn,courtney-fearn,C. Fearn,F,4,,0,M,369156,EUR,,D,4,4,True,3.0,3.0,,,2.0,2.0,1.0,1.0,,,,,,,2.0,5.0,,,0,Courtney,Fearn,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
10886849,away,Farnborough,Ricky Holmes,ricky-holmes,R. Holmes,M,11,188.0,7,M,120082,EUR,551059200.0,F,7,7,True,,,,,,,,,,,,,,,,,,,0,Ricky,Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,,
