match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_hitWoodwork,stat_outfielderBlock,stat_keyPass,stat_bigChanceMissed,stat_wasFouled,stat_dispossessed,stat_totalOffside,stat_blockedScoringAttempt,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_punches,stat_clearanceOffLine,stat_goalAssist,stat_goals
10385685,home,Everton,Jordan Pickford,jordan-pickford,J. Pickford,G,1,185.0,7610,M,jpickford1,138530,EUR,762998400,G,1,1,False,True,29.0,17.0,18.0,6.0,13.0,15.0,4.0,14.0,5.0,1.0,90.0,32.0,5.7,12.0,0.00193558,0,-1.7854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385685,home,Everton,Nathan Patterson,patterson-nathan,N. Patterson,D,2,189.0,661,M,,1020141,EUR,1003190400,D,3,3,False,,36.0,30.0,2.0,,18.0,20.0,13.0,19.0,,,90.0,56.0,6.1,11.0,0.0553817,0,,Nathan,Patterson,3.0,1.0,1.0,1.0,7.0,5.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
10385685,home,Everton,Yerry Mina,yerry-mina,Y. Mina,D,26,195.0,5988,M,yerrymina,360396,EUR,780278400,D,13,13,False,,55.0,52.0,3.0,1.0,34.0,36.0,18.0,20.0,3.0,,90.0,66.0,6.7,4.0,0.00674129,2,,,,1.0,,2.0,2.0,3.0,4.0,,1.0,1.0,2.0,2.0,1.0,,,1.0,1.0,1.0,0.4007,0.3982,,,,,,,,,,,,,,,
10385685,home,Everton,James Tarkowski,james-tarkowski,J. Tarkowski,D,6,185.0,2558,M,,145188,EUR,722131200,D,2,2,False,,43.0,36.0,7.0,4.0,25.0,27.0,11.0,16.0,1.0,,90.0,54.0,7.2,7.0,0.0209282,2,,,,,,2.0,2.0,2.0,3.0,,,,3.0,2.0,1.0,,,,1.0,1.0,0.3403,0.113,1.0,1.0,1.0,1.0,,,,,,,,,,,
10385685,home,Everton,Mason Holgate,mason-holgate,M. Holgate,D,3,187.0,413,M,,781544,EUR,845942400,D,4,4,False,,6.0,3.0,1.0,,3.0,4.0,,2.0,2.0,,55.0,10.0,5.5,3.0,1.258e-05,1,,,,,,,,4.0,,2.0,,,1.0,,,,,2.0,1.0,,0.7036,,,,,,1.0,,,,,,,,,,
10385685,home,Everton,James Garner,james-garner,J. Garner,M,37,182.0,3008,M,,927361,EUR,984441600,M,37,37,False,,25.0,24.0,2.0,2.0,11.0,11.0,14.0,19.0,4.0,,75.0,38.0,6.9,6.0,0.172955,0,,,,5.0,1.0,,,1.0,5.0,,2.0,2.0,2.0,,1.0,1.0,,1.0,,,,,,,,1.0,,2.0,,,,,,,,,
10385685,home,Everton,Idrissa Gueye,idrissa-gueye,I. Gueye,M,27,174.0,21481,M,iganagueye,106337,EUR,622771200,M,27,27,False,,13.0,12.0,,,6.0,7.0,6.0,6.0,1.0,,56.0,21.0,6.7,2.0,0.00350482,0,,,,,,1.0,1.0,1.0,4.0,,,,,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,
10385685,home,Everton,Alex Iwobi,alex-iwobi,A. Iwobi,M,17,183.0,8263,M,alexanderiwobi,352770,EUR,831081600,M,17,17,False,,32.0,27.0,1.0,,8.0,9.0,20.0,24.0,6.0,,90.0,43.0,6.4,8.0,0.0609886,0,,,,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,,,3.0,1.0,,,,,,,,,,1.0,,,,,,,,,
10385685,home,Everton,Abdoulaye Doucouré,abdoulaye-doucoure,A. Doucouré,M,8,182.0,1269,M,,96535,EUR,725846400,M,16,16,False,,31.0,27.0,,,14.0,14.0,13.0,17.0,4.0,,90.0,42.0,6.6,7.0,0.0129472,0,,,,,,,,3.0,3.0,,1.0,1.0,,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,,1.0,1.0,,,,,,,
10385685,home,Everton,Dwight McNeil,dwight-mcneil,D. McNeil,M,7,183.0,1973,M,,935543,EUR,943228800,M,7,7,False,,32.0,27.0,1.0,,17.0,18.0,13.0,22.0,6.0,,90.0,67.0,7.3,16.0,0.307918,1,,Dwight,McNeil,8.0,3.0,,1.0,7.0,7.0,2.0,5.0,3.0,3.0,4.0,3.0,2.0,1.0,1.0,,,0.0535,,,,1.0,3.0,,,2.0,,1.0,,,,,,
