match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_wonTackle,stat_aerialLost,stat_wasFouled,stat_fouls,stat_accurateCross,stat_totalOffside,captain,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_bigChanceCreated,stat_keyPass,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_goalAssist,stat_goals
10408504,home,Sevilla,Marko Dmitrović,marko-dmitrovic,M. Dmitrović,G,13,194,1184,M,94527,EUR,696211200,G,1,1,False,32.0,25.0,15.0,8.0,21.0,22.0,4.0,10.0,8.0,2.0,3.0,4.0,1.0,1.0,90.0,41.0,7.0,7.0,0.0,0.0,0.00214296,0,-0.1128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408504,home,Sevilla,Gonzalo Montiel,gonzalo-montiel,G. Montiel,D,29,175,8927,M,822933,EUR,852076800,D,2,2,False,36.0,29.0,3.0,2.0,13.0,18.0,16.0,21.0,9.0,,,,,,81.0,58.0,6.8,14.0,0.0,0.0,0.00761698,0,,gonzalo_montiel29,3.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,
10408504,home,Sevilla,Nemanja Gudelj,nemanja-gudelj,N. Gudelj,M,6,187,1647,M,68332,EUR,690249600,D,6,6,False,41.0,35.0,,,21.0,24.0,14.0,17.0,3.0,,,,,,90.0,50.0,7.0,6.0,0.0,0.0,0.011919,0,,,,1.0,,2.0,,,,,2.0,2.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,
10408504,home,Sevilla,Marcão,marcao,Marcão,D,23,185,1053,M,840951,EUR,833932800,D,23,23,False,63.0,54.0,9.0,4.0,37.0,40.0,17.0,23.0,3.0,,,,,,90.0,74.0,6.6,12.0,0.0,0.0,0.00937118,0,,,,1.0,3.0,2.0,,,,,4.0,,1.0,,3.0,,,,2.0,1.0,1.0,,,,,,,,,,,
10408504,home,Sevilla,Alex Telles,alex-telles,A. Telles,D,13,181,7654,M,312110,EUR,724377600,D,3,3,False,23.0,20.0,2.0,,11.0,12.0,11.0,14.0,4.0,,,,,,59.0,45.0,6.7,7.0,0.0,0.0,0.198046,0,,alextelles13,3.0,2.0,3.0,5.0,2.0,,1.0,1.0,,,2.0,1.0,,,,,1.0,1.0,,2.0,1.0,,,,,,,,,
10408504,home,Sevilla,Ivan Rakitić,ivan-rakitic,I. Rakitić,M,,184,13189,M,7635,EUR,573955200,M,10,10,False,34.0,28.0,5.0,1.0,12.0,14.0,16.0,20.0,4.0,,,,,,45.0,46.0,6.5,11.0,0.0,0.0,0.0170311,0,,ivan_rakitic,,,3.0,4.0,,2.0,1.0,,1.0,,,2.0,2.0,,,,,2.0,,,,True,,,,,,,,
10408504,home,Sevilla,Joan Jordán,joan-jordan,J. Jordán,M,8,184,752,M,591750,EUR,773452800,M,8,8,False,79.0,71.0,7.0,5.0,37.0,39.0,34.0,41.0,11.0,,,,,,90.0,93.0,7.0,12.0,0.093,0.0316,0.0332116,2,,,1.0,2.0,8.0,3.0,3.0,1.0,2.0,1.0,,3.0,2.0,,,,,,2.0,,1.0,,,,1.0,1.0,,,,,,
10408504,home,Sevilla,Adnan Januzaj,adnan-januzaj,A. Januzaj,M,24,186,1621,M,328145,EUR,791942400,M,11,11,False,20.0,13.0,,,3.0,4.0,10.0,17.0,4.0,,,,,,45.0,32.0,6.7,12.0,0.0,0.0,0.014157,0,,,1.0,,5.0,6.0,1.0,1.0,6.0,4.0,,,1.0,,,,,,,2.0,1.0,,,,,,,,,,,
10408504,home,Sevilla,Isco,isco,Isco,M,22,176,26276,M,103417,EUR,703814400,M,22,22,False,42.0,34.0,2.0,2.0,12.0,15.0,23.0,29.0,6.0,,,,,,90.0,66.0,7.1,16.0,0.0,0.0,0.169677,0,,iscoalarcon,2.0,,9.0,11.0,1.0,4.0,3.0,3.0,,,1.0,1.0,2.0,,,,1.0,7.0,3.0,1.0,1.0,,,,1.0,3.0,,,,
10408504,home,Sevilla,Óliver Torres,oliver-torres,Ó. Torres,M,8,178,952,M,231776,EUR,784425600,M,21,21,False,23.0,17.0,4.0,3.0,8.0,9.0,9.0,14.0,1.0,,,,,,59.0,32.0,6.7,9.0,0.0,0.0,0.0047165,0,,,,1.0,3.0,4.0,,2.0,,,,,1.0,2.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,
