match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wasFouled,captain,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,stat_outfielderBlock,stat_keyPass,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_accurateCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId
11450133,home,Kayserispor,Bilal Bayazit,bilal-bayazit,B. Bayazit,G,25,185,235,M,825850,EUR,923529600,G,25,25,False,26.0,20.0,11.0,5.0,19.0,22.0,1.0,4.0,1.0,1.0,1.0,5.0,2.0,2.0,90.0,34.0,6.7,6.0,0.00023006,0,0.5067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450133,home,Kayserispor,Ramazan Civelek,ramazan-civelek,R. Civelek,M,28,172,61,M,781408,EUR,822268800,D,28,28,False,45.0,30.0,9.0,2.0,14.0,19.0,16.0,30.0,,3.0,5.0,3.0,,,90.0,71.0,6.7,20.0,0.017947,0,,4.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450133,home,Kayserispor,Dimitris Kolovetsios,dimitris-kolovetsios,D. Kolovetsios,D,,183,103,M,68228,EUR,687571200,D,4,4,False,35.0,29.0,6.0,3.0,23.0,28.0,6.0,7.0,2.0,3.0,5.0,4.0,,,90.0,43.0,6.6,7.0,0.00219923,0,,,3.0,4.0,,,1.0,,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11450133,home,Kayserispor,Arif Kocaman,kocaman-arif,A. Kocaman,D,43,184,69,M,1173638,EUR,1063497600,D,54,54,False,46.0,38.0,3.0,2.0,27.0,31.0,11.0,15.0,3.0,3.0,6.0,1.0,,,90.0,58.0,7.0,8.0,0.00337359,0,,,3.0,4.0,1.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
11450133,home,Kayserispor,Lionel Carole,lionel-carole,L. Carole,D,23,180,84,M,122922,EUR,671414400,D,23,23,False,39.0,26.0,4.0,2.0,12.0,14.0,14.0,27.0,2.0,2.0,4.0,7.0,,,90.0,60.0,7.1,18.0,0.0112067,0,,2.0,1.0,2.0,1.0,5.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
11450133,home,Kayserispor,Mehmet Eray Özbek,mehmet-eray-ozbek,M. E. Özbek,M,16,178,34,M,1011955,EUR,1042070400,M,16,16,False,22.0,17.0,2.0,1.0,8.0,9.0,9.0,13.0,3.0,7.0,1.0,2.0,,,72.0,37.0,7.1,10.0,0.157109,2,,,2.0,6.0,1.0,1.0,2.0,1.0,,2.0,2.0,1.0,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0694,,,,,,,,,,,,,
11450133,home,Kayserispor,Kartal Kayra Yılmaz,kartal-kayra-yilmaz,K. K. Yılmaz,M,17,177,1057,M,966811,EUR,973296000,M,8,8,False,57.0,41.0,13.0,7.0,21.0,22.0,21.0,38.0,2.0,4.0,1.0,11.0,,,90.0,76.0,7.4,20.0,0.0481152,1,,3.0,,1.0,,4.0,2.0,,,1.0,1.0,1.0,,,1.0,,,,,1.0,,0.0132,1.0,,,,,,,,,,,,
11450133,home,Kayserispor,Aylton Boa Morte,aylton-boa-morte,A. B. Morte,M,10,182,83,M,883918,EUR,748742400,M,70,70,False,25.0,14.0,2.0,,2.0,7.0,12.0,21.0,4.0,12.0,3.0,7.0,,,90.0,59.0,7.4,23.0,0.0125919,6,,3.0,2.0,10.0,2.0,1.0,2.0,,,1.0,3.0,2.0,,,,1.0,3.0,8.0,6.0,2.0,,0.8055,,1.0,4.0,1.0,0.8344,,,,,,,,
11450133,home,Kayserispor,Ali Karimi,ali-karimi,A. Karimi,M,24,186,411,M,803869,EUR,760924800,M,6,6,False,41.0,29.0,6.0,4.0,11.0,13.0,18.0,29.0,2.0,7.0,3.0,7.0,,,90.0,60.0,7.6,19.0,0.0416935,1,,1.0,2.0,7.0,1.0,1.0,4.0,1.0,,3.0,3.0,1.0,,,,1.0,1.0,2.0,,,,0.1377,,,1.0,1.0,0.4765,1.0,,,,,,,
11450133,home,Kayserispor,Miguel Cardoso,miguel-cardoso,M. Cardoso,M,7,176,326,M,344009,EUR,771984000,M,7,7,False,29.0,23.0,1.0,1.0,15.0,18.0,12.0,23.0,1.0,11.0,2.0,7.0,,,90.0,59.0,8.2,18.0,0.427769,1,,12.0,2.0,7.0,2.0,,3.0,4.0,,2.0,2.0,3.0,,,1.0,4.0,,4.0,3.0,1.0,,0.0192,4.0,,,,,,1.0,1.0,,,,,
