match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_goalAssist,stat_aerialWon,stat_bigChanceCreated,stat_interceptionWon,stat_outfielderBlock,player_sofascoreId,stat_blockedScoringAttempt,stat_accurateCross,stat_dispossessed,stat_totalOffside,stat_bigChanceMissed
11067311,home,Cuiabá,Walter,walter,Walter,G,22,188,774,M,329055,EUR,564192000,G,1,1,False,26.0,13.0,23.0,10.0,6.0,6.0,7.0,20.0,2.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,36.0,6.8,13.0,0.0,0.0,0.00150347,0,0.2326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067311,home,Cuiabá,Mateusinho,mateusinho,Mateusinho,D,98,175,322,M,1107069,EUR,907718400,D,98,98,False,29.0,18.0,8.0,2.0,9.0,14.0,9.0,17.0,2.0,9.0,,,,,,,90.0,61.0,7.3,23.0,0.7146,1.0896,0.00852151,3,,Mateusinho,,2.0,1.0,5.0,6.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,6.0,3.0,1.0,1.0,,,,,,,,,,,,
11067311,home,Cuiabá,Marllon,marllon,Marllon,D,3,184,365,M,221206,EUR,703382400,D,4,4,False,18.0,14.0,4.0,2.0,10.0,14.0,4.0,4.0,4.0,2.0,,,,,,,90.0,34.0,7.4,6.0,0.1213,0.0,0.00168158,2,,,,,,1.0,6.0,,,,2.0,,,2.0,1.0,2.0,2.0,1.0,1.0,True,1.0,2.0,1.0,1.0,,,,,,,
11067311,home,Cuiabá,Allyson,allyson,Allyson,D,3,184,69,M,809194,EUR,656640000,D,34,34,False,17.0,14.0,4.0,1.0,10.0,11.0,4.0,6.0,5.0,3.0,,,,,,,90.0,27.0,6.9,3.0,0.0,0.0,0.00105842,0,,,,,1.0,2.0,7.0,,1.0,1.0,,,,1.0,1.0,,2.0,1.0,,,,3.0,,,1.0,,,,,,
11067311,home,Cuiabá,Patric Calmon,patric-calmon,P. Calmon,D,94,181,131,M,987168,EUR,773366400,D,94,94,False,14.0,9.0,3.0,1.0,4.0,4.0,5.0,12.0,5.0,3.0,,,,,,,90.0,48.0,6.7,17.0,0.0,0.0,0.011792,0,,,,2.0,1.0,5.0,5.0,2.0,,,,,,2.0,1.0,3.0,1.0,3.0,,,,2.0,,4.0,,,,,,,
11067311,home,Cuiabá,Raniele,raniele,Raniele,M,14,184,6186,M,866392,EUR,851990400,M,14,14,False,19.0,11.0,1.0,,3.0,6.0,8.0,13.0,4.0,5.0,,,,,,,76.0,36.0,7.2,8.0,0.0,0.0,0.00478059,0,,,,,1.0,4.0,11.0,1.0,1.0,1.0,,,,6.0,3.0,,2.0,2.0,,,,2.0,,,,R14niele,,,,,
11067311,home,Cuiabá,Denilson,denilson,Denilson,M,8,180,370,M,1175760,EUR,985305600,M,27,27,False,24.0,20.0,5.0,5.0,6.0,7.0,14.0,17.0,,6.0,,,,,,,62.0,33.0,6.7,7.0,0.0301,0.0,0.0155139,2,,Denilson,,,,3.0,1.0,,1.0,,1.0,,,,,,1.0,2.0,1.0,,,,,1.0,,,1.0,,,,
11067311,home,Cuiabá,Emerson Ramon,emerson-ramon,Emerson Ramon,M,94,178,125,M,1130178,EUR,975024000,M,17,17,False,18.0,15.0,,,2.0,3.0,13.0,16.0,1.0,3.0,,,,,,,87.0,31.0,6.8,6.0,0.0737,0.0451,0.0527268,3,,Emerson Ramon,,1.0,1.0,3.0,5.0,,3.0,2.0,1.0,1.0,,,,1.0,2.0,1.0,,,,1.0,,,,,1.0,,,,
11067311,home,Cuiabá,Pablo Ceppelini,pablo-ceppelini,P. Ceppelini,M,,181,476,M,146599,EUR,684547200,M,10,10,False,32.0,28.0,3.0,2.0,10.0,10.0,22.0,34.0,,4.0,,,,,,,90.0,54.0,7.5,16.0,0.011,0.0,0.414091,1,,,,12.0,1.0,3.0,3.0,,1.0,,1.0,,,,,3.0,2.0,1.0,6.0,,,1.0,,1.0,,,,4.0,,,
11067311,home,Cuiabá,Iury Castilho,iury-castilho,I. Castilho,F,77,185,294,M,795020,EUR,810345600,M,99,99,False,7.0,5.0,,,,1.0,5.0,7.0,,2.0,,,,,,,76.0,22.0,6.2,7.0,0.1673,0.0,0.0131153,1,,,,1.0,2.0,10.0,6.0,2.0,5.0,3.0,,,,,,,2.0,2.0,1.0,,,1.0,,,,,1.0,,2.0,1.0,
