match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_outfielderBlock,stat_wasFouled,stat_blockedScoringAttempt,stat_totalOffside,captain,stat_ownGoals,stat_bigChanceMissed,stat_errorLeadToAShot,stat_bigChanceCreated
10407035,home,RC Sporting Charleroi,Hervé Koffi,herve-koffi,H. Koffi,G,12,187,15803,M,HKoffi,867299,EUR,845424000,G,16,16,False,28.0,15.0,23.0,10.0,6.0,7.0,9.0,21.0,1.0,1.0,1.0,5.0,2.0,2.0,90.0,32.0,6.6,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407035,home,RC Sporting Charleroi,Ken Nkuba,nkuba-ken,K. Nkuba,M,27,180,165,M,,961902,EUR,1011571200,D,28,28,False,41.0,36.0,1.0,1.0,12.0,14.0,26.0,35.0,4.0,3.0,,10.0,,,90.0,75.0,6.4,22.0,2,8.0,2.0,1.0,1.0,10.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,,,,,,,,,,,
10407035,home,RC Sporting Charleroi,Jonas Bager,jonas-bager,J. Bager,D,5,182,87,M,,541350,EUR,837648000,D,2,2,False,57.0,43.0,8.0,2.0,26.0,29.0,17.0,28.0,2.0,1.0,,8.0,,,90.0,76.0,6.4,16.0,0,,,,1.0,1.0,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,
10407035,home,RC Sporting Charleroi,Damien Marcq,damien-marcq,D. Marcq,D,,183,29,M,,51622,EUR,597542400,D,25,25,False,43.0,35.0,12.0,9.0,23.0,27.0,12.0,16.0,2.0,,,3.0,,,88.0,53.0,6.9,8.0,0,,,,2.0,,,,,,3.0,,,,,,,,,1.0,,,,,,,,
10407035,home,RC Sporting Charleroi,Mehdi Boukamir,mehdi-boukamir,M. Boukamir,D,32,188,1014,M,,1131463,EUR,1075075200,D,32,32,False,47.0,40.0,2.0,2.0,26.0,29.0,14.0,18.0,6.0,,,6.0,,,90.0,78.0,7.0,10.0,0,,,1.0,1.0,2.0,,1.0,,,2.0,3.0,3.0,3.0,1.0,,,Mehdi Boukamir,,,2.0,,,,,,,
10407035,home,RC Sporting Charleroi,Joris Kayembe,joris-kayembe-ditu,J. Kayembe,D,18,180,4977,M,joriskayembe23,354046,EUR,776304000,D,12,12,False,41.0,27.0,8.0,2.0,14.0,18.0,13.0,25.0,6.0,1.0,1.0,11.0,,,90.0,68.0,6.4,22.0,1,2.0,,1.0,,8.0,,5.0,,,1.0,3.0,3.0,2.0,1.0,2.0,,,,,2.0,1.0,1.0,,,,,
10407035,home,RC Sporting Charleroi,Daan Heymans,heymans-daan,D. Heymans,M,38,186,544,M,,845344,EUR,929404800,M,18,18,False,37.0,30.0,3.0,3.0,12.0,14.0,18.0,24.0,3.0,,,5.0,,,90.0,46.0,6.8,10.0,3,1.0,,2.0,2.0,4.0,2.0,,1.0,1.0,,,,,2.0,,1.0,,,,1.0,1.0,,,,,,
10407035,home,RC Sporting Charleroi,Ryota Morioka,ryota-morioka,R. Morioka,M,,180,229,M,,109376,EUR,671414400,M,44,44,False,48.0,39.0,8.0,5.0,19.0,21.0,20.0,27.0,6.0,,,7.0,,,81.0,59.0,7.1,12.0,2,,,,,5.0,,1.0,1.0,,,,5.0,3.0,2.0,4.0,,,,,1.0,1.0,,True,,,,
10407035,home,RC Sporting Charleroi,Adem Zorgane,adem-zorgane,A. Zorgane,M,8,184,6525,M,AdemZorgane,1000472,EUR,947116800,M,6,6,False,76.0,63.0,12.0,7.0,30.0,33.0,33.0,43.0,7.0,,,9.0,,,90.0,90.0,7.5,14.0,0,,,2.0,,3.0,,,,,,1.0,5.0,3.0,,1.0,4.0,,,1.0,2.0,,,,1.0,,,
10407035,home,RC Sporting Charleroi,Ahmed Nadhir Benbouali,ahmed-nadhir-benbouali,A. N. Benbouali,F,7,190,776,M,,1177807,EUR,955929600,M,45,45,False,19.0,9.0,1.0,,3.0,6.0,6.0,13.0,6.0,,,3.0,,,64.0,30.0,6.4,14.0,0,,,5.0,6.0,8.0,,1.0,,,2.0,,,,3.0,2.0,1.0,Ahmed Nadhir Benbouali,,,,,,,,,,
