match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,player_firstName,stat_unsuccessfulTouch,stat_keyPass,stat_outfielderBlock,stat_totalCross,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_blockedScoringAttempt,player_lastName,captain,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_bigChanceCreated,stat_hitWoodwork,stat_bigChanceMissed,stat_goals,stat_goodHighClaim
14167905,home,Angers,Hervé Koffi,herve-koffi,H. Koffi,G,12,187.0,15844,M,HKoffi,867299,EUR,845424000,G,12,12,False,37.0,20.0,22.0,5.0,0.0,19.0,29.0,1.0,8.0,1.0,2.0,2.0,7.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,90.0,45.0,6.6,17.0,7.103e-05,0.1424,0,-0.5774,-0.08,0.02,-0.16,-0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167905,home,Angers,Carlens Arcus,carlens-arcus,C. Arcus,D,2,180.0,5908,M,,794373,EUR,835920000,D,2,2,False,45.0,41.0,4.0,1.0,0.0,26.0,27.0,15.0,18.0,2.0,7.0,3.0,5.0,,2.0,,,,,,90.0,67.0,6.8,6.0,0.00780689,,1,,0.09,0.01,-0.08,,1.0,4.0,1.0,1.0,3.0,3.0,3.0,0.0104,-0.01,,,,,,,,,,,,,,,,,,,,
14167905,home,Angers,Ousmane Camara,ousmane-camara,O. Camara,D,4,197.0,1730,M,,1049538,EUR,1046908800,D,4,4,False,37.0,32.0,7.0,3.0,0.0,29.0,29.0,3.0,8.0,1.0,5.0,6.0,6.0,,1.0,,,,,,90.0,54.0,6.7,6.0,0.00085415,,0,,0.01,0.06,-0.1,,3.0,3.0,,2.0,3.0,2.0,1.0,,,Ousmane Camara,1.0,1.0,,,,,,,,,,,,,,,,,
14167905,home,Angers,Jordan Lefort,jordan-lefort,J. Lefort,D,21,184.0,183,M,,363042,EUR,741225600,D,21,21,False,47.0,42.0,5.0,1.0,0.0,35.0,35.0,7.0,12.0,,1.0,3.0,7.0,,,,,,,,90.0,55.0,6.6,5.0,0.00149216,,0,,0.02,0.17,-0.04,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,
14167905,home,Angers,Florent Hanin,florent-hanin,F. Hanin,D,26,177.0,69,M,,170129,EUR,634089600,D,26,26,False,35.0,29.0,3.0,1.0,0.0,15.0,18.0,14.0,17.0,,,2.0,2.0,,,,,,,,79.0,52.0,6.5,9.0,0.0468949,,2,,0.22,0.09,-0.03,,1.0,5.0,,1.0,,,1.0,0.0263,-0.18,,,,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,
14167905,home,Angers,Haris Belkebla,haris-belkebla,H. Belkebla,M,93,177.0,1877,M,,580642,EUR,759715200,M,93,93,False,46.0,42.0,6.0,5.0,0.0,23.0,24.0,19.0,22.0,,5.0,1.0,6.0,,1.0,,,,,,90.0,58.0,7.4,5.0,0.0394321,,1,,0.21,0.04,0.17,,,,,,3.0,1.0,,0.0467,0.02,,1.0,2.0,,,,,1.0,1.0,,True,1.0,,,,,,,,
14167905,home,Angers,Himad Abdelli,himad-abdelli,H. Abdelli,M,8,185.0,7344,M,,945830,EUR,942796800,M,10,10,False,32.0,29.0,4.0,3.0,0.0,16.0,18.0,13.0,14.0,1.0,6.0,,4.0,,,,,,,,71.0,49.0,6.8,10.0,0.00923204,,1,,0.07,0.13,-0.02,,,5.0,1.0,1.0,3.0,3.0,1.0,0.168,-0.48,,3.0,,,,,2.0,4.0,,,,2.0,,,,,,,,
14167905,home,Angers,Yassin Belkhdim,belkhdim-yassin,Y. Belkhdim,M,14,175.0,1155,M,,1195241,EUR,1013644800,M,14,14,False,30.0,28.0,1.0,1.0,0.0,17.0,19.0,11.0,11.0,1.0,3.0,,6.0,,1.0,,,,,,90.0,48.0,6.6,9.0,0.00383253,,2,,-0.01,-0.03,-0.06,,,2.0,,2.0,2.0,2.0,2.0,0.0875,-0.08,,3.0,,,4.0,,,,1.0,,,,1.0,0.1271,,,,,,
14167905,home,Angers,Louis Mouton,louis-mouton,L. Mouton,M,6,180.0,136,M,,1172936,EUR,1023062400,M,6,6,False,28.0,18.0,1.0,,0.0,8.0,14.0,10.0,14.0,,1.0,,2.0,,1.0,,,,,,79.0,45.0,7.0,18.0,0.828709,,1,,0.78,0.06,-0.07,,1.0,7.0,1.0,,,,2.0,0.0613,-0.05,Louis Mouton,3.0,3.0,,4.0,,4.0,,,,,,,,3.0,2.0,,,,
14167905,home,Angers,Amine Sbai,sbai-amine,A. Sbai,F,7,175.0,374,M,,1392829,EUR,973382400,M,7,7,False,17.0,11.0,2.0,,0.0,3.0,3.0,8.0,14.0,1.0,4.0,,,,1.0,,,,,,71.0,38.0,6.6,17.0,0.188887,,3,,0.14,0.55,-0.05,,2.0,7.0,,1.0,,,,0.1824,-0.51,,2.0,1.0,,6.0,1.0,2.0,4.0,3.0,,,2.0,,,1.0,,1.0,,,
