match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_wasFouled,stat_aerialLost,stat_challengeLost,stat_totalClearance,stat_totalTackle,stat_unsuccessfulTouch,stat_keyPass,stat_aerialWon,stat_wonTackle,stat_fouls,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_bigChanceCreated,stat_goodHighClaim,stat_punches,stat_outfielderBlock,stat_goals,stat_goalAssist
11369975,home,KVC Westerlo,Sinan Bolat,,,sinan-bolat,S. Bolat,G,26,187,164,M,5920,EUR,589248000,G,1,1,False,True,22.0,21.0,2.0,1.0,21.0,21.0,1.0,6.0,2.0,3.0,90.0,29.0,6.6,1.0,0.00015279,0,-0.5692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369975,home,KVC Westerlo,Bryan Reynolds,,,bryan-reynolds,B. Reynolds,D,22,185,426,M,862075,EUR,993686400,D,22,22,False,,36.0,30.0,3.0,1.0,8.0,10.0,29.0,2.0,,,45.0,49.0,6.6,9.0,0.0660085,0,,23.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11369975,home,KVC Westerlo,Roman Neustädter,,,roman-neustadter,R. Neustädter,D,33,190,122,M,38471,EUR,572140800,D,33,33,False,,94.0,89.0,13.0,11.0,34.0,38.0,56.0,4.0,,,90.0,106.0,6.7,7.0,0.029963,0,,55.0,,,3.0,1.0,,,,1.0,,2.0,1.0,6.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11369975,home,KVC Westerlo,Emin Bayram,,,emin-bayram,E. Bayram,D,40,193,768,M,997153,EUR,1049241600,D,40,40,False,,89.0,78.0,10.0,5.0,42.0,49.0,41.0,5.0,,,90.0,106.0,6.6,15.0,0.0475881,0,,36.0,1.0,,7.0,9.0,,3.0,1.0,,1.0,4.0,,4.0,4.0,1.0,,3.0,3.0,1.0,,,,,,,,,,,,,,
11369975,home,KVC Westerlo,Tuur Rommens,,,rommens-tuur,T. Rommens,D,25,185,329,M,1130011,EUR,1048636800,D,25,25,False,,45.0,34.0,1.0,,9.0,15.0,44.0,4.0,,,90.0,86.0,6.7,25.0,0.339007,3,,29.0,14.0,4.0,3.0,5.0,1.0,,,2.0,,,,1.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.28,0.2639,,,,,,,
11369975,home,KVC Westerlo,Serhiy Sydorchuk,,,serhiy-sydorchuk,S. Sydorchuk,M,8,189,289,M,81202,EUR,673142400,M,15,15,False,,67.0,58.0,4.0,3.0,18.0,20.0,47.0,5.0,,,64.0,72.0,6.8,9.0,0.0901082,1,,40.0,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,1.0,,,,,,0.0072,,1.0,,,,,,
11369975,home,KVC Westerlo,Arthur Piedfort,Arthur Piedfort,,arthur-piedfort,A. Piedfort,M,46,186,202,M,1149123,EUR,1107216000,M,46,46,False,,46.0,39.0,5.0,3.0,15.0,17.0,29.0,,,,90.0,70.0,6.8,13.0,0.0658785,1,,24.0,,,8.0,5.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,,2.0,1.0,,1.0,,,,0.0227,0.0399,,1.0,,,,,
11369975,home,KVC Westerlo,Griffin Yow,,,griffin-yow,G. Yow,M,18,173,283,M,979808,EUR,1032912000,M,18,18,False,,15.0,14.0,,,3.0,3.0,15.0,1.0,,,65.0,30.0,6.3,9.0,0.0217008,1,,11.0,3.0,,4.0,3.0,,4.0,,,2.0,,,,1.0,1.0,,,,,,1.0,,,,0.0568,0.042,,,,,,,
11369975,home,KVC Westerlo,Nicolas Madsen,,,nicolas-madsen,N. Madsen,M,24,193,1189,M,938306,EUR,953251200,M,8,8,False,,29.0,25.0,3.0,1.0,5.0,5.0,29.0,2.0,,,45.0,38.0,7.0,7.0,0.497003,0,,22.0,5.0,2.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,,3.0,,,1.0,,,,,,,,,1.0,,,,,
11369975,home,KVC Westerlo,Thomas Van den Keybus,,,thomas-van-den-keybus,T. V. d. Keybus,M,39,179,112,M,997164,EUR,988156800,M,39,39,False,,45.0,37.0,4.0,3.0,5.0,5.0,61.0,2.0,,,90.0,84.0,7.0,31.0,0.105708,1,,34.0,21.0,2.0,3.0,2.0,,,,1.0,,2.0,,,2.0,2.0,1.0,,2.0,1.0,,,,,,0.0349,,1.0,,,,,,
