match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,player_sofascoreId,stat_aerialWon,stat_shotOffTarget,stat_totalClearance,stat_unsuccessfulTouch,stat_outfielderBlock,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_accurateCross,stat_totalOffside,stat_goals,captain,stat_lastManTackle,stat_errorLeadToAShot,stat_hitWoodwork
10390064,home,AS Monaco,Alexander Nübel,,,alexander-nubel,A. Nübel,G,33,193,2042,M,584722,EUR,844041600,G,16,16,False,22.0,14.0,13.0,5.0,10.0,13.0,4.0,9.0,4.0,2.0,1.0,1.0,90.0,28.0,6.1,9.0,0.0,0.0,0.00031216,0,-1.3354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390064,home,AS Monaco,Vanderson,Vanderson,,vanderson,Vanderson,D,2,173,6111,M,1090694,EUR,993081600,D,2,2,False,47.0,42.0,6.0,5.0,18.0,20.0,24.0,28.0,12.0,,,,90.0,74.0,7.7,10.0,0.0355,0.1457,0.0855704,1,,1.0,1.0,1.0,6.0,10.0,2.0,2.0,1.0,1.0,2.0,9.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10390064,home,AS Monaco,Axel Disasi,,,axel-disasi,A. Disasi,D,4,190,9725,M,827243,EUR,889574400,D,6,6,False,49.0,41.0,12.0,8.0,18.0,19.0,23.0,30.0,8.0,,,,90.0,62.0,6.4,11.0,0.0617,0.0,0.0187141,2,,,,3.0,4.0,2.0,1.0,,,,,,,,,,axel_disasi,2.0,2.0,3.0,3.0,,,,,,,,,,,,
10390064,home,AS Monaco,Guillermo Maripán,,,guillermo-maripan,G. Maripán,D,13,193,2139,M,339909,EUR,768182400,D,3,3,False,30.0,25.0,2.0,2.0,18.0,22.0,7.0,8.0,6.0,,,,90.0,38.0,6.3,5.0,0.0,0.0,0.0202397,0,,,,4.0,7.0,3.0,2.0,,,,,1.0,1.0,,1.0,1.0,,2.0,,3.0,,1.0,,,,,,,,,,,
10390064,home,AS Monaco,Caio Henrique,,,caio-henrique,C. Henrique,D,12,178,3679,M,845170,EUR,870307200,D,12,12,False,47.0,39.0,4.0,2.0,12.0,14.0,27.0,36.0,6.0,,,,90.0,65.0,6.7,14.0,0.0,0.0,0.0408798,0,,1.0,3.0,,2.0,3.0,,1.0,,,,3.0,2.0,,1.0,1.0,,,,2.0,1.0,,,,,,,,,,,,
10390064,home,AS Monaco,Youssouf Fofana,,,youssouf-fofana,Y. Fofana,M,19,185,6182,M,945062,EUR,915926400,M,19,19,False,45.0,33.0,4.0,2.0,13.0,13.0,20.0,32.0,7.0,,,,90.0,57.0,6.8,17.0,0.0,0.0,0.157916,0,,1.0,,,9.0,3.0,2.0,2.0,1.0,,,,,1.0,2.0,3.0,YFofana19_,,,,,,5.0,2.0,,,,,,,,,
10390064,home,AS Monaco,Mohamed Camara,,,camara-mohamed,M. Camara,M,4,175,3786,M,1008849,EUR,947116800,M,4,4,False,53.0,44.0,4.0,2.0,21.0,23.0,23.0,30.0,7.0,,,,90.0,74.0,6.4,17.0,0.0,0.0,0.029033,0,,,,,7.0,4.0,,2.0,,,,3.0,,1.0,3.0,,camara_mohamed6,,,1.0,4.0,,2.0,,,,,,,,,,
10390064,home,AS Monaco,Gelson Martins,,,gelson-martins,G. Martins,M,10,173,2048,M,364618,EUR,800150400,M,77,77,False,32.0,26.0,2.0,,5.0,7.0,21.0,26.0,8.0,,,,75.0,55.0,6.9,13.0,0.2415,0.1926,0.251492,5,,,1.0,1.0,6.0,5.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,,,1.0,,1.0,2.0,,3.0,,3.0,1.0,1.0,2.0,,,,,,,
10390064,home,AS Monaco,Aleksandr Golovin,,,aleksandr-golovin,A. Golovin,M,10,180,8439,M,318963,EUR,833414400,M,17,17,False,34.0,24.0,4.0,2.0,9.0,10.0,18.0,27.0,4.0,,,,89.0,52.0,7.2,14.0,0.1087,0.3302,0.100462,2,,,3.0,4.0,6.0,3.0,1.0,,,1.0,1.0,2.0,1.0,1.0,,3.0,alex_golovin17,,1.0,,1.0,,1.0,,,,3.0,1.0,,,,,
10390064,home,AS Monaco,Eliesse Ben Seghir,,,eliesse-ben-seghir,E. Ben Seghir,M,17,178,21668,M,1394353,EUR,1108512000,F,44,44,False,25.0,19.0,2.0,2.0,4.0,4.0,15.0,21.0,4.0,,,,64.0,36.0,7.1,8.0,0.2289,0.2088,0.0863503,3,,,,1.0,5.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,2.0,benseghir44,,1.0,,,,1.0,,1.0,1.0,,,1.0,,,,
10390064,home,AS Monaco,Wissam Ben Yedder,,,wissam-ben-yedder,W. Ben Yedder,F,35,170,5487,M,119192,EUR,650419200,F,10,10,False,19.0,15.0,1.0,1.0,1.0,2.0,14.0,17.0,1.0,,,,65.0,24.0,7.5,5.0,0.4458,0.8687,0.105324,2,,,,,,2.0,,,,1.0,,2.0,1.0,,,1.0,wisbenyedder,,,,1.0,,,,,1.0,,1.0,1.0,True,1.0,,
10390064,home,AS Monaco,Ismail Jakobs,,,ismail-jakobs,I. Jakobs,D,4,184,7001,M,897291,EUR,934848000,D,14,14,True,7.0,5.0,,,1.0,1.0,5.0,7.0,,,,,26.0,12.0,6.2,4.0,0.0,0.0,0.00450358,0,,,1.0,2.0,3.0,3.0,1.0,,,,1.0,1.0,,,,,ismaijakobs,2.0,,,1.0,,,,,,1.0,,,,,,
10390064,home,AS Monaco,Breel Embolo,,,breel-embolo,B. Embolo,F,7,185,4494,M,352296,EUR,855878400,F,36,36,True,6.0,4.0,1.0,,3.0,3.0,1.0,3.0,1.0,,,,25.0,16.0,7.0,9.0,0.1177,0.6213,0.00079566,1,,,,1.0,4.0,4.0,,,,1.0,,1.0,1.0,1.0,1.0,,breelembolo97,2.0,,,4.0,,2.0,,,,,1.0,1.0,,,,
10390064,home,AS Monaco,Ruben Aguilar,,,ruben-aguilar,R. Aguilar,M,2,172,407,M,579576,EUR,735782400,D,26,26,True,5.0,4.0,,,2.0,2.0,2.0,3.0,1.0,,,,15.0,11.0,6.5,2.0,0.0,0.0,0.0139772,0,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,1.0,,2.0,1.0,,,,,,,,,,,,
10390064,home,AS Monaco,Kevin Volland,Kevin,Volland,kevin-volland,K. Volland,F,31,179,1036,M,117373,EUR,712454400,F,31,31,True,1.0,1.0,,,1.0,1.0,,,1.0,,,,1.0,1.0,,,0.0,0.0,3.02e-06,0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
10390064,home,AS Monaco,Thomas Didillon,,,thomas-didillon,T. Didillon,G,1,193,120,M,339809,EUR,817516800,G,30,30,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390064,home,AS Monaco,Malang Sarr,,,malang-sarr,M. Sarr,D,20,182,2159,M,826203,EUR,917049600,D,23,23,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390064,home,AS Monaco,Takumi Minamino,,,takumi-minamino,T. Minamino,M,18,174,8866,M,155818,EUR,790214400,M,18,18,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,Minamino,,,,,,,,,,,,,,,,
10390064,home,AS Monaco,Eliot Matazo,,,eliot-matazo,E. Matazo,M,36,174,581,M,1046150,EUR,1013731200,M,15,15,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390064,home,AS Monaco,Myron Boadu,,,myron-boadu,M. Boadu,F,21,183,1735,M,856744,EUR,979430400,F,9,9,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390064,away,Auxerre,Ionuț Radu,,,ionut-radu,I. Radu,G,13,188,3683,M,815202,EUR,864777600,G,1,1,False,34.0,25.0,15.0,6.0,20.0,22.0,5.0,12.0,13.0,,2.0,3.0,90.0,46.0,6.2,10.0,0.0,0.0,0.00594594,0,-0.6327,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
10390064,away,Auxerre,Akim Zedadka,,,akim-zedadka,A. Zedadka,D,80,173,1095,M,558524,EUR,801792000,D,13,13,False,42.0,39.0,2.0,2.0,21.0,22.0,18.0,22.0,6.0,,,,90.0,58.0,6.6,7.0,0.0,0.0,0.0736678,0,,,2.0,,1.0,6.0,,,,,,2.0,1.0,1.0,,,,3.0,,1.0,1.0,,1.0,,,,,,,,,,
10390064,away,Auxerre,Julian Jeanvier,,,julian-jeanvier,J. Jeanvier,D,,183,630,M,250477,EUR,702000000,D,27,27,False,43.0,39.0,5.0,2.0,30.0,32.0,9.0,11.0,3.0,,,,69.0,50.0,6.4,5.0,0.0767,0.0572,0.00400721,1,,,,,2.0,2.0,1.0,1.0,,1.0,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,
10390064,away,Auxerre,Souleymane Isaak Touré,,,souleymane-isaak-toure,S. I. Touré,D,95,206,1092,M,1012650,EUR,1048809600,D,95,95,False,70.0,59.0,5.0,4.0,48.0,53.0,11.0,17.0,8.0,,,,90.0,90.0,6.3,16.0,0.2189,0.0,0.0704085,1,,,,,3.0,3.0,,1.0,,,2.0,1.0,,,1.0,2.0,,2.0,1.0,4.0,2.0,1.0,2.0,,1.0,,,,,,,1.0,
