match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_fouls,player_sofascoreId,stat_wasFouled,captain,stat_goalAssist,stat_wonContest,stat_ownGoals,stat_totalOffside
10411621,home,Lecce,Wladimiro Falcone,,,wladimiro-falcone,W. Falcone,G,30,195,839,M,256667,EUR,797644800,G,30,30,False,29.0,8.0,29.0,8.0,2.0,2.0,6.0,27.0,2.0,2.0,2.0,6.0,1.0,1.0,3.0,3.0,2.0,90.0,36.0,6.1,21.0,0.0,0.0,0.00247034,18.37047317143,2.0,-1.26,0.21,0,0.0855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411621,home,Lecce,Valentin Gendrey,,,valentin-gendrey,V. Gendrey,D,15,179,294,M,944899,EUR,961545600,D,17,17,False,20.0,15.0,1.0,1.0,3.0,5.0,13.0,18.0,1.0,4.0,2.0,7.0,,,,,,90.0,51.0,6.6,13.0,0.3835,0.0,0.046177,134.53850375001,12.0,98.805,21.63,3,,3.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,2.0,1.0,53.124208696655,2.0,1.0,,,,,,,,,,,
10411621,home,Lecce,Federico Baschirotto,,,federico-baschirotto,F. Baschirotto,D,6,187,1366,M,786175,EUR,843177600,D,6,6,False,25.0,13.0,8.0,1.0,4.0,7.0,9.0,18.0,4.0,4.0,5.0,6.0,,,,,,90.0,37.0,7.1,12.0,0.0917,0.4174,0.00234771,59.149968017474,9.0,14.595,6.72,1,,,,6.0,7.0,,,,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,
10411621,home,Lecce,Samuel Umtiti,,,samuel-umtiti,S. Umtiti,D,,182,3972,M,96547,EUR,753235200,D,93,93,False,21.0,16.0,6.0,3.0,9.0,11.0,7.0,10.0,1.0,5.0,2.0,8.0,,,,,,90.0,31.0,6.6,5.0,0.0,0.0,0.00322142,85.190816857413,8.0,-5.775,22.995,0,,,,1.0,2.0,1.0,,,,,,,1.0,1.0,1.0,,23.510441106028,1.0,,,,1.0,,samumtiti,3.0,,,,,
10411621,home,Lecce,Giuseppe Pezzella,,,giuseppe-pezzella,G. Pezzella,M,3,187,619,M,814589,EUR,880761600,D,97,97,False,16.0,14.0,2.0,1.0,3.0,4.0,11.0,12.0,1.0,3.0,,4.0,,,,,,62.0,28.0,6.4,7.0,0.0,0.0,0.0100345,44.996983262193,3.0,35.175,24.255,0,,,,,4.0,,1.0,1.0,,,,,,2.0,1.0,1.0,25.54779053069,1.0,,,,,2.0,,,,,,,
10411621,home,Lecce,Alexis Blin,,,alexis-blin,A. Blin,M,28,184,149,M,318657,EUR,842832000,M,29,29,False,35.0,28.0,6.0,3.0,14.0,17.0,14.0,18.0,1.0,7.0,3.0,5.0,,,,,,90.0,53.0,7.3,9.0,0.0,0.0,0.0205083,38.082033470577,7.0,-5.25,6.825,0,,,,4.0,6.0,,,,,,,,3.0,4.0,2.0,2.0,,,2.0,,,1.0,2.0,,2.0,,,,,
10411621,home,Lecce,Morten Hjulmand,Morten,Hjulmand,hjulmand-morten,M. Hjulmand,M,42,185,4443,M,859917,EUR,930268800,M,42,42,False,25.0,17.0,2.0,,8.0,12.0,10.0,14.0,,5.0,1.0,2.0,,,,,,90.0,41.0,7.5,9.0,0.0,0.0,0.0760408,17.176663204057,2.0,-5.88,-2.205,0,,1.0,1.0,1.0,3.0,1.0,,,1.0,,,,4.0,3.0,3.0,1.0,,,1.0,,,,1.0,,2.0,True,1.0,,,
10411621,home,Lecce,Joan González,,,joan-gonzalez,J. González,M,,190,178,M,1137730,EUR,1012521600,M,16,16,False,11.0,8.0,,,4.0,5.0,4.0,6.0,,5.0,,4.0,,,,,,62.0,22.0,6.5,6.0,0.0856,0.0,0.00263458,36.488514486926,7.0,6.615,7.245,1,,,,,4.0,2.0,,2.0,,,,1.0,,3.0,2.0,1.0,7.2462763541008,1.0,,,,,1.0,,1.0,,,1.0,,
10411621,home,Lecce,Gabriel Strefezza,,,gabriel-strefezza,G. Strefezza,M,7,168,2181,M,877201,EUR,861321600,F,27,27,False,33.0,26.0,4.0,3.0,3.0,5.0,24.0,35.0,,6.0,,9.0,,,,,,89.0,73.0,7.0,28.0,0.222,0.2709,0.0529703,229.73737774242,26.0,98.175,42.735,6,,7.0,1.0,2.0,11.0,,4.0,5.0,,,3.0,1.0,1.0,5.0,3.0,5.0,94.297265170442,4.0,3.0,2.0,,,1.0,,1.0,,,,,
10411621,home,Lecce,Lorenzo Colombo,,,lorenzo-colombo,L. Colombo,F,29,183,2440,M,930191,EUR,1015545600,F,9,9,False,14.0,9.0,1.0,,4.0,4.0,5.0,11.0,1.0,1.0,2.0,4.0,,,,,,72.0,28.0,6.6,12.0,0.0621,0.0,0.0220404,98.680871110392,7.0,-40.74,9.345,1,,1.0,,4.0,8.0,,3.0,,,,,1.0,,,,3.0,,,4.0,,,,1.0,,,,,,,
10411621,home,Lecce,Federico Di Francesco,,,federico-di-francesco,F. D. Francesco,M,94,171,208,M,320979,EUR,771552000,F,11,11,False,14.0,12.0,1.0,1.0,2.0,3.0,11.0,15.0,,2.0,1.0,2.0,,,,,,72.0,30.0,7.1,7.0,0.4759,0.0,0.418568,120.83893759982,11.0,93.66,29.82,3,,4.0,1.0,,1.0,,,2.0,1.0,1.0,2.0,1.0,2.0,,,1.0,62.902710453157,3.0,1.0,,,,,,1.0,,,1.0,,
10411621,home,Lecce,Antonino Gallo,,,antonino-gallo,A. Gallo,D,25,183,673,M,945616,EUR,947030400,D,25,25,True,10.0,4.0,2.0,,1.0,2.0,3.0,9.0,1.0,3.0,2.0,2.0,,,,,,28.0,17.0,6.6,8.0,0.0,0.0,0.0024388,24.019245274658,4.0,11.025,7.665,0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,
10411621,home,Lecce,Youssef Maleh,,,maleh-youssef,Y. Maleh,M,29,177,1361,M,849274,EUR,903744000,M,32,32,True,5.0,4.0,1.0,,1.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,,,,,,28.0,8.0,6.6,1.0,0.0268,0.0,0.0101817,11.215076947438,2.0,-2.1,3.57,1,,,,,3.0,2.0,,,,,,1.0,,1.0,1.0,,,,1.0,,,,1.0,,,,,,,
10411621,home,Lecce,Lameck Banda,,,lameck-banda,L. Banda,M,19,165,4769,M,911350,EUR,980726400,M,22,22,True,6.0,5.0,,,1.0,1.0,4.0,5.0,,2.0,,1.0,,,,,,18.0,15.0,6.2,4.0,0.0249,0.0,0.0049413,17.823637951841,3.0,-2.835,3.57,1,,,,1.0,5.0,1.0,2.0,1.0,,,,1.0,,,,1.0,,,,,,,1.0,lameckbanda.10,1.0,,,1.0,,
