match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_shotValueNormalized,stat_outfielderBlock,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_interceptionWon,stat_wonContest,captain,stat_bigChanceCreated,stat_goals,player_sofascoreId,stat_blockedScoringAttempt,stat_clearanceOffLine,stat_hitWoodwork
14062171,home,VfB Stuttgart,Alexander Nübel,,,alexander-nubel,A. Nübel,G,33,193,2048,M,584722,EUR,844041600,G,33,33,False,39.0,30.0,17.0,9.0,0.0,24.0,27.0,6.0,12.0,1.0,10.0,3.0,2.0,2.0,2.0,2.0,90.0,51.0,7.0,9.0,0.00152086,58.987887366133,10.0,22.995,8.4,0.2715,0,0.0064,0.08,0.01,-0.05,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062171,home,VfB Stuttgart,Josha Vagnoman,,,josha-vagnoman,J. Vagnoman,D,4,186,549,M,906278,EUR,976492800,D,4,4,False,32.0,28.0,2.0,1.0,0.0,10.0,12.0,18.0,20.0,2.0,2.0,,,,,,89.0,53.0,5.4,9.0,0.038848,84.105161310309,10.0,42.945,34.23,,4,,-0.04,-0.08,-0.17,,1.0,1.0,7.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0041,0.2,34.497036916234,1.0,1.0,-1.0,,,,,,,,,,,,,
14062171,home,VfB Stuttgart,Ramon Hendriks,,,ramon-hendriks,R. Hendriks,D,3,189,435,M,916943,EUR,995414400,D,3,3,False,65.0,60.0,9.0,6.0,1.0,30.0,32.0,30.0,33.0,10.0,5.0,,,,,,89.0,86.0,8.0,5.0,0.0414087,244.71084586231,24.0,97.125,41.79,,0,,0.21,0.27,0.44,,2.0,5.0,4.0,8.0,1.0,,,,,,2.0,1.0,,1.0,,,85.764476697987,3.0,1.0,,3.0,2.0,,,,,,,,,,,
14062171,home,VfB Stuttgart,Jeff Chabot,,,julian-chabot,J. Chabot,D,24,194,723,M,863271,EUR,887241600,D,24,24,False,67.0,63.0,6.0,3.0,0.0,27.0,30.0,36.0,37.0,11.0,3.0,,,,,,90.0,87.0,7.9,6.0,0.0364319,274.16638982407,25.0,204.75,33.495,,0,,0.33,0.2,0.33,,4.0,8.0,7.0,13.0,,,1.0,,,,3.0,1.0,1.0,2.0,,,112.35678990539,5.0,,,2.0,2.0,,,,,,,,,,,
14062171,home,VfB Stuttgart,Maximilian Mittelstädt,,,maximilian-mittelstadt,M. Mittelstädt,D,7,178,2368,M,788949,EUR,858643200,D,7,7,False,42.0,37.0,3.0,1.0,0.0,19.0,21.0,18.0,21.0,4.0,5.0,,,,,,90.0,71.0,7.0,13.0,0.09824,99.952708772648,14.0,30.45,19.845,,1,,0.11,0.08,0.22,,1.0,2.0,4.0,7.0,,2.0,1.0,,1.0,,4.0,3.0,1.0,,0.0151,,35.678171168113,2.0,1.0,-0.11,1.0,1.0,5.0,1.0,1.0,,,,,,,,
14062171,home,VfB Stuttgart,Jamie Leweling,,,leweling-jamie,J. Leweling,M,18,184,1954,M,990201,EUR,983145600,M,18,18,False,25.0,17.0,2.0,,0.0,2.0,4.0,15.0,21.0,,2.0,,,,,,90.0,41.0,6.3,18.0,0.0344433,82.661429083656,10.0,13.86,13.65,,0,,-0.09,0.07,0.0,,3.0,1.0,6.0,4.0,,3.0,1.0,,,,1.0,1.0,5.0,,,,15.218600756968,1.0,1.0,,,1.0,1.0,,,1.0,,,,,,,
14062171,home,VfB Stuttgart,Atakan Karazor,,,atakan-karazor,A. Karazor,M,16,190,1082,M,801030,EUR,845164800,M,16,16,False,51.0,38.0,2.0,,0.0,12.0,15.0,26.0,36.0,7.0,2.0,,,,,,90.0,69.0,7.6,14.0,0.395174,66.79060531548,11.0,15.12,10.5,,0,,0.21,0.05,0.33,,,4.0,1.0,10.0,,,2.0,,,,1.0,1.0,,,,,,,1.0,,2.0,4.0,,,,1.0,True,1.0,,,,,
14062171,home,VfB Stuttgart,Angelo Stiller,,,stiller-angelo,A. Stiller,M,6,183,7426,M,901882,EUR,986342400,M,6,6,False,70.0,66.0,5.0,3.0,0.0,27.0,30.0,39.0,40.0,,2.0,,,,,,89.0,88.0,6.7,11.0,0.0922187,216.65890497647,21.0,78.33,25.095,,1,,0.43,0.12,-0.13,,2.0,1.0,7.0,3.0,2.0,3.0,,1.0,1.0,,1.0,,2.0,,0.4084,,68.596506647065,3.0,2.0,-0.53,,1.0,2.0,,,,,,,,,,
14062171,home,VfB Stuttgart,Chris Führich,,,chris-fuhrich,C. Führich,M,10,178,1574,M,891510,EUR,884304000,M,10,10,False,39.0,30.0,3.0,3.0,0.0,8.0,10.0,22.0,29.0,1.0,1.0,,,,,,76.0,53.0,8.8,15.0,0.776854,220.26024713604,21.0,104.475,18.795,,1,,0.74,0.52,-0.01,,1.0,,3.0,2.0,,1.0,2.0,,,1.0,1.0,,3.0,,0.0573,0.5688,105.10026712403,7.0,2.0,0.54,,,2.0,1.0,,1.0,,2.0,1.0,,,,
14062171,home,VfB Stuttgart,Deniz Undav,,,deniz-undav,D. Undav,F,26,179,7593,M,794298,EUR,837734400,F,26,26,False,32.0,23.0,1.0,1.0,0.0,8.0,11.0,15.0,21.0,,4.0,,,,,,90.0,42.0,7.0,11.0,0.303437,91.14184942051,13.0,14.07,16.17,,5,,0.25,0.28,-0.01,,2.0,3.0,3.0,3.0,,,,1.0,3.0,1.0,,,2.0,1.0,0.6463,0.548,28.035439881108,2.0,1.0,0.05,,,,,1.0,,,1.0,,denizundav,1.0,,
