match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_aerialWon,stat_interceptionWon,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_errorLeadToAShot,stat_wasFouled,stat_keyPass,stat_blockedScoringAttempt,stat_goals,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_hitWoodwork,captain,stat_bigChanceMissed,stat_goodHighClaim,stat_punches,stat_outfielderBlock
11401893,home,RKC Waalwijk,Jeroen Houwen,jeroen-houwen,J. Houwen,G,188.0,36,M,339367,EUR,824601600,G,21,21,False,40.0,22.0,22.0,5.0,17.0,22.0,5.0,18.0,1.0,7.0,2.0,2.0,90.0,49.0,6.6,18.0,0.00178814,0,-0.4694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401893,home,RKC Waalwijk,Jurien Gaari,jurien-gaari,J. Gaari,D,181.0,58,M,884944,EUR,756604800,D,23,23,False,43.0,38.0,11.0,6.0,27.0,28.0,11.0,17.0,3.0,4.0,,,90.0,62.0,6.8,11.0,0.00884028,1,,3,2.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,3.0,1.0,0.0277,,,,,,,,,,,,,,,,,,,,
11401893,home,RKC Waalwijk,Shawn Adewoye,shawn-adewoye,S. Adewoye,D,183.0,156,M,989586,EUR,962236800,D,4,4,False,44.0,39.0,4.0,1.0,31.0,34.0,8.0,10.0,6.0,4.0,,,90.0,55.0,6.8,6.0,0.00365904,0,,4,,,,4.0,,,1.0,1.0,,,,1.0,,,,3.0,2.0,,,,,,,,,,,,,,,,,,
11401893,home,RKC Waalwijk,Dario Van Den Buijs,dario-van-den-buijs,D. V. D. Buijs,D,188.0,65,M,783468,EUR,810864000,D,3,3,False,47.0,35.0,10.0,5.0,24.0,27.0,11.0,20.0,11.0,7.0,,,90.0,71.0,7.8,14.0,0.0122822,2,,33,,2.0,3.0,11.0,,,,,,4.0,1.0,1.0,1.0,,0.04,7.0,2.0,2.0,0.1338,,,,,,,,,,,,,,,,
11401893,home,RKC Waalwijk,Julian Lelieveld,julian-lelieveld,J. Lelieveld,D,184.0,104,M,798179,EUR,880329600,M,2,2,False,42.0,34.0,7.0,4.0,14.0,17.0,20.0,26.0,1.0,12.0,,,90.0,69.0,7.1,16.0,0.0548424,0,,2,1.0,,3.0,5.0,,1.0,3.0,1.0,,3.0,3.0,,,,,,2.0,,,,,1.0,1.0,1.0,,,,,,,,,,,
11401893,home,RKC Waalwijk,Godfried Roemeratoe,godfried-roemeratoe,G. Roemeratoe,M,178.0,106,M,825849,EUR,935020800,M,24,24,False,31.0,27.0,3.0,3.0,13.0,16.0,14.0,15.0,1.0,7.0,,,87.0,40.0,7.1,4.0,0.0252391,1,,6,,1.0,2.0,4.0,,,,,,2.0,2.0,,1.0,,0.0736,1.0,1.0,,,,,,1.0,,1.0,,,,,,,,,,
11401893,home,RKC Waalwijk,Yassin Oukili,oukili-yassin,Y. Oukili,M,195.0,495,M,1010846,EUR,978480000,M,6,6,False,21.0,15.0,3.0,2.0,5.0,7.0,10.0,14.0,2.0,4.0,,,90.0,38.0,7.6,8.0,0.0191024,2,,5,,,3.0,8.0,,1.0,4.0,3.0,,3.0,2.0,,1.0,,0.0679,,,1.0,0.3583,,,,2.0,1.0,1.0,1.0,,,,,,,,,
11401893,home,RKC Waalwijk,Aaron Meijers,aaron-meijers,A. Meijers,D,176.0,30,M,32386,EUR,562377600,M,28,28,False,35.0,22.0,8.0,2.0,12.0,16.0,11.0,25.0,,6.0,,,71.0,57.0,7.3,22.0,0.14442,0,,14,6.0,1.0,9.0,7.0,5.0,2.0,2.0,2.0,,3.0,3.0,1.0,1.0,,,,,,,Aaron,Meijers,,2.0,3.0,,,1.0,1.0,1.0,,,,,,
11401893,home,RKC Waalwijk,Chris Lokesa,lokesa-chris,C. Lokesa,M,175.0,140,M,1126518,EUR,1099785600,F,14,14,False,17.0,14.0,1.0,,3.0,4.0,13.0,18.0,1.0,1.0,,,70.0,29.0,6.6,8.0,0.0438696,2,,5,5.0,1.0,2.0,1.0,,1.0,,,2.0,1.0,1.0,1.0,,,0.0818,,,,,,,,,,,,,2.0,,1.0,,,,,
11401893,home,RKC Waalwijk,Michiel Kramer,michiel-kramer,M. Kramer,F,195.0,192,M,36781,EUR,597110400,F,29,29,False,13.0,10.0,1.0,,3.0,3.0,7.0,11.0,2.0,1.0,,,89.0,20.0,6.8,5.0,0.101596,1,,29,1.0,4.0,5.0,4.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.2339,3.0,,,,,,,,2.0,,,,,,,True,1.0,,,
