match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_fouls,player_firstName,player_lastName,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_totalTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialLost,stat_wonTackle,stat_totalCross,stat_wonContest,stat_shotOffTarget,stat_unsuccessfulTouch,stat_wasFouled,player_sofascoreId,stat_accurateCross,stat_bigChanceCreated,stat_penaltyConceded,stat_keyPass,stat_dispossessed,stat_blockedScoringAttempt,stat_goalAssist,stat_bigChanceMissed,stat_totalOffside,stat_hitWoodwork,stat_errorLeadToAGoal
11407511,home,Lazio,Ivan Provedel,ivan-provedel,I. Provedel,G,94,194,1818,M,308182,EUR,763862400,G,94,94,False,28.0,21.0,17.0,10.0,17.0,19.0,4.0,9.0,2.0,1.0,1.0,1.0,90.0,31.0,6.8,7.0,0.00101596,0,0.0246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407511,home,Lazio,Adam Marušić,adam-marusic,A. Marušić,D,77,185,1131,M,267619,EUR,719280000,D,77,77,False,47.0,36.0,5.0,3.0,20.0,25.0,16.0,22.0,6.0,,,,90.0,70.0,6.6,16.0,0.00519304,0,,True,3.0,3.0,3.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407511,home,Lazio,Patric,patric,Patric,D,4,184,495,M,217784,EUR,735004800,D,4,4,False,51.0,47.0,4.0,3.0,42.0,43.0,5.0,8.0,1.0,,,,90.0,61.0,7.4,4.0,0.00351862,1,,,,2.0,1.0,,6.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,0.3176,0.8273,,,,,,,,,,,,,,,,,,,
11407511,home,Lazio,Mario Gila Fuentes,mario-gila-fuentes,M. Gila,D,34,183,1766,M,965828,EUR,967507200,D,34,34,False,58.0,53.0,8.0,5.0,44.0,46.0,9.0,12.0,4.0,,,,90.0,69.0,6.8,8.0,0.00232591,0,,,2.0,2.0,4.0,1.0,3.0,2.0,,,,,,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,
11407511,home,Lazio,Luca Pellegrini,luca-pellegrini,L. Pellegrini,D,3,178,1350,M,826186,EUR,920764800,D,3,3,False,32.0,23.0,4.0,2.0,14.0,18.0,9.0,16.0,6.0,,,,54.0,48.0,7.3,14.0,0.0101147,1,,,1.0,1.0,7.0,3.0,,1.0,2.0,,,,,,,2.0,0.026,,,2.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,
11407511,home,Lazio,Mattéo Guendouzi,matteo-guendouzi,M. Guendouzi,M,6,185,7016,M,852404,EUR,924048000,M,8,8,False,43.0,37.0,5.0,5.0,18.0,19.0,21.0,28.0,10.0,,,,90.0,55.0,7.2,9.0,0.456054,0,,,1.0,5.0,4.0,1.0,,2.0,3.0,,,2.0,,,,1.0,,,2.0,1.0,4.0,1.0,,1.0,1.0,MatteoGuendouzi,2.0,1.0,1.0,2.0,,,,,,,
11407511,home,Lazio,Nicolò Rovella,nicolo-rovella,N. Rovella,M,6,179,2966,M,937324,EUR,1007424000,M,65,65,False,53.0,46.0,3.0,1.0,27.0,30.0,19.0,26.0,8.0,,,,86.0,72.0,7.1,12.0,0.0204528,0,,,1.0,5.0,8.0,3.0,1.0,1.0,2.0,,,,,,1.0,4.0,,,1.0,2.0,3.0,1.0,,,2.0,,,,,1.0,,,,,,,
11407511,home,Lazio,Daichi Kamada,daichi-kamada,D. Kamada,M,18,184,6890,M,794338,EUR,839203200,M,6,6,False,17.0,16.0,3.0,3.0,10.0,10.0,6.0,7.0,3.0,,,,66.0,27.0,6.6,5.0,0.00316346,1,,,,5.0,3.0,2.0,1.0,,1.0,,,,,,,1.0,0.0199,,3.0,1.0,,2.0,,3.0,,kamadadaichi,,,,1.0,1.0,1.0,,,,,
11407511,home,Lazio,Felipe Anderson,felipe-anderson,F. Anderson,M,7,175,6043,M,152276,EUR,734832000,F,7,7,False,21.0,13.0,2.0,,2.0,3.0,11.0,18.0,1.0,,,,45.0,39.0,6.6,17.0,0.0197912,1,,,1.0,5.0,5.0,2.0,,1.0,1.0,,,1.0,,,,4.0,0.0445,,,1.0,,,1.0,6.0,,F_Andersoon,,,,,1.0,,,,,,
11407511,home,Lazio,Valentín Castellanos,valentin-castellanos,V. Castellanos,F,11,179,10645,M,877013,EUR,907372800,F,19,19,False,29.0,18.0,2.0,2.0,4.0,4.0,14.0,26.0,3.0,,,,90.0,51.0,8.6,18.0,0.0752127,5,,,7.0,8.0,12.0,3.0,,,2.0,,,,2.0,1.0,1.0,1.0,0.9346,0.8392,3.0,,1.0,3.0,1.0,3.0,1.0,tatycastellanos11,,,,2.0,3.0,2.0,1.0,1.0,2.0,,
