match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_jerseyNumber,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_interceptionWon,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_dispossessed,stat_wonContest,player_sofascoreId,stat_wasFouled,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_goalAssist,stat_goals,stat_hitWoodwork,stat_totalOffside
10382266,home,FC Emmen,Mickey van der Hart,mickey-van-der-hart,M. v. d. Hart,G,188,97,M,242313,EUR,771465600,G,32,32,False,27.0,15.0,16.0,5.0,10.0,15.0,5.0,12.0,1.0,1.0,1.0,11.0,1.0,3.0,6.0,1.0,90.0,44.0,7.3,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382266,home,FC Emmen,Mohamed Bouchouari,mohamed-bouchouari,M. Bouchouari,D,170,778,M,965329,EUR,974246400,D,34,34,False,46.0,38.0,4.0,1.0,18.0,21.0,20.0,31.0,1.0,3.0,,4.0,,,,,90.0,71.0,6.4,19.0,0,,,34,6.0,1.0,7.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,
10382266,home,FC Emmen,Miguel Araujo,miguel-araujo,M. Araujo,D,178,883,M,370226,EUR,782956800,D,5,5,False,48.0,42.0,4.0,2.0,28.0,32.0,14.0,16.0,5.0,5.0,7.0,8.0,,,,,90.0,61.0,6.8,7.0,0,,,20,,5.0,5.0,,,1.0,,,1.0,,,True,1.0,,,,,,,,,,,,,,
10382266,home,FC Emmen,Mike te Wierik,mike-te-wierik,M. t. Wierik,D,191,47,M,127554,EUR,707961600,D,17,17,False,44.0,36.0,6.0,2.0,25.0,30.0,11.0,17.0,4.0,5.0,8.0,6.0,,,,,90.0,66.0,7.0,11.0,0,,,23,3.0,6.0,7.0,,,1.0,1.0,1.0,,1.0,,,3.0,,,,,,,,,,,,,,
10382266,home,FC Emmen,Julius Dirksen,julius-dirksen,J. Dirksen,D,185,74,M,1001943,EUR,1044144000,D,24,24,False,44.0,32.0,6.0,2.0,23.0,27.0,10.0,20.0,2.0,3.0,5.0,4.0,,,,,90.0,75.0,7.1,18.0,2,,,26,3.0,3.0,6.0,1.0,,,1.0,1.0,2.0,2.0,2.0,,5.0,1.0,1.0,1.0,1.0,,,,,,,,,,
10382266,home,FC Emmen,Lucas Bernadou,bernadou-lucas,L. Bernadou,M,178,53,M,997187,EUR,969753600,M,8,8,False,30.0,25.0,1.0,,10.0,11.0,15.0,21.0,1.0,1.0,1.0,2.0,,,,,60.0,34.0,6.2,8.0,0,,,6,2.0,2.0,4.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,
10382266,home,FC Emmen,Keziah Veendorp,keziah-veendorp,K. Veendorp,D,183,41,M,361778,EUR,856137600,M,2,2,False,43.0,35.0,5.0,3.0,16.0,17.0,19.0,26.0,4.0,6.0,4.0,6.0,,,,,85.0,52.0,7.0,8.0,0,,,,,,1.0,,2.0,,,,,1.0,1.0,,,,,,,,2.0,,,,,,,,
10382266,home,FC Emmen,Ole Romeny,ole-romeny,O. Romeny,F,185,13950,M,921948,EUR,961459200,M,77,77,False,23.0,19.0,2.0,1.0,6.0,7.0,13.0,18.0,1.0,9.0,2.0,6.0,,,,,90.0,48.0,7.0,11.0,2,,,11,2.0,4.0,6.0,,3.0,,1.0,1.0,3.0,,2.0,,,,,1.0,1.0,,1.0,oleromeny,6.0,,,,,,
10382266,home,FC Emmen,Jari Vlak,jari-vlak,J. Vlak,M,191,123,M,932652,EUR,903139200,M,20,20,False,47.0,38.0,2.0,,14.0,18.0,24.0,30.0,4.0,4.0,,4.0,,,,,90.0,57.0,6.6,12.0,1,,,8,1.0,3.0,6.0,2.0,1.0,1.0,,,1.0,,2.0,,1.0,,,,1.0,,,,,,,,,,
10382266,home,FC Emmen,Jeremy Antonisse,jeremy-antonisse,J. Antonisse,F,177,141,M,1092638,EUR,1017360000,M,57,57,False,18.0,15.0,3.0,1.0,6.0,8.0,9.0,10.0,1.0,6.0,2.0,7.0,,,,,79.0,38.0,6.7,8.0,2,Jeremy,Antonisse,7,,6.0,9.0,1.0,3.0,,1.0,1.0,3.0,1.0,,,1.0,,,1.0,1.0,,2.0,,2.0,,,,,,
10382266,home,FC Emmen,Mark Diemers,mark-diemers,M. Diemers,M,175,198,M,252123,EUR,750297600,F,10,10,False,33.0,29.0,4.0,2.0,9.0,9.0,22.0,32.0,,2.0,,6.0,,,,,90.0,52.0,6.9,15.0,0,,,10,8.0,1.0,5.0,,2.0,,,,1.0,,2.0,,,2.0,,,,2.0,,,2.0,,,,,,
10382266,home,FC Emmen,Ahmed El Messaoudi,ahmed-el-messaoudi,A. E. Messaoudi,M,182,170,M,369798,EUR,807408000,M,23,23,True,21.0,19.0,1.0,,4.0,5.0,15.0,16.0,,2.0,,2.0,,,,,30.0,34.0,6.5,5.0,5,,,10,,,2.0,,2.0,,,,1.0,,,,,,,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,,,,
10382266,home,FC Emmen,Jasin Assehnoun,jasin-assehnoun,J. Assehnoun,M,175,80,M,943188,EUR,914630400,M,11,11,True,4.0,4.0,,,1.0,1.0,3.0,4.0,1.0,1.0,,1.0,,,,,11.0,10.0,6.4,3.0,0,,,78,1.0,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,
10382266,home,FC Emmen,Danny Hoesen,danny-hoesen,D. Hoesen,F,186,15,,113712,EUR,663897600,F,21,21,True,,,,,,,,,,,,,,,,,11.0,1.0,6.4,1.0,0,,,23,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10382266,home,FC Emmen,Eric Oelschlägel,eric-oelschlagel,E. Oelschlägel,G,193,62,M,253515,EUR,811555200,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382266,home,FC Emmen,Kyan van Dorp,kyan-van-dorp,K. v. Dorp,G,187,14,M,905384,EUR,958521600,G,16,16,True,,,,,,,,,,,,,,,,,,,,,0,Kyan,van Dorp,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382266,home,FC Emmen,Dennis Vos,dennis-vos,D. Vos,D,179,46,M,966537,EUR,1006905600,D,14,14,True,,,,,,,,,,,,,,,,,,,,,0,Dennis,Vos,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382266,home,FC Emmen,Lorenzo Burnet,lorenzo-burnet,L. Burnet,D,170,12,M,100384,EUR,663552000,D,18,18,True,,,,,,,,,,,,,,,,,,,,,0,Lorenzo,Burnet,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382266,home,FC Emmen,Michaël Heylen,michael-heylen,M. Heylen,D,187,30,M,311954,EUR,757555200,D,13,13,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382266,home,FC Emmen,Azzeddine Toufiqui,toufiqui-azzeddine,A. Toufiqui,M,175,52,,914710,EUR,924998400,M,27,27,True,,,,,,,,,,,,,,,,,,,,,0,Azzeddine,Toufiqui,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382266,away,Sparta Rotterdam,Nick Olij,nick-olij,N. Olij,G,185,555,M,227192,EUR,807235200,G,1,1,False,57.0,36.0,28.0,7.0,31.0,32.0,5.0,25.0,1.0,1.0,1.0,14.0,3.0,4.0,6.0,1.0,90.0,69.0,8.4,21.0,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382266,away,Sparta Rotterdam,Shurandy Sambo,shurandy-sambo,S. Sambo,D,174,235,M,916926,EUR,998179200,D,2,2,False,39.0,30.0,1.0,1.0,17.0,18.0,14.0,23.0,4.0,6.0,3.0,7.0,,,,,89.0,65.0,7.3,14.0,2,,,12,2.0,2.0,4.0,1.0,,,2.0,2.0,2.0,1.0,2.0,,,1.0,1.0,,1.0,,,,,,1.0,,,,
10382266,away,Sparta Rotterdam,Bart Vriends,bart-vriends,B. Vriends,D,188,217,M,41495,EUR,673747200,D,3,3,False,46.0,39.0,6.0,3.0,33.0,35.0,6.0,11.0,4.0,6.0,6.0,5.0,,,,,90.0,58.0,7.2,7.0,0,,,3,,1.0,3.0,,,,2.0,1.0,,2.0,,True,1.0,,,,,,,,,,,,,,
10382266,away,Sparta Rotterdam,Mike Eerdhuijzen,mike-eerdhuijzen,M. Eerdhuijzen,D,194,180,M,947842,EUR,963446400,D,4,4,False,87.0,76.0,10.0,4.0,60.0,64.0,16.0,23.0,5.0,7.0,6.0,6.0,,,,,90.0,100.0,7.3,11.0,0,,,44,,1.0,3.0,1.0,,1.0,1.0,,,1.0,,,1.0,,,,,,,,1.0,,,,,,
10382266,away,Sparta Rotterdam,Mica Pinto,mica-pinto,Mica,D,176,157,M,785815,EUR,739152000,D,5,5,False,63.0,54.0,6.0,3.0,34.0,39.0,21.0,27.0,,1.0,1.0,10.0,,,,,90.0,80.0,7.1,13.0,1,,,5,3.0,,4.0,1.0,1.0,,,,,2.0,1.0,,2.0,1.0,,,,1.0,1.0,,,,1.0,1.0,,,
10382266,away,Sparta Rotterdam,Jeremy van Mullem,jeremy-van-mullem,J. v. Mullem,D,184,54,M,990722,EUR,921715200,M,6,6,False,38.0,24.0,9.0,3.0,12.0,15.0,12.0,23.0,3.0,4.0,2.0,5.0,,,,,90.0,48.0,6.4,17.0,0,,,14,,,5.0,1.0,1.0,,1.0,1.0,1.0,3.0,,,1.0,,,,,,,,,,,,,,
10382266,away,Sparta Rotterdam,Joshua Kitolano,joshua-kitolano,J. Kitolano,M,170,272,M,913584,EUR,984009600,M,8,8,False,27.0,23.0,,,13.0,14.0,10.0,13.0,2.0,5.0,,6.0,,,,,90.0,34.0,6.8,5.0,1,,,8,,3.0,4.0,,,,3.0,2.0,1.0,1.0,1.0,,1.0,,,,1.0,,,,,1.0,,,,,
10382266,away,Sparta Rotterdam,Vito van Crooij,vito-van-crooij,V. van Crooij,M,172,213,M,385708,EUR,822873600,M,7,7,False,29.0,23.0,2.0,1.0,9.0,9.0,18.0,33.0,1.0,3.0,1.0,6.0,,,,,90.0,58.0,8.7,20.0,2,,,32,13.0,2.0,3.0,1.0,1.0,,,,2.0,,4.0,,,4.0,2.0,,2.0,,1.0,,1.0,,,,1.0,,
10382266,away,Sparta Rotterdam,Arno Verschueren,arno-verschueren,A. Verschueren,M,182,168,M,578344,EUR,870652800,M,10,10,False,31.0,22.0,2.0,1.0,7.0,8.0,15.0,25.0,2.0,5.0,,5.0,,,,,85.0,43.0,6.6,13.0,3,,,32,2.0,5.0,6.0,1.0,,,2.0,2.0,2.0,,1.0,,1.0,,,1.0,2.0,,,,1.0,2.0,,,,1.0,
10382266,away,Sparta Rotterdam,Koki Saito,koki-saito,K. Saito,M,170,1063,M,905356,EUR,997401600,M,11,11,False,25.0,17.0,2.0,1.0,8.0,10.0,9.0,17.0,1.0,8.0,1.0,6.0,,,,,75.0,46.0,7.5,15.0,3,,,14,2.0,1.0,3.0,,4.0,,2.0,1.0,3.0,,,,,,,,1.0,,2.0,,3.0,,2.0,,1.0,,1.0
10382266,away,Sparta Rotterdam,Tobias Lauritsen,tobias-lauritsen,T. Lauritsen,F,192,737,M,796943,EUR,872899200,F,9,9,False,26.0,14.0,1.0,1.0,2.0,4.0,12.0,22.0,9.0,13.0,,1.0,,,,,90.0,35.0,7.7,14.0,3,,,9,,9.0,12.0,,2.0,,,,,1.0,2.0,,,,1.0,2.0,1.0,2.0,2.0,,2.0,,,1.0,,,1.0
10382266,away,Sparta Rotterdam,Aaron Meijers,aaron-meijers,A. Meijers,D,176,30,M,32386,EUR,562377600,D,15,15,True,3.0,2.0,1.0,,2.0,2.0,,2.0,1.0,1.0,1.0,2.0,,,,,15.0,8.0,6.7,3.0,0,Aaron,Meijers,14,1.0,1.0,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,
10382266,away,Sparta Rotterdam,Dirk Abels,dirk-abels,D. Abels,D,177,60,M,583606,EUR,866160000,D,12,12,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,3.0,,,,,,11.0,4.0,6.7,,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382266,away,Sparta Rotterdam,Rick Meissen,rick-meissen,R. Meissen,D,193,44,M,1048906,EUR,1014508800,D,13,13,True,,,,,,,,,,,,,,,,,1.0,,,,0,Rick Meijssen,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382266,away,Sparta Rotterdam,Delano van Crooij,delano-van-crooy,D. v. Crooij,G,182,15,M,108714,EUR,676080000,G,30,30,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382266,away,Sparta Rotterdam,Youri Schoonderwaldt,youri-schoonderwaldt,Y. Schoonderwaldt,G,195,40,M,996720,EUR,952905600,G,20,20,True,,,,,,,,,,,,,,,,,,,,,0,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
