match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_expectedGoals,player_firstName,player_lastName,stat_totalCross,stat_challengeLost,stat_keyPass,stat_shotOffTarget,player_sofascoreId,stat_accurateCross,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_totalOffside,stat_goals,stat_bigChanceCreated,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_errorLeadToAGoal
12530808,home,Beşiktaş JK,Mert Günok,mert-gunok,M. Günok,G,34,196,4070,M,39573,EUR,604713600,G,34,34,False,True,26.0,18.0,13.0,5.0,0.0,16.0,17.0,2.0,9.0,1.0,7.0,1.0,1.0,1.0,90.0,34.0,6.5,9.0,0.00044862,0,-0.4295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530808,home,Beşiktaş JK,Jonas Svensson,jonas-svensson,J. Svensson,D,71,170,1475,M,98199,EUR,731376000,D,2,2,False,,49.0,38.0,3.0,1.0,0.0,17.0,21.0,21.0,28.0,1.0,5.0,,,,90.0,72.0,6.3,17.0,0.121199,0,,1.0,1.0,6.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
12530808,home,Beşiktaş JK,Felix Uduokhai,felix-uduokhai,F. Uduokhai,D,14,193,1725,M,792142,EUR,873763200,D,14,14,False,,63.0,53.0,8.0,5.0,0.0,41.0,44.0,12.0,19.0,5.0,4.0,,,,90.0,75.0,7.2,10.0,0.0065159,1,,4.0,8.0,4.0,10.0,,,1.0,,,1.0,,1.0,1.0,1.0,0.0366,,,,,,,,,,,,,,,,,,,
12530808,home,Beşiktaş JK,Emirhan Topçu,emirhan-topcu,E. Topçu,D,53,188,2617,M,895009,EUR,971222400,D,53,53,False,,84.0,68.0,15.0,6.0,0.0,43.0,47.0,25.0,37.0,5.0,7.0,,,,90.0,97.0,6.6,18.0,0.0142797,0,,2.0,2.0,4.0,2.0,,1.0,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
12530808,home,Beşiktaş JK,Bakhtiyar Zaynutdinov,bakhtiyar-zaynutdinov,B. Zaynutdinov,M,19,183,3645,M,887382,EUR,891475200,D,22,22,False,,26.0,21.0,5.0,3.0,0.0,9.0,10.0,12.0,17.0,5.0,5.0,,,,70.0,50.0,7.5,8.0,0.0415244,0,,2.0,3.0,4.0,7.0,,,2.0,2.0,1.0,2.0,1.0,,1.0,3.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
12530808,home,Beşiktaş JK,Mutassim Al-Musrati,mutassim-al-musrati,M. Al-Musrati,M,73,189,2806,M,868958,EUR,828748800,M,6,6,False,,53.0,39.0,6.0,2.0,0.0,22.0,25.0,17.0,30.0,1.0,4.0,,,,88.0,63.0,6.7,17.0,0.01406,1,,1.0,4.0,2.0,6.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,0.0251,,,2.0,,,,,,,,,,,,,,,,
12530808,home,Beşiktaş JK,Salih Uçan,salih-ucan,S. Uçan,M,8,182,1367,M,135695,EUR,757814400,M,8,8,False,,18.0,13.0,4.0,3.0,0.0,5.0,7.0,8.0,11.0,1.0,4.0,,,,45.0,32.0,7.1,7.0,0.214305,1,,1.0,,3.0,3.0,1.0,,,,1.0,3.0,1.0,,,2.0,0.0157,,,,,1.0,1.0,,,,,,,,,,,,,
12530808,home,Beşiktaş JK,Ernest Muçi,ernest-muci,E. Muçi,M,10,180,5691,M,924670,EUR,984960000,M,23,23,False,,21.0,16.0,2.0,1.0,0.0,4.0,5.0,15.0,22.0,,3.0,,,,70.0,37.0,6.9,11.0,0.109867,2,,1.0,1.0,5.0,2.0,,2.0,,,2.0,,2.0,1.0,,1.0,0.0892,,,6.0,1.0,2.0,,ernest_muci,3.0,1.0,1.0,0.0336,,,,,,,,
12530808,home,Beşiktaş JK,Gedson Fernandes,gedson-fernandes,G. Fernandes,M,83,184,5232,M,862055,EUR,915840000,M,83,83,False,,29.0,23.0,3.0,2.0,0.0,9.0,11.0,14.0,20.0,,5.0,,,,90.0,52.0,7.2,13.0,0.659016,3,,2.0,1.0,7.0,10.0,,4.0,5.0,4.0,3.0,2.0,2.0,1.0,,,0.0862,,,2.0,1.0,3.0,1.0,gedson_83,,2.0,1.0,,2.0,2.0,,,,,,
12530808,home,Beşiktaş JK,Rafa Silva,rafa-silva,R. Silva,M,27,170,17005,M,252577,EUR,737596800,M,27,27,False,,36.0,22.0,2.0,1.0,0.0,10.0,11.0,13.0,28.0,1.0,6.0,,,,90.0,60.0,7.0,27.0,0.127451,2,,1.0,,8.0,4.0,3.0,5.0,2.0,1.0,3.0,,,1.0,,,1.0935,,,3.0,1.0,,,Rafa_Silva,1.0,2.0,1.0,0.9931,,,1.0,,,,,
