match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelWon,stat_shotOffTarget,stat_interceptionWon,stat_unsuccessfulTouch,player_jerseyNumber,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_wasFouled,stat_accurateCross,stat_totalContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,captain,stat_wonContest,stat_keyPass,stat_penaltyConceded,stat_bigChanceCreated,stat_goodHighClaim,stat_clearanceOffLine,stat_totalOffside,stat_penaltyMiss,stat_hitWoodwork
10437686,home,Santa Clara,Marco Pereira,marco-pereira,Marco,G,185,11,M,44630,EUR,537408000,G,99,99,False,27.0,19.0,12.0,4.0,17.0,18.0,2.0,9.0,1.0,6.0,3.0,1.0,1.0,3.0,1.0,90.0,36.0,8.2,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437686,home,Santa Clara,Pierre Sagna,pierre-sagna,P. Sagna,D,183,17,M,135130,EUR,651196800,D,95,95,False,41.0,32.0,2.0,1.0,17.0,22.0,15.0,25.0,1.0,3.0,,,,,,71.0,60.0,7.0,17.0,1,6.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437686,home,Santa Clara,Kennedy Boateng,kennedy-boateng,K. Boateng,D,191,330,M,845884,EUR,849225600,D,4,4,False,61.0,55.0,5.0,3.0,46.0,49.0,9.0,12.0,5.0,5.0,,,,,,90.0,73.0,7.1,7.0,0,,3.0,5.0,,1.0,,4,2.0,6.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,
10437686,home,Santa Clara,Cristian Tassano,cristian-tassano,C. Tassano,D,185,114,M,790099,EUR,838080000,D,17,17,False,58.0,56.0,7.0,6.0,51.0,52.0,5.0,6.0,2.0,5.0,,,,,,90.0,66.0,7.3,2.0,0,,2.0,3.0,,4.0,,17,,2.0,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
10437686,home,Santa Clara,Paulo Henrique,paulo-henrique,P. Henrique,D,182,49,M,342981,EUR,846028800,D,16,16,False,62.0,49.0,13.0,7.0,29.0,33.0,20.0,30.0,1.0,4.0,,,,,,90.0,81.0,7.2,18.0,1,1.0,1.0,5.0,,,1.0,23,2.0,4.0,1.0,,,3.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,
10437686,home,Santa Clara,Allano,allano,Allano,M,182,485,M,796925,EUR,798681600,M,7,7,False,32.0,28.0,1.0,1.0,14.0,15.0,15.0,24.0,,5.0,,,,,,71.0,57.0,6.6,17.0,1,7.0,,4.0,,1.0,5.0,29,,3.0,1.0,1.0,,,,,,,,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,
10437686,home,Santa Clara,Anderson Carvalho,anderson-carvalho,A. Carvalho,M,176,20,M,206770,EUR,643161600,M,8,8,False,34.0,24.0,2.0,1.0,9.0,11.0,15.0,23.0,1.0,3.0,,,,,,77.0,50.0,7.0,14.0,2,,1.0,8.0,1.0,1.0,1.0,,2.0,7.0,1.0,2.0,,2.0,2.0,1.0,,,1.0,1.0,,5.0,,,True,4.0,2.0,,,,,,,
10437686,home,Santa Clara,Victor Bobsin,victor-bobsin,V. Bobsin,M,184,110,M,905451,EUR,947635200,M,80,80,False,62.0,52.0,8.0,6.0,26.0,29.0,26.0,33.0,,14.0,,,,,,90.0,70.0,6.9,11.0,0,,,3.0,,2.0,,8,2.0,5.0,,1.0,,1.0,1.0,2.0,,,,1.0,,1.0,,,,1.0,,,,,,,,
10437686,home,Santa Clara,Gabriel Silva,gabriel-silva,Gabriel Silva,F,177,795,M,1046794,EUR,1016755200,M,49,49,False,14.0,10.0,1.0,,4.0,4.0,6.0,12.0,,2.0,,,,,,45.0,20.0,6.5,8.0,0,2.0,,,,1.0,1.0,10,,2.0,1.0,1.0,,,,,Gabriel Silva,,,,,,,,,,1.0,,,,,,,
10437686,home,Santa Clara,Kyosuke Tagawa,kyosuke-tagawa,K. Tagawa,F,181,119,M,858886,EUR,918691200,F,9,9,False,11.0,7.0,1.0,1.0,3.0,4.0,4.0,8.0,,1.0,,,,,,86.0,19.0,6.5,6.0,1,1.0,,2.0,,1.0,,11,,1.0,,,,,,1.0,,,,2.0,,1.0,,1.0,,,,1.0,,,,,,
